clase,archivo,ruta,F_001,F_002,F_003,F_004,F_005,F_006,F_007,F_008,F_009,F_010,F_011,F_012,F_013
AS,New_AS_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_011.wav,-19.00635528564453,8.341351509094238,3.7164361476898193,1.3175922632217407,0.16159863770008087,0.3498348593711853,-0.3062375783920288,-0.36131447553634644,-0.27340391278266907,-0.29234778881073,-0.3303719758987427,-0.3595341444015503,-0.39246776700019836
AS,New_AS_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_012.wav,-18.067426681518555,9.061236381530762,3.8956024646759033,1.2945852279663086,0.09053438156843185,0.4367133378982544,-0.3604474365711212,-0.3649369180202484,-0.31163665652275085,-0.4059320390224457,-0.3840409219264984,-0.5072969198226929,-0.3563992381095886
AS,New_AS_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_013.wav,-18.30584144592285,8.989750862121582,3.8759796619415283,1.2379910945892334,0.05702400207519531,0.46483364701271057,-0.25518152117729187,-0.3870072662830353,-0.2200467586517334,-0.39350590109825134,-0.3754737079143524,-0.41721782088279724,-0.4088021516799927
AS,New_AS_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_014.wav,-18.641738891601562,8.465091705322266,3.922943353652954,1.4164448976516724,0.12755562365055084,0.30728039145469666,-0.31457310914993286,-0.44880321621894836,-0.38693246245384216,-0.39722925424575806,-0.3917202353477478,-0.42381417751312256,-0.40115150809288025
AS,New_AS_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_015.wav,-18.929901123046875,8.504865646362305,4.048812389373779,1.4193758964538574,0.059128906577825546,0.303270548582077,-0.43612271547317505,-0.4054614007472992,-0.40671873092651367,-0.3448702096939087,-0.3754963278770447,-0.40456438064575195,-0.39516347646713257
AS,New_AS_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_016.wav,-19.342252731323242,8.283160209655762,3.82975435256958,1.2835813760757446,0.09603974223136902,0.44226598739624023,-0.2508850395679474,-0.35225430130958557,-0.2999999523162842,-0.3529709279537201,-0.4371575117111206,-0.3265864849090576,-0.4194362163543701
AS,New_AS_017.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_017.wav,-19.259119033813477,8.385970115661621,3.825523853302002,1.2382824420928955,0.14402252435684204,0.41289180517196655,-0.31416311860084534,-0.3879014849662781,-0.34501370787620544,-0.36454474925994873,-0.3810904026031494,-0.32279980182647705,-0.36248108744621277
AS,New_AS_018.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_018.wav,-17.958412170410156,9.078315734863281,3.9421589374542236,1.2176406383514404,0.08289238810539246,0.4674997925758362,-0.26713827252388,-0.3726571500301361,-0.31718549132347107,-0.4286625385284424,-0.3885003328323364,-0.40785741806030273,-0.36941465735435486
AS,New_AS_019.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_019.wav,-17.877788543701172,8.921676635742188,3.9144175052642822,1.1774911880493164,0.03177265822887421,0.41796550154685974,-0.29769018292427063,-0.4298294484615326,-0.33120256662368774,-0.344909131526947,-0.4181163012981415,-0.3840053379535675,-0.4395054280757904
AS,New_AS_020.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_020.wav,-18.546995162963867,8.406905174255371,4.019196510314941,1.3698846101760864,0.07930868119001389,0.3608720600605011,-0.4409709870815277,-0.4007064700126648,-0.3816068172454834,-0.3859860897064209,-0.35349220037460327,-0.49044379591941833,-0.4258032441139221
AS,New_AS_021.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_021.wav,-19.006669998168945,8.436630249023438,3.9731528759002686,1.323861837387085,0.033913739025592804,0.3188655376434326,-0.35354459285736084,-0.36680519580841064,-0.3877872824668884,-0.3720603287220001,-0.45751383900642395,-0.3631822168827057,-0.4036329388618469
AS,New_AS_022.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_022.wav,-19.221803665161133,8.2604398727417,3.741818428039551,1.282571792602539,0.13289791345596313,0.3636758327484131,-0.32715320587158203,-0.25765475630760193,-0.3158169686794281,-0.3731563985347748,-0.32342100143432617,-0.32908323407173157,-0.34816935658454895
AS,New_AS_023.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_023.wav,-19.584487915039062,8.33222484588623,3.837329864501953,1.2451633214950562,0.06098422035574913,0.37840744853019714,-0.3430826663970947,-0.3125346004962921,-0.25224366784095764,-0.4147627055644989,-0.35752737522125244,-0.3490300178527832,-0.3413151800632477
AS,New_AS_024.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_024.wav,-18.006494522094727,9.137626647949219,3.9218688011169434,1.3238698244094849,-0.019575662910938263,0.522724449634552,-0.35720333456993103,-0.2806510329246521,-0.38858771324157715,-0.3849171996116638,-0.3897274434566498,-0.387355774641037,-0.4118967652320862
AS,New_AS_025.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_025.wav,-23.910558700561523,8.521687507629395,4.32614803314209,1.2060983180999756,-0.008264681324362755,0.20382274687290192,-0.2707768976688385,-0.4218514859676361,-0.29014819860458374,-0.3300933837890625,-0.34357014298439026,-0.36078009009361267,-0.35258880257606506
AS,New_AS_026.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_026.wav,-23.982959747314453,7.791930675506592,4.432600975036621,1.4459260702133179,0.12280292063951492,0.09177268296480179,-0.419362872838974,-0.4575931131839752,-0.3397117257118225,-0.33712711930274963,-0.4017249643802643,-0.44730323553085327,-0.3572198152542114
AS,New_AS_027.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_027.wav,-24.134899139404297,7.864858150482178,4.461282730102539,1.4880192279815674,0.17047639191150665,0.18146514892578125,-0.4115763306617737,-0.48015958070755005,-0.26943668723106384,-0.3357797861099243,-0.4123387932777405,-0.44672200083732605,-0.3379979431629181
AS,New_AS_028.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_028.wav,-24.531822204589844,7.556200981140137,4.085151672363281,1.3616317510604858,0.1607181429862976,0.24738365411758423,-0.3012891411781311,-0.35387134552001953,-0.3084075152873993,-0.330140084028244,-0.2935524880886078,-0.40043359994888306,-0.31942135095596313
AS,New_AS_029.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_029.wav,-24.688732147216797,7.675792217254639,4.285586357116699,1.3426271677017212,0.14665301144123077,0.20443256199359894,-0.31519076228141785,-0.3737427592277527,-0.3715454936027527,-0.2260815054178238,-0.3114062249660492,-0.38734984397888184,-0.30545976758003235
AS,New_AS_030.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_030.wav,-23.578113555908203,8.463690757751465,4.382359504699707,1.3142986297607422,0.05296271666884422,0.26072654128074646,-0.2756933867931366,-0.3320331871509552,-0.34461891651153564,-0.32681021094322205,-0.42177438735961914,-0.39072802662849426,-0.3338864743709564
AS,New_AS_031.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_031.wav,-23.988222122192383,8.401543617248535,4.376197814941406,1.2437822818756104,0.01910589635372162,0.27795711159706116,-0.28641262650489807,-0.36854228377342224,-0.2887304723262787,-0.2991724908351898,-0.40465107560157776,-0.4304773211479187,-0.33070626854896545
AS,New_AS_032.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_032.wav,-24.029842376708984,7.9651994705200195,4.447482585906982,1.4398889541625977,0.09439877420663834,0.19884346425533295,-0.3304179906845093,-0.44175705313682556,-0.3880752921104431,-0.34198829531669617,-0.3666176199913025,-0.41793838143348694,-0.35258209705352783
AS,New_AS_033.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_033.wav,-23.9446964263916,7.780490875244141,4.327596187591553,1.4988187551498413,0.08166251331567764,0.16956083476543427,-0.36294135451316833,-0.4346798360347748,-0.38868436217308044,-0.316685289144516,-0.37392285466194153,-0.4067830443382263,-0.33609986305236816
AS,New_AS_034.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_034.wav,-24.764558792114258,7.606958866119385,4.257079601287842,1.3691067695617676,0.05512356385588646,0.2649366855621338,-0.2770293951034546,-0.31635308265686035,-0.3060709536075592,-0.3036668300628662,-0.390544593334198,-0.38640454411506653,-0.2982596457004547
AS,New_AS_035.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_035.wav,-24.736440658569336,7.702376365661621,4.185571193695068,1.3769121170043945,0.11995131522417068,0.256788969039917,-0.3214183449745178,-0.33275455236434937,-0.307268351316452,-0.31631532311439514,-0.30594295263290405,-0.37771615386009216,-0.30184513330459595
AS,New_AS_036.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_036.wav,-23.64863395690918,8.42119026184082,4.40880012512207,1.3462145328521729,-0.006279569584876299,0.2912446856498718,-0.30687659978866577,-0.3737393021583557,-0.3571840524673462,-0.3458860516548157,-0.34436583518981934,-0.3912896513938904,-0.39103227853775024
AS,New_AS_037.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_037.wav,-23.513391494750977,8.22281551361084,4.2858123779296875,1.2583554983139038,0.07888495177030563,0.20935073494911194,-0.2616463005542755,-0.46768859028816223,-0.3064955174922943,-0.35282135009765625,-0.38326963782310486,-0.4346669018268585,-0.30733293294906616
AS,New_AS_038.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_038.wav,-24.020187377929688,7.8181843757629395,4.411179065704346,1.4644722938537598,0.11143698543310165,0.17158691585063934,-0.3575960397720337,-0.39772719144821167,-0.43730318546295166,-0.37420061230659485,-0.3245573043823242,-0.3823598325252533,-0.34385743737220764
AS,New_AS_039.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_039.wav,-24.445083618164062,7.7127814292907715,4.393453121185303,1.530426025390625,0.07257939130067825,0.16338473558425903,-0.34388741850852966,-0.4032312333583832,-0.3308490812778473,-0.3114077150821686,-0.4236319959163666,-0.37295088171958923,-0.37369391322135925
AS,New_AS_040.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_040.wav,-24.768831253051758,7.72324800491333,4.236368656158447,1.2888050079345703,0.12285827100276947,0.2756565809249878,-0.2000342458486557,-0.333417147397995,-0.25508928298950195,-0.3584049940109253,-0.30585402250289917,-0.3829912841320038,-0.3423602283000946
AS,New_AS_041.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_041.wav,-24.37689971923828,7.593008995056152,4.161642551422119,1.3823436498641968,0.13251177966594696,0.2737729549407959,-0.25054460763931274,-0.39584389328956604,-0.352384090423584,-0.310578852891922,-0.4010623097419739,-0.3793911933898926,-0.36130058765411377
AS,New_AS_042.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_042.wav,-23.614768981933594,8.345114707946777,4.324513912200928,1.2842717170715332,0.042822230607271194,0.3277425169944763,-0.3092277944087982,-0.4602794349193573,-0.2852875292301178,-0.3468736708164215,-0.3909977674484253,-0.41819947957992554,-0.37279626727104187
AS,New_AS_043.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_043.wav,-23.716384887695312,8.450496673583984,4.44068717956543,1.2895175218582153,0.007874122820794582,0.20495805144309998,-0.31789684295654297,-0.3902169466018677,-0.2983431816101074,-0.38831382989883423,-0.3846968412399292,-0.40367767214775085,-0.33134791254997253
AS,New_AS_044.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_044.wav,-24.06898307800293,7.886414051055908,4.4308180809021,1.4627324342727661,0.12810342013835907,0.17334504425525665,-0.4041338860988617,-0.4511254131793976,-0.3719114363193512,-0.37472003698349,-0.3823958933353424,-0.43201592564582825,-0.3592281639575958
AS,New_AS_045.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_045.wav,-24.301082611083984,7.799935340881348,4.322451591491699,1.4452061653137207,0.151622012257576,0.21186751127243042,-0.37080782651901245,-0.4105263948440552,-0.36625778675079346,-0.3005198836326599,-0.39127108454704285,-0.4074016511440277,-0.3318606913089752
AS,New_AS_046.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_046.wav,-24.591087341308594,7.558585166931152,4.131753444671631,1.3774693012237549,0.203438401222229,0.18497702479362488,-0.27765026688575745,-0.31553101539611816,-0.35681235790252686,-0.3203904628753662,-0.32299742102622986,-0.4213045537471771,-0.27272137999534607
AS,New_AS_047.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_047.wav,-24.748254776000977,7.73008918762207,4.224681377410889,1.3198271989822388,0.12873384356498718,0.19281551241874695,-0.25934597849845886,-0.3452318608760834,-0.3444199562072754,-0.3079831600189209,-0.3466554582118988,-0.4270556569099426,-0.27059176564216614
AS,New_AS_048.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_048.wav,-26.102835655212402,7.029861927032471,3.6762555837631226,1.14191335439682,0.08136677742004395,0.20489177852869034,-0.22168321162462234,-0.305905818939209,-0.2663554921746254,-0.3187851905822754,-0.3143284171819687,-0.32722771167755127,-0.3028673231601715
AS,New_AS_049.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_049.wav,-29.28378677368164,6.191840171813965,3.7415685653686523,1.4269834756851196,0.1614859253168106,-0.05859880894422531,-0.30879977345466614,-0.44040486216545105,-0.31635451316833496,-0.4055302143096924,-0.31457701325416565,-0.28099024295806885,-0.16806688904762268
AS,New_AS_050.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_050.wav,-29.69189453125,5.869211673736572,3.563504219055176,1.2403249740600586,-0.009710236452519894,-0.08553580194711685,-0.35026827454566956,-0.4069867432117462,-0.3592280447483063,-0.3591262996196747,-0.28666311502456665,-0.2890472114086151,-0.14487908780574799
AS,New_AS_051.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_051.wav,-29.681385040283203,5.827012062072754,3.5391130447387695,1.1962717771530151,0.11944130808115005,-0.06904974579811096,-0.3072488605976105,-0.3899248242378235,-0.38777267932891846,-0.4192935526371002,-0.28306645154953003,-0.2624223232269287,-0.11286109685897827
AS,New_AS_052.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_052.wav,-29.493247985839844,5.903563022613525,3.5392837524414062,1.1523704528808594,0.061072446405887604,-0.018062220886349678,-0.27151599526405334,-0.4002852737903595,-0.3216303884983063,-0.39810842275619507,-0.2282237857580185,-0.2211795449256897,-0.10845141857862473
AS,New_AS_053.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_053.wav,-29.79492950439453,5.856313228607178,3.500331401824951,1.1774513721466064,0.12960653007030487,-0.07006591558456421,-0.26738545298576355,-0.3026500940322876,-0.29225119948387146,-0.3705344796180725,-0.2971930503845215,-0.30166181921958923,-0.15699000656604767
AS,New_AS_054.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_054.wav,-29.869224548339844,5.899601459503174,3.5570223331451416,1.2439346313476562,0.11864832043647766,-0.07445599138736725,-0.2923779785633087,-0.37156757712364197,-0.34470120072364807,-0.35949018597602844,-0.2695694863796234,-0.300155907869339,-0.17260360717773438
AS,New_AS_055.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_055.wav,-29.86948013305664,5.843751430511475,3.55629301071167,1.2572791576385498,0.09582073241472244,-0.11195458471775055,-0.3743722438812256,-0.40902602672576904,-0.3459644615650177,-0.43378356099128723,-0.28938204050064087,-0.3015693128108978,-0.14758329093456268
AS,New_AS_056.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_056.wav,-29.70247459411621,6.021440029144287,3.6060056686401367,1.1907520294189453,0.059584688395261765,-0.05152100324630737,-0.33858516812324524,-0.3534775674343109,-0.32210251688957214,-0.3494424521923065,-0.28672367334365845,-0.24828338623046875,-0.11128278821706772
AS,New_AS_057.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_057.wav,-29.815250396728516,5.959977149963379,3.574411153793335,1.183610200881958,0.04649285227060318,-0.0951119065284729,-0.35308322310447693,-0.3898064196109772,-0.34526655077934265,-0.4174693822860718,-0.2998947501182556,-0.27052584290504456,-0.10258687287569046
AS,New_AS_058.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_058.wav,-29.816150665283203,5.9149885177612305,3.573598861694336,1.1604467630386353,0.05619488283991814,-0.040703147649765015,-0.3550771176815033,-0.35118797421455383,-0.3225364685058594,-0.3877652883529663,-0.2722945511341095,-0.31209132075309753,-0.13012583553791046
AS,New_AS_059.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_059.wav,-30.056255340576172,6.0033650398254395,3.6230618953704834,1.241110920906067,0.058195002377033234,-0.13965041935443878,-0.32872602343559265,-0.38288459181785583,-0.3337287902832031,-0.355593204498291,-0.2744998335838318,-0.2876145541667938,-0.1443553864955902
AS,New_AS_060.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_060.wav,-29.788776397705078,6.020625591278076,3.5988376140594482,1.1780517101287842,-0.018117491155862808,-0.10801110416650772,-0.3778221905231476,-0.3598877787590027,-0.34846657514572144,-0.32418087124824524,-0.26012009382247925,-0.2765246033668518,-0.14047664403915405
AS,New_AS_061.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_061.wav,-29.92079734802246,5.705026149749756,3.4491958618164062,1.162938117980957,0.09550265967845917,-0.07893405109643936,-0.3665067255496979,-0.3556896150112152,-0.3097875714302063,-0.3787055015563965,-0.2872842848300934,-0.3343006372451782,-0.15366750955581665
AS,New_AS_062.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_062.wav,-29.530717849731445,5.939419269561768,3.6687097549438477,1.3180296421051025,0.18475887179374695,-0.07755084335803986,-0.3324805498123169,-0.4198000729084015,-0.37511417269706726,-0.3808046877384186,-0.2966907024383545,-0.2642196714878082,-0.13361604511737823
AS,New_AS_063.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_063.wav,-29.4540958404541,5.911701202392578,3.5741546154022217,1.2147492170333862,0.10559245944023132,-0.029444396495819092,-0.3309977650642395,-0.3771114945411682,-0.3195737898349762,-0.4097801744937897,-0.2968321144580841,-0.26604971289634705,-0.1473064422607422
AS,New_AS_064.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_064.wav,-29.58680534362793,5.920273780822754,3.5444071292877197,1.184062123298645,0.04812443256378174,-0.08014184981584549,-0.3414546251296997,-0.35535794496536255,-0.3094640374183655,-0.380538672208786,-0.26970234513282776,-0.26158928871154785,-0.13906443119049072
AS,New_AS_065.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_065.wav,-29.763097763061523,5.8236212730407715,3.483095645904541,1.2423897981643677,0.06629631668329239,-0.07960284501314163,-0.32985323667526245,-0.39273127913475037,-0.35335054993629456,-0.40876784920692444,-0.2916508913040161,-0.31463441252708435,-0.15303602814674377
AS,New_AS_066.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_066.wav,-29.500823974609375,5.892641067504883,3.5743227005004883,1.2314141988754272,0.12337066233158112,-0.1016763225197792,-0.3320595324039459,-0.42560139298439026,-0.36602914333343506,-0.36942243576049805,-0.2974865436553955,-0.2903936505317688,-0.2004859447479248
AS,New_AS_067.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_067.wav,-29.680431365966797,5.88100004196167,3.549945592880249,1.1483466625213623,0.032907161861658096,-0.07723581045866013,-0.30594953894615173,-0.41348040103912354,-0.32662883400917053,-0.38811948895454407,-0.27594831585884094,-0.2589080035686493,-0.14802467823028564
AS,New_AS_068.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_068.wav,-29.301259994506836,5.958793640136719,3.664060592651367,1.339380145072937,0.18872173130512238,-0.025415681302547455,-0.34061765670776367,-0.4360277056694031,-0.35639506578445435,-0.4620189368724823,-0.34252533316612244,-0.3139254152774811,-0.1566249430179596
AS,New_AS_069.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_069.wav,-29.857887268066406,5.8970160484313965,3.580524444580078,1.273481011390686,0.116279236972332,-0.06605148315429688,-0.29436376690864563,-0.3711720407009125,-0.327286034822464,-0.3961630165576935,-0.2647044360637665,-0.2935749888420105,-0.12320729345083237
AS,New_AS_070.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_070.wav,-29.59699821472168,5.966852188110352,3.592796802520752,1.2933330535888672,0.11527226865291595,-0.05353477597236633,-0.32856225967407227,-0.38524577021598816,-0.35864490270614624,-0.37479346990585327,-0.30849334597587585,-0.2659294903278351,-0.1973138153553009
