distribucion,numero_capas,clasificador,representacion,Accuracy_mean,Accuracy_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Score_mean,Score_std
16-3,2,UjaNet,DeepONMF_H2,0.993,0.0067082039324993,0.9975,0.0034232659844073,0.975,0.0306186217847897,0.993819018404908,0.0075140363685376,0.98625,0.0154046969298327
16-3,2,UjaNet,DeepONMF_W,0.961,0.0155724115023974,0.96875,0.0211947811972664,0.93,0.0325960120260132,0.9823590376139638,0.0080616419772185,0.949375,0.0155309670497364
16-4,2,KNN,DeepONMF_H2,0.974,0.0119373363863133,0.98625,0.0068465319688146,0.925,0.0467707173346742,0.9814340382716128,0.0114056852179892,0.955625,0.0244470090195099
16-4,2,KNN,DeepONMF_W,0.904,0.0185067555233217,0.915,0.0301687959653679,0.86,0.0335410196624968,0.9633700566095212,0.0074642894937387,0.8875,0.0079672179899887
16-4,2,SVM,DeepONMF_H2,0.976,0.0114017542509913,0.98,0.0092702481088695,0.96,0.0285043856274784,0.9899129211232623,0.0071905363602018,0.97,0.0170591800799452
16-4,2,SVM,DeepONMF_W,0.925,0.0079056941504209,0.92125,0.0071260964068696,0.94,0.0223606797749978,0.9839989403037795,0.0059155643095785,0.930625,0.0123822579725993
16-4,2,UjaNet,DeepONMF_H2,0.994,0.0041833001326703,0.99375,0.0044194173824159,0.995,0.0111803398874989,0.99875,0.0027950849718747,0.994375,0.0060110575192722
16-4,2,UjaNet,DeepONMF_W,0.963,0.0130384048104053,0.97125,0.0150519932234903,0.93,0.0273861278752582,0.9823378386828776,0.0068010110341241,0.950625,0.015372967345311
17-3,2,KNN,DeepONMF_H2,0.97,0.0145773797371132,0.9825,0.0111803398874989,0.92,0.0480884601541783,0.98013685394354,0.0117910633414571,0.95125,0.0259205516916596
17-3,2,KNN,DeepONMF_W,0.924,0.0213307290077015,0.94125,0.0180060753636099,0.8550000000000001,0.0410791918128875,0.9628819591411713,0.0106307424339238,0.898125,0.0280032085215248
17-3,2,SVM,DeepONMF_H2,0.976,0.0138744369255116,0.9825,0.0102697979532218,0.95,0.0353553390593273,0.9874522386653752,0.0088819687829418,0.96625,0.0213554369540873
17-3,2,SVM,DeepONMF_W,0.93,0.0099999999999999,0.92625,0.0081490030065033,0.945,0.0209165006633518,0.9853684210526316,0.005588758888668,0.935625,0.0137286766478055
17-3,2,UjaNet,DeepONMF_H2,0.995,0.0035355339059327,0.99625,0.0055901699437494,0.99,0.0136930639376291,0.9975155279503106,0.003402003462765,0.993125,0.0055901699437494
17-3,2,UjaNet,DeepONMF_W,0.966,0.0082158383625774,0.98125,0.0098821176880262,0.905,0.0447213595499957,0.9765066625204628,0.0107093020051435,0.943125,0.0201798553637036
8-3,2,KNN,DeepONMF_H2,0.971,0.0082158383625775,0.98375,0.0071260964068696,0.92,0.0325960120260132,0.980130549581154,0.0080274050079503,0.951875,0.0163279380970163
8-3,2,KNN,DeepONMF_W,0.904,0.0119373363863133,0.92875,0.0174553000547111,0.805,0.054198708471697,0.9503607332073244,0.0127651704773407,0.866875,0.0233435617462288
8-3,2,SVM,DeepONMF_H2,0.973,0.0152479506819769,0.98,0.0111803398874989,0.945,0.0370809924354783,0.9861708897845594,0.0093504101733562,0.9625,0.0229639663385923
8-3,2,SVM,DeepONMF_W,0.911,0.0119373363863133,0.905,0.0155623744974859,0.935,0.0285043856274783,0.9824349213080984,0.007512687961706,0.92,0.0139053721633043
8-3,2,UjaNet,DeepONMF_H2,0.994,0.0022360679774997,0.99625,0.0055901699437494,0.985,0.0136930639376291,0.996273291925466,0.003402003462765,0.990625,0.0044194173824158
8-3,2,UjaNet,DeepONMF_W,0.974,0.0119373363863133,0.98625,0.0142521928137392,0.925,0.0499999999999999,0.981514086195356,0.0120415086502713,0.955625,0.0232177195262584
