clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005,F_006,F_007,F_008,F_009,F_010,F_011,F_012,F_013,F_014,F_015,F_016,F_017,F_018,F_019,F_020,F_021,F_022,F_023,F_024,F_025,F_026,F_027,F_028,F_029,F_030,F_031,F_032,F_033,F_034,F_035,F_036,F_037
AS,New_AS_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_011.wav,softmin_f8_y_resumen_h,6.879369140325614e-07,0.1689067366680437,0.26774302843551284,0.2787758809449759,0.28457366601455353,1.552681615799246,0.05865892913386586,0.8466197297179864,1.2989822332674998,1.728535997853729,0.1380067130660261,1.1094662747009587,0.26293878706124835,2.075986142197857,0.19076943418602965,1.489907870533763,1.7508719482833002,2.2365845625340564,0.44847491392381794,1.6208825384854029,0.7689416792552036,2.6451593267176574,0.06901396811352306,1.7324505521104319,2.2965898754059677,2.997531223117194,0.2695866401876336,1.94393424151235,0.5114411193972298,3.609104302876452,0.972578145956566,3.1253971143882366,3.4202175072424374,3.732482382526762,1.961640625839435,3.322179241248609,2.4234185536675508
AS,New_AS_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_012.wav,softmin_f8_y_resumen_h,2.7112927690687306e-07,0.17147353635739107,0.24466575136349872,0.2566978736375718,0.3271625675122614,1.4188099933763216,0.045950816731407926,0.8666434432219392,1.240860616942134,1.7512142227268843,0.17943373318633085,1.1739737265818269,0.27132752958789247,1.908830876068704,0.14034141090171348,1.3920043255226593,1.7178282143842158,2.258285215784853,0.5099156133397563,1.752672948285332,0.725932848770677,2.501633997717546,0.08691727166100124,1.9450025474154238,2.18087683280451,2.984583895714618,0.3038463596734197,2.0740739775290047,0.5720123409341161,3.6395534144254906,0.9267116357293829,2.616941669375389,3.3403113028358735,3.638671090103531,1.9267544478066736,3.4822483101182016,2.181236452398006
AS,New_AS_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_013.wav,softmin_f8_y_resumen_h,6.287911932541325e-07,0.2069161682557547,0.19284823102075088,0.3170524389303149,0.2831825330019862,1.3521457391621292,0.04790418063522244,0.8810150158089193,1.257213139218826,1.7138614670021657,0.1415679108611047,1.1290066196514883,0.23464043596102963,1.8556642612407213,0.12683193480592744,1.5198152247104608,1.7478941290476009,2.21118530933355,0.4558131958181921,1.6305360481215783,0.68644363093252,2.393593303345362,0.07225858626878566,1.7946803349326066,2.247452738824831,2.872653522335084,0.18910292832632536,1.9698704379162775,0.4816057194746652,3.506965088459825,0.6834725850264639,3.1426190012143946,3.5509470236988103,3.6173250110473902,1.7192930485766362,3.4128955176052354,2.289341702658416
AS,New_AS_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_014.wav,softmin_f8_y_resumen_h,6.214596976137406e-07,0.1587271998570662,0.2375157586869121,0.2724725025489665,0.3312839174473576,1.5846954107237357,0.046217917428484495,0.8369505104994626,1.3117112026514213,1.811206258716936,0.1546737105395119,1.0914197730836057,0.2590559606156461,2.1218179769813164,0.13916917983415877,1.4167503627029778,1.7738120097972838,2.26627025737152,0.4513127846574653,1.6505646901347608,0.7259431768774282,2.6998634871697282,0.07595998285160604,1.78729573509447,2.27397216861163,2.9560682498770716,0.29603336802823227,1.846040712082369,0.4005671426821225,3.695293540091043,0.7218015475002615,2.829528413035373,3.594131702329605,3.788793686529741,1.648877490410264,3.425397127854203,2.160375805280904
AS,New_AS_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_015.wav,softmin_f8_y_resumen_h,1.2889287922827209e-06,0.18255110885052594,0.24122323228916526,0.23562388060296285,0.34060048932855364,1.5295724862086924,0.04307722770667515,0.8897444523338097,1.2901274190887735,1.7803774195222573,0.18838766981885674,1.1469586127085882,0.256203891454575,2.099539450071672,0.15378877845437125,1.466324206437,1.7542305477519071,2.30217026360882,0.539001637929866,1.7272761122508025,0.7687878041917346,2.652474579916066,0.06129133410920169,1.928936015627982,2.2874040785485277,2.989053432098085,0.3672492120343738,2.003703989986003,0.3041986732652655,3.710899875267332,0.8819857252770421,2.91997507475032,3.261268968836793,3.940706816330945,1.8585087108239662,3.7031607281241863,2.4698901007348666
AS,New_AS_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_016.wav,softmin_f8_y_resumen_h,7.041287574173419e-07,0.1441685053574052,0.2704029395993682,0.25740218262024905,0.32802566829422025,1.5367210086074083,0.05706040029918509,0.7547363790347569,1.263819652488437,1.6864586877334156,0.17370001125212878,1.134073309932404,0.23039801586346445,2.051499326782408,0.2052165727305002,1.3668320483666088,1.6405589500499087,2.194545710004847,0.5481744931994789,1.6978301699691223,0.6582129233135892,2.634923971270278,0.074969324334444,1.646266421603795,2.1878789149217663,2.9441722495703084,0.23832708625991383,1.9875765839728603,0.301431672442657,3.635395982474897,1.2132599260977566,2.8704965876027133,3.216820725607655,3.7007281040503464,2.0698832594802936,3.3927693046286653,1.9959274850117936
AS,New_AS_017.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_017.wav,softmin_f8_y_resumen_h,1.4592503562117856e-06,0.1358212292552633,0.21831803480737608,0.30299795347589825,0.3428613232111062,1.5734465554548025,0.04899722862797394,0.7909260809441755,1.2954150491347756,1.7148873426716362,0.14295365769759752,1.132692945665355,0.26958819205156825,2.075718542570498,0.19184642369298285,1.3291570786483613,1.743933000132453,2.2292248923963207,0.4874571790491665,1.6526848302491068,0.7220255239757531,2.5967851366595336,0.046180336041906175,1.9076929659769624,2.2555783623851977,2.954915635627277,0.24374830093455657,2.0386049003828144,0.40228003466437534,3.663121652688268,1.1175248482878428,2.7301967229868596,3.3740054755732376,3.8249489206997267,2.066630256762338,3.3686103931206257,1.9871307162041256
AS,New_AS_018.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_018.wav,softmin_f8_y_resumen_h,7.841924620289837e-07,0.21582362173040534,0.2436007991531944,0.22640671899163256,0.31416807593230567,1.4316411413036516,0.07052836487447106,0.856464016123898,1.284086512430102,1.7579828463330844,0.19485382818293548,1.1509254067486094,0.2699677295603286,1.9346422646722583,0.26318739729052104,1.4004991450199014,1.7232265085028649,2.242479626346996,0.5581807258940328,1.6104332022389878,0.7431553535328523,2.423536890317601,0.08179748697558901,1.8096028989092698,2.2426127581761106,2.919405256152033,0.3523003604645498,2.038524299300154,0.41864145311575707,3.66079180006287,1.4718922842918853,2.74156262615302,3.2439038063592585,3.707407016112216,1.8864209661144284,3.042326590258148,2.3305170702860907
AS,New_AS_019.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_019.wav,softmin_f8_y_resumen_h,2.0250753237360566e-07,0.15076912310441962,0.24068620672247107,0.23234535031831577,0.3761991173472611,1.3767822162064818,0.04456866184466574,0.8755107050666405,1.2413525159173828,1.7724208516137063,0.15798446724434073,1.1762379233566151,0.2716413265005792,1.890611162216563,0.15650553943226328,1.4381847211937893,1.6817703173971212,2.3030664484262107,0.46030055160465316,1.7240067203941836,0.7564118263055636,2.3514043608078445,0.07204525344565564,1.9197770608951956,2.209495123902652,2.962361486698536,0.33512829784316683,2.118240458135414,0.3498766518054459,3.4115725758449567,1.0081727454652984,2.964614411244133,3.2417751343566623,3.747850674270989,1.7710978814708531,3.5523797679340112,2.41516926867797
AS,New_AS_020.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_020.wav,softmin_f8_y_resumen_h,1.1822808544969313e-06,0.1384788941030324,0.23039667462555913,0.3249859881152285,0.3061372608753255,1.5931713474203046,0.056750239221272085,0.8578579470229996,1.3191305640000546,1.822630736490691,0.1686688200228602,1.0803597906069953,0.24493255536026884,2.1150904413242446,0.20005910388896508,1.4724591946575212,1.8099475991801162,2.26969216799254,0.4596762071144675,1.538019977680489,0.6618510632842118,2.6509085772785714,0.08105769595586003,1.9502721669140337,2.2372966528761244,3.060583679748537,0.3802539421364815,2.01636194878444,0.5440000338566944,3.6909729468690107,1.0200715131335454,3.077456065579643,3.48849707557906,3.6472864056649557,1.6429858520219263,3.041692639852609,1.9308499288930066
AS,New_AS_021.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_021.wav,softmin_f8_y_resumen_h,2.3261689356065484e-06,0.16190487843247167,0.2735597372044354,0.2859409101146303,0.2785921480795271,1.5643877432381843,0.052144879533390524,0.8392977881755415,1.2850463804943821,1.7362137469690047,0.1430053383430072,1.1084062031013677,0.27806831895360085,2.1374522962225018,0.19294343110101772,1.4593831481861033,1.714421866385691,2.2485547509311523,0.4173746960301875,1.6208781310591183,0.7806763622156025,2.619360701296051,0.0586118196387786,1.7049092737399154,2.3135905416884737,2.9628497043387587,0.375102395588859,1.972506214769168,0.5080497460006262,3.6408922505348476,1.1219823820903532,3.076607341030037,3.3379935709465665,3.7158726397177846,1.7981217147391868,3.249905979614992,2.480113110489604
AS,New_AS_022.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_022.wav,softmin_f8_y_resumen_h,4.046690741279646e-07,0.1843321169216906,0.278308774127719,0.22401129984455587,0.3133474044369604,1.4687294684912915,0.06979583251120214,0.8131998707204036,1.299336257752241,1.714865558838787,0.1547276122940431,1.1516804357929793,0.28421981966415544,1.977604161879194,0.24663605232331223,1.4139134415716372,1.7255478487333478,2.282120104480846,0.440418041483598,1.6815763313140248,0.7801517579149848,2.5514593055418664,0.09472114361094784,1.816530205738845,2.2193241346336,2.895894850368025,0.2982692566605569,2.173960698697188,0.4950639517204486,3.624729853747094,1.3102066614251218,2.8751140170154854,3.3151642778917587,3.94869655258719,1.6545287464149863,3.523892391013679,2.2675240962293812
AS,New_AS_023.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_023.wav,softmin_f8_y_resumen_h,1.787208960136109e-06,0.15302773953670787,0.30547403689138247,0.24345872759442538,0.2980377087685242,1.493510591842256,0.04764807562471208,0.7972660543083183,1.226996994094087,1.6571663976016637,0.13264609734310007,1.1430773058631645,0.2610224066443374,2.034563910555714,0.13808948558083153,1.4980330719547914,1.6575929754456165,2.1952995239326496,0.4314922465259524,1.748989597896484,0.7389114484033227,2.5646730886990903,0.09662373903897435,1.6058218403102498,2.1985234325766,2.863820340524128,0.2118906553645833,1.9406012456466015,0.609323665299474,3.593168574524294,0.7721484356043152,3.1337586582170793,3.217447778273659,3.7637183706725206,1.8034129123728477,3.452875829609839,2.253417475812829
AS,New_AS_024.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_024.wav,softmin_f8_y_resumen_h,2.3504525718521826e-07,0.19500045496026716,0.24734356005280375,0.27341106608105087,0.2842446838606211,1.3962780630346114,0.06851655791976473,0.8993582114515035,1.2932729537230394,1.753051509652158,0.1608876046130199,1.1500300881091132,0.26987959749702506,1.8814370234314648,0.2231251435286265,1.5192760463675674,1.78356810142387,2.2614780726584525,0.41586998778320994,1.6711211342553636,0.7183469363769347,2.4279280769463396,0.08234579852249732,1.7737759906220547,2.211976992967335,2.9334892537959583,0.432235852186111,1.9134468469525552,0.5099577878805964,3.564345945487302,1.2274939921279069,3.1105374810608892,3.540250580634523,3.64095415382979,1.5675675372389932,3.444761769218277,2.117475250586654
AS,New_AS_025.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_025.wav,softmin_f8_y_resumen_h,4.4915485826823444e-07,0.20052071938136873,0.24578378520810754,0.2443305753280234,0.309364470927642,0.7003906141111159,0.010513264313428408,0.3981237229225108,0.5649634693801325,0.9438413526422034,0.050780021391973906,0.5899911267435366,0.08715289017411736,1.135214269844538,0.02935321067390986,0.7981232630153572,0.8820926848209286,1.3673760355386078,0.15964284875644508,0.9956973662322776,0.30218650749178444,1.5480561158584634,0.01982040849105972,1.0041728394803324,1.3373030974430127,1.8778981545394124,0.10982539936876883,1.157249970795695,0.13221827447042506,2.768305873976879,0.2599706162366128,2.045270307516985,2.1441160848031697,2.759377310668998,0.9246904081947713,2.527846412805755,1.3631024984396465
AS,New_AS_026.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_026.wav,softmin_f8_y_resumen_h,7.432357298898957e-07,0.13262380886736946,0.1641420366903925,0.3509230064992009,0.3523104047073072,0.8127296282810504,0.009046990769107586,0.3846387793702213,0.6334646448462551,1.0109958089258415,0.042250771406150654,0.5142281874915808,0.0948539857744554,1.198621129285659,0.032050747830602945,0.7046725152621902,0.961360403356221,1.392368172633441,0.13976250642883992,0.8414627359713445,0.27546254507835155,1.7011039644170587,0.013490729473746842,1.0152944445495784,1.324214614500225,1.9748604746907379,0.07073086548077458,1.1050122654940655,0.23316618460407582,2.658237757824363,0.27372165344367694,1.8347393165515455,2.3669135625587696,2.7863782556265546,0.8404137216750976,2.2842704715736657,1.1940139078227272
AS,New_AS_027.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_027.wav,softmin_f8_y_resumen_h,5.349107376265765e-07,0.16857759741267966,0.21400798120005213,0.3353151075454672,0.28209877893106333,0.8073955705051779,0.013413844476850185,0.41695936738162587,0.6253405118478614,0.9692384374570719,0.044595352469735845,0.5245743533299225,0.08158237865777075,1.2091748315797872,0.040246444591437065,0.8317630401252338,0.9558043925500412,1.3204370351578139,0.17898389596766076,0.9007849930613162,0.2690712389407424,1.600970619702998,0.02313092531587318,1.0898418360903255,1.3330355445834223,2.0438358542797745,0.07869524178622594,1.147581123790204,0.17388701546106003,2.582326935201863,0.25402016639425523,2.1676526037103265,2.3275646424595853,2.6578856951053456,1.101952217416875,2.4110625656280553,1.1615480625752066
AS,New_AS_028.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_028.wav,softmin_f8_y_resumen_h,1.051952196936529e-06,0.17384621279016624,0.2599927103464403,0.2869266059509764,0.27923341896022,0.7574131607351391,0.013243044167558187,0.37115076120445145,0.5885098809466076,0.9180136657996696,0.040103603849489404,0.5330816504090066,0.07967999486493983,1.1585534956584975,0.055374513420887166,0.789556638583281,0.8797411931172895,1.3432456785757785,0.16404485645020495,0.9491166464677278,0.2995797766756891,1.6496788216829699,0.016203641341783336,0.8884591043789525,1.3584633555906895,1.78606716897482,0.0765371602988475,1.2096053904779558,0.12976169692007067,2.5153245334548098,0.4407751299491914,2.048186876532393,2.29013344374953,2.8347151554954233,1.0951215185113494,2.4945497450859273,1.427612402714135
AS,New_AS_029.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_029.wav,softmin_f8_y_resumen_h,9.944326569095707e-07,0.166393183988285,0.23002292805540384,0.3125896362981347,0.29099325722551955,0.7732624923747284,0.010599998059386181,0.3767866623134518,0.6025738339174154,0.9111355749146798,0.04111818502776703,0.5298683563279666,0.09761307527208697,1.132095977742744,0.03129889078886301,0.7526255799156123,0.8924312106218371,1.3287817513593725,0.14265592480501937,0.9328704929532391,0.3002061086389349,1.6295321091742252,0.024447998452154163,1.0354721794059771,1.3048692669786703,1.7903281013288135,0.09968176869538035,1.1566467415127561,0.18895495061695566,2.445516268811842,0.25894184521005487,1.972741133595244,2.1670962921349197,2.7953452354176243,0.9211111760551873,2.560323179849193,1.3246171743081359
AS,New_AS_030.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_030.wav,softmin_f8_y_resumen_h,2.9869383130066987e-07,0.22780170590442864,0.20339434945662593,0.25746360405579344,0.3113400418893207,0.7231324570154947,0.011777257269765067,0.37603599846072683,0.6116895176810391,0.9757704221170788,0.04307840087348732,0.5302608764044081,0.07908923282013203,1.132735997954781,0.031050920241170493,0.7519832418829048,0.9226975199587917,1.402343761179723,0.15694724271573368,0.8889656312289719,0.28272656545409885,1.5030642789507709,0.023314248199555788,1.0406342223693021,1.2930747727903626,1.9785253487527432,0.06462719490217134,1.0697519968683042,0.10676848726131533,2.5423113248354356,0.2882204057355536,1.9293352857989545,2.33765799514165,2.817246488748032,0.9396187185091677,2.39904599180749,1.431688849519099
AS,New_AS_031.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_031.wav,softmin_f8_y_resumen_h,6.148480220469261e-07,0.16357410567253747,0.2325101390458646,0.32895196885822425,0.27496317157535166,0.6790262762959922,0.012115518940161782,0.3782179303831673,0.6002634366968749,0.8978514635404485,0.04724837601968317,0.5464313931568555,0.10020456636100848,1.047416106322797,0.036380831881836946,0.7502653006302429,0.9440424636877243,1.2993092676531877,0.17188228591059931,0.9094016600657425,0.3064553424509252,1.4339412018175655,0.02082909555799585,1.1498962983153382,1.1732842527928082,1.8397061036117137,0.07578709058952236,1.2601987146307712,0.2552962534678465,2.549967835552191,0.3006094090557202,1.9353315756373681,2.3170418024312864,2.6519881508811074,0.9577323502483952,2.5539739548965303,1.2608782202361923
AS,New_AS_032.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_032.wav,softmin_f8_y_resumen_h,3.0144417611315575e-07,0.159086840243402,0.20465604195585219,0.31951203389011984,0.3167447824664498,0.7965966134530161,0.00966898516320975,0.38446243864967183,0.6362183704770108,1.0019734158892115,0.04022219359482557,0.5415011841966975,0.098004604385415,1.1863004650350213,0.03476271920164126,0.741547865723187,0.9485632830177134,1.3933815654849697,0.13330726928285835,0.9408151713645718,0.30203772787076205,1.5874571833330686,0.018347553015493245,1.0764485037913052,1.317333784277204,1.8915652706025672,0.06798617224457476,1.090908113861977,0.2303979906935694,2.551150985408474,0.28939126945034466,1.9473170654774716,2.347515347010717,2.8318456140190147,0.8118424049609001,2.6146135286679058,1.363109283423131
