clase,archivo,ruta,duracion_s,error_vs_N,error_vs_AS,error_vs_MR,error_vs_MS,error_vs_MVP,afinidad_N,afinidad_AS,afinidad_MR,afinidad_MS,afinidad_MVP
N,New_N_020.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_020.wav,2.077,0.07869711963488234,0.15198859141855145,0.0900957351908014,0.08719641622574588,0.0897988724884635,0.23156236144727335,0.12883305808419274,0.21138059844369295,0.21634077887360575,0.21188320315123527
N,New_N_021.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_021.wav,2.1105,0.07012559900908132,0.13543225315722404,0.08463904075456899,0.08550895298403033,0.085886222902804,0.23533909243082027,0.13957110538560738,0.2095410968866475,0.20808790046303383,0.20746080483389104
N,New_N_022.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_022.wav,2.087875,0.07556206240934098,0.15212530138218402,0.08756503239845122,0.09305829063349852,0.09089053878803817,0.23784545955508155,0.12891009473953252,0.21606890755170696,0.2067791483190611,0.21039638983461792
N,New_N_023.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_023.wav,2.116625,0.07661454510772671,0.15378337771059672,0.09051429299745073,0.08930226689873891,0.0892094606182319,0.23575101429534032,0.12715738397160617,0.21094095091065837,0.21299622650115416,0.21315442432124107
N,New_N_024.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_024.wav,2.10925,0.07369434072069,0.14494701073849223,0.08775104594477906,0.09144290160034362,0.08990956651571792,0.23780516541174254,0.13448199790918444,0.2125119163837563,0.2063271918369809,0.20887372845833585
N,New_N_025.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_025.wav,2.103,0.09229861575463659,0.16012029334686764,0.10526322944508942,0.10104588580338338,0.10142903650128302,0.23016518771995534,0.13378363594707635,0.20748941972425802,0.21460928551950187,0.21395247108920842
N,New_N_026.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_026.wav,2.1105,0.07840243693265832,0.150752156310939,0.0936746439081631,0.0959874649392942,0.0935391293938299,0.2380792981583283,0.1334605660337526,0.21069806727936363,0.20683545621683336,0.21092661231172213
N,New_N_027.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_027.wav,2.116625,0.07538184725907031,0.14914642145429216,0.08730303213797147,0.09122932000743102,0.09146362621905557,0.23677015692062997,0.1312328563937989,0.2152328336815056,0.20857737730451198,0.20818677569955368
N,New_N_028.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_028.wav,2.087,0.07576300369703841,0.15199230659061053,0.08996447982478833,0.08972438355969994,0.08926034812659492,0.2365177534376721,0.12853340727696796,0.2111167849386424,0.21152268144327993,0.21230937290343768
N,New_N_029.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_029.wav,2.103,0.08218468796551155,0.14812111939642408,0.0916159828301522,0.09616211074897207,0.09414445252316297,0.23146158407447398,0.13658163094608683,0.21464029002151808,0.20697427992297357,0.21034221503494765
N,New_N_030.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_030.wav,2.1105,0.07787103109191632,0.14479755181784992,0.08922523664356417,0.09126740529872408,0.09188856685243513,0.2330519688292095,0.1364351356627549,0.2128159752828735,0.20936737358064453,0.20832954664451753
N,New_N_031.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_031.wav,2.09825,0.07363544173203475,0.14250758666251176,0.09186163539087029,0.09336713881153814,0.09026909191291525,0.23980309647625975,0.13821922281158394,0.20726716349123522,0.20478580487288817,0.20992471234803295
N,New_N_032.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_032.wav,2.083625,0.07382765870340954,0.14417816628545704,0.08866361037860643,0.0913720027772748,0.08784377761440203,0.23692900327158262,0.13495703538078763,0.21041313730993805,0.20590312257484406,0.21179770146284763
N,New_N_033.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_033.wav,2.1105,0.08309870801817004,0.15764781773441208,0.09416780223343298,0.09596181022023266,0.0962232511324188,0.23426937789394117,0.12903436485377956,0.21441617878664057,0.21136084173015204,0.2109192367354866
N,New_N_034.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_034.wav,2.1405,0.07831545385186416,0.15294391331720647,0.0870459511965969,0.08973221957753019,0.09212495388247009,0.23304020042245893,0.12827588511782262,0.21731914642178732,0.21269875032180355,0.20866601771612753
N,New_N_035.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_035.wav,2.09175,0.07530607320272482,0.15218761250490545,0.09214504153066722,0.09254795783651035,0.09264713731113869,0.24060439961509641,0.13007377311160517,0.21028049769405543,0.20960378538309132,0.2094375441961517
N,New_N_036.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_036.wav,2.084375,0.07396561604405093,0.14836579772046168,0.0858292504803062,0.08576290348986104,0.08786964505379179,0.23443490034510106,0.12927946874984267,0.21320813823278223,0.21332133401740458,0.20975615865486946
N,New_N_037.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_037.wav,3.00725,0.13521313264046575,0.13191150402769686,0.12927895591363325,0.09563520257806281,0.11929424729690392,0.17909320922717678,0.18388662903316802,0.1878004205395394,0.24580286005177873,0.20341688114833711
N,New_N_038.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_038.wav,2.975375,0.1338705440623353,0.1309095487249157,0.12815203835979658,0.0945465811180993,0.11835195833644087,0.17944733886191105,0.18374882633323564,0.18784738170322046,0.24578901163200764,0.20316744146962532
N,New_N_039.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_039.wav,2.958625,0.13182136892450938,0.1313496972725526,0.1284344915114736,0.09407690085024208,0.1180949561754013,0.1818243060145883,0.18251169304916687,0.1868181882501464,0.24591762296365563,0.20292818972244275
N,New_N_040.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_040.wav,2.846,0.13737583190325373,0.13427646077305344,0.1320861203461867,0.09850334184283678,0.12177284656993165,0.17966089569062044,0.18417126823558738,0.18742689081517322,0.24519433047413533,0.20354661478448371
N,New_N_041.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_041.wav,2.59225,0.05731067689246248,0.129997262246854,0.07785438067164806,0.07952213662093763,0.07292324781510412,0.24228951569070178,0.13545516149757558,0.20556940758173192,0.202844906389766,0.2138410088402247
N,New_N_042.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_042.wav,2.574,0.06512390256891508,0.14428052730484925,0.08762126008522803,0.09117114235092477,0.08068864481392388,0.24624643267715204,0.1307228973569677,0.2056866580246644,0.1999275148489987,0.21741649709221716
N,New_N_043.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_043.wav,2.65575,0.058947165303850906,0.14055409987963466,0.08516097107255605,0.08654428830446073,0.07671893257291512,0.24995364104564896,0.1301151708989589,0.20266715821536024,0.2004366989313331,0.2168273309086989
N,New_N_044.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_044.wav,2.5635,0.058563738052897135,0.13363929025136037,0.07916187287677215,0.08182693552696325,0.07443125399388317,0.24345541186964345,0.13353043036789117,0.20646868072199856,0.2021132598282487,0.21443221721221814
N,New_N_045.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_045.wav,2.672875,0.06076842027959122,0.1362054858383958,0.0829487611943185,0.08369250709186442,0.07500918936461692,0.24336406678442837,0.13309484772967617,0.20379524973135596,0.20258627493081827,0.21715956082372123
N,New_N_046.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_046.wav,2.691625,0.06400377376228049,0.14654986463587508,0.0854385342391743,0.08732196747857794,0.08051561647541002,0.24599288300670633,0.12709487790491444,0.20722901219543766,0.2041300018638983,0.21555322502904317
N,New_N_047.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_047.wav,2.605625,0.06079336818157296,0.13998837700188982,0.08233213179390701,0.08515877880882972,0.07908988451571637,0.2463569240796901,0.13074139977845445,0.20736308413147858,0.20272656695324126,0.21281202505713573
N,New_N_048.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_048.wav,2.642625,0.05596890510340032,0.12983975590505875,0.07775067655329482,0.08050769200975454,0.07164535128376093,0.24403541225084957,0.13514476544487272,0.20501008546920338,0.20053785896447804,0.21527187787059623
N,New_N_049.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_049.wav,2.6025,0.059355597049446984,0.13973941055973382,0.08287138790084296,0.08608176451393668,0.07568680179857201,0.24757295627238754,0.13014312460005104,0.20511667930761693,0.1999157387799794,0.21725150103996516
N,New_N_050.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_050.wav,2.575125,0.06057030529395289,0.1394300079365618,0.08404428261817408,0.08542120481383748,0.07760515032322106,0.24671747986679304,0.13128443836988793,0.20447629608122392,0.20223627247965117,0.215285513202444
N,New_N_051.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_051.wav,2.68825,0.06061649827462178,0.13706824317694227,0.08331957515506495,0.08547668019132765,0.07383895432586256,0.2441609600605225,0.13245112652483104,0.20360932111589186,0.20012581121507284,0.2196527810836818
N,New_N_052.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_052.wav,2.58525,0.0642843542115487,0.14602913570073534,0.08683199683164006,0.09219807968081722,0.07953139825818895,0.24752648649552633,0.12870968193889365,0.20667271425472183,0.19798827042704634,0.2191028468838119
N,New_N_053.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_053.wav,2.618875,0.059348187804454444,0.1378049477941925,0.08108739535786008,0.08434555341604398,0.07645547369598049,0.24599919519313154,0.13132487098591658,0.20673020877464524,0.2014113510581526,0.2145343739881541
N,New_N_054.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_054.wav,2.62825,0.05701871426799642,0.13569374712719787,0.08114695412361173,0.08427718454597524,0.07455112848334344,0.2481035153999202,0.13221716987501755,0.20455157435853635,0.19949283036414536,0.21563491000238058
N,New_N_055.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_055.wav,2.593375,0.061338499364969434,0.1421116948243309,0.08343594847206771,0.08821598027225994,0.07629885188997312,0.24656458028166545,0.12920992205187895,0.20661235476006742,0.19886060480013143,0.21875253810625667
N,New_N_056.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_056.wav,2.58425,0.056651196921453525,0.13354577600764245,0.07782551879629439,0.08017802786313441,0.07256543454397651,0.24428220335752943,0.1320482644366358,0.20621711150265898,0.20237238302205787,0.21508003768111808
N,New_N_057.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_057.wav,2.67975,0.05559427431531579,0.13366124478829033,0.07778451493232906,0.08266348009983691,0.07347758769432934,0.2472286672034523,0.13239341713299227,0.20701510499122266,0.19909060850825427,0.21427220216407844
N,New_N_058.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_058.wav,2.5685,0.055103833899088836,0.13452595709789875,0.07740575483085659,0.07961259531067895,0.07146432161005781,0.24596586166194825,0.1302969096918977,0.2057737748723109,0.20217277655139457,0.2157906772224486
N,New_N_059.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_059.wav,2.678875,0.060082590404652685,0.13990109518890897,0.0840058648400191,0.08532197239844055,0.07770766520231925,0.24755383883335214,0.13072293072380778,0.20443332710740475,0.20229216888961135,0.21499773444582404
N,New_N_060.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_060.wav,2.6695,0.05388444319316108,0.1326010765163313,0.07667755437000955,0.08022405087499294,0.07243835411343484,0.2476405738898346,0.1319265501551904,0.2063623298780248,0.20058970128019404,0.21348084479675622
N,New_N_061.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_061.wav,2.596375,0.06021354446006725,0.13840266484059152,0.08328473740789961,0.08744717371124705,0.07663840511996627,0.24706317601226413,0.13217556995130852,0.2054236708742804,0.19869580621953697,0.21664177694261003
N,New_N_062.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_062.wav,2.642625,0.060089799565794244,0.13908380345232613,0.08295088366519313,0.08580123948275424,0.07681260604260996,0.24671385974256405,0.13114153652170618,0.20547832002633593,0.2008458469409192,0.21582043676847465
N,New_N_063.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_063.wav,2.601625,0.058318650310658623,0.13333729118775425,0.07992200645506854,0.0848901908715522,0.07214508830638079,0.24427174173066146,0.13403918387660677,0.20550172993098154,0.1974941525822937,0.2186931918794564
N,New_N_064.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_064.wav,2.583125,0.0571747312903653,0.13222271775755945,0.0798589429186164,0.08059287558195476,0.07330764720918986,0.24445592406781988,0.13410876251141468,0.20388606439992735,0.20269246278370137,0.21485678623713664
N,New_N_065.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_065.wav,2.689,0.059319359047671195,0.13330282623630105,0.07967613240438694,0.08401521471001604,0.07667800795742802,0.24425540961917147,0.13514478713852543,0.207547504683428,0.2004665887594075,0.21258570979946753
N,New_N_066.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_066.wav,2.5685,0.05376443009010963,0.13262102478866675,0.07815258969239403,0.07938543525616006,0.07063216386428921,0.2473211463163324,0.131608936358199,0.20348298769004297,0.20148594725872135,0.21610098237670425
N,New_N_067.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_067.wav,2.601375,0.05959107973121558,0.1361910691886446,0.08158165164699313,0.08362084939008071,0.07475286626711433,0.24441532475835046,0.13243196121373013,0.2049865472059187,0.20166961148370127,0.2164965553382994
N,New_N_068.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_068.wav,2.46625,0.0580973751492393,0.13421481113399578,0.0788689800264122,0.08146263724646231,0.07385474250179341,0.2437895530843831,0.13260381895462808,0.20646533452521962,0.20222547120423107,0.2149158222315382
N,New_N_069.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_069.wav,2.540375,0.06141064318637364,0.1391958192743715,0.0773578219264835,0.08816429269184574,0.06875887500860818,0.23997059090030673,0.1287966712770797,0.21122817514928402,0.1937342126611761,0.22627035001215356
N,New_N_070.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_070.wav,2.5585,0.06774142205660001,0.13380267746041322,0.07985320446198685,0.08812635686277788,0.07235885140674754,0.23199678526532783,0.13676080783737854,0.21057234077268153,0.19708675972937162,0.22358330639524043
N,New_N_071.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_071.wav,2.583375,0.060125251844565936,0.13348879444085,0.07363392412989771,0.0868442147984441,0.06992750589462066,0.23890662390166922,0.13284252974129743,0.2144343009845356,0.1929287745457821,0.2208877708267157
N,New_N_072.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_072.wav,2.53825,0.06007860517456121,0.13794843302335488,0.0764839598771891,0.08695925762802553,0.07091273232787733,0.24173029507285124,0.1296533043945077,0.21199862395389854,0.194956684254537,0.22166109232420553
N,New_N_073.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_073.wav,2.571125,0.06615616843573739,0.14077924156463106,0.07974334933355907,0.09127052304471543,0.07395313834639206,0.23781310855362064,0.13090875083571354,0.21331877855487846,0.1945268636832911,0.22343249837249612
N,New_N_074.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_074.wav,2.544125,0.06619494923153467,0.1439265031767591,0.08160882243937212,0.09387176596948993,0.07671240292672492,0.241451129258393,0.12964690733319997,0.213440072762811,0.19349517086559925,0.22196671977999688
N,New_N_075.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_075.wav,2.565375,0.06483324536548012,0.14838903967952932,0.08546066273833862,0.09467566937947644,0.0754152923660931,0.24589178794784478,0.12602057638362768,0.20848606694043495,0.19366931845932484,0.2259322502687678
N,New_N_076.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_076.wav,2.52925,0.06391469071565987,0.1403353019536163,0.08198538411795273,0.09006724988790617,0.07227339348477135,0.24070045087026393,0.13060641408074253,0.20830173357661314,0.19526014464367944,0.22513125682870094
N,New_N_077.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_077.wav,2.553125,0.061965341095411304,0.13683477021752494,0.07842580813084167,0.08797025628002896,0.0718058405143942,0.24024176976310402,0.13198527420594405,0.21060030627810042,0.19511838341986226,0.2220542663329894
N,New_N_078.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_078.wav,2.526125,0.05996168417795635,0.13106388426382473,0.07545332146665887,0.0863224349374564,0.06850246723467007,0.2384668180954891,0.13501860347731984,0.21067087359111247,0.1931262590707676,0.22271744576531102
N,New_N_079.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_079.wav,2.562,0.074492047283465,0.14900383692647992,0.08731106396603076,0.09614334235211014,0.08010346300053818,0.23526353454045734,0.1296206350424919,0.21233265578517646,0.19784738464095802,0.22493578999091612
N,New_N_080.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_080.wav,2.535125,0.06646455907487336,0.14411316189265713,0.08461051065031981,0.09148079591075978,0.07555422189739369,0.24092491917559392,0.12945023527844932,0.208370497604039,0.19722702010588203,0.22402732783603585
N,New_N_081.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_081.wav,2.581,0.0568387625845068,0.13183638680508014,0.07351838080287826,0.08297163345171428,0.06741111158152194,0.24072324188161162,0.1321142271931467,0.21065273119961556,0.19530939314980042,0.22120040657582568
N,New_N_082.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_082.wav,2.571875,0.06532509563255316,0.14176240914764268,0.07974087604893307,0.08943009777387269,0.07341610606551231,0.2383478390182687,0.1293125842550166,0.21238589338907052,0.1965449381536506,0.2234087451839936
N,New_N_083.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_083.wav,2.5835,0.06554544499391217,0.14973851766455948,0.08328171273760868,0.09419893913090219,0.07666029869929442,0.2446374454110417,0.12474014312996064,0.21227596671397786,0.1945227935718341,0.22382365117318564
