clase,archivo,SBV_1,SBV_2,SBV_3,SBV_4,SBV_5,SBV_6,SBV_7
N,New_N_016.wav,0.6099154425948942,0.9321019305607997,1.4087131723474575,1.0742638540099265,0.6816503986110414,0.41998205014586953,1.2510845974035765
N,New_N_017.wav,0.7621640067564398,0.8076466059693737,1.4122918458318423,1.4330747211012962,0.7939704460686653,0.29461422655037556,0.9117014664739848
N,New_N_018.wav,0.6386779891525638,0.9108242068778556,1.2448505286175848,1.1546404096827625,0.6642665443719704,0.38000938136512674,1.3298507541454103
N,New_N_019.wav,0.7156986918081589,0.8457702885801164,1.2642136242586715,1.3053422515237327,0.6744256413694648,0.5098763833590961,1.194080620827452
N,New_N_020.wav,0.6472180973163714,1.320007300847396,1.1243972757731666,1.0753914157277458,0.718076848141933,0.395243333461163,1.1248529162375123
N,New_N_021.wav,0.5787932086884562,0.9502969347540293,1.2899517651118386,1.3902850512062128,0.6504601444849458,0.4575509222872518,1.0926549009555209
N,New_N_022.wav,0.4287831599698544,1.1020301554896215,1.1394718046677248,1.15326034623364,0.7475770992262709,0.4076747603431257,1.4797701367028173
N,New_N_023.wav,0.56131756549691,1.182999920472574,1.2441545896160797,1.0141303962679682,0.5116341292847749,0.4188621637936356,1.390783253754943
N,New_N_024.wav,0.5022810428759467,0.863513139612107,1.1168650404054004,1.3236076492855768,0.80778735018857,0.3189058584214834,1.3293250583566643
N,New_N_025.wav,0.750970704157199,1.1681662736316092,0.9366306650773595,1.1842679026482454,0.5480035067253268,0.4633580682438977,1.2376555554660396
N,New_N_026.wav,0.697351753043493,0.8934921838365855,1.3541130200649396,1.1226277547067773,0.7051093061285809,0.3664055458638609,0.9773161955184121
N,New_N_027.wav,0.5656448617220167,1.053455402246032,1.2887267186375198,1.1541250767486892,0.6898225155432955,0.4311718380760836,1.0268840810631727
N,New_N_028.wav,0.5015370210848371,1.0217560320141779,1.0523710222021498,1.1365747003361217,0.7170320983098387,0.41713716455895233,1.5724447957748415
N,New_N_029.wav,0.6283139520883323,0.9214612716302814,1.074733425026724,1.369469826473051,0.722694903496656,0.4286682509857698,1.3010033994959913
N,New_N_030.wav,0.7634435447930762,1.1070271520123123,0.9467226423997389,1.0958102132925553,0.789743321959798,0.41969073066931334,1.397559654158367
N,New_N_031.wav,0.6864640930744236,1.061208433402889,1.3045251449501047,1.292735266578097,0.5683140478092461,0.40441575887835735,0.9752273481106497
N,New_N_032.wav,0.7035313752546756,1.05577116991692,1.0438747789740044,1.2162842431628875,0.6354960848672135,0.4415467677245489,1.2285904984415084
N,New_N_033.wav,0.6476659592663648,1.1189163546144607,1.1632832532042567,0.8867154370886737,0.7078363838227841,0.40373950480922816,1.4749507875500247
N,New_N_034.wav,0.6801895346065698,1.057236211770218,1.0749664492978661,1.1772447083747162,0.6282910145583992,0.4535067470403113,1.263167911211361
N,New_N_035.wav,0.42386229725738067,1.0978407800232002,1.4359805090901612,1.1535280523277582,0.5197727553994977,0.3928891492838653,1.1686546168134155
N,New_N_036.wav,0.5115600817116205,1.349265639711706,1.4415785789505522,0.8221552667164534,0.6119816023646263,0.41471803379628625,1.1045264015337362
N,New_N_037.wav,0.012819169304329352,0.01285770281300789,0.212944613867239,0.0041153767668152645,3.8730437824857114,2.491732547982229,0.021835819992205092
N,New_N_038.wav,0.011139981607107344,0.015245020883595745,0.12923189781745079,0.003859037166206319,3.913873168597469,2.4252934127804666,0.002675278775418112
N,New_N_039.wav,0.009797529165557503,0.01722471137494157,0.08993766331163536,0.0010872097361173448,3.8896840839518796,2.503612671478523,0.005230579710384468
N,New_N_040.wav,0.005690068232275023,0.00973500464238319,0.1124577002693822,0.00887893916222889,4.033804904164349,2.495469801451654,0.0724034360264106
N,New_N_041.wav,0.6353706281890497,0.561866651393946,1.6732726294694809,0.8580444455764457,0.6805876489161106,0.3197740051153676,1.3895774909129697
N,New_N_042.wav,0.5922834993795763,0.517500044063009,1.502518060299371,0.6260876141910482,0.7176520448268874,0.22139043212024054,1.8701156220391666
N,New_N_043.wav,0.655194482590646,0.6174368363207398,1.6664414398881529,0.7402128139178002,0.9212798935979175,0.11758643390567085,1.42750930323995
N,New_N_044.wav,0.6175058722575902,0.5255589888211178,2.0043454397762868,0.7761692651091623,0.7124855931821404,0.23068532079522266,1.2593725306327086
N,New_N_045.wav,0.685675927958042,0.49114852505028633,1.992038503717389,0.7430863567438019,0.6572218583106411,0.24027055563059102,1.1549004693633749
N,New_N_046.wav,0.565022930904881,0.7138034711920956,1.634664293079192,0.5999646852200301,0.7187232381994801,0.22290933560014026,1.702577542728451
N,New_N_047.wav,0.6051163499854499,0.6051154821822856,1.7376382145724274,0.7823869040570813,0.8380478456263895,0.1931177025214923,1.3982610985433288
N,New_N_048.wav,0.544716160426014,0.5263760139239918,1.482679710708899,0.7240374482945292,0.8794620337426113,0.263928557740785,1.5306568941699692
N,New_N_049.wav,0.6233383843382543,0.5406598029450055,1.8446979696442445,0.9600485743514737,0.8036245917389994,0.21894823122687967,1.2107309655211065
N,New_N_050.wav,0.5465144627077774,0.5556804530859866,1.6938497899588922,0.7522048075776956,0.6833638824196424,0.2360548403949388,1.7177365624724894
N,New_N_051.wav,0.5914661825550249,0.5934631460972931,1.8812964487477741,0.849644047163575,0.8011473684861649,0.22032916895289434,1.2337825680178929
N,New_N_052.wav,0.5772772077617504,0.5107869314200846,1.7063749832388813,0.8337065638439235,0.8981493952695518,0.1868012271494705,1.5629759132131984
N,New_N_053.wav,0.5211772769141386,0.5831177764712169,1.4718163909971456,0.6305222272301024,0.8092130923571417,0.24839243032534228,1.8370471660981926
N,New_N_054.wav,0.7008474358029199,0.5614390154614753,1.999851405269803,0.632348036529808,0.7102806070005623,0.17696778255687637,1.307498494635216
N,New_N_055.wav,0.5691926058660611,0.48038450482093614,1.8328150830876175,0.7213836821595919,0.7099844363621999,0.22233551056468576,1.625053205572973
N,New_N_056.wav,0.4945448689516524,0.6345914488574054,2.051667579077028,0.6015181754905798,0.6822232240073782,0.2712180129093217,1.3761910822565615
N,New_N_057.wav,0.5839360786205509,0.38625962529929914,2.0888013478784035,0.8005117365186586,0.8567273818120089,0.15382939627534786,1.2261809128091374
N,New_N_058.wav,0.5724582502283296,0.6325595193446472,1.8671951916310445,0.6252375670899253,0.692655741269317,0.25405905907058274,1.4656104005162813
N,New_N_059.wav,0.46730417694259585,0.5987732956046934,1.6451825244187384,0.5411659589727911,0.6812868784853062,0.2792884728588354,1.947493210295637
N,New_N_060.wav,0.5466041212239897,0.7817700602493145,1.6329899259027714,0.5164954747419065,0.5357305104958702,0.27169061785681375,1.833849655892992
N,New_N_061.wav,0.5917108331690876,0.5208653955101514,1.2644137802672024,0.7865581821456603,0.9128423041697222,0.25242275404559317,1.810091520458536
N,New_N_062.wav,0.5669940728755242,0.7085969674077273,1.7225375516165164,0.6899207122668566,0.7509586426215659,0.24097150574150636,1.5823082135202637
N,New_N_063.wav,0.7490924022727314,0.67618796788485,1.7597998865936104,0.6413401613713618,0.6147131267220198,0.2792445065139426,1.5699317472877279
N,New_N_064.wav,0.5814140787686115,0.5439208604655322,1.8903425809463799,0.673249241467596,0.6968184191367671,0.24409505849254215,1.493773492594801
N,New_N_065.wav,0.5962080079596233,0.41636304350346104,1.4760402758927167,0.859208426157067,0.7597266597912943,0.25399974577489254,1.808905998586893
N,New_N_066.wav,0.5694074738411369,0.7071076009005094,1.8219047572128402,0.6904271032910871,0.7014552890619749,0.27702661791250616,1.3281212934261255
N,New_N_067.wav,0.588854528602505,0.5138234368608582,1.5161898156395754,0.6952234089844735,0.7762510529637068,0.22377850330529164,1.845886714110593
N,New_N_068.wav,0.5644668305955274,0.5630256886919099,1.6790150892009694,0.6990298373854278,0.7499970877177864,0.260862030176026,1.6161071547284196
N,New_N_069.wav,0.8268778593686319,0.9408459526246373,1.4994401497979761,1.0856601317986927,0.34847901474262377,0.28764790734420587,1.3930025595717848
N,New_N_070.wav,0.9686449052708797,0.9807699371559572,1.3754787742003474,1.1637392088386864,0.424693626010562,0.3953242630446875,1.077301506704403
N,New_N_071.wav,0.6606145611880596,0.8092538653054239,1.5585994956564728,1.1126754932692873,0.5085394222053267,0.2530529682185092,1.5032413021764164
N,New_N_072.wav,0.7180299080641974,1.0017329867243447,1.2993469278290843,1.2796982881989616,0.5879711216932317,0.235996157238872,1.2666457485108966
N,New_N_073.wav,0.7083913945754762,0.7769816141251716,1.3045584277461428,1.3155119332586838,0.6411951476336003,0.2090338839370023,1.5044206003113607
N,New_N_074.wav,0.6849443076200125,0.596625958115628,1.6351164435745469,1.2852863762889206,0.5884821040896693,0.23124394883082794,1.4360592252683595
N,New_N_075.wav,0.8032831896541941,0.742920761247413,1.0503773351674277,1.2357387082112683,0.6556932389744444,0.22137757153796894,1.6675453467581787
N,New_N_076.wav,1.0188530360181398,0.9797470354228386,1.4445529119915377,1.1427623518671648,0.5327297714105393,0.24704662047559547,1.0817775004227972
N,New_N_077.wav,0.8568977072768466,0.7692766520048533,1.2156523960181544,1.1475289088018743,0.5145700746520601,0.30776732059878686,1.7028442992639543
N,New_N_078.wav,0.9391468555432194,0.7143593075116441,1.179470874677045,1.3052195543778975,0.4499123231256473,0.28223317280518495,1.4773687496993735
N,New_N_079.wav,0.8308421796294374,0.8444984929947265,0.9817224160816692,1.2474791581216296,0.46587231025077963,0.2851660857528011,1.84208116575392
N,New_N_080.wav,0.7716022875343672,0.7690556828278543,1.1456222531758264,1.2124180727927294,0.6000836340246444,0.2674866114208226,1.7651519522783623
N,New_N_081.wav,0.7288776226927178,0.7620818943090479,1.3963521747346805,1.2099464334666432,0.461852100051908,0.2863764160654204,1.5104179103330657
N,New_N_082.wav,0.7447080260354092,0.9448067117882635,1.4234410554081178,1.0919657742676079,0.4430201812855353,0.31766485225297364,1.6080373907772052
N,New_N_083.wav,0.7953192136757112,0.8507362154510497,1.0430986817237615,1.1997068952241787,0.549644815269789,0.241647422212803,1.60420503120425
N,New_N_084.wav,0.7464898765655711,0.8386235613744663,1.1608367859821573,1.3618619916875885,0.5361195523758018,0.2986399302402383,1.5209425803802479
N,New_N_085.wav,0.9109609663220719,0.7564925411252185,0.8521554961249531,1.1970633156281265,0.5392016894108943,0.2347934288954215,1.8487401566616017
N,New_N_086.wav,0.9333306049407419,0.9381462262189816,1.3778206501039054,1.1977120746932206,0.47388409428246386,0.31390331796485904,1.1720291653622859
N,New_N_087.wav,0.8122978358070054,0.8026887581322607,1.2245412765080315,1.3828576822301022,0.5667422092473168,0.2566768397130553,1.532277644642122
N,New_N_088.wav,0.7665865064192214,0.7493737264837097,1.4520689347579758,1.164739795983566,0.5337531245905355,0.2854495667676788,1.5790577215957196
N,New_N_089.wav,0.7767406669466124,0.9338156823502991,1.2533774816531509,1.1728264339415155,0.38773079165181384,0.2907057969074588,1.59980447346599
N,New_N_090.wav,0.8309634685417471,1.1004638734944379,1.596650522186014,1.046691768909881,0.4204650475906943,0.32401180122436773,1.0922147911820506
N,New_N_091.wav,0.6600321229081029,0.9613044063198364,1.1368848576021444,1.3145965886051068,0.6464845165482628,0.3795636988586519,1.5071674900121206
N,New_N_092.wav,0.7024493853017785,0.8929046644765303,1.2152645380285594,1.1199667967629439,0.5615485102671777,0.2575630903203524,1.60649192040579
N,New_N_093.wav,0.9015837512291307,0.8869242034044977,1.057562315864542,1.3548782901056404,0.6823839102860058,0.26950529036608345,1.4904242868260678
N,New_N_094.wav,0.8785512948142842,0.9584511203527349,1.2224592489598292,1.291585380657953,0.5801596074708488,0.24587748450516025,1.410199328618202
N,New_N_095.wav,0.8404348859184567,0.613120298445296,1.5396906706838533,1.2135604131121356,0.46235584648488215,0.2827248741442462,1.434359593409148
N,New_N_096.wav,0.8124183102319508,0.991514427892457,1.168423143025742,1.0031169319370927,0.6443010369871837,0.2176590105146153,1.506804511042971
N,New_N_097.wav,0.8867176912317529,0.7450602146104732,1.0787099875498147,1.3627653339409402,0.4091568753699671,0.4158651231295507,1.5242832739389622
N,New_N_098.wav,0.9466255624155112,0.7731261831654884,1.5114509304746995,1.135211248220833,0.3548129038504262,0.31728483558812703,1.4392330818735972
N,New_N_099.wav,0.5606768958676638,0.6385865527333234,1.6056428444989532,0.7098785357108075,0.7345920444289091,0.24379547086237524,1.6920239190881308
N,New_N_100.wav,0.5326481379213424,0.629982850160113,1.3510445994520752,0.7906464256666447,0.935053732286577,0.22923005967012652,1.7742431772089093
N,New_N_101.wav,0.5452902352887344,0.6171594405052712,1.6207930384157339,0.6564945818125192,0.8612336121709,0.17967395973888273,1.638022186675618
N,New_N_102.wav,0.49243094210696575,0.6543367926629033,1.9643344161333371,0.5291393500464437,0.6593135402902478,0.22548265087160957,1.62986437787594
N,New_N_103.wav,0.6669202603474421,0.7926385380946568,1.9193975377986392,0.4443150609428279,0.5240402257449014,0.2849824396850115,1.4626742314071426
N,New_N_104.wav,0.5774412793761474,0.6475261226763551,1.8735707776790014,0.7824123037851787,0.7872759025084846,0.19764437731548018,1.3146833013282553
N,New_N_105.wav,0.6642052590216015,0.7144497825585499,1.7127013980586447,0.7300733136820889,0.6055837995085905,0.24927830664535208,1.3994475294334836
N,New_N_106.wav,0.5839382032766274,0.6027484936757915,1.8437617045264643,0.7127920876018016,0.7439524461169289,0.22622379187373165,1.3583742759571666
N,New_N_107.wav,0.5786711824372489,0.641642437390269,1.8602348157828703,0.6442089040328245,0.6198465684676155,0.224866470678965,1.4257977133695254
N,New_N_108.wav,0.5374178332933393,0.4683359382821496,1.673795644317609,0.7683772477530038,0.8245280950757072,0.2581239478171982,1.656381380624048
N,New_N_109.wav,0.548236986735514,0.5283242271179168,1.8049808154553113,0.6831797307597799,0.66831152772113,0.18264748616192417,1.662586348131789
N,New_N_110.wav,0.7529163895517351,0.4494844752422561,1.6607886822787,0.7986849421063796,0.6937337004939812,0.23797538838607352,1.4260158423312141
N,New_N_111.wav,0.5783493617161337,0.5774457213153841,1.890747540129407,0.6748209149161841,0.7065257479744937,0.2613899119867892,1.3092409301386954
N,New_N_112.wav,0.5607114409213673,0.5430918598348249,1.7991647260886356,0.7348016277012869,0.7405372273654048,0.22357089531190621,1.5047658275703033
N,New_N_113.wav,0.46003038290559317,0.6132873685178434,1.7667353715628007,0.5992423043562429,0.6472805061299652,0.2701933050096034,1.7091031444059093
N,New_N_114.wav,0.5475687351594051,0.6233497594630242,2.1946841118352656,0.7095042521203624,0.7519931748652081,0.24528041636222003,1.107269538880492
N,New_N_115.wav,0.7442673421420378,0.7098348767256593,1.329174815791877,0.8129518018495171,0.7760698459667464,0.23203795563469415,1.5509392546904794
N,New_N_116.wav,0.5754621063570465,0.6246939183397062,1.31410347917376,0.7074040019543054,0.6614570722463252,0.23467760368572238,1.959454968266743
N,New_N_117.wav,0.5344971663999923,0.45781468601826447,1.646229655947398,0.6909728659287515,0.7648018971008156,0.1759544196340723,1.8681187577367493
N,New_N_118.wav,0.546421539625335,0.5269959395275557,1.3877323289832282,0.6858376705848592,0.5985214270322304,0.2605543171614775,2.0670328723660627
N,New_N_119.wav,0.44442385134569085,0.48979827104493495,1.6998614721781178,0.7292341908914242,0.7699517021827287,0.2059866038247432,1.8200544539445873
N,New_N_120.wav,0.5988753621726572,0.5326545990528401,1.7029595193528193,0.6711224857454825,0.68646331539365,0.28472664143648346,1.4548056556054496
N,New_N_121.wav,0.7653100944989986,0.4903422677536507,1.6458215790742388,0.6576128140066712,0.6277577985515249,0.30075195227927365,1.640589041245191
N,New_N_122.wav,0.6101788298367515,0.5428140856102545,1.4141348514424166,0.6539064274904043,0.7579906410578672,0.33375566480262553,1.8582447854784243
N,New_N_123.wav,0.595667624816171,0.5546276420235822,1.5018976590264064,0.903014071304199,0.8056804879678551,0.19867305838935215,1.5861388812748218
N,New_N_124.wav,0.5275186672465781,0.5975281882236785,1.6241494948333484,0.8392676295850572,0.7983792272968808,0.24761221125959293,1.6369069732537787
N,New_N_125.wav,0.47479689421547727,0.5635941989722998,1.5384481831576011,0.6944251980182825,0.7694901918969291,0.2629615977740798,1.7613495613243064
N,New_N_126.wav,1.054851013574223,0.3952567952118714,0.9053466204455888,0.5797637964170194,0.37180574194488897,0.20026825530328324,0.5710445131822381
N,New_N_127.wav,0.9677151326661914,0.5542623169278899,0.891127529961473,0.6071846411479533,0.2738534090679702,0.18832144540622825,0.8444414441934674
N,New_N_128.wav,1.0958588836864134,0.19908872880817566,0.7979121827072195,0.6959932235690586,0.28313834698581397,0.26048210145269546,0.6858003461334832
N,New_N_129.wav,0.9640078951282824,0.3928272941223079,0.6661305647186025,0.6796027908028306,0.33458121468720486,0.2537805666609261,0.7387991647587692
N,New_N_130.wav,0.9577732334538791,0.48990831814614627,0.6274893115685725,0.5664411943239117,0.2618634183969249,0.1980168877107479,0.9292580451379394
N,New_N_131.wav,0.9658514645443925,0.4159394417206359,0.8715897850193212,0.5124155955405353,0.356154853595247,0.20090902342062006,0.7115462348291189
N,New_N_132.wav,0.9299171299785686,0.4488425943821682,0.8562444138655201,0.646902664135776,0.36670713201639066,0.31770864211947164,0.7594961610406915
N,New_N_133.wav,1.016319815201783,0.5030641999487674,0.7081248428526662,0.6065762315323185,0.3925112103249922,0.31229721884495787,0.5823725333680786
N,New_N_134.wav,0.8480701121589883,0.4696757393062105,0.7240295181828553,0.6097217533789857,0.2999355010148696,0.19515710938721445,0.8572192252276841
N,New_N_135.wav,0.9166871091973031,0.4655574191707647,0.7713957451824367,0.5943254576085881,0.17151353204201963,0.34721101893628686,0.7869576927506529
N,New_N_136.wav,0.7979063111902736,0.3777561903875262,0.765068650801332,0.5363755474390427,0.2402797029751679,0.2642157141541168,0.9857829154215045
N,New_N_137.wav,0.9335554340427542,0.4408382390573668,0.7990268632571298,0.6138074894624331,0.27283912475190475,0.25926697743797744,0.7424954469578162
N,New_N_138.wav,0.8980449200322577,0.5585062347203413,0.7092314659133162,0.47858952318632797,0.32166410981926574,0.25479940147935404,0.7464389967399986
N,New_N_139.wav,0.9198395827974267,0.5084799838329364,0.6861262024687411,0.5644436102348857,0.23968543635534367,0.2723802731967044,0.8526825234628028
N,New_N_140.wav,1.078294336451704,0.5353869830959264,0.5931320673978979,0.6031452227600581,0.24071452227116324,0.20498954171611167,0.8175617237498818
N,New_N_141.wav,0.8937737045831208,0.4470474547795957,0.8364139945778689,0.6335644728758932,0.3748340696626685,0.19923904137067203,0.7090272007646179
N,New_N_142.wav,1.1380439873723491,0.37484821248202355,0.515637371992694,0.5826293742260406,0.31443883522079696,0.21447505722218158,0.950402508017279
N,New_N_143.wav,0.9919811712117242,0.370991834964429,0.6218371899509333,0.6152644794488223,0.3846147873115606,0.20406602742673996,0.7967911942919661
N,New_N_144.wav,0.8876062399963321,0.423941719313673,0.6930068054212727,0.6505486579362856,0.333650429319314,0.24304181833290212,0.7743309867860731
N,New_N_145.wav,0.9422157512614913,0.3604033432795395,0.7387580373847928,0.6261331469013859,0.238385015937452,0.25312884322105006,0.8398850680292127
N,New_N_146.wav,0.924544455661167,0.45584735832541695,0.6680520835047123,0.6457506542809294,0.2590018435704899,0.2940113692254694,0.9032626968148971
N,New_N_147.wav,0.9467905949586177,0.5737436188521295,0.6491592750087312,0.6163315610306135,0.39131175657401684,0.2157544121559415,0.7389411360223674
N,New_N_148.wav,1.0524210418171125,0.5447863374554808,0.8791718413025519,0.49712535743002956,0.22026662993583127,0.25469129658120765,0.7684130163591386
N,New_N_149.wav,1.0936549333795345,0.47904877058060946,0.6573247522503486,0.5592590907745898,0.20262903877336313,0.13884931973352416,0.9767444411020019
N,New_N_150.wav,0.8350923535215318,0.568903208482136,0.6683155228687917,0.5251374307453829,0.3017245637337834,0.27897738856707677,0.8836467915972893
N,New_N_151.wav,0.9901822632629416,0.6124048340057254,0.7395701148833067,0.5029468411459368,0.2564508095200653,0.23443735677176752,0.7956833704365186
N,New_N_152.wav,1.013584890313302,0.5089348536735858,0.6237054500242591,0.4854291318428154,0.2230135899735905,0.22800945593229643,1.0030081465107725
N,New_N_153.wav,0.8817619403808209,0.5896957634114399,0.9359487450215713,0.5591517832628463,0.3354320192929194,0.17885345837024727,0.7005254192099869
N,New_N_154.wav,0.8937428696231567,0.4796232840655325,0.7850136801379259,0.5894021200135817,0.3683809187554417,0.14943231818331124,0.6886774640683822
N,New_N_155.wav,1.1235542954921223,0.3673038420132661,0.7253503365224933,0.590367386445643,0.3398961605929703,0.186679835370975,0.7609501973349438
N,New_N_156.wav,0.8266336307986449,0.4498233980292865,0.6843399333164185,0.726999093826699,0.4282934059518514,0.23670118000187435,0.5520282524568447
N,New_N_157.wav,1.0308342862014126,0.4454355504400911,0.7519924728830825,0.516970612444772,0.2138148302595416,0.238134079549229,0.8413862758955613
N,New_N_158.wav,0.6905504235228572,0.949395708162848,1.1559058063254533,1.0305522371644047,0.5438548674841832,0.3175604889157401,1.022690313741944
N,New_N_159.wav,0.6634947363113963,1.0985655864352286,1.2671958198509974,1.0796706202010795,0.7093421333026818,0.3974358940869693,0.782837111633866
N,New_N_160.wav,0.6216912269841701,1.0621629338573653,1.348627978176197,1.2410761262056995,0.7326926299483654,0.3399933469586832,0.9549515716762557
N,New_N_161.wav,0.610889484031498,0.8592952380819094,1.3693418458800473,1.3515397272982752,0.7548769003978429,0.38960175029609256,0.9697172764547008
N,New_N_162.wav,0.7113014155485062,0.9350116823242437,1.2150933511420472,1.2662597184899562,0.6429795477150365,0.37212628860494956,1.1661392537043729
N,New_N_163.wav,0.5593935327024069,1.1383798184148883,1.279884811498883,1.116148304478443,0.8187094331434467,0.38814729831616385,1.0075814703919952
N,New_N_164.wav,0.7719221616113604,0.7015622550175039,1.2719609248265789,1.468453924411344,0.7498390745978926,0.4460023778351307,1.006287573368165
N,New_N_165.wav,0.6578064912170888,0.945833480198624,1.6469732128139203,1.136192670366378,0.6713333528256182,0.44016824153692335,1.0020758094293818
N,New_N_166.wav,0.8087912815378987,1.004185530468386,1.303459713285406,1.2437370915863566,0.33535979088812923,0.5590605316675381,1.1573918897513449
N,New_N_167.wav,0.6147510071278502,1.1823434099774643,1.2982395081313054,1.1364591838080564,0.564950049355002,0.43616175842527166,1.1569908898772368
N,New_N_168.wav,0.8203215278172218,0.8052043123599585,1.3488234768375282,1.2159381125082944,0.6460508087005405,0.4776508075052135,1.0112432415852386
N,New_N_169.wav,0.7121585031420421,0.9120739931876912,1.3144850620915713,1.3771467434775733,0.6013429467219321,0.46762669335250184,1.069221266975196
N,New_N_170.wav,0.6897547129592935,1.1713323355450078,1.1060729476423297,1.2608813574246003,0.6595043870944547,0.513722304072857,1.1703810239773471
N,New_N_171.wav,0.7589657853680765,0.889181207540371,1.3373367237022145,1.314617398696853,0.6896825774506791,0.4748163796198331,1.049756016621797
N,New_N_172.wav,0.7695571247745719,1.3039867387118957,1.3164396880973053,1.0636453336625213,0.5674779921152053,0.4581251446234377,0.9022054065912926
N,New_N_173.wav,0.7316204881315861,0.894154322773813,1.2842177002361927,1.059709902089385,0.598569292136903,0.4065054566102939,1.2920243811947816
N,New_N_174.wav,0.657378937341989,0.9863114303807264,1.4784211220415815,1.1117756984861094,0.7781582142086205,0.39945276384362843,1.0045049515898765
N,New_N_175.wav,0.57677910084164,1.3496789872790096,1.422716529448218,0.9211397602274439,0.498811377534124,0.46161899807718526,1.1092964984028375
N,New_N_176.wav,0.8045617893672562,1.1946493796252502,1.0957235472675821,1.231840028453754,0.7649909968616238,0.3599739309212467,1.006936721750013
N,New_N_177.wav,0.7453611624519914,1.2246899743781618,1.1215715535447468,1.1478261472128592,0.7099400431173762,0.3862240119068128,1.1931613602729287
N,New_N_178.wav,0.6817497625558249,0.9096947657169163,1.060824683954261,1.3518026107204795,0.7265531282641897,0.4464872746482962,1.1083266657649122
N,New_N_179.wav,0.810387884757491,1.24578539528894,1.4591782865661007,0.9329372217391867,0.4483066284142459,0.42280189853284944,0.9897751552372008
N,New_N_180.wav,0.760200847791998,0.895794905842987,0.9625429391199901,1.2789998823151272,0.6306491562887142,0.40676802947298957,1.527554329331449
N,New_N_181.wav,0.6649431748403195,0.9512943149243052,1.1973125866850491,1.2542901683240837,0.7341995651565426,0.3948598785512531,1.152862160970513
N,New_N_182.wav,0.7536343975241588,1.013960269811006,1.2743023896779122,1.204095430683964,0.5862939125446875,0.4349071733719777,1.1048712400184038
N,New_N_183.wav,0.6161547091270363,1.1303851944697354,1.4417451207816183,1.0209689349515254,0.6013162295018751,0.40180792757097195,1.1617761006336569
N,New_N_184.wav,0.7703705201750668,1.0776430854629746,1.0931813073509515,1.1072732471452105,0.643401607778001,0.4595088047903037,1.21029470535644
N,New_N_185.wav,0.7948423856880907,1.1696947182691737,1.0498980456183111,1.138104338155935,0.5937443006557519,0.4783024212583849,1.1484933836964757
N,New_N_186.wav,0.6188936693311691,0.9847565852230546,1.2860643436951795,1.26972112282068,0.6793526262998848,0.47124892625066156,1.1329815311497633
N,New_N_187.wav,0.5860212410325287,1.0536610292617747,1.2977663114807274,1.2483218393363051,0.7076332165770373,0.3423978732254998,1.0916782792700046
N,New_N_188.wav,0.588701559532321,0.8731602150722946,1.261185061708794,1.294743727648807,0.6484808338060011,0.389393355248152,1.3734092148578259
N,New_N_189.wav,0.6717661676240778,0.8557324252658282,1.372493407402144,1.3394148909147465,0.5409222235061515,0.4701055958052634,1.134451372185976
N,New_N_190.wav,0.7589364430913391,0.927309370962224,1.28952987695505,1.2511353287242886,0.7448090032056494,0.3924731875208751,1.0488563638869153
