clase,archivo,cnn_1,cnn_2,cnn_3,cnn_4,cnn_5,cnn_6,cnn_7,cnn_8,cnn_9,cnn_10,cnn_11,cnn_12,cnn_13,cnn_14,cnn_15,cnn_16,cnn_17,cnn_18,cnn_19,cnn_20,cnn_21,cnn_22,cnn_23,cnn_24,cnn_25,cnn_26,cnn_27,cnn_28,cnn_29,cnn_30,cnn_31,cnn_32,cnn_33,cnn_34,cnn_35,cnn_36,cnn_37,cnn_38,cnn_39,cnn_40,cnn_41,cnn_42,cnn_43,cnn_44,cnn_45,cnn_46,cnn_47,cnn_48,cnn_49,cnn_50,cnn_51,cnn_52,cnn_53,cnn_54,cnn_55,cnn_56,cnn_57,cnn_58,cnn_59,cnn_60,cnn_61,cnn_62,cnn_63,cnn_64
N,New_N_011.wav,0.23442526161670685,0.9068916440010071,0.6799312829971313,1.3392120599746704,0.5827043056488037,1.2189371585845947,0.9849181771278381,0.38784196972846985,0.6241353750228882,0.4358854591846466,0.4793720543384552,0.0,1.309191107749939,0.7999465465545654,1.2024705410003662,0.3270459771156311,1.0269218683242798,1.1983696222305298,1.1438547372817993,0.29563388228416443,0.5520842671394348,0.40963709354400635,0.4073984622955322,0.5545859932899475,0.579071044921875,1.0163015127182007,1.0313555002212524,1.4869850873947144,0.7878689169883728,0.0,1.552733302116394,0.5593052506446838,1.3165556192398071,0.914605975151062,0.9409085512161255,1.1409502029418945,0.9638590216636658,0.0,0.7576209902763367,0.0,1.139018177986145,0.5542001128196716,0.1127336323261261,0.8223981261253357,0.9176196455955505,1.4232325553894043,1.2065476179122925,0.5412560701370239,0.115389883518219,0.7945918440818787,0.542694628238678,0.31652867794036865,0.36180320382118225,0.7707701921463013,0.8227646350860596,0.3343169093132019,1.1511725187301636,0.4914608895778656,0.6709116697311401,0.8913474678993225,0.6246854066848755,0.5211246013641357,1.0684597492218018,0.4872591197490692
N,New_N_012.wav,0.21783015131950378,0.8169670701026917,0.6467660665512085,1.3463062047958374,0.5778554081916809,1.0965197086334229,0.9477710723876953,0.3741932511329651,0.6073966026306152,0.419466108083725,0.45181408524513245,0.0,1.2881288528442383,0.6849475502967834,1.1880701780319214,0.30467814207077026,1.0132355690002441,1.1657073497772217,1.134263038635254,0.2858688533306122,0.5368236899375916,0.354931503534317,0.39152905344963074,0.4992322623729706,0.5794305205345154,0.9797386527061462,0.8738842010498047,1.467461109161377,0.6734389662742615,0.0,1.5241150856018066,0.48822036385536194,1.1797157526016235,0.7638984322547913,0.8441563248634338,0.9828289747238159,0.9324537515640259,0.0,0.7169849872589111,0.0,1.005435585975647,0.5166452527046204,0.1098884642124176,0.7729011178016663,0.7684183120727539,1.295225977897644,1.1837786436080933,0.5279251933097839,0.13270899653434753,0.7459419369697571,0.5151026248931885,0.32034483551979065,0.3345261216163635,0.7447838187217712,0.7873237133026123,0.3307438790798187,1.0839190483093262,0.4774710237979889,0.6428768634796143,0.8414796590805054,0.5282841324806213,0.4952661097049713,1.0803847312927246,0.4704149663448334
N,New_N_013.wav,0.2158140242099762,0.8046029806137085,0.6561635136604309,1.3785908222198486,0.5866960287094116,1.076398253440857,0.9599145650863647,0.37853074073791504,0.6194006204605103,0.422169953584671,0.4551210105419159,0.0,1.3058260679244995,0.6785072684288025,1.207619547843933,0.3022502064704895,1.02512788772583,1.1788371801376343,1.150566577911377,0.2903241813182831,0.5430399775505066,0.3575499951839447,0.3908802270889282,0.5059349536895752,0.5882235169410706,0.9928156137466431,0.8565605282783508,1.4836584329605103,0.6561236381530762,0.0,1.5497039556503296,0.4838942885398865,1.160408616065979,0.7569166421890259,0.8308519124984741,0.9657383561134338,0.949013888835907,0.0,0.7220419645309448,0.0,0.9905738234519958,0.5274481177330017,0.11125262081623077,0.7895138263702393,0.7522388696670532,1.270975112915039,1.1968284845352173,0.5341420769691467,0.12200289964675903,0.7598938345909119,0.5256803631782532,0.31784215569496155,0.3370167016983032,0.7634198665618896,0.7939844131469727,0.32965806126594543,1.0713129043579102,0.4809633493423462,0.6351951956748962,0.8515504002571106,0.5204784870147705,0.4963988959789276,1.1161097288131714,0.4650039076805115
N,New_N_014.wav,0.22890770435333252,0.8898399472236633,0.6707371473312378,1.3057218790054321,0.5773190855979919,1.2222379446029663,1.00753915309906,0.38350731134414673,0.6585692167282104,0.43823590874671936,0.4552741050720215,0.0,1.3010520935058594,0.783510684967041,1.1690161228179932,0.3225747048854828,1.0052520036697388,1.1815913915634155,1.1200870275497437,0.30801546573638916,0.5569159388542175,0.427550345659256,0.38731077313423157,0.5130005478858948,0.5653770565986633,1.0403658151626587,1.025084376335144,1.4728864431381226,0.7947321534156799,0.0,1.5425925254821777,0.5412659645080566,1.3052387237548828,0.9068189263343811,0.9353526830673218,1.1286143064498901,0.9363958835601807,0.0,0.7640353441238403,0.0,1.1257898807525635,0.5562767386436462,0.11180340498685837,0.8389411568641663,0.914634108543396,1.4307920932769775,1.2012805938720703,0.5615254044532776,0.11874616891145706,0.8143144845962524,0.5604855418205261,0.31870895624160767,0.36635950207710266,0.7999105453491211,0.8057441711425781,0.3301822543144226,1.1634559631347656,0.4921262562274933,0.6594329476356506,0.9126850962638855,0.5950967669487,0.5103936195373535,1.0504096746444702,0.47389650344848633
N,New_N_015.wav,0.22139540314674377,0.8151633143424988,0.6409536004066467,1.3628902435302734,0.5814232230186462,1.0832866430282593,0.9784351587295532,0.3739986717700958,0.6255604028701782,0.41524577140808105,0.4398479461669922,0.0,1.2891355752944946,0.6927578449249268,1.1724433898925781,0.30717232823371887,1.013579249382019,1.1576626300811768,1.122293472290039,0.30582842230796814,0.5261510610580444,0.3437907099723816,0.3971026837825775,0.49972081184387207,0.5754491090774536,1.0158960819244385,0.8737082481384277,1.4687986373901367,0.6609300971031189,0.0,1.5243712663650513,0.493023157119751,1.173243761062622,0.7738062739372253,0.8393033146858215,0.9829855561256409,0.9268815517425537,0.0,0.7436352372169495,0.0,1.004699945449829,0.5119639039039612,0.11083953082561493,0.8075017333030701,0.7678211331367493,1.2786624431610107,1.1788231134414673,0.5499280095100403,0.12114256620407104,0.7823560237884521,0.5501047968864441,0.3197936713695526,0.3312909007072449,0.7513752579689026,0.7842687964439392,0.33044230937957764,1.0678538084030151,0.4669376611709595,0.6402517557144165,0.8738040924072266,0.5487809777259827,0.4880012273788452,1.09180748462677,0.47547534108161926
N,New_N_016.wav,0.2175261676311493,0.8025484681129456,0.6517396569252014,1.355964183807373,0.5815757513046265,1.080090880393982,0.9364250898361206,0.37652236223220825,0.6051538586616516,0.41609227657318115,0.44988593459129333,0.0,1.293440818786621,0.6785704493522644,1.1965622901916504,0.2916654944419861,1.0074307918548584,1.171530842781067,1.142775535583496,0.2821907103061676,0.5405387282371521,0.3487183153629303,0.38617420196533203,0.5065875053405762,0.5859421491622925,0.9674791693687439,0.8581730723381042,1.4744360446929932,0.6572934985160828,0.0,1.5304651260375977,0.48266154527664185,1.1628646850585938,0.7599666118621826,0.832757830619812,0.9662159085273743,0.9435938000679016,0.0,0.7025363445281982,0.0,0.9914045929908752,0.5137420296669006,0.10991591215133667,0.7579302787780762,0.7519860863685608,1.2778152227401733,1.188012957572937,0.5213789939880371,0.12365706264972687,0.728947103023529,0.5105829238891602,0.32127922773361206,0.3208808898925781,0.7427963614463806,0.795441210269928,0.33138611912727356,1.0701459646224976,0.47901591658592224,0.6396962404251099,0.8216575384140015,0.5247340798377991,0.4962039291858673,1.0944854021072388,0.4704913794994354
N,New_N_017.wav,0.21920563280582428,0.789223849773407,0.6576544046401978,1.3578382730484009,0.5858104825019836,1.0723985433578491,0.9488576650619507,0.3758438229560852,0.6351099610328674,0.4437353312969208,0.43966203927993774,0.0,1.291106104850769,0.6717174649238586,1.1919760704040527,0.3378024399280548,1.0300967693328857,1.1905252933502197,1.1380620002746582,0.2839241921901703,0.5479833483695984,0.36090290546417236,0.39755842089653015,0.5021936297416687,0.5691556930541992,0.980684220790863,0.8599510192871094,1.4708136320114136,0.6552562117576599,0.0,1.526007056236267,0.4738023281097412,1.1618555784225464,0.751964807510376,0.8274326324462891,0.9611204266548157,0.9496467113494873,0.0,0.7237464785575867,0.0,0.9837963581085205,0.5505754947662354,0.10793135315179825,0.783349871635437,0.751025915145874,1.2862474918365479,1.1908190250396729,0.5208826065063477,0.10122814774513245,0.7575065493583679,0.5156684517860413,0.32003623247146606,0.3596263825893402,0.7835005521774292,0.8012682795524597,0.32925787568092346,1.0660477876663208,0.48311710357666016,0.6336719393730164,0.8539203405380249,0.5044811367988586,0.48789075016975403,1.0912641286849976,0.46077799797058105
N,New_N_018.wav,0.2194679081439972,0.8370040655136108,0.6407051086425781,1.3778979778289795,0.5840206146240234,1.1026021242141724,0.9589332342147827,0.37331581115722656,0.6029492616653442,0.42261096835136414,0.45265573263168335,0.0,1.293593168258667,0.7189889550209045,1.1864148378372192,0.31991201639175415,1.028276801109314,1.157659888267517,1.129720687866211,0.28963300585746765,0.5235646367073059,0.3507000505924225,0.4111466109752655,0.5159627795219421,0.5788451433181763,0.991960883140564,0.9074695110321045,1.472812533378601,0.683938205242157,0.0,1.5297160148620605,0.5088182091712952,1.2020316123962402,0.8020715117454529,0.856762170791626,1.0172631740570068,0.928524911403656,0.0,0.7227869033813477,0.0,1.0341334342956543,0.5219095349311829,0.10843883454799652,0.7846283316612244,0.7986554503440857,1.3003883361816406,1.1769287586212158,0.5332420468330383,0.12096460908651352,0.755692720413208,0.522377073764801,0.32002460956573486,0.3381940722465515,0.734688937664032,0.7802001237869263,0.3296440839767456,1.0783195495605469,0.46859508752822876,0.6450077891349792,0.8475102186203003,0.5719597339630127,0.49752962589263916,1.0958913564682007,0.4768272340297699
N,New_N_019.wav,0.21521082520484924,0.8603232502937317,0.691745400428772,1.4296655654907227,0.5909064412117004,1.142008900642395,0.9236081838607788,0.3898310959339142,0.6222444772720337,0.45441070199012756,0.4715152680873871,0.0,1.328066110610962,0.7383028268814087,1.2723437547683716,0.32797789573669434,1.0771056413650513,1.2516205310821533,1.203446388244629,0.2751857042312622,0.5739195346832275,0.36903446912765503,0.41438302397727966,0.5353408455848694,0.6086265444755554,0.9506900310516357,0.9435817003250122,1.5034295320510864,0.713539719581604,0.0,1.5801208019256592,0.5288344025611877,1.2413235902786255,0.8338077664375305,0.8856481909751892,1.0519236326217651,0.9952451586723328,0.0,0.6982807517051697,0.0,1.0659945011138916,0.5592560172080994,0.11504080146551132,0.7603064179420471,0.8387558460235596,1.3427698612213135,1.2565407752990723,0.5085462331771851,0.10917052626609802,0.7351675629615784,0.5032395720481873,0.319960355758667,0.3391392230987549,0.7928754091262817,0.8448203802108765,0.32952943444252014,1.1037659645080566,0.504123866558075,0.6581640839576721,0.8330382704734802,0.5792738795280457,0.516379714012146,1.1464779376983643,0.4802147448062897
N,New_N_020.wav,0.20810207724571228,0.8091535568237305,0.6469569206237793,1.383485198020935,0.5813522934913635,1.0753285884857178,0.9196985960006714,0.3780525028705597,0.583356499671936,0.4238295555114746,0.451837956905365,0.0,1.3037710189819336,0.6835275292396545,1.230713963508606,0.29630041122436523,1.0269005298614502,1.194480299949646,1.1733267307281494,0.2719942033290863,0.5342481732368469,0.3351016640663147,0.3893839418888092,0.506089448928833,0.6017571687698364,0.9493952393531799,0.8599480390548706,1.4808602333068848,0.6544992923736572,0.0,1.5483473539352417,0.4858529567718506,1.161427617073059,0.7614118456840515,0.8317567706108093,0.9704768061637878,0.956211268901825,0.0,0.6893270015716553,0.0,0.9941487908363342,0.5136124491691589,0.11250102519989014,0.7464304566383362,0.7544616460800171,1.2681427001953125,1.2110121250152588,0.5076416730880737,0.11955828219652176,0.71405029296875,0.49826034903526306,0.3188585042953491,0.3154113292694092,0.7287001013755798,0.8011727333068848,0.32746097445487976,1.061927318572998,0.4744967818260193,0.6367497444152832,0.8066669702529907,0.5312013030052185,0.4868437647819519,1.1141207218170166,0.4711522161960602
N,New_N_021.wav,0.2293110191822052,0.9321185946464539,0.6848851442337036,1.3211073875427246,0.5743439793586731,1.2429813146591187,1.0003883838653564,0.3852190673351288,0.6447195410728455,0.43745937943458557,0.46698859333992004,0.0,1.306747555732727,0.8252260684967041,1.2138464450836182,0.3194649815559387,1.013749599456787,1.2008072137832642,1.1528280973434448,0.30008465051651,0.570074200630188,0.40550902485847473,0.3877335786819458,0.5302615165710449,0.5817949175834656,1.026553750038147,1.062918782234192,1.4763565063476562,0.8075845241546631,0.0,1.5557101964950562,0.5749182105064392,1.338346004486084,0.9521192312240601,0.9572169184684753,1.1745030879974365,0.9561517834663391,0.0,0.7642101049423218,0.0,1.1677789688110352,0.5466949939727783,0.10931877791881561,0.8334123492240906,0.9506452679634094,1.4374574422836304,1.224708914756775,0.5482373237609863,0.10767918080091476,0.8119720220565796,0.5573828816413879,0.3169393241405487,0.35835927724838257,0.7962952256202698,0.8240063190460205,0.32864147424697876,1.15628182888031,0.5031518340110779,0.6713728308677673,0.9097316265106201,0.6572208404541016,0.5168123841285706,1.0544966459274292,0.49254506826400757
N,New_N_022.wav,0.2251507192850113,0.8462574481964111,0.6743834018707275,1.38411545753479,0.5841164588928223,1.1255210638046265,0.9546722173690796,0.3856409192085266,0.6274943351745605,0.4451342225074768,0.4699220359325409,0.0,1.3008953332901,0.7292690277099609,1.2029796838760376,0.3474159240722656,1.0479553937911987,1.2096318006515503,1.1516793966293335,0.29104289412498474,0.5543721914291382,0.3679644763469696,0.423881858587265,0.5481923818588257,0.5821059942245483,0.9863007664680481,0.9313154220581055,1.4796810150146484,0.712660014629364,0.0,1.539692997932434,0.5165661573410034,1.228173017501831,0.8214954733848572,0.8688186407089233,1.0397820472717285,0.9587147831916809,0.0,0.7216399312019348,0.0,1.0520501136779785,0.5599730610847473,0.11083897203207016,0.7805821895599365,0.8223087191581726,1.3308831453323364,1.217625617980957,0.5349137187004089,0.10308776050806046,0.755614161491394,0.5202373266220093,0.32018086314201355,0.3640948534011841,0.7836310267448425,0.827277660369873,0.329999715089798,1.0927836894989014,0.49148431420326233,0.6501287817955017,0.8572663068771362,0.57598477602005,0.517706036567688,1.0951297283172607,0.4749740958213806
N,New_N_023.wav,0.22549133002758026,0.906431257724762,0.6829215884208679,1.3092058897018433,0.5720088481903076,1.237791657447815,1.0018171072006226,0.38347673416137695,0.6563872694969177,0.4411962330341339,0.4597594141960144,0.0,1.2917221784591675,0.800331175327301,1.1759116649627686,0.3264561593532562,1.0160259008407593,1.1820405721664429,1.121045708656311,0.30780237913131714,0.5662732720375061,0.4266253113746643,0.39122310280799866,0.5350141525268555,0.5629012584686279,1.0361639261245728,1.0401705503463745,1.4624141454696655,0.7997351288795471,0.0,1.5331902503967285,0.5526700019836426,1.3197890520095825,0.9251537322998047,0.9474436640739441,1.1481151580810547,0.937152087688446,0.0,0.7643436789512634,0.0,1.1426115036010742,0.5517721772193909,0.1113588884472847,0.8358537554740906,0.9296731352806091,1.4387184381484985,1.19681978225708,0.5580505728721619,0.11008571833372116,0.8116429448127747,0.5623770952224731,0.314086377620697,0.361979603767395,0.8018520474433899,0.8128471374511719,0.32949280738830566,1.1629647016525269,0.49837249517440796,0.6628714799880981,0.9064268469810486,0.6192375421524048,0.5122068524360657,1.0532325506210327,0.47819674015045166
