indice_interno,clase,archivo,ruta,sha256,duplicado_exacto,tamano_grupo_duplicado
12,N,New_N_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_013.wav,f76c988d9f71aed989c2ac8f8544b38ae7d5c5a6dba087a5464ea5e07e1ff12b,False,1
13,N,New_N_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_014.wav,696dee9f20e114bf756aa49080f0e9e51493c3d72f006cd1ae81a6ad2829fc18,False,1
14,N,New_N_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_015.wav,c5f18971a4f719f16c06a83e7c18abb033162c2591232217f69381bccbeea794,False,1
15,N,New_N_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_016.wav,cdb97438f025127d2d9af3553ed7a28784b0291233b28611f21a897fffba1576,False,1
16,N,New_N_017.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_017.wav,a64c612636508b87ff696308df9d92a9a325f9b4cb2e37b3ad9ca919aa886111,False,1
17,N,New_N_018.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_018.wav,e31cc17c90ebec2e3c6536aaaafd65b70afa6769aa155259b6916e349bf28b7d,False,1
18,N,New_N_019.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_019.wav,29b3cc54203ef4900d0b8d372d9f4b54f3ef4b0fa1b40cc434884474bcc9b2a0,False,1
19,N,New_N_020.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_020.wav,9c4754d399a49dfb8d60570064d5263547aa270f8ac0faa7c07dc6371b60cee0,False,1
20,N,New_N_021.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_021.wav,1a013283de3260eb5d4c7f42ff06692a1a7bdd73a1617dfb05a60ef54fa4444d,False,1
21,N,New_N_022.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_022.wav,ff724a9126f992a9537faf4d06429780870be94dcaddbcaa8a19664394e879a2,False,1
22,N,New_N_023.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_023.wav,9f3aaa9dcd0ad3e39683f3ff510660ccfa47d1cf4c22e8457b9a6e2aa3229dfc,False,1
23,N,New_N_024.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_024.wav,a79b7efe41a799537b51b31bfd2dc14a30ea59be7c5572922697f216f34ae34d,False,1
24,N,New_N_025.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_025.wav,a12e8fab6004450f00fad183974ae3dc258cf7881faf7d91e8b9cb0a6885fe73,False,1
25,N,New_N_026.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_026.wav,6f31b8d6916b290d01244949a481f46bf2d264f1b7aa24adebef9b56ff6a9068,False,1
26,N,New_N_027.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_027.wav,6ed439a74aae5ea8a77a028d53255d284b7e2326b939d3a9bf865d49d044b99f,False,1
27,N,New_N_028.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_028.wav,2c88651a70f62046e3080c2f53eb66e85c2e23d86a7ae551bd964ade34b65670,False,1
28,N,New_N_029.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_029.wav,ae7bf9110f11e81330789b24c0efad9a3fa12c688d080e93a579fafcdae5dfb8,False,1
29,N,New_N_030.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_030.wav,8229014c5f8d66c426341b1b85ba52c729912c974fcd758a11a1f95cbb415d17,False,1
30,N,New_N_031.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_031.wav,4ea9c8a8412c2512f324bd1e1d387e9e18c9de90ee6676f91c59f0d13f6e7243,False,1
31,N,New_N_032.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_032.wav,6fbcd5ef092aa1fc3c871eb5ff81e827cbdedca7af01d97097cde39441010904,False,1
32,N,New_N_033.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_033.wav,547e4b9f6cd5af0955506ae0e539395b901df4c29e152f713e22850176a93fd9,False,1
33,N,New_N_034.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_034.wav,56de8f0cd7045d14865cdb80047e201c19167a5a2fb84f9e26128babfc33673f,False,1
34,N,New_N_035.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_035.wav,e3b247fcb3a75ad03fb1b16c5f27f40ec0aadbafcded1580a94b541252ac0eac,False,1
35,N,New_N_036.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_036.wav,d9950b3fbf43bfc3fdb8e8c50b8fde41568ee58fb88126fdf0ef9065dca462a8,False,1
36,N,New_N_037.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_037.wav,3b27ef9a0b3bf8b2184e704cdabf2631c840602e59605d8286c6f76529caf696,False,1
37,N,New_N_038.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_038.wav,d9d02a8f1716448fbb496b18d354c39718753355bb37d777e2e5d59f36c71edf,False,1
38,N,New_N_039.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_039.wav,9ee4560f7fb160e43920ac4fe6651f9a5be35b79868470c0ac4f762b166de080,False,1
39,N,New_N_040.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_040.wav,38e28ef6c0d079e0c5fbfdf6f4c42f9836200987be7d5a86d7fa89506908e370,False,1
40,N,New_N_041.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_041.wav,0cf09cba196a88bcd9964e7d424053f711a42840d6d6e6a9a78c5823fe34022e,False,1
41,N,New_N_042.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_042.wav,9d1e664f39272ff3dc56b1de59a65bf2d07b1fdc5598c25268ef7ac81e10532b,False,1
42,N,New_N_043.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_043.wav,a5603a5ff1ddca7757941e40e56d6b26ec861b032a8cb825f3aa3b3595a0db5d,False,1
43,N,New_N_044.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_044.wav,0fd7285d873df92edef80a818803d75313ad397b2c2c4bf4d2d6a658d64e0511,False,1
44,N,New_N_045.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_045.wav,154c886263ba91d2666fe1686d06182371ec6749f4944bf8a32262311cc6a064,False,1
45,N,New_N_046.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_046.wav,e358a70ec97a6d471bbbf6cf88934c6de91bc2f6c1b38ba3888ce54b946e4271,False,1
46,N,New_N_047.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_047.wav,904251886dd7218781f894a600c8224959a25e398d3a63fe66da3797840e483e,False,1
47,N,New_N_048.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_048.wav,12fa65844b88a1306408ec54574a029f075dc33a834f2e3d440e03bbc1de65c5,False,1
48,N,New_N_049.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_049.wav,3e36c0f66ddab407564cf08594d51e3002f63f94620236b5cf59a99f805baa6e,False,1
49,N,New_N_050.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_050.wav,d2024369c8a9dc140f79b6cc611c57bd55a8b1c33070b14f637dfd793b8b96a7,False,1
50,N,New_N_051.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_051.wav,543498292567119f8f94d4072fe79e8571af9cdb1342562782024aae5512a362,False,1
51,N,New_N_052.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_052.wav,e91015ca8d3c86436f4564956c577f0f55ae08ee45b663ecbb690eee788ea138,False,1
52,N,New_N_053.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_053.wav,e63f0d14d10c03f63ff09982092dd4443af2af35df4bb0798a321c22b2738011,False,1
53,N,New_N_054.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_054.wav,da7e32f95b802297a74c8ba4772f7e6ae122f7aa5a8b32da0b67e78d10b9d139,False,1
54,N,New_N_055.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_055.wav,4b4f8b0a5430825623db79500a7d7eec042d87cf560a2ceb9eb6809b84120932,False,1
55,N,New_N_056.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_056.wav,f08a119a1bbb45d7465a6151a3abb7b639cf2f15fa89804d268bfe9a38f2e5a7,False,1
56,N,New_N_057.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_057.wav,9153bfd7b770d878c08aa660367d7293b2c0b7148a2f76e1586ff7a271700fa1,False,1
57,N,New_N_058.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_058.wav,4569de1d7e0b85488b7a4b7840a415b8b6cd40fca01303f6bfd7c363ffe2c450,False,1
58,N,New_N_059.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_059.wav,576631d05b212850b90369d32ba2283d95ca174aba4ffbb2e0fd52cad6c04b7c,False,1
59,N,New_N_060.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_060.wav,87b4e6dd1b7f651bff946193e9704d59814fd4186c86dc1e339a7863b2cdf754,False,1
60,N,New_N_061.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_061.wav,1a90285ad3a0147e9900d27d2f4873fd2c630728de9e7d666ad69218a1bd6b2f,False,1
61,N,New_N_062.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_062.wav,8804348fbccdce9314ce950210aba17aaa402c6f99ac4d1fd57145c379f80497,False,1
62,N,New_N_063.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_063.wav,9ed672918e5df3ce0597efd4ac8bcbfdf226f1acadeb192681aa34e4bf9fda76,False,1
63,N,New_N_064.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_064.wav,125d26c23ddac4899a0ed917791d496e94c2cba0e2e8c0ffafbb3c63f41be78b,False,1
64,N,New_N_065.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_065.wav,f617ae5769e6453eee0636176406e34c9070256eb969bbca1722d8200f91bdb4,False,1
65,N,New_N_066.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_066.wav,c1b827e45d330b9fcefeebc7c80fbef55f1b3ae91615fe3b909d5ce52dfe804f,False,1
66,N,New_N_067.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_067.wav,620433cd86fcd38729cc9f0dd54a468137ff1752d1bf247f53f204aae749c8a6,False,1
67,N,New_N_068.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_068.wav,0eca423d383f08cdb74f137764a71b151c5d16409be985029bcd1781e3eafadc,False,1
68,N,New_N_069.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_069.wav,ab798bd0d81a18b1d1fcbb70b14dad4befa30d9c3fed5a6a710405ed3324e4d2,False,1
69,N,New_N_070.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_070.wav,b848f767e574ca49ffdda4414f3436abfe01624d7493680db630a5a0b6c48148,False,1
70,N,New_N_071.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_071.wav,a5a3f5c5060675ca591230f791de189922ee0ce43d27047f18962fcfedb20425,False,1
71,N,New_N_072.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_072.wav,0c6696a5a32724c6dc02461bc4089bfd7706aea6c8d4af95690fa45718573a19,False,1
72,N,New_N_073.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_073.wav,34ab2bf6442ae3a3f860ca2d30fac56b8d64bb8efbb5fae7b8e52edbcab3d210,False,1
73,N,New_N_074.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_074.wav,7b1311dc0a8aa0cd4c443bdf25b15592652427640e2f9d0712b1c2dfa545d723,False,1
74,N,New_N_075.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_075.wav,df95a79335e6e9f49538cfa92b8b95f815e4afc723c20897950e0aa5b53106ea,False,1
75,N,New_N_076.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_076.wav,5bfa4a0a02f1f05c0c42adfecede4111a249b973fd0a3d7cdb215e3c4f4ab0b3,False,1
76,N,New_N_077.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_077.wav,70de55e651570517610df2851ea1e3a33fe80ae15ae4e277da8d2899e3dfec27,False,1
77,N,New_N_078.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_078.wav,52cbab76dd68e9c15f16fc773ce3b0f51288a423aaa6a8ce303d9e169b18b0f5,False,1
78,N,New_N_079.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_079.wav,098a13a96b8b988c2baf81423a21edc9b0ada0777735b0c627d2a7578bac5459,False,1
79,N,New_N_080.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_080.wav,1e8f3568148df66d16465adb58ba2d3bae7efc366918519edb8b387c336cd6af,False,1
80,N,New_N_081.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_081.wav,b6a95e112d7c8e7f97e2ed11206a6ea54c3fc3507be7eef975ac477d19ee6c70,False,1
81,N,New_N_082.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_082.wav,3300b124e9a47e291c36597d54e3f27cd9ae4cbb85a3affdaff1a74a80bd45fb,False,1
82,N,New_N_083.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_083.wav,2db8b313ff9bfa6875e59ce65fa69fb6e14a1ea8d765dcc4c9a70d7651ea8df0,False,1
83,N,New_N_084.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_084.wav,8f3789e17413c0ab6bb023df85a81d2c6f8ef5dcbd02606d862dac7975270936,False,1
84,N,New_N_085.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_085.wav,0aef43cced0306657fa77120517049c562e0412d57885a7d1642b148169aedaf,False,1
85,N,New_N_086.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_086.wav,a9994ab72ee42fe7a21faaffc53a61507fd1157c4b05afbac3deab1e275fb35f,False,1
86,N,New_N_087.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_087.wav,ccd27aeb13413b57d625170e85a7ca630eaae07bf6a7978778ea9f94beb1be0b,False,1
87,N,New_N_088.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_088.wav,85b3dd2bf0c9893d9ad8a5ef56cbd40fa4da38695770d51120dc5970f896890c,False,1
88,N,New_N_089.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_089.wav,e68eaca5e80c2f31580aa2ef6a2157195b74fd7eff9c5f5b19120f2e8833b8e2,False,1
89,N,New_N_090.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_090.wav,ac26f6fde7b09f531b6a1cba2e0d3d82bf0cdffd6a229dcb814041948e346afb,False,1
90,N,New_N_091.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_091.wav,dc48652f3bf1132b6046403a36ec6b1f3fc153a48c85098518021fc7f6ac32d8,False,1
91,N,New_N_092.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_092.wav,88541916f140e0af2bc1ed1f50e6d6035ee345c894bbdc68566de818a6fe8b65,False,1
92,N,New_N_093.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_093.wav,066f573a4d8137aae7d0687693f27b637b1dd97f4d0cad956791b257b7c39ae5,False,1
93,N,New_N_094.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_094.wav,738ddfef776f286eb37c2e694117887c47db56ef04112a54053d01044355b483,False,1
94,N,New_N_095.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_095.wav,537d38b6ff2fe07ee7cb493cd45e691133b380716d71fd1707c5541d0d2910b8,False,1
95,N,New_N_096.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_096.wav,421ffb26dc4fb2488d0a67788d142f829592e9b1e377a64d0aa978f8c1ff53f1,False,1
96,N,New_N_097.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_097.wav,ac5bdfba2fda7fe0070de5909edb1088f8f014fb24f457ca696d90d6dfd3013e,False,1
97,N,New_N_098.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_098.wav,67d9fc5886973a056edb36e209b5bd883631ecd0a4b4c3945b294329965b804d,False,1
98,N,New_N_099.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_099.wav,2346727b2a0b8d81f9f870510305bd037263b04b8dd0550b4e33073eddb507cb,False,1
99,N,New_N_100.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_100.wav,7167b35eda09f6eb4e1609f1265abdda76698c3ce0a8987311b0f296e540898a,False,1
100,N,New_N_101.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_101.wav,1b9579ddede37935555af193cdcab19a8ffc65148eac65bec839a039d5b6edb2,False,1
101,N,New_N_102.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_102.wav,00c7ae48459fd2f059c58defbc881adbc7840cf656e1ec59a7aa032a3f560d1f,False,1
102,N,New_N_103.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_103.wav,cf4655b645f467191e8eeeea2a4cd1b395fbe36580215e3569cdfed3e5f71e26,False,1
103,N,New_N_104.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_104.wav,b70e93b0e2202f4bcdbc2d791463b6f1c4d56e33e8905965d81102ccee9f6005,False,1
104,N,New_N_105.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_105.wav,02908548561269cbadb4b2074afee71206cbe67c07bdd4c34ae6228359cc355c,False,1
105,N,New_N_106.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_106.wav,5b84f225ec75f6344da6b3f5ccdd6da50c9c54eb04f9dffe47f6cf76c3ea2584,False,1
106,N,New_N_107.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_107.wav,21715a02b30dac4616b2629dd9ada2826731d7d7a54ad17f11d0e3819062fefc,False,1
107,N,New_N_108.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_108.wav,06874334ea366bd4c7f795ea6ca68721700a54c88d961bf1ade8a861ca6c0a56,False,1
108,N,New_N_109.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_109.wav,67431a71a8453dc02a259f5fa3acab7e2179127295be20089443028d83d68f51,False,1
109,N,New_N_110.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_110.wav,f4cd387ef3ebd2b3ab8a401e13302230c4b0cd348fec02095bdf6dfd1114b2a5,False,1
110,N,New_N_111.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_111.wav,45416379b66775e5e199aaf70d0a94e2141d4129a09c865e9a56167f271bf4ea,False,1
111,N,New_N_112.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_112.wav,80d97a206c79a0243102afb96d6695588278723d28caa5a3c3663dbdbb54e874,False,1
112,N,New_N_113.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_113.wav,0ad5212343bde1b6015a461724167d83fe56179aa75d30e0a92994955e07b583,False,1
113,N,New_N_114.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_114.wav,3fad4162e5c97fc47d3f13f8b65d0042eac9c2b4077328fc972914ea782fd5bf,False,1
114,N,New_N_115.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_115.wav,c201b09ad39493a8157e746bb63e24b0ccb5530ef899e52ce1dddf1ab7368eba,False,1
115,N,New_N_116.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_116.wav,70b97dfd6aedaff990ed85786f9d68114773a396a09955dcda3b168cf3c60cf0,False,1
116,N,New_N_117.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_117.wav,a25b32f65ba0b0c62a55214a5b9c0252841bf5951bcfbeb09d2d9ee7a4687d2d,False,1
117,N,New_N_118.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_118.wav,205c07a0491678ec442f8bebf81863a34aceccc40eb553334f8727f39dde203c,False,1
118,N,New_N_119.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_119.wav,63e5d27dcb4dfa93e9ed8717c94d68956ae4fba5166b9dea4f4714c83274d22e,False,1
119,N,New_N_120.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_120.wav,0f3a182442aa656f84f9af8c60e31a438571f6ab42ee9097710c9bb578cf80bb,False,1
120,N,New_N_121.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_121.wav,573f3c201d9d039c28e58d838ecbcb30af8ee3dc19544390ba703b50e5b4e61b,False,1
121,N,New_N_122.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_122.wav,45ab9a5b53a053d2f31ceb4f83ce86b7180764410adedc305ad679e354c60874,False,1
122,N,New_N_123.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_123.wav,9301a2cd976ce2bca53ee4b46256bbed356c94699bf5693a880ccfd98809e66f,False,1
123,N,New_N_124.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_124.wav,3cfb8c5b5a5b7170197692b2963023edb4a6fc4828f15853edfcb52b39dbe7f5,False,1
124,N,New_N_125.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_125.wav,bcf71b30318ec2cda62c4632f6f48e3da50229172bfafb39fa4c122a5fd2f234,False,1
125,N,New_N_126.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_126.wav,43c45313affa1b9bb29c3826c1ab0d8fdeaba42cc9ed1e018e18298f9326cb6f,False,1
