base,clase,archivo,ruta_relativa,frecuencia_hz,muestras,snr_objetivo_db,snr_real_db,error_snr_db,factor_antirecorte,escalado_antirecorte,muestras_saturadas,semilla_ruido,potencia_senal,potencia_ruido_objetivo
original,MVP,New_MVP_001.wav,MVP_New_3주기/New_MVP_001.wav,8000,22311,,,,1.0,False,0,,,
SNR_8db,MVP,New_MVP_001.wav,MVP_New_3주기/New_MVP_001.wav,8000,22311,8.0,8.000001188414437,1.1884144370810643e-06,1.0,False,0,2.0914058643066048e+18,0.0098409601106316,0.0015596870686621
SNR_5db,MVP,New_MVP_001.wav,MVP_New_3주기/New_MVP_001.wav,8000,22311,5.0,4.999995430816306,-4.569183693625689e-06,1.0,False,0,1.0325071141212314e+19,0.0098409601106316,0.0031119848312458
SNR_0db,MVP,New_MVP_001.wav,MVP_New_3주기/New_MVP_001.wav,8000,22311,0.0,-4.107578279212586e-06,-4.107578279212586e-06,1.0,False,0,1.673712198473569e+19,0.0098409601106316,0.0098409601106316
SNR_-5db,MVP,New_MVP_001.wav,MVP_New_3주기/New_MVP_001.wav,8000,22311,-5.0,-5.000003130328503,-3.13032850307593e-06,0.9916130714751326,True,0,5.263420079712505e+18,0.0098409601106316,0.0311198483124586
SNR_-8db,MVP,New_MVP_001.wav,MVP_New_3주기/New_MVP_001.wav,8000,22311,-8.0,-7.999998296097809,1.7039021908971108e-06,0.8793215392819722,True,0,1.16118498467991e+19,0.0098409601106316,0.0620922605853966
original,MVP,New_MVP_002.wav,MVP_New_3주기/New_MVP_002.wav,8000,31801,,,,1.0,False,0,,,
SNR_8db,MVP,New_MVP_002.wav,MVP_New_3주기/New_MVP_002.wav,8000,31801,8.0,8.000005897741127,5.897741127469658e-06,0.8189969987177291,True,0,1.874128895959057e+18,0.0405635939056912,0.0064288963842887
SNR_5db,MVP,New_MVP_002.wav,MVP_New_3주기/New_MVP_002.wav,8000,31801,5.0,4.999997106136927,-2.893863072728209e-06,0.7302166016120872,True,0,2.705134543093029e+18,0.0405635939056912,0.0128273346824109
SNR_0db,MVP,New_MVP_002.wav,MVP_New_3주기/New_MVP_002.wav,8000,31801,0.0,-4.0006997161632e-06,-4.0006997161632e-06,0.6090432321482823,True,0,1.83666002234563e+19,0.0405635939056912,0.0405635939056912
SNR_-5db,MVP,New_MVP_002.wav,MVP_New_3주기/New_MVP_002.wav,8000,31801,-5.0,-5.000001832770668,-1.832770667675732e-06,0.4379414242294265,True,0,1.831942174975831e+19,0.0405635939056912,0.1282733468241096
SNR_-8db,MVP,New_MVP_002.wav,MVP_New_3주기/New_MVP_002.wav,8000,31801,-8.0,-7.999996229806747,3.770193252705667e-06,0.3793887120972449,True,0,1.9102182175617096e+18,0.0405635939056912,0.2559389749330789
original,N,New_N_001.wav,N_New_3주기/New_N_001.wav,8000,16837,,,,1.0,False,0,,,
SNR_8db,N,New_N_001.wav,N_New_3주기/New_N_001.wav,8000,16837,8.0,8.000014248168286,1.424816828610176e-05,1.0,False,0,1.8252122796772977e+19,0.0194613433439635,0.0030844150581996
SNR_5db,N,New_N_001.wav,N_New_3주기/New_N_001.wav,8000,16837,5.0,5.000002388816598,2.388816597864718e-06,1.0,False,0,4.31467372479201e+17,0.0194613433439635,0.0061542171293482
SNR_0db,N,New_N_001.wav,N_New_3주기/New_N_001.wav,8000,16837,0.0,-7.883781414797625e-06,-7.883781414797625e-06,0.8948048676587594,True,0,4.654771844040931e+18,0.0194613433439635,0.0194613433439635
SNR_-5db,N,New_N_001.wav,N_New_3주기/New_N_001.wav,8000,16837,-5.0,-5.0000001242783645,-1.242783644883616e-07,0.7858253747869458,True,0,1.4696705078932955e+19,0.0194613433439635,0.0615421712934825
SNR_-8db,N,New_N_001.wav,N_New_3주기/New_N_001.wav,8000,16837,-8.0,-8.000002271961273,-2.271961273336842e-06,0.6006579357336779,True,0,5.609917409143157e+18,0.0194613433439635,0.1227927751632453
original,N,New_N_002.wav,N_New_3주기/New_N_002.wav,8000,16956,,,,1.0,False,0,,,
SNR_8db,N,New_N_002.wav,N_New_3주기/New_N_002.wav,8000,16956,8.0,8.000007194853684,7.194853683500924e-06,1.0,False,0,1.6275457915534766e+19,0.0198283384721721,0.003142579866236
SNR_5db,N,New_N_002.wav,N_New_3주기/New_N_002.wav,8000,16956,5.0,5.000004858504479,4.858504478733039e-06,1.0,False,0,5.879802845887949e+18,0.0198283384721721,0.0062702711788807
SNR_0db,N,New_N_002.wav,N_New_3주기/New_N_002.wav,8000,16956,0.0,-5.008050587007955e-06,-5.008050587007955e-06,0.9276527712760698,True,0,1.4171560715299144e+18,0.0198283384721721,0.0198283384721721
SNR_-5db,N,New_N_002.wav,N_New_3주기/New_N_002.wav,8000,16956,-5.0,-5.000000378410939,-3.784109390281287e-07,0.7260657394785701,True,0,1.066969310255892e+19,0.0198283384721721,0.0627027117888072
SNR_-8db,N,New_N_002.wav,N_New_3주기/New_N_002.wav,8000,16956,-8.0,-8.000001258921621,-1.2589216211722487e-06,0.5054565436601168,True,0,2.3734153403204787e+18,0.0198283384721721,0.1251083578785621
