clase,archivo,ruta,F_001,F_002,F_003,F_004,F_005
AS,New_AS_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_011.wav,2.2289829493534105e-07,0.5589591013049222,0.0886261887794104,0.149622389113348,0.2027920979040244
AS,New_AS_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_012.wav,3.6255656846455626e-07,0.5070039607101084,0.1390031961809374,0.1310717482094924,0.2229207323428932
AS,New_AS_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_013.wav,3.918944493855631e-07,0.4776938449294653,0.1089215701936079,0.2029365999062155,0.2104475930762617
AS,New_AS_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_014.wav,2.1900010405561406e-07,0.5388959773173593,0.0545461364688428,0.147470392476266,0.2590872747374276
AS,New_AS_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_015.wav,8.534953256826697e-07,0.5242924284732843,0.0778918473576043,0.1355997087723524,0.2622151619014332
AS,New_AS_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_016.wav,5.026621097646824e-07,0.5387667090605973,0.0795164077631422,0.1574477527856874,0.2242686277284631
AS,New_AS_017.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_017.wav,1.5713779118529617e-06,0.5118069490030467,0.0893750401600516,0.1563774815913335,0.2424389578676562
AS,New_AS_018.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_018.wav,8.490888026920193e-07,0.5059595157797782,0.1365593739015907,0.1381085069211071,0.2193717543087212
AS,New_AS_019.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_019.wav,4.438014556072517e-07,0.5111846901349686,0.1460188712734043,0.1088390535780546,0.2339569412121167
AS,New_AS_020.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_020.wav,4.530707339506586e-07,0.482355721065982,0.0619096091298244,0.2150643292070445,0.2406698875264149
AS,New_AS_021.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_021.wav,1.206811614356096e-06,0.561040831517007,0.1045828301976842,0.1290115758964641,0.2053635555772301
AS,New_AS_022.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_022.wav,2.481766654486422e-07,0.56775233431983,0.1047644573131319,0.0900060519333518,0.2374769082570208
AS,New_AS_023.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_023.wav,7.155103942076686e-07,0.553740473212387,0.1054394632712882,0.1260589052961986,0.2147604427097318
AS,New_AS_024.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_024.wav,1.2215036000691706e-07,0.5177402492751669,0.1050770064975415,0.1648596530408982,0.2123229690360334
AS,New_AS_025.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_025.wav,2.177060105429641e-07,0.5329691603007314,0.1159831337347621,0.1209813343318046,0.2300661539266914
AS,New_AS_026.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_026.wav,9.55553857860569e-07,0.4920882343635199,0.0591181887290086,0.2065177293427867,0.2422748920108267
AS,New_AS_027.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_027.wav,2.6319205535059684e-07,0.4702108544452792,0.0757622533114563,0.2137894034242549,0.2402372256269543
AS,New_AS_028.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_028.wav,7.724042214116877e-07,0.4999819636956112,0.1101247336834537,0.1526693239502647,0.2372232062664488
AS,New_AS_029.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_029.wav,1.0359463410656687e-06,0.4989252024035276,0.0996037959407814,0.1747440948983434,0.2267258708110064
AS,New_AS_030.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_030.wav,1.5217183115306628e-07,0.531906969987951,0.0722984167227387,0.1327711295215195,0.2630233315959596
AS,New_AS_031.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_031.wav,1.1979480773250868e-06,0.4956209245171946,0.1422580809377659,0.1766804985218866,0.1854392980750755
AS,New_AS_032.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_032.wav,2.582010417883852e-07,0.5207393738232354,0.0683032247624694,0.1602357294556335,0.2507214137576197
AS,New_AS_033.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_033.wav,6.990512125565474e-07,0.5026313665266352,0.1155595118789796,0.135092492893227,0.2467159296499455
AS,New_AS_034.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_034.wav,7.473575716813809e-07,0.5079714242679667,0.1069432453011576,0.1337902288657129,0.2512943542075911
AS,New_AS_035.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_035.wav,3.929017844279034e-07,0.4640125849789732,0.0765635232217688,0.1420914682766487,0.3173320306208249
AS,New_AS_036.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_036.wav,7.23440355524759e-07,0.4726430116284258,0.1167196008560426,0.1505817839160418,0.2600548801591341
AS,New_AS_037.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_037.wav,1.670874667830981e-07,0.5617628904230787,0.0957841561525374,0.1616057841387888,0.1808470021981282
AS,New_AS_038.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_038.wav,1.066703252615542e-06,0.4867217634243539,0.0926558457867145,0.1638313208805971,0.2567900032050818
AS,New_AS_039.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_039.wav,6.537915380265373e-07,0.50800709808437,0.0650638251944955,0.1641746370360884,0.262753785893508
AS,New_AS_040.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_040.wav,2.2636461006128306e-07,0.4816436397798916,0.0838740856732759,0.1450709555199178,0.2894110926623045
AS,New_AS_041.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_041.wav,5.194204101205788e-07,0.5094883380527248,0.0953862134474034,0.1592521395959979,0.2358727894834637
AS,New_AS_042.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_042.wav,9.56509394607676e-07,0.4812683451177459,0.1145463477639613,0.1652684162911411,0.2389159343177571
AS,New_AS_043.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_043.wav,6.326936046253739e-07,0.5134180116305558,0.0854360296984919,0.145941008237892,0.2552043177394556
AS,New_AS_044.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_044.wav,6.357131187053684e-07,0.4947856031842937,0.0847896564510604,0.1696181179586775,0.2508059866928496
AS,New_AS_045.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_045.wav,5.519380596401728e-07,0.5254337162224669,0.0590269712579385,0.1887842395466505,0.2267545210348842
AS,New_AS_046.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_046.wav,1.013564039250994e-06,0.4666528590164241,0.0954341445371187,0.1583443209170457,0.279567661965372
AS,New_AS_047.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_047.wav,3.139932699474055e-07,0.4868672543927541,0.0818685179379226,0.1938536655879909,0.2374102480880622
AS,New_AS_048.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_048.wav,5.410525653618439e-07,0.5555064982114922,0.0798519820623321,0.1464471810915698,0.2181937975820403
AS,New_AS_049.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_049.wav,7.220986179685522e-06,0.1305252249298232,0.0748797587839499,0.5371926162539545,0.2573951790460925
AS,New_AS_050.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_050.wav,1.5327133574506305e-05,0.0077415380877672,0.3533032979860473,0.5879788885202648,0.0509609482723461
AS,New_AS_051.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_051.wav,0.0005797816210872,0.0798064682713634,0.4519200348245086,0.3897706330515199,0.0779230822315208
AS,New_AS_052.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_052.wav,0.0003810682320169,0.0397983470856983,0.5284090801042073,0.3664997991415147,0.0649117054365627
AS,New_AS_053.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_053.wav,9.129169360967675e-06,0.004559895560837,0.2590921468890944,0.6970308162173736,0.0393080121633338
AS,New_AS_054.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_054.wav,0.0002468351724325,0.1296138640750204,0.2958242171934315,0.4802934998617374,0.094021583697378
AS,New_AS_055.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_055.wav,0.000197078662166,0.087112734687714,0.3022718412934908,0.4897633752404186,0.1206549701162105
AS,New_AS_056.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_056.wav,5.645761065896302e-05,0.012463709648691,0.4920589439136452,0.4528964043948787,0.0425244844321258
AS,New_AS_057.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_057.wav,3.684493596262321e-05,0.0805650204986125,0.4791509351966031,0.3648351243597631,0.0754120750090586
AS,New_AS_058.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_058.wav,0.0001005827481335,0.1211254576515418,0.3978360920921825,0.392677817867692,0.08826004964045
AS,New_AS_059.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_059.wav,8.493032929921538e-05,0.0106435092246196,0.529672975890944,0.4245783544732351,0.0350202300819019
AS,New_AS_060.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_060.wav,0.0010643892884907,0.0337045762379765,0.5263596862572071,0.3878488217069802,0.0510225265093453
AS,New_AS_061.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_061.wav,2.430900162637124e-05,0.0515825326317541,0.2837277536646014,0.5798193957482535,0.0848460089537646
AS,New_AS_062.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_062.wav,5.103897511991385e-06,0.052073035613207,0.345360783184631,0.4854515612270998,0.11710951607755
AS,New_AS_063.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_063.wav,0.0005280320326185,0.0092983258182381,0.3519749866373146,0.596157802777061,0.0420408527347678
AS,New_AS_064.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_064.wav,0.0004657431820645,0.0345324251799655,0.4160029113092078,0.4786417219877543,0.0703571983410077
AS,New_AS_065.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_065.wav,5.444699004530983e-06,0.1523562511077197,0.0568792729407042,0.5457805648333814,0.24497846641919
AS,New_AS_066.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_066.wav,0.0005228862105832,0.0562253682353795,0.4904050046074204,0.3843707709440239,0.0684759700025929
AS,New_AS_067.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_067.wav,5.109386352652778e-05,0.0780305202177971,0.2399655077561391,0.5425478288679441,0.1394050492945933
AS,New_AS_068.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_068.wav,0.0002543884459522,0.0285484787792894,0.3411177822968988,0.5481166862866244,0.0819626641912352
AS,New_AS_069.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_069.wav,0.0001816017309873,0.2102193303180105,0.1105553021757896,0.4741045516177229,0.2049392141574894
AS,New_AS_070.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_070.wav,7.595669403873104e-06,0.019670982670796,0.3860299644826249,0.5295887063720814,0.0647027508050936
AS,New_AS_071.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_071.wav,8.145404607877069e-05,0.1943378553576193,0.3109365782710483,0.3685064521942461,0.1261376601310074
AS,New_AS_072.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_072.wav,0.0002339391565097,0.1306709241432829,0.2361488061944832,0.5111793486392333,0.1217669818664908
AS,New_AS_073.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_073.wav,4.364520209764881e-05,0.2177517099224795,0.1978467670813051,0.4157453732073904,0.1686125045867272
AS,New_AS_074.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_074.wav,0.0001145682740596,0.0248863497032607,0.5972422664235978,0.3308515446614145,0.0469052709376674
AS,New_AS_075.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_075.wav,4.597559838691794e-05,0.142633554244397,0.0400921177423613,0.5224879242890028,0.2947404281258519
AS,New_AS_076.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_076.wav,0.0005052649446913,0.1229752070750473,0.2127011948944425,0.5684972867036757,0.095321046382143
AS,New_AS_077.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_077.wav,7.313104845550882e-07,0.4715385874924688,0.1051954504499817,0.1578288220109119,0.2654364087361529
AS,New_AS_078.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_078.wav,8.109122198880244e-07,0.4741344866741988,0.0552126759287593,0.1744064282195805,0.2962455982652415
AS,New_AS_079.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_079.wav,5.774580677776109e-07,0.539444029414203,0.06510809502859,0.1597353709141049,0.2357119271850343
AS,New_AS_080.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_080.wav,5.165558943824709e-07,0.5069363605362732,0.0774486653111084,0.1937394947956304,0.2218749628010935
AS,New_AS_081.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_081.wav,7.304184156338689e-07,0.4664922940542526,0.096603243500991,0.2070294880630362,0.2298742439633045
AS,New_AS_082.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_082.wav,8.789339058857449e-08,0.5528867558383773,0.079621169957801,0.130884549854635,0.2366074364557961
AS,New_AS_083.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_083.wav,2.5212032034058207e-06,0.4268595699723205,0.1472874692906828,0.1799383205632412,0.2459121189705518
AS,New_AS_084.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_084.wav,1.1842661086439332e-06,0.5151262173060921,0.0875775352839643,0.1359696552624289,0.261325407881406
AS,New_AS_085.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_085.wav,3.966613369882152e-07,0.5536325049337426,0.0875332981269701,0.1686877219359162,0.190146078342034
AS,New_AS_086.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_086.wav,1.1913447312823151e-06,0.5009714380613702,0.0857352423249954,0.1513389613526158,0.2619531669162872
AS,New_AS_087.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_087.wav,1.925711479188312e-07,0.5421943838043043,0.0610605233563034,0.1417425827194554,0.2550023175487889
AS,New_AS_088.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_088.wav,1.149685250444076e-07,0.4768928021371886,0.0758652392538208,0.1815251543529442,0.2657166892875212
AS,New_AS_089.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_089.wav,8.782570593158495e-08,0.4631873996899461,0.0770099790243756,0.2077250690490185,0.2520774644109537
AS,New_AS_090.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_090.wav,8.539820037318243e-07,0.4728093452780935,0.0524646881215242,0.2163974413989992,0.2583276712193792
AS,New_AS_091.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_091.wav,8.047431211997243e-07,0.4601424724412498,0.0711711759338819,0.1569027489872679,0.3117827978944791
AS,New_AS_092.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_092.wav,3.746944615116205e-07,0.477359700626542,0.07642794517564,0.1586229923564326,0.287588987146924
AS,New_AS_093.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_093.wav,9.2313063154623e-07,0.5004973341386668,0.1000175984406148,0.1645583025704312,0.2349258417196556
AS,New_AS_094.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_094.wav,7.300604823999123e-07,0.4733527966499619,0.1178668614043747,0.1356144179691213,0.2731651939160596
AS,New_AS_095.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_095.wav,4.292835687936243e-06,0.5052875540719955,0.1039223179241115,0.1682836043534679,0.222502230814737
AS,New_AS_096.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_096.wav,1.2067427166025153e-06,0.5500850441325779,0.0633084879232706,0.1434500978806194,0.2431551633208155
AS,New_AS_097.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_097.wav,1.9995000625958617e-07,0.5083385254306276,0.0650534048869855,0.1135508502211811,0.3130570195111993
AS,New_AS_098.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_098.wav,2.6793931340203693e-07,0.4388562105442104,0.0733166301916149,0.1600396274430463,0.3277872638818148
AS,New_AS_099.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_099.wav,8.455895841556622e-07,0.5234054691971323,0.0772055935216774,0.2002494302451223,0.1991386614464837
AS,New_AS_100.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_100.wav,5.50779717754465e-07,0.5147772331240777,0.1075405439325992,0.1324433806877504,0.2452382914758549
AS,New_AS_101.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_101.wav,4.380539645453362e-07,0.5130056682423385,0.107008292362043,0.1490934959174948,0.230892105424159
AS,New_AS_102.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_102.wav,9.204979402671127e-07,0.4830083277999171,0.1087220052453068,0.1418931994996554,0.2663755469571802
AS,New_AS_103.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_103.wav,1.0311955115531137e-06,0.4711772786282974,0.0885042018076995,0.177751637909765,0.2625658504587262
AS,New_AS_104.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_104.wav,2.1857394995059957e-07,0.4840959816471397,0.0713914682991302,0.1835013839642262,0.2610109475155539
AS,New_AS_105.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_105.wav,7.926091961654215e-07,0.4716202304608882,0.1107750769548994,0.1414962877219545,0.2761076122530618
AS,New_AS_106.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_106.wav,5.613377023886507e-07,0.480972114363682,0.112330266709609,0.1198976971050381,0.2867993604839682
AS,New_AS_107.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_107.wav,1.1704173378427057e-07,0.4850501288797459,0.0892047840169095,0.184060769146806,0.2416842009148046
AS,New_AS_108.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_108.wav,7.635865455135048e-07,0.4534801365968834,0.1006903137626016,0.1865192241800942,0.2593095618738754
AS,New_AS_109.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_109.wav,8.788824612131507e-07,0.4994092857479839,0.0659853413267693,0.2031605387957852,0.231443955247
AS,New_AS_110.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_110.wav,1.5504510942616797e-07,0.5173029205832047,0.079993007835234,0.1486363978469388,0.2540675186895131
AS,New_AS_111.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_111.wav,3.518605952245572e-07,0.4698007992474855,0.0138421395251484,0.169142065737241,0.3472146436295297
AS,New_AS_112.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_112.wav,1.1616567083065243e-07,0.4817408508154565,0.0084901369309838,0.1205698345089496,0.3891990615789392
AS,New_AS_113.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_113.wav,1.1382003467472492e-06,0.4321105371167658,0.0095204803546133,0.1390805576895687,0.4192872866387053
AS,New_AS_114.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_114.wav,3.2033437965799786e-07,0.4075739720018243,0.0058503829614061,0.1420651089321324,0.4445102157702574
AS,New_AS_115.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_115.wav,6.01261051907459e-07,0.4887067293373313,0.1052189586088171,0.1619777627566143,0.2440959480361853
