base,clase,archivo,ruta_relativa,frecuencia_hz,muestras,snr_objetivo_db,snr_real_db,error_snr_db,factor_antirecorte,escalado_antirecorte,muestras_saturadas,semilla_ruido,potencia_senal,potencia_ruido_objetivo
SNR_-8db,AS,New_AS_006.wav,AS_New_3주기/New_AS_006.wav,8000,20814,-8.0,-8.000002235249967,-2.235249967341701e-06,0.3588900544725486,True,0,2.0058905132101658e+17,0.0519977270494786,0.3280834777814498
original,AS,New_AS_007.wav,AS_New_3주기/New_AS_007.wav,8000,20869,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_007.wav,AS_New_3주기/New_AS_007.wav,8000,20869,8.0,8.000005343416731,5.343416731307116e-06,0.8214688496966244,True,0,4.855645381981527e+18,0.0526165970639922,0.008339168649719
SNR_5db,AS,New_AS_007.wav,AS_New_3주기/New_AS_007.wav,8000,20869,5.0,5.000000538234115,5.382341150550474e-07,0.7484027576573948,True,0,1.7979479859541522e+19,0.0526165970639922,0.0166388289449543
SNR_0db,AS,New_AS_007.wav,AS_New_3주기/New_AS_007.wav,8000,20869,0.0,2.389883754610168e-06,2.389883754610168e-06,0.6804317681795282,True,0,4.699723893064614e+18,0.0526165970639922,0.0526165970639922
SNR_-5db,AS,New_AS_007.wav,AS_New_3주기/New_AS_007.wav,8000,20869,-5.0,-4.999994986504922,5.013495077754726e-06,0.469352834808608,True,0,3.895489917129302e+17,0.0526165970639922,0.1663882894495437
SNR_-8db,AS,New_AS_007.wav,AS_New_3주기/New_AS_007.wav,8000,20869,-8.0,-7.999998909835576,1.0901644236227526e-06,0.4092716706442175,True,0,4.155848210717418e+18,0.0526165970639922,0.3319882835908087
original,AS,New_AS_008.wav,AS_New_3주기/New_AS_008.wav,8000,20801,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_008.wav,AS_New_3주기/New_AS_008.wav,8000,20801,8.0,8.0000016659681,1.6659680994735029e-06,0.8101467696499488,True,0,7.550312422997771e+18,0.0531387862506593,0.0084219300584316
SNR_5db,AS,New_AS_008.wav,AS_New_3주기/New_AS_008.wav,8000,20801,5.0,5.000004550044579,4.55004457933228e-06,0.8024997993003358,True,0,1.5585257197150532e+19,0.0531387862506593,0.0168039596648922
SNR_0db,AS,New_AS_008.wav,AS_New_3주기/New_AS_008.wav,8000,20801,0.0,7.686291478714736e-06,7.686291478714736e-06,0.6124232410824382,True,0,1.5076783155638225e+19,0.0531387862506593,0.0531387862506593
SNR_-5db,AS,New_AS_008.wav,AS_New_3주기/New_AS_008.wav,8000,20801,-5.0,-4.999998680120635,1.3198793649138452e-06,0.4860965654471761,True,0,4.517204476256655e+17,0.0531387862506593,0.1680395966489228
SNR_-8db,AS,New_AS_008.wav,AS_New_3주기/New_AS_008.wav,8000,20801,-8.0,-8.000002818868598,-2.818868598097879e-06,0.3837900231821893,True,0,1.484806503139241e+19,0.0531387862506593,0.3352830746161666
original,AS,New_AS_009.wav,AS_New_3주기/New_AS_009.wav,8000,20898,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_009.wav,AS_New_3주기/New_AS_009.wav,8000,20898,8.0,7.999988435044589,-1.1564955411103028e-05,0.8158245099143097,True,0,8.478121416066556e+18,0.0525721545567018,0.008332124986993
SNR_5db,AS,New_AS_009.wav,AS_New_3주기/New_AS_009.wav,8000,20898,5.0,5.000004224906909,4.224906908767423e-06,0.7724250529432644,True,0,1.5805663560054168e+19,0.0525721545567018,0.0166247749901577
SNR_0db,AS,New_AS_009.wav,AS_New_3주기/New_AS_009.wav,8000,20898,0.0,3.226366948582803e-07,3.226366948582803e-07,0.5667602550188241,True,0,3.809040145521653e+17,0.0525721545567018,0.0525721545567018
SNR_-5db,AS,New_AS_009.wav,AS_New_3주기/New_AS_009.wav,8000,20898,-5.0,-4.999996697710794,3.3022892056422397e-06,0.431485449406686,True,0,1.1350613735023649e+19,0.0525721545567018,0.1662477499015776
SNR_-8db,AS,New_AS_009.wav,AS_New_3주기/New_AS_009.wav,8000,20898,-8.0,-8.000001802463174,-1.8024631742719064e-06,0.3191592530391869,True,0,1.0383540548971264e+18,0.0525721545567018,0.3317078703269892
original,AS,New_AS_010.wav,AS_New_3주기/New_AS_010.wav,8000,20899,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_010.wav,AS_New_3주기/New_AS_010.wav,8000,20899,8.0,8.000000157805223,1.578052231110405e-07,0.814071124363611,True,0,1.4577704209494049e+19,0.0532869687461653,0.0084454154012685
SNR_5db,AS,New_AS_010.wav,AS_New_3주기/New_AS_010.wav,8000,20899,5.0,5.000005589236287,5.58923628712904e-06,0.7431448085153588,True,0,5.549109060568402e+18,0.0532869687461653,0.0168508190844089
SNR_0db,AS,New_AS_010.wav,AS_New_3주기/New_AS_010.wav,8000,20899,0.0,-7.434282017402006e-06,-7.434282017402006e-06,0.6190419788718967,True,0,4.511207832487483e+18,0.0532869687461653,0.0532869687461653
SNR_-5db,AS,New_AS_010.wav,AS_New_3주기/New_AS_010.wav,8000,20899,-5.0,-4.999998499712505,1.5002874951264289e-06,0.4759870875091609,True,0,1.794273581024404e+19,0.0532869687461653,0.1685081908440894
SNR_-8db,AS,New_AS_010.wav,AS_New_3주기/New_AS_010.wav,8000,20899,-8.0,-7.999997886740079,2.1132599208328884e-06,0.3593548279837738,True,0,1.5184217827638209e+19,0.0532869687461653,0.3362180429547956
original,AS,New_AS_011.wav,AS_New_3주기/New_AS_011.wav,8000,20738,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_011.wav,AS_New_3주기/New_AS_011.wav,8000,20738,8.0,7.999999142827328,-8.571726715089767e-07,0.837417482617683,True,0,4.04302303903556e+18,0.0539045329452691,0.0085432927307752
SNR_5db,AS,New_AS_011.wav,AS_New_3주기/New_AS_011.wav,8000,20738,5.0,5.000010913910373,1.0913910372778446e-05,0.7502704377738373,True,0,1.238635705147508e+19,0.0539045329452691,0.0170461100314634
SNR_0db,AS,New_AS_011.wav,AS_New_3주기/New_AS_011.wav,8000,20738,0.0,-3.4265392750550084e-06,-3.4265392750550084e-06,0.6078932898879134,True,0,1.151746252884326e+19,0.0539045329452691,0.0539045329452691
SNR_-5db,AS,New_AS_011.wav,AS_New_3주기/New_AS_011.wav,8000,20738,-5.0,-4.999997722753343,2.277246657023113e-06,0.4038521285916646,True,0,1.8209348499839703e+19,0.0539045329452691,0.1704611003146349
SNR_-8db,AS,New_AS_011.wav,AS_New_3주기/New_AS_011.wav,8000,20738,-8.0,-8.000001063052393,-1.0630523927801503e-06,0.3742868152975432,True,0,6.369764154716922e+18,0.0539045329452691,0.340114609625921
original,AS,New_AS_012.wav,AS_New_3주기/New_AS_012.wav,8000,20846,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_012.wav,AS_New_3주기/New_AS_012.wav,8000,20846,8.0,7.999996946807752,-3.053192247470804e-06,0.7823372035646903,True,0,1.5499202180343103e+19,0.0528627422549867,0.0083781800334754
SNR_5db,AS,New_AS_012.wav,AS_New_3주기/New_AS_012.wav,8000,20846,5.0,5.000004031416986,4.031416986016723e-06,0.68554545227415,True,0,4.047450132501373e+18,0.0528627422549867,0.0167166668888183
SNR_0db,AS,New_AS_012.wav,AS_New_3주기/New_AS_012.wav,8000,20846,0.0,-1.731458780913179e-07,-1.731458780913179e-07,0.6586850682836882,True,0,8.275384370167707e+18,0.0528627422549867,0.0528627422549867
SNR_-5db,AS,New_AS_012.wav,AS_New_3주기/New_AS_012.wav,8000,20846,-5.0,-4.999996640055296,3.3599447037957475e-06,0.4197155121331923,True,0,1.7506550783408056e+19,0.0528627422549867,0.1671666688881836
SNR_-8db,AS,New_AS_012.wav,AS_New_3주기/New_AS_012.wav,8000,20846,-8.0,-8.000002029262282,-2.029262281766364e-06,0.3733792880752801,True,0,2.7535554045864504e+18,0.0528627422549867,0.3335413547514735
original,AS,New_AS_013.wav,AS_New_3주기/New_AS_013.wav,8000,21047,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_013.wav,AS_New_3주기/New_AS_013.wav,8000,21047,8.0,7.99999538605281,-4.613947189646694e-06,0.8411756332879656,True,0,5.635957044359761e+18,0.0512179245007834,0.0081174939873279
SNR_5db,AS,New_AS_013.wav,AS_New_3주기/New_AS_013.wav,8000,21047,5.0,5.000000550272624,5.502726239114963e-07,0.7615947676201535,True,0,1.6411371501043974e+19,0.0512179245007834,0.0161965298449018
SNR_0db,AS,New_AS_013.wav,AS_New_3주기/New_AS_013.wav,8000,21047,0.0,2.603454649554262e-06,2.603454649554262e-06,0.5956613924319428,True,0,1.2135679662770151e+19,0.0512179245007834,0.0512179245007834
SNR_-5db,AS,New_AS_013.wav,AS_New_3주기/New_AS_013.wav,8000,21047,-5.0,-5.000002097006592,-2.0970065914838187e-06,0.483062991650806,True,0,1.1423122163114252e+19,0.0512179245007834,0.1619652984490183
SNR_-8db,AS,New_AS_013.wav,AS_New_3주기/New_AS_013.wav,8000,21047,-8.0,-7.999999383644317,6.16355682936387e-07,0.4095407291224458,True,0,9.690113013837402e+18,0.0512179245007834,0.3231632563280138
original,AS,New_AS_014.wav,AS_New_3주기/New_AS_014.wav,8000,20854,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_014.wav,AS_New_3주기/New_AS_014.wav,8000,20854,8.0,7.999998447538311,-1.5524616889805998e-06,0.8471555096083622,True,0,1.3300786846512812e+19,0.0520115563064675,0.0082432761519428
SNR_5db,AS,New_AS_014.wav,AS_New_3주기/New_AS_014.wav,8000,20854,5.0,5.000006181674182,6.181674182315078e-06,0.8081331753153129,True,0,5.924587827762655e+18,0.0520115563064675,0.0164474982578531
SNR_0db,AS,New_AS_014.wav,AS_New_3주기/New_AS_014.wav,8000,20854,0.0,-1.059830150323491e-06,-1.059830150323491e-06,0.649646028012768,True,0,1.3922094747501896e+19,0.0520115563064675,0.0520115563064675
SNR_-5db,AS,New_AS_014.wav,AS_New_3주기/New_AS_014.wav,8000,20854,-5.0,-4.999998148938571,1.8510614285816016e-06,0.4939619287312823,True,0,2.177901980572592e+17,0.0520115563064675,0.1644749825785319
SNR_-8db,AS,New_AS_014.wav,AS_New_3주기/New_AS_014.wav,8000,20854,-8.0,-8.000001546156478,-1.546156477516547e-06,0.3889155528509745,True,0,1.2482403790226006e+19,0.0520115563064675,0.3281707344941078
original,AS,New_AS_015.wav,AS_New_3주기/New_AS_015.wav,8000,20938,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_015.wav,AS_New_3주기/New_AS_015.wav,8000,20938,8.0,7.999995877642756,-4.122357244007446e-06,0.8006601954459375,True,0,3.059698300100969e+18,0.0515899884396905,0.0081764621477213
SNR_5db,AS,New_AS_015.wav,AS_New_3주기/New_AS_015.wav,8000,20938,5.0,5.000007052651689,7.05265168932101e-06,0.7118352464192681,True,0,9.226761575376112e+18,0.0515899884396905,0.0163141867931178
SNR_0db,AS,New_AS_015.wav,AS_New_3주기/New_AS_015.wav,8000,20938,0.0,1.698807074943588e-06,1.698807074943588e-06,0.635506350842148,True,0,1.699768025779128e+19,0.0515899884396905,0.0515899884396905
SNR_-5db,AS,New_AS_015.wav,AS_New_3주기/New_AS_015.wav,8000,20938,-5.0,-5.00000170447929,-1.7044792901543817e-06,0.5004189427059966,True,0,9.589851646816391e+18,0.0515899884396905,0.1631418679311783
SNR_-8db,AS,New_AS_015.wav,AS_New_3주기/New_AS_015.wav,8000,20938,-8.0,-8.00000532067028,-5.320670279473916e-06,0.3233064469671466,True,0,3.4474298007355315e+17,0.0515899884396905,0.3255108210767101
original,AS,New_AS_016.wav,AS_New_3주기/New_AS_016.wav,8000,19398,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_016.wav,AS_New_3주기/New_AS_016.wav,8000,19398,8.0,7.999996751424526,-3.248575474401605e-06,0.8009479730394574,True,0,1.0282585901293296e+19,0.0576085505415288,0.0091303399580821
SNR_5db,AS,New_AS_016.wav,AS_New_3주기/New_AS_016.wav,8000,19398,5.0,4.999991518102854,-8.481897146417339e-06,0.7591776649535306,True,0,1.4458556505439957e+19,0.0576085505415288,0.0182174232412157
SNR_0db,AS,New_AS_016.wav,AS_New_3주기/New_AS_016.wav,8000,19398,0.0,-3.58227775691244e-08,-3.58227775691244e-08,0.5901657653682514,True,0,5.645030201641673e+18,0.0576085505415288,0.0576085505415288
SNR_-5db,AS,New_AS_016.wav,AS_New_3주기/New_AS_016.wav,8000,19398,-5.0,-5.000002710340614,-2.710340614164864e-06,0.4373302686694491,True,0,1.483641051496389e+19,0.0576085505415288,0.1821742324121576
SNR_-8db,AS,New_AS_016.wav,AS_New_3주기/New_AS_016.wav,8000,19398,-8.0,-7.99999656595468,3.4340453201053837e-06,0.3634806203392201,True,0,7.730319278846687e+18,0.0576085505415288,0.3634853806903604
original,AS,New_AS_017.wav,AS_New_3주기/New_AS_017.wav,8000,20687,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_017.wav,AS_New_3주기/New_AS_017.wav,8000,20687,8.0,7.999993095918448,-6.904081551795116e-06,0.7889699116187096,True,0,7.246736290825714e+18,0.0547222478349719,0.0086728918069816
SNR_5db,AS,New_AS_017.wav,AS_New_3주기/New_AS_017.wav,8000,20687,5.0,5.000005660971857,5.660971856613628e-06,0.7976893130244221,True,0,1.0989598875883729e+19,0.0547222478349719,0.0173046941842729
SNR_0db,AS,New_AS_017.wav,AS_New_3주기/New_AS_017.wav,8000,20687,0.0,4.632533125340658e-06,4.632533125340658e-06,0.6056572636357183,True,0,1.5653332355329751e+19,0.0547222478349719,0.0547222478349719
SNR_-5db,AS,New_AS_017.wav,AS_New_3주기/New_AS_017.wav,8000,20687,-5.0,-5.000001684692062,-1.6846920622981545e-06,0.4278561057942106,True,0,1.3727138853966051e+19,0.0547222478349719,0.1730469418427291
SNR_-8db,AS,New_AS_017.wav,AS_New_3주기/New_AS_017.wav,8000,20687,-8.0,-7.999999569155179,4.308448211531868e-07,0.3543234626996988,True,0,1.3402340183256852e+19,0.0547222478349719,0.3452740417794089
original,AS,New_AS_018.wav,AS_New_3주기/New_AS_018.wav,8000,20827,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_018.wav,AS_New_3주기/New_AS_018.wav,8000,20827,8.0,8.000005450189756,5.45018975550704e-06,0.8111792007595341,True,0,4.4105962374747054e+18,0.0531178774430996,0.0084186162357552
SNR_5db,AS,New_AS_018.wav,AS_New_3주기/New_AS_018.wav,8000,20827,5.0,5.000002757758236,2.75775823599389e-06,0.7656108941969156,True,0,1.7561168068917489e+18,0.0531178774430996,0.0167973477193875
SNR_0db,AS,New_AS_018.wav,AS_New_3주기/New_AS_018.wav,8000,20827,0.0,-2.434595904196208e-06,-2.434595904196208e-06,0.5742894694310515,True,0,7.52901052970276e+18,0.0531178774430996,0.0531178774430996
SNR_-5db,AS,New_AS_018.wav,AS_New_3주기/New_AS_018.wav,8000,20827,-5.0,-4.999997276565307,2.72343469287506e-06,0.4545642616763923,True,0,9.274196884122978e+18,0.0531178774430996,0.1679734771938759
SNR_-8db,AS,New_AS_018.wav,AS_New_3주기/New_AS_018.wav,8000,20827,-8.0,-8.000002339506837,-2.3395068371456773e-06,0.3694373270983198,True,0,1.7601010975522585e+19,0.0531178774430996,0.3351511489592251
original,AS,New_AS_019.wav,AS_New_3주기/New_AS_019.wav,8000,20933,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_019.wav,AS_New_3주기/New_AS_019.wav,8000,20933,8.0,8.000001222785077,1.222785076748778e-06,0.8141811226060539,True,0,4.346175457205656e+18,0.0532408867081432,0.0084381118904329
SNR_5db,AS,New_AS_019.wav,AS_New_3주기/New_AS_019.wav,8000,20933,5.0,5.000012888858393,1.2888858393012017e-05,0.7263819249582923,True,0,5.676639434836499e+18,0.0532408867081432,0.0168362466644716
SNR_0db,AS,New_AS_019.wav,AS_New_3주기/New_AS_019.wav,8000,20933,0.0,4.145413007801742e-06,4.145413007801742e-06,0.7114295153491507,True,0,5.494126858064438e+18,0.0532408867081432,0.0532408867081432
SNR_-5db,AS,New_AS_019.wav,AS_New_3주기/New_AS_019.wav,8000,20933,-5.0,-4.999997566429101,2.433570898574544e-06,0.4375086147623008,True,0,1.0255582337003244e+19,0.0532408867081432,0.1683624666447169
SNR_-8db,AS,New_AS_019.wav,AS_New_3주기/New_AS_019.wav,8000,20933,-8.0,-8.000003622298628,-3.62229862815866e-06,0.3736342433258507,True,0,6.888002149721436e+18,0.0532408867081432,0.3359272849514086
original,AS,New_AS_020.wav,AS_New_3주기/New_AS_020.wav,8000,20784,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_020.wav,AS_New_3주기/New_AS_020.wav,8000,20784,8.0,7.999990528847368,-9.471152631945756e-06,0.7941337276806012,True,0,1.0001825834620994e+19,0.0527487030517459,0.0083601060377864
SNR_5db,AS,New_AS_020.wav,AS_New_3주기/New_AS_020.wav,8000,20784,5.0,5.000002811625296,2.8116252961396526e-06,0.7487927291706549,True,0,2.8611776504992737e+18,0.0527487030517459,0.0166806045263391
SNR_0db,AS,New_AS_020.wav,AS_New_3주기/New_AS_020.wav,8000,20784,0.0,-5.594688782296681e-06,-5.594688782296681e-06,0.6141502370974135,True,0,1.7408687880913816e+19,0.0527487030517459,0.0527487030517459
SNR_-5db,AS,New_AS_020.wav,AS_New_3주기/New_AS_020.wav,8000,20784,-5.0,-5.000001484439705,-1.484439705379259e-06,0.5091661152823503,True,0,1.2967131697123492e+19,0.0527487030517459,0.1668060452633919
SNR_-8db,AS,New_AS_020.wav,AS_New_3주기/New_AS_020.wav,8000,20784,-8.0,-8.000000625227026,-6.252270257078862e-07,0.3789872530115112,True,0,9.023579881684326e+18,0.0527487030517459,0.332821816023039
original,AS,New_AS_021.wav,AS_New_3주기/New_AS_021.wav,8000,21105,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_021.wav,AS_New_3주기/New_AS_021.wav,8000,21105,8.0,7.999999088656125,-9.113438750318892e-07,0.8271950597731766,True,0,8.845937370797076e+18,0.0529572989244443,0.008393166255648
SNR_5db,AS,New_AS_021.wav,AS_New_3주기/New_AS_021.wav,8000,21105,5.0,4.999997507268138,-2.4927318618139797e-06,0.7300884064980284,True,0,1.7083511507982529e+19,0.0529572989244443,0.0167465683331629
SNR_0db,AS,New_AS_021.wav,AS_New_3주기/New_AS_021.wav,8000,21105,0.0,-2.8187621474622077e-06,-2.8187621474622077e-06,0.6433277313499489,True,0,1.1641677516294253e+19,0.0529572989244443,0.0529572989244443
SNR_-5db,AS,New_AS_021.wav,AS_New_3주기/New_AS_021.wav,8000,21105,-5.0,-5.000002287901999,-2.287901999409314e-06,0.4716879805852903,True,0,8.869499946433234e+18,0.0529572989244443,0.1674656833316294
SNR_-8db,AS,New_AS_021.wav,AS_New_3주기/New_AS_021.wav,8000,21105,-8.0,-7.999999064348917,9.356510828339992e-07,0.3635407414920952,True,0,1.4706748299284693e+19,0.0529572989244443,0.3341379670021122
original,AS,New_AS_022.wav,AS_New_3주기/New_AS_022.wav,8000,20837,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_022.wav,AS_New_3주기/New_AS_022.wav,8000,20837,8.0,7.999991162512986,-8.837487014190515e-06,0.8210896894053415,True,0,1.1757730164702065e+19,0.0533712551226307,0.0084587738916962
SNR_5db,AS,New_AS_022.wav,AS_New_3주기/New_AS_022.wav,8000,20837,5.0,5.000000910399343,9.103993425796376e-07,0.8148612603623879,True,0,4.977597972932491e+18,0.0533712551226307,0.0168774727769442
SNR_0db,AS,New_AS_022.wav,AS_New_3주기/New_AS_022.wav,8000,20837,0.0,5.937632640885967e-07,5.937632640885967e-07,0.6089052814103071,True,0,1.7981257929489672e+19,0.0533712551226307,0.0533712551226307
SNR_-5db,AS,New_AS_022.wav,AS_New_3주기/New_AS_022.wav,8000,20837,-5.0,-4.999990260531776,9.739468223912697e-06,0.4049239000889167,True,0,5.533928270600786e+18,0.0533712551226307,0.1687747277694423
SNR_-8db,AS,New_AS_022.wav,AS_New_3주기/New_AS_022.wav,8000,20837,-8.0,-8.000001436453955,-1.4364539548950006e-06,0.3797548840365887,True,0,2.678972061332232e+18,0.0533712551226307,0.3367498540375001
original,AS,New_AS_023.wav,AS_New_3주기/New_AS_023.wav,8000,20997,,,,1.0,False,0,,,
