clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005,F_006,F_007,F_008,F_009,F_010,F_011,F_012,F_013,F_014,F_015
AS,New_AS_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_011.wav,afinidad_y_diferencias_errores,1.21117669311718,2.255635076657654,2.048453349351365,2.1031327268387687,2.136309342632909,-1.044458383540474,-0.8372766562341851,-0.8919560337215888,-0.925132649515729,0.2071817273062888,0.1525023498188851,0.11932573402474489,-0.0546793774874037,-0.08785599328154392,-0.03317661579414022
AS,New_AS_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_012.wav,afinidad_y_diferencias_errores,1.1929795330444262,2.211413810395443,2.061483966278794,2.0551823740493176,2.1136404658000614,-1.0184342773510169,-0.8685044332343677,-0.8622028410048914,-0.9206609327556352,0.14992984411664922,0.15623143634612546,0.09777334459538167,0.006301592229476238,-0.05215649952126755,-0.05845809175074379
AS,New_AS_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_013.wav,afinidad_y_diferencias_errores,1.1688382199130336,2.1810520369862774,2.011484177297015,2.0793897540082265,2.0835019384249507,-1.0122138170732438,-0.8426459573839815,-0.9105515340951928,-0.9146637185119171,0.16956785968926225,0.10166228297805091,0.09755009856132668,-0.06790557671121134,-0.07201776112793556,-0.004112184416724229
AS,New_AS_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_014.wav,afinidad_y_diferencias_errores,1.2571669873172184,2.300793246982911,2.049016012866257,2.1506618694217967,2.213199399455669,-1.0436262596656927,-0.7918490255490385,-0.8934948821045783,-0.9560324121384505,0.2517772341166542,0.1501313775611144,0.0875938475272422,-0.10164585655553982,-0.164183386589412,-0.06253753003387219
AS,New_AS_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_015.wav,afinidad_y_diferencias_errores,1.186177752754267,2.166767293786795,1.9529946822897293,2.010582002636757,2.0837040521883434,-0.980589541032528,-0.7668169295354623,-0.82440424988249,-0.8975262994340765,0.21377261149706572,0.1561852911500381,0.08306324159845158,-0.057587320347027626,-0.13070936989861415,-0.07312204955158652
AS,New_AS_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_016.wav,afinidad_y_diferencias_errores,1.25814860635042,2.2645028244904237,2.0500651326259827,2.1214648432662035,2.1605440054959275,-1.0063542181400038,-0.7919165262755627,-0.8633162369157836,-0.9023953991455076,0.21443769186444106,0.14303798122422018,0.10395881899449622,-0.07139971064022088,-0.11047887286994484,-0.03907916222972396
AS,New_AS_017.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_017.wav,afinidad_y_diferencias_errores,1.2775216640148574,2.227911839568613,2.030588165756911,2.0897082125778725,2.138620013019617,-0.9503901755537556,-0.7530665017420537,-0.8121865485630151,-0.8610983490047595,0.1973236738117019,0.1382036269907405,0.08929182654899614,-0.05912004682096139,-0.10803184726270576,-0.04891180044174437
AS,New_AS_018.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_018.wav,afinidad_y_diferencias_errores,1.2080679587156322,2.187230359459659,2.0356153384078337,2.036827730574989,2.0878728291023023,-0.9791624007440267,-0.8275473796922015,-0.8287597718593569,-0.8798048703866701,0.15161502105182523,0.15040262888466982,0.09935753035735662,-0.0012123921671554072,-0.05225749069446861,-0.051045098527313204
AS,New_AS_019.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_019.wav,afinidad_y_diferencias_errores,1.1353750935230382,2.1450133632673425,1.9995076128501321,1.9682425233010503,2.05179697992256,-1.0096382697443043,-0.8641325193270939,-0.8328674297780121,-0.9164218863995217,0.14550575041721037,0.17677083996629217,0.09321638334478255,0.031265089549081804,-0.05228936707242782,-0.08355445662150962
AS,New_AS_020.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_020.wav,afinidad_y_diferencias_errores,1.235915892329514,2.2419625052024945,2.01353230802124,2.145772637053769,2.158626501100367,-1.0060466128729806,-0.7776164156917262,-0.9098567447242549,-0.922710608770853,0.22843019718125435,0.09618986814872565,0.0833360041021276,-0.1322403290325287,-0.14509419307912674,-0.012853864046598051
AS,New_AS_021.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_021.wav,afinidad_y_diferencias_errores,1.2145034406114668,2.1819418941435296,1.9913407190764054,2.013265980606506,2.063602142811017,-0.9674384535320628,-0.7768372784649387,-0.7987625399950391,-0.8490987021995504,0.19060117506712415,0.16867591353702371,0.1183397513325124,-0.021925261530100437,-0.07226142373461175,-0.050336162204511314
AS,New_AS_022.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_022.wav,afinidad_y_diferencias_errores,1.1915022433542186,2.2319138839463553,2.040264020789276,2.0247159529176146,2.1284985824998293,-1.0404116405921366,-0.8487617774350575,-0.833213709563396,-0.9369963391456106,0.1916498631570791,0.20719793102874062,0.103415301446526,0.01554806787166152,-0.0882345617105531,-0.10378262958221462
AS,New_AS_023.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_023.wav,afinidad_y_diferencias_errores,1.200479121409596,2.191840708632579,2.003437770903587,2.0221035440798767,2.0799446416547873,-0.9913615872229828,-0.8029586494939911,-0.8216244226702807,-0.8794655202451913,0.18840293772899175,0.16973716455270216,0.11189606697779153,-0.01866577317628959,-0.07650687075120022,-0.05784109757491063
AS,New_AS_024.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_024.wav,afinidad_y_diferencias_errores,1.1751784395920133,2.242460500663841,2.0606828218856976,2.1087626531388772,2.136821448593949,-1.0672820610718277,-0.8855043822936843,-0.9335842135468639,-0.9616430090019357,0.18177767877814333,0.13369784752496372,0.10563905206989199,-0.048079831253179606,-0.07613862670825133,-0.028058795455071728
AS,New_AS_025.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_025.wav,afinidad_y_diferencias_errores,1.146533037637382,2.1899333350160775,2.0154529840109525,2.019892367559953,2.090077064748935,-1.0434002973786956,-0.8689199463735706,-0.8733593299225713,-0.9435440271115532,0.17448035100512493,0.1700409674561243,0.09985627026714239,-0.004439383549000642,-0.07462408073798255,-0.0701846971889819
AS,New_AS_026.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_026.wav,afinidad_y_diferencias_errores,1.2607895355585155,2.233076664616483,1.9980915620753557,2.130038268479011,2.1482088810214233,-0.9722871290579673,-0.7373020265168402,-0.8692487329204954,-0.8874193454629078,0.23498510254112714,0.1030383961374719,0.08486778359505953,-0.13194670640365525,-0.1501173189460676,-0.018170612542412368
AS,New_AS_027.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_027.wav,afinidad_y_diferencias_errores,1.2073190242729732,2.236751270563195,2.0312035183853197,2.1427840618856213,2.156144758936411,-1.0294322462902217,-0.8238844941123464,-0.9354650376126481,-0.9488257346634377,0.20554775217787524,0.09396720867757358,0.080606511626784,-0.11158054350030167,-0.12494124055109124,-0.013360697050789572
AS,New_AS_028.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_028.wav,afinidad_y_diferencias_errores,1.1887830063633615,2.171824243973091,1.9986108786881829,2.0335527896409196,2.082718438755937,-0.9830412376097295,-0.8098278723248213,-0.844769783277558,-0.8939354323925757,0.17321336528490816,0.13827145433217147,0.08910580521715383,-0.03494191095273669,-0.08410756006775433,-0.04916564911501764
AS,New_AS_029.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_029.wav,afinidad_y_diferencias_errores,1.2132891609041778,2.182404579702529,1.9989112187170983,2.059177102982433,2.0883776639086715,-0.9691154187983513,-0.7856220578129205,-0.845887942078255,-0.8750885030044937,0.1834933609854308,0.12322747672009626,0.09402691579385758,-0.060265884265334524,-0.08946644519157321,-0.029200560926238683
AS,New_AS_030.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_030.wav,afinidad_y_diferencias_errores,1.2004182949562558,2.2593784259804073,2.0366683310549423,2.0994045421377034,2.1750113284266424,-1.0589601310241514,-0.8362500360986864,-0.8989862471814476,-0.9745930334703865,0.222710094925465,0.15997388384270383,0.08436709755376492,-0.06273621108276117,-0.13834299737170008,-0.07560678628893891
AS,New_AS_031.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_031.wav,afinidad_y_diferencias_errores,1.1723691358600254,2.1342523767922654,1.9892683876284718,2.0129789550593524,2.018350690314931,-0.96188324093224,-0.8168992517684464,-0.840609819199327,-0.8459815544549054,0.14498398916379363,0.121273421732913,0.11590168647733456,-0.023710567430880625,-0.02908230268645906,-0.005371735255578436
AS,New_AS_032.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_032.wav,afinidad_y_diferencias_errores,1.2195458306528686,2.254375833017163,2.0281078982492615,2.116942291184311,2.166948086187253,-1.0348300023642942,-0.8085620675963929,-0.8973964605314426,-0.9474022555343844,0.2262679347679013,0.1374335418328516,0.08742774682990984,-0.08883439293504969,-0.13884018793799147,-0.05000579500294178
AS,New_AS_033.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_033.wav,afinidad_y_diferencias_errores,1.167661254300772,2.155604684467685,1.9869097814844114,2.0035386021219304,2.070388523828144,-0.987943430166913,-0.8192485271836394,-0.8358773478211583,-0.9027272695273718,0.1686949029832736,0.1520660823457547,0.08521616063954118,-0.016628820637518915,-0.08347874234373243,-0.06684992170621351
AS,New_AS_034.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_034.wav,afinidad_y_diferencias_errores,1.2121276212120826,2.197449517405107,2.0194992802390637,2.0432111188426805,2.1131313222905295,-0.9853218961930243,-0.807371659026981,-0.8310834976305979,-0.9010037010784469,0.1779502371660433,0.1542383985624265,0.0843181951145775,-0.02371183860361681,-0.0936320420514658,-0.069920203447849
AS,New_AS_035.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_035.wav,afinidad_y_diferencias_errores,1.2111995446568604,2.2219756874152816,2.0188521142493805,2.0840152927624644,2.175573725860307,-1.0107761427584212,-0.8076525695925201,-0.872815748105604,-0.9643741812034465,0.20312357316590113,0.13796039465281718,0.04640196155497467,-0.06516317851308395,-0.15672161161092646,-0.0915584330978425
AS,New_AS_036.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_036.wav,afinidad_y_diferencias_errores,1.1526485991384117,2.136122764970561,1.9750071942569472,2.0024845321233373,2.0640989282559863,-0.9834741658321493,-0.8223585951185355,-0.8498359329849257,-0.9114503291175746,0.16111557071361382,0.13363823284722365,0.07202383671457468,-0.027477337866390172,-0.08909173399903914,-0.06161439613264896
AS,New_AS_037.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_037.wav,afinidad_y_diferencias_errores,1.153142584438512,2.2104150790639974,2.0106442981839954,2.0656742563313317,2.077915479033111,-1.0572724946254854,-0.8575017137454835,-0.9125316718928198,-0.924772894594599,0.199770780880002,0.14474082273266564,0.13249960003088646,-0.055029958147336355,-0.06727118084911554,-0.012241222701779186
AS,New_AS_038.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_038.wav,afinidad_y_diferencias_errores,1.2298689361709874,2.1964189949067237,2.007991059008494,2.068811569788965,2.1195234664011005,-0.9665500587357363,-0.7781221228375068,-0.8389426336179777,-0.8896545302301131,0.18842793589822948,0.12760742511775858,0.0768955285056232,-0.060820510780470904,-0.11153240739260628,-0.050711896612135376
AS,New_AS_039.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_039.wav,afinidad_y_diferencias_errores,1.2565381820675918,2.248085606584151,2.019444523836107,2.116009132904507,2.168895800792759,-0.9915474245165592,-0.7629063417685151,-0.8594709508369152,-0.912357618725167,0.22864108274804407,0.13207647367964404,0.07918980579139223,-0.09656460906840003,-0.14945127695665184,-0.052886667888251804
AS,New_AS_040.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_040.wav,afinidad_y_diferencias_errores,1.1831090043565247,2.2203142212837017,2.0227051363064414,2.080554286203124,2.158589456525946,-1.037205216927177,-0.8395961319499168,-0.8974452818465994,-0.9754804521694214,0.19760908497726026,0.1397599350805776,0.06172476475775568,-0.05784914989668266,-0.13588432021950458,-0.07803517032282192
AS,New_AS_041.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_041.wav,afinidad_y_diferencias_errores,1.2173116955007866,2.219605976679539,2.0294534012049046,2.083882805958442,2.1276976754226564,-1.0022942811787525,-0.812141705704118,-0.8665711104576557,-0.9103859799218699,0.1901525754746345,0.13572317072109685,0.09190830125688265,-0.054429404753537636,-0.09824427421775184,-0.0438148694642142
AS,New_AS_042.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_042.wav,afinidad_y_diferencias_errores,1.1671981788183738,2.138386337598659,1.9733544859346024,2.0129819641421016,2.05446884808224,-0.9711881587802851,-0.8061563071162285,-0.8457837853237278,-0.8872706692638661,0.16503185166405654,0.1254043734565573,0.08391748951641897,-0.039627478207499234,-0.08111436214763756,-0.04148688394013833
AS,New_AS_043.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_043.wav,afinidad_y_diferencias_errores,1.2044509695799617,2.1980089290801885,1.9957497004314977,2.0519745405632874,2.1142394191283285,-0.9935579595002269,-0.791298730851536,-0.8475235709833258,-0.9097884495483668,0.20225922864869084,0.1460343885169011,0.08376950995186005,-0.056224840131789744,-0.11848971869683078,-0.06226487856504104
AS,New_AS_044.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_044.wav,afinidad_y_diferencias_errores,1.2077875847635708,2.199412466189607,2.000156875392546,2.0738183500931497,2.117896436887276,-0.9916248814260362,-0.7923692906289752,-0.8660307653295789,-0.9101088521237053,0.199255590797061,0.12559411609645732,0.08151602930233093,-0.07366147470060369,-0.11773956149473008,-0.04407808679412639
AS,New_AS_045.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_045.wav,afinidad_y_diferencias_errores,1.280804896703512,2.2817262009540173,2.040130976799143,2.1613222391022116,2.181840592986789,-1.0009213042505054,-0.759326080095631,-0.8805173423986996,-0.9010356962832768,0.24159522415487444,0.1204039618518058,0.09988560796722856,-0.12119126230306865,-0.14170961618764588,-0.020518353884577234
AS,New_AS_046.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_046.wav,afinidad_y_diferencias_errores,1.1785108465370617,2.1454884211532264,1.9645063845470874,2.0187661563442,2.083412935500494,-0.9669775746161646,-0.7859955380100256,-0.8402553098071384,-0.9049020889634323,0.18098203660613899,0.12672226480902626,0.062075485652732354,-0.05425977179711272,-0.11890655095340663,-0.06464677915629391
AS,New_AS_047.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_047.wav,afinidad_y_diferencias_errores,1.2134281610235735,2.2365142517718386,2.0353221822065186,2.127560307605978,2.150542785692346,-1.023086090748265,-0.8218940211829451,-0.9141321465824044,-0.9371146246687725,0.20119206956532,0.10895394416586068,0.08597146607949258,-0.0922381253994593,-0.11522060348582741,-0.022982478086368108
AS,New_AS_048.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_048.wav,afinidad_y_diferencias_errores,1.208894286772226,2.213281717719865,1.9961858558410495,2.0591436648860704,2.1028034459680573,-1.004387430947639,-0.7872915690688234,-0.8502493781138443,-0.8939091591958312,0.2170958618788157,0.15413805283379478,0.1104782717518078,-0.06295780904502091,-0.10661759012700789,-0.04365978108198698
AS,New_AS_049.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_049.wav,afinidad_y_diferencias_errores,1.3513012892473069,2.064820981762819,2.007474825755482,2.227661320171784,2.1396797296653856,-0.7135196925155123,-0.6561735365081751,-0.8763600309244772,-0.7883784404180787,0.05734615600733717,-0.16284033840896495,-0.07485874790256641,-0.22018649441630211,-0.13220490390990358,0.08798159050639853
AS,New_AS_050.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_050.wav,afinidad_y_diferencias_errores,1.3522426328803416,1.7609296445816873,2.131805091903554,2.1935307725383124,1.9267884687518515,-0.4086870117013457,-0.7795624590232124,-0.8412881396579708,-0.5745458358715099,-0.3708754473218667,-0.4326011279566251,-0.16585882417016418,-0.06172568063475836,0.20501662315170255,0.2667423037864609
AS,New_AS_051.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_051.wav,afinidad_y_diferencias_errores,1.265278823897678,1.6746919233491515,1.8708650909402882,1.852540662953402,1.6722414060335478,-0.40941309945147353,-0.6055862670426102,-0.587261839055724,-0.4069625821358698,-0.19617316759113668,-0.17784873960425052,0.0024505173156037507,0.01832442798688616,0.19862368490674043,0.18029925691985427
AS,New_AS_052.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_052.wav,afinidad_y_diferencias_errores,1.222106950420382,1.5861425711605301,1.866237689297952,1.8215185644602374,1.6334564512378296,-0.36403562074014806,-0.6441307388775699,-0.5994116140398553,-0.4113495008174475,-0.28009511813742183,-0.23537599329970726,-0.04731388007729942,0.04471912483771456,0.2327812380601224,0.18806211322240785
AS,New_AS_053.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_053.wav,afinidad_y_diferencias_errores,1.3064732213609498,1.6964079934262106,2.0675528524962483,2.184184764142877,1.8771228327473102,-0.38993477206526084,-0.7610796311352985,-0.8777115427819273,-0.5706496113863604,-0.3711448590700377,-0.4877767707166665,-0.18071483932109955,-0.11663191164662878,0.19043001974893814,0.3070619313955669
AS,New_AS_054.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_054.wav,afinidad_y_diferencias_errores,1.3084410365388508,1.8229357631035974,1.9157508907458676,1.974565871207118,1.7890335364227574,-0.5144947265647466,-0.6073098542070168,-0.6661248346682671,-0.4805924998839066,-0.09281512764227018,-0.1516301081035205,0.033902226680839975,-0.05881498046125033,0.12671735432311015,0.1855323347843605
AS,New_AS_055.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_055.wav,afinidad_y_diferencias_errores,1.0877579637148864,1.57403455383287,1.7108947280956945,1.7694696763617825,1.6080964937422653,-0.4862765901179835,-0.6231367643808081,-0.6817117126468961,-0.5203385300273788,-0.1368601742628246,-0.1954351225289126,-0.03406193990939532,-0.058574948266088,0.10279823435342927,0.16137318261951727
AS,New_AS_056.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_056.wav,afinidad_y_diferencias_errores,1.1710034992894942,1.5509774023696115,1.9290522419304617,1.918738721771327,1.6620335856146775,-0.37997390308011725,-0.7580487426409674,-0.7477352224818328,-0.4910300863251833,-0.3780748395608502,-0.3677613194017155,-0.11105618324506605,0.01031352015913467,0.26701865631578414,0.25670513615664947
AS,New_AS_057.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_057.wav,afinidad_y_diferencias_errores,1.1924603956658049,1.772479061119703,1.9736787050160396,1.9401750102307302,1.7657454211174481,-0.5800186654538981,-0.7812183093502347,-0.7477146145649254,-0.5732850254516433,-0.2011996438963366,-0.16769594911102725,0.006733640002254848,0.033503694785309346,0.20793328389859145,0.1744295891132821
AS,New_AS_058.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_058.wav,afinidad_y_diferencias_errores,1.2866903767272508,1.8587702878151955,1.9973590687185927,1.9957290706673814,1.8249034660748413,-0.5720799110879446,-0.7106686919913419,-0.7090386939401305,-0.5382130893475905,-0.1385887809033972,-0.13695878285218588,0.03386682174035416,0.0016299980512113343,0.17245560264375137,0.17082560459254004
AS,New_AS_059.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_059.wav,afinidad_y_diferencias_errores,1.1977295721277619,1.5382696778069878,1.9359805952017022,1.9087104268583401,1.6436530273572643,-0.3405401056792259,-0.7382510230739403,-0.7109808547305783,-0.4459234552295024,-0.3977109173947144,-0.3704407490513524,-0.1053833495502765,0.027270168343362045,0.2923275678444379,0.2650573995010759
AS,New_AS_060.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_060.wav,afinidad_y_diferencias_errores,1.1491997337491113,1.4279416690430669,1.7232524907935045,1.685791839547054,1.467281933952079,-0.2787419352939555,-0.5740527570443932,-0.5365921057979426,-0.31808220020296774,-0.29531082175043766,-0.25785017050398706,-0.03934026490901221,0.037460651246450594,0.25597055684142545,0.21850990559497485
