indice_interno,base,clase,archivo,segundos_extraccion_clasica
202,SNR_-5db,AS,New_AS_003.wav,0.001590800005942583
203,SNR_-5db,AS,New_AS_004.wav,0.0015089999651536345
204,SNR_-5db,AS,New_AS_005.wav,0.002874600002542138
205,SNR_-5db,AS,New_AS_006.wav,0.002152899978682399
206,SNR_-5db,AS,New_AS_007.wav,0.0017189000500366092
207,SNR_-5db,AS,New_AS_008.wav,0.0017459000227972865
208,SNR_-5db,AS,New_AS_009.wav,0.001589299994520843
209,SNR_-5db,AS,New_AS_010.wav,0.0015954000409692526
210,SNR_-5db,AS,New_AS_011.wav,0.0015340999234467745
211,SNR_-5db,AS,New_AS_012.wav,0.0015436999965459108
212,SNR_-5db,AS,New_AS_013.wav,0.0014928999589756131
213,SNR_-5db,AS,New_AS_014.wav,0.0018604000797495246
214,SNR_-5db,AS,New_AS_015.wav,0.002267400035634637
215,SNR_-5db,AS,New_AS_016.wav,0.0017624000320211053
216,SNR_-5db,AS,New_AS_017.wav,0.0015317999059334397
217,SNR_-5db,AS,New_AS_018.wav,0.001501500024460256
218,SNR_-5db,AS,New_AS_019.wav,0.0015222999500110745
219,SNR_-5db,AS,New_AS_020.wav,0.001384700066410005
220,SNR_-5db,AS,New_AS_021.wav,0.0014940999681130052
221,SNR_-5db,AS,New_AS_022.wav,0.0013670999323949218
222,SNR_-5db,AS,New_AS_023.wav,0.0014248000225052238
223,SNR_-5db,AS,New_AS_024.wav,0.0015333000337705016
224,SNR_-5db,AS,New_AS_025.wav,0.002111799898557365
225,SNR_-5db,AS,New_AS_026.wav,0.001832099980674684
226,SNR_-5db,AS,New_AS_027.wav,0.001810500049032271
227,SNR_-5db,AS,New_AS_028.wav,0.0017822999507188797
228,SNR_-5db,AS,New_AS_029.wav,0.0014921999536454678
229,SNR_-5db,AS,New_AS_030.wav,0.0013747999910265207
230,SNR_-5db,AS,New_AS_031.wav,0.001360700000077486
231,SNR_-5db,AS,New_AS_032.wav,0.001347400015220046
232,SNR_-5db,AS,New_AS_033.wav,0.0013028000248596072
233,SNR_-5db,AS,New_AS_034.wav,0.0012851000064983964
234,SNR_-5db,AS,New_AS_035.wav,0.0018836999079212546
235,SNR_-5db,AS,New_AS_036.wav,0.001965200062841177
236,SNR_-5db,AS,New_AS_037.wav,0.0016061000060290098
237,SNR_-5db,AS,New_AS_038.wav,0.0015677000628784299
238,SNR_-5db,AS,New_AS_039.wav,0.0016169999726116657
239,SNR_-5db,AS,New_AS_040.wav,0.0020696999272331595
240,SNR_-5db,AS,New_AS_041.wav,0.0016995000187307596
241,SNR_-5db,AS,New_AS_042.wav,0.0014813999878242612
242,SNR_-5db,AS,New_AS_043.wav,0.0014404000248759985
243,SNR_-5db,AS,New_AS_044.wav,0.0014998998958617449
244,SNR_-5db,AS,New_AS_045.wav,0.0020133000798523426
245,SNR_-5db,AS,New_AS_046.wav,0.001887099933810532
246,SNR_-5db,AS,New_AS_047.wav,0.0016202999977394938
247,SNR_-5db,AS,New_AS_048.wav,0.002254699938930571
248,SNR_-5db,AS,New_AS_049.wav,0.0016119000501930714
249,SNR_-5db,AS,New_AS_050.wav,0.0016884999349713326
250,SNR_-5db,AS,New_AS_051.wav,0.0017763000214472413
251,SNR_-5db,AS,New_AS_052.wav,0.0022598999785259366
252,SNR_-5db,AS,New_AS_053.wav,0.001832399982959032
253,SNR_-5db,AS,New_AS_054.wav,0.0024111999664455652
254,SNR_-5db,AS,New_AS_055.wav,0.0019527999684214592
255,SNR_-5db,AS,New_AS_056.wav,0.0016725000459700823
256,SNR_-5db,AS,New_AS_057.wav,0.0016309000784531236
257,SNR_-5db,AS,New_AS_058.wav,0.001603199983946979
258,SNR_-5db,AS,New_AS_059.wav,0.0015958999283611774
259,SNR_-5db,AS,New_AS_060.wav,0.001584900077432394
260,SNR_-5db,AS,New_AS_061.wav,0.002063099993392825
261,SNR_-5db,AS,New_AS_062.wav,0.005081700044684112
262,SNR_-5db,AS,New_AS_063.wav,0.0022394999396055937
263,SNR_-5db,AS,New_AS_064.wav,0.002126000006683171
264,SNR_-5db,AS,New_AS_065.wav,0.0020375000312924385
265,SNR_-5db,AS,New_AS_066.wav,0.0024870000779628754
266,SNR_-5db,AS,New_AS_067.wav,0.001961599919013679
267,SNR_-5db,AS,New_AS_068.wav,0.0019805000629276037
268,SNR_-5db,AS,New_AS_069.wav,0.0023920999374240637
269,SNR_-5db,AS,New_AS_070.wav,0.002467600046657026
270,SNR_-5db,AS,New_AS_071.wav,0.001999500091187656
271,SNR_-5db,AS,New_AS_072.wav,0.001996600069105625
272,SNR_-5db,AS,New_AS_073.wav,0.0020317999878898263
273,SNR_-5db,AS,New_AS_074.wav,0.0020219999132677913
274,SNR_-5db,AS,New_AS_075.wav,0.002059300080873072
275,SNR_-5db,AS,New_AS_076.wav,0.001970500103197992
276,SNR_-5db,AS,New_AS_077.wav,0.0027048999909311533
277,SNR_-5db,AS,New_AS_078.wav,0.0026502000400796533
278,SNR_-5db,AS,New_AS_079.wav,0.0021010999334976077
279,SNR_-5db,AS,New_AS_080.wav,0.002126000006683171
280,SNR_-5db,AS,New_AS_081.wav,0.002162100048735738
281,SNR_-5db,AS,New_AS_082.wav,0.0019545000977814198
282,SNR_-5db,AS,New_AS_083.wav,0.0024182999040931463
283,SNR_-5db,AS,New_AS_084.wav,0.002508100005798042
284,SNR_-5db,AS,New_AS_085.wav,0.002618800033815205
285,SNR_-5db,AS,New_AS_086.wav,0.0017501000547781587
286,SNR_-5db,AS,New_AS_087.wav,0.0016844000201672316
287,SNR_-5db,AS,New_AS_088.wav,0.0015990999527275562
288,SNR_-5db,AS,New_AS_089.wav,0.0018466999754309654
289,SNR_-5db,AS,New_AS_090.wav,0.001873799948953092
290,SNR_-5db,AS,New_AS_091.wav,0.0018843000289052725
291,SNR_-5db,AS,New_AS_092.wav,0.0016679000109434128
292,SNR_-5db,AS,New_AS_093.wav,0.0020232999231666327
293,SNR_-5db,AS,New_AS_094.wav,0.00211130001116544
294,SNR_-5db,AS,New_AS_095.wav,0.0016749999485909939
295,SNR_-5db,AS,New_AS_096.wav,0.0017049000598490238
296,SNR_-5db,AS,New_AS_097.wav,0.0021476000547409058
297,SNR_-5db,AS,New_AS_098.wav,0.0017526999581605196
298,SNR_-5db,AS,New_AS_099.wav,0.0016104000387713313
299,SNR_-5db,AS,New_AS_100.wav,0.0022550999419763684
300,SNR_-5db,AS,New_AS_101.wav,0.0015817000530660152
301,SNR_-5db,AS,New_AS_102.wav,0.0020858999341726303
302,SNR_-5db,AS,New_AS_103.wav,0.0019462000345811248
303,SNR_-5db,AS,New_AS_104.wav,0.0016731999348849058
304,SNR_-5db,AS,New_AS_105.wav,0.0016157999634742737
305,SNR_-5db,AS,New_AS_106.wav,0.0015790000325068831
306,SNR_-5db,AS,New_AS_107.wav,0.0016480999765917659
307,SNR_-5db,AS,New_AS_108.wav,0.0017044999403879046
308,SNR_-5db,AS,New_AS_109.wav,0.001728000002913177
309,SNR_-5db,AS,New_AS_110.wav,0.0017373999580740929
310,SNR_-5db,AS,New_AS_111.wav,0.0023460000520572066
311,SNR_-5db,AS,New_AS_112.wav,0.00284169998485595
312,SNR_-5db,AS,New_AS_113.wav,0.0022498000180348754
313,SNR_-5db,AS,New_AS_114.wav,0.002036100020632148
314,SNR_-5db,AS,New_AS_115.wav,0.0018924999749287963
315,SNR_-5db,AS,New_AS_116.wav,0.002075799973681569
316,SNR_-5db,AS,New_AS_117.wav,0.0022779999999329448
317,SNR_-5db,AS,New_AS_118.wav,0.002646600012667477
318,SNR_-5db,AS,New_AS_119.wav,0.002720499993301928
319,SNR_-5db,AS,New_AS_120.wav,0.002090299967676401
320,SNR_-5db,AS,New_AS_121.wav,0.0020886999554932117
321,SNR_-5db,AS,New_AS_122.wav,0.002009300049394369
322,SNR_-5db,AS,New_AS_123.wav,0.0020052000181749463
323,SNR_-5db,AS,New_AS_124.wav,0.0017746000085026026
324,SNR_-5db,AS,New_AS_125.wav,0.0018115000566467643
325,SNR_-5db,AS,New_AS_126.wav,0.0018980999011546373
326,SNR_-5db,AS,New_AS_127.wav,0.002502900082617998
327,SNR_-5db,AS,New_AS_128.wav,0.0028212000615894794
328,SNR_-5db,AS,New_AS_129.wav,0.0018632999854162335
329,SNR_-5db,AS,New_AS_130.wav,0.0017990999622270465
330,SNR_-5db,AS,New_AS_131.wav,0.001791000016964972
331,SNR_-5db,AS,New_AS_132.wav,0.0017189999343827367
332,SNR_-5db,AS,New_AS_133.wav,0.0018014999805018306
333,SNR_-5db,AS,New_AS_134.wav,0.0018427000613883138
334,SNR_-5db,AS,New_AS_135.wav,0.003288300009444356
335,SNR_-5db,AS,New_AS_136.wav,0.0018209000118076801
336,SNR_-5db,AS,New_AS_137.wav,0.001769699971191585
337,SNR_-5db,AS,New_AS_138.wav,0.0017039000522345304
338,SNR_-5db,AS,New_AS_139.wav,0.0017697999719530344
339,SNR_-5db,AS,New_AS_140.wav,0.0025368999922648072
340,SNR_-5db,AS,New_AS_141.wav,0.002640599966980517
341,SNR_-5db,AS,New_AS_142.wav,0.0026977999368682504
342,SNR_-5db,AS,New_AS_143.wav,0.0018508000066503882
343,SNR_-5db,AS,New_AS_144.wav,0.0020462999818846583
344,SNR_-5db,AS,New_AS_145.wav,0.0016757999546825886
345,SNR_-5db,AS,New_AS_146.wav,0.00235580001026392
346,SNR_-5db,AS,New_AS_147.wav,0.0014304999494925141
347,SNR_-5db,AS,New_AS_148.wav,0.001660900074057281
348,SNR_-5db,AS,New_AS_149.wav,0.0016719999257475138
349,SNR_-5db,AS,New_AS_150.wav,0.0022678000386804342
350,SNR_-5db,AS,New_AS_151.wav,0.0020880999509245157
351,SNR_-5db,AS,New_AS_152.wav,0.003180600004270673
352,SNR_-5db,AS,New_AS_153.wav,0.0033416999503970146
353,SNR_-5db,AS,New_AS_154.wav,0.002651799935847521
354,SNR_-5db,AS,New_AS_155.wav,0.001964600058272481
355,SNR_-5db,AS,New_AS_156.wav,0.0020829999120905995
356,SNR_-5db,AS,New_AS_157.wav,0.002257100073620677
357,SNR_-5db,AS,New_AS_158.wav,0.0026381000643596053
358,SNR_-5db,AS,New_AS_159.wav,0.0021474999375641346
359,SNR_-5db,AS,New_AS_160.wav,0.0019347999477759004
360,SNR_-5db,AS,New_AS_161.wav,0.0019226999720558524
361,SNR_-5db,AS,New_AS_162.wav,0.001994800055399537
362,SNR_-5db,AS,New_AS_163.wav,0.002341600018553436
363,SNR_-5db,AS,New_AS_164.wav,0.002590400050394237
364,SNR_-5db,AS,New_AS_165.wav,0.0036290999269112945
365,SNR_-5db,AS,New_AS_166.wav,0.0020122000714764
366,SNR_-5db,AS,New_AS_167.wav,0.0027101999148726463
367,SNR_-5db,AS,New_AS_168.wav,0.0030120000010356307
368,SNR_-5db,AS,New_AS_169.wav,0.00222979998216033
369,SNR_-5db,AS,New_AS_170.wav,0.0034311999334022403
370,SNR_-5db,AS,New_AS_171.wav,0.004489600076340139
371,SNR_-5db,AS,New_AS_172.wav,0.002466200035996735
372,SNR_-5db,AS,New_AS_173.wav,0.0031081000342965126
373,SNR_-5db,AS,New_AS_174.wav,0.0033673999132588506
374,SNR_-5db,AS,New_AS_175.wav,0.0029904000693932176
375,SNR_-5db,AS,New_AS_176.wav,0.004117200034670532
376,SNR_-5db,AS,New_AS_177.wav,0.002870099968276918
377,SNR_-5db,AS,New_AS_178.wav,0.0031241000397130847
378,SNR_-5db,AS,New_AS_179.wav,0.0024372999323531985
379,SNR_-5db,AS,New_AS_180.wav,0.001974600018002093
380,SNR_-5db,AS,New_AS_181.wav,0.0020761999767273664
381,SNR_-5db,AS,New_AS_182.wav,0.002869199961423874
382,SNR_-5db,AS,New_AS_183.wav,0.002357000019401312
383,SNR_-5db,AS,New_AS_184.wav,0.002085199928842485
384,SNR_-5db,AS,New_AS_185.wav,0.002015699981711805
385,SNR_-5db,AS,New_AS_186.wav,0.00271869997959584
386,SNR_-5db,AS,New_AS_187.wav,0.002621800056658685
387,SNR_-5db,AS,New_AS_188.wav,0.0030267999973148108
388,SNR_-5db,AS,New_AS_189.wav,0.003581400029361248
389,SNR_-5db,AS,New_AS_190.wav,0.0025952999712899327
390,SNR_-5db,AS,New_AS_191.wav,0.00247269996907562
391,SNR_-5db,AS,New_AS_192.wav,0.0034848999930545688
392,SNR_-5db,AS,New_AS_193.wav,0.003738099941983819
393,SNR_-5db,AS,New_AS_194.wav,0.004039400024339557
394,SNR_-5db,AS,New_AS_195.wav,0.002846399904228747
395,SNR_-5db,AS,New_AS_196.wav,0.0032013000454753637
396,SNR_-5db,AS,New_AS_197.wav,0.003194499993696809
397,SNR_-5db,AS,New_AS_198.wav,0.0030305999098345637
398,SNR_-5db,AS,New_AS_199.wav,0.003955200081691146
399,SNR_-5db,AS,New_AS_200.wav,0.003477900056168437
400,SNR_-5db,MR,New_MR_001.wav,0.0026345999212935567
401,SNR_-5db,MR,New_MR_002.wav,0.0021925000473856926
402,SNR_-5db,MR,New_MR_003.wav,0.0019941999344155192
403,SNR_-5db,MR,New_MR_004.wav,0.0019463000353425741
404,SNR_-5db,MR,New_MR_005.wav,0.0025936999591067433
405,SNR_-5db,MR,New_MR_006.wav,0.002818599925376475
406,SNR_-5db,MR,New_MR_007.wav,0.0029622999718412757
407,SNR_-5db,MR,New_MR_008.wav,0.0021451000357046723
408,SNR_-5db,MR,New_MR_009.wav,0.002049200003966689
409,SNR_-5db,MR,New_MR_010.wav,0.0020123999565839767
410,SNR_-5db,MR,New_MR_011.wav,0.002205600030720234
411,SNR_-5db,MR,New_MR_012.wav,0.0031707999296486378
412,SNR_-5db,MR,New_MR_013.wav,0.0027408000314608216
413,SNR_-5db,MR,New_MR_014.wav,0.002365300082601607
414,SNR_-5db,MR,New_MR_015.wav,0.0021107998909428716
415,SNR_-5db,MR,New_MR_016.wav,0.002088200068101287
416,SNR_-5db,MR,New_MR_017.wav,0.002367399982176721
417,SNR_-5db,MR,New_MR_018.wav,0.002624599961563945
418,SNR_-5db,MR,New_MR_019.wav,0.003258500015363097
419,SNR_-5db,MR,New_MR_020.wav,0.0024563999613747
420,SNR_-5db,MR,New_MR_021.wav,0.002336599980480969
421,SNR_-5db,MR,New_MR_022.wav,0.002103199949488044
422,SNR_-5db,MR,New_MR_023.wav,0.0024184000212699175
423,SNR_-5db,MR,New_MR_024.wav,0.0023406000109389424
424,SNR_-5db,MR,New_MR_025.wav,0.003054399974644184
425,SNR_-5db,MR,New_MR_026.wav,0.002711299923248589
426,SNR_-5db,MR,New_MR_027.wav,0.002233100007288158
427,SNR_-5db,MR,New_MR_028.wav,0.0023840999929234385
428,SNR_-5db,MR,New_MR_029.wav,0.002046799985691905
429,SNR_-5db,MR,New_MR_030.wav,0.0020175999961793423
430,SNR_-5db,MR,New_MR_031.wav,0.0022532999282702804
431,SNR_-5db,MR,New_MR_032.wav,0.002449300023727119
432,SNR_-5db,MR,New_MR_033.wav,0.002790199941955507
433,SNR_-5db,MR,New_MR_034.wav,0.002443399978801608
434,SNR_-5db,MR,New_MR_035.wav,0.002252900041639805
435,SNR_-5db,MR,New_MR_036.wav,0.002312299911864102
436,SNR_-5db,MR,New_MR_037.wav,0.002540700021199882
437,SNR_-5db,MR,New_MR_038.wav,0.0019857999868690968
438,SNR_-5db,MR,New_MR_039.wav,0.002618200029246509
