clase,archivo,ruta,duracion_s,error_vs_N,error_vs_AS,error_vs_MR,error_vs_MS,error_vs_MVP,afinidad_N,afinidad_AS,afinidad_MR,afinidad_MS,afinidad_MVP
N,New_N_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_011.wav,2.1105,0.09981116136269601,0.1079191043512494,0.1057962922577327,0.11586323287152125,0.10943344110758653,0.21295446978788346,0.19957993685912087,0.20299824604569688,0.18729067353040174,0.197176673776897
N,New_N_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_012.wav,2.095625,0.1026655189763865,0.11000685158697858,0.11118502088402141,0.11851257945401865,0.10640823863411472,0.21148319726568257,0.1994203460922457,0.19754956887911657,0.18630200988034215,0.20524487788261303
N,New_N_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_013.wav,2.11525,0.09511443143468046,0.11399817018309001,0.10544130355088821,0.11648136800621442,0.11545495353555346,0.22355387493576837,0.19220884710210065,0.20582729826673066,0.1884281832544193,0.189981796440981
N,New_N_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_014.wav,2.093,0.09424215777543701,0.10921752219489457,0.10918198470629369,0.11967896804914747,0.10649407000144308,0.22237281893082503,0.19726587192347705,0.19732196256578008,0.18142835830140633,0.2016109882785116
N,New_N_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_015.wav,2.093,0.09333695313741547,0.10273318439685744,0.10470436928303532,0.11492430282358926,0.09769522505307053,0.2151562666145606,0.19957592402970578,0.1964534006603627,0.18103054756348005,0.20778386113189087
N,New_N_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_016.wav,2.08575,0.09242239882051818,0.10316472134810983,0.1019122236666845,0.11065353473062722,0.1056010776580418,0.21697770950344186,0.19910972344343178,0.20111482795813382,0.18753125780342367,0.19526648129156893
N,New_N_017.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_017.wav,2.063625,0.0948740167400438,0.10510943875954686,0.10570542896511713,0.11281717544140653,0.104801023447397,0.21606143012456416,0.19907455241536598,0.19812763974458503,0.18717003772854224,0.1995663399869427
N,New_N_018.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_018.wav,2.100625,0.09405426668578871,0.10281674677413133,0.10357522489810157,0.11684857600378926,0.09872285524558197,0.21479473428482138,0.20025328836755765,0.19904186552750608,0.178989719868182,0.20692039195193293
N,New_N_019.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_019.wav,2.09175,0.0909220036075051,0.09959396143918768,0.10315265677051685,0.10957765278278529,0.0967746876864781,0.21480518976139903,0.20040811463664437,0.19478303496991695,0.1850241449565703,0.20497951567546943
N,New_N_020.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_020.wav,2.077,0.09749965114418631,0.11184059386793543,0.10426424653536516,0.11121209310352474,0.11403143210195864,0.2168655429493867,0.19335927791159024,0.20544138880421198,0.19433393778793492,0.18999985254687607
N,New_N_021.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_021.wav,2.1105,0.08584236735893487,0.09436609423936283,0.09229047835168627,0.10132748595204298,0.09369374446754555,0.21247607995756304,0.19847032685562788,0.20179342571765443,0.1877194326081281,0.19954073486102653
N,New_N_022.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_022.wav,2.087875,0.09711074475610969,0.1026861014114347,0.10335376592745593,0.11525278200711087,0.10174241332550812,0.21114022762307355,0.20192970572654914,0.20085401070361586,0.18261611195782443,0.20345994398893702
N,New_N_023.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_023.wav,2.116625,0.098322635574225,0.11289465074093778,0.10495978815290366,0.11262049213699406,0.11443999667798033,0.21695765954057236,0.19308414837841417,0.20573830488338438,0.19350809857134252,0.19071178862628657
N,New_N_024.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_024.wav,2.10925,0.0891347853876476,0.09717105171683262,0.10084236250292823,0.11225168274211957,0.09444386986397957,0.21561485096010694,0.20218913840030883,0.19633710429697068,0.17921004252218672,0.2066488638204268
N,New_N_025.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_025.wav,2.103,0.10610947045292694,0.12516292621136996,0.1161916009945322,0.12774262751110715,0.12666463237724068,0.22368455657672454,0.19206026130209852,0.20635124414325992,0.18813721682614407,0.18976672115177295
N,New_N_026.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_026.wav,2.1105,0.09419598268630454,0.10972574920102271,0.10827849208956974,0.1178724586150898,0.10562075389782666,0.22139941559402648,0.1955332122365839,0.19781026336907176,0.18319599181239687,0.20206111698792098
N,New_N_027.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_027.wav,2.116625,0.09536999694474393,0.10358401555596004,0.09900664770004884,0.11551829391081712,0.10553628090510754,0.21364102704015406,0.20005353663663406,0.20751506859266303,0.1818370192171976,0.19695334851335125
N,New_N_028.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_028.wav,2.087,0.09350738736428407,0.10759160629776202,0.10609972810495549,0.11149269008114072,0.10641725654806035,0.219035198966154,0.19569526742543047,0.1980448889462351,0.18968219637098807,0.19754244829119233
N,New_N_029.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_029.wav,2.103,0.10310831015372775,0.10441343400917848,0.10448810558551366,0.11362031301274218,0.10563837633114095,0.20500450554530467,0.2028751908016551,0.2027540349104918,0.18846945179170344,0.20089681695084494
N,New_N_030.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_030.wav,2.1105,0.0933346887514646,0.10649241536206139,0.10139961525797359,0.11235093788475935,0.10688151716928562,0.21768590147663747,0.19593664986525866,0.20408443246395547,0.18696533247437044,0.19532768371977788
N,New_N_031.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_031.wav,2.09825,0.09189460883739968,0.1036106186739145,0.09918339658610467,0.1138413793714703,0.1021265563929569,0.2167191128727843,0.1973293234492003,0.2044435303930241,0.1818219551894265,0.1996860780955648
N,New_N_032.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_032.wav,2.083625,0.09283834687590314,0.10301605884420167,0.10098738596132933,0.11139883797081285,0.1011539833097087,0.2147606978196175,0.19796746105875704,0.20120656404377196,0.1851266982522758,0.20093857882557775
N,New_N_033.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_033.wav,2.1105,0.09835315273401134,0.11490349580102904,0.11056236063927236,0.12089804399190457,0.11454158990376866,0.22239859686898866,0.1948185297838043,0.20170325649536927,0.1856962219519516,0.1953833948998861
N,New_N_034.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_034.wav,2.1405,0.10043755054411661,0.1096498728329006,0.10473977446472477,0.11388605220322706,0.11151012655394713,0.21238879842454841,0.19729892639971805,0.20520321042044556,0.1907246064610587,0.1943844582942293
N,New_N_035.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_035.wav,2.09175,0.09323785597310144,0.10643108055140268,0.10392820540527536,0.11595219834437218,0.10667987175811001,0.21979235784399578,0.1977764744478998,0.20177646529872223,0.1832714768660756,0.1973832255433065
N,New_N_036.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_036.wav,2.084375,0.09656097361055575,0.10849106124077655,0.0942920243246087,0.11088806630884027,0.11411891530585011,0.21331272871351276,0.19389535335372343,0.21722004959162175,0.1902126310627613,0.18535923727838083
N,New_N_037.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_037.wav,3.00725,0.1887947360497061,0.12954535146560664,0.152097896170664,0.10211493194600815,0.10334213333375303,0.12611560597991747,0.2025919931902148,0.16914793940716322,0.2523046855719506,0.24983977585075387
N,New_N_038.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_038.wav,2.975375,0.18784621014464709,0.12873690591212175,0.15168755813371662,0.10015098290273432,0.103166742612517,0.12617064192382996,0.20245339776262525,0.16849473580369156,0.25447360301057614,0.248407621499277
N,New_N_039.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_039.wav,2.958625,0.18679494989294623,0.12969418875621797,0.15165308604196084,0.0986318615643759,0.10221789481822906,0.12665717121575337,0.199994544014822,0.16777417990434823,0.2564128148687238,0.24916128999635256
N,New_N_040.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_040.wav,2.846,0.19110694311839965,0.13298225724960303,0.1540834446831091,0.10444790985896703,0.1050617629704236,0.12614421177688348,0.20082287031630439,0.16962901332516941,0.25231998315506915,0.2510839214265736
N,New_N_041.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_041.wav,2.59225,0.06506194962686095,0.09235104219995598,0.10237055310040814,0.10293938039828211,0.0749848241240956,0.23763703821941742,0.19103023606379876,0.17631561080602637,0.17551508856334339,0.219502026347414
N,New_N_042.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_042.wav,2.574,0.0689377044893688,0.10423121622256107,0.11440412012033573,0.11907204537658524,0.08221692956764062,0.24888601727380016,0.18766283762449837,0.17299517512523888,0.16665408261764822,0.2238018873588144
N,New_N_043.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_043.wav,2.65575,0.06477515772342161,0.09977961759267723,0.10702062415215131,0.11559439397234852,0.08202377633574849,0.249623850756692,0.18865491675129406,0.17803701113743237,0.1662348084896492,0.21744941286493233
N,New_N_044.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_044.wav,2.5635,0.06509272077571437,0.09398679151691076,0.10470098214544948,0.10726452003508224,0.075629606914961,0.2406826766921534,0.19101019541041808,0.17532007103183006,0.17176117209737468,0.22122588476822383
N,New_N_045.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_045.wav,2.672875,0.06731126742179466,0.0973522764766456,0.10763388042771538,0.1113771630196949,0.07860890378594965,0.24229856431061417,0.19053628142564982,0.17549135781992953,0.17031395667350097,0.22135983977030552
N,New_N_046.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_046.wav,2.691625,0.07267718831008016,0.1069206483832028,0.11172456374928373,0.11465109533915806,0.09235151698542382,0.24623172252478506,0.18722767196835757,0.1801687750115201,0.17599961328920108,0.21037221720613616
N,New_N_047.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_047.wav,2.605625,0.06783754427291348,0.10001417530085858,0.10711070761516363,0.11089816556719329,0.08329972486231443,0.2441606021528747,0.18874807060034185,0.17833091681705288,0.1730085895704156,0.21575182085931494
N,New_N_048.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_048.wav,2.642625,0.06273013688486735,0.09218024923656722,0.1006642816451247,0.10563466871868149,0.07229418562769123,0.24014460602908017,0.1897372780549171,0.17728668453521979,0.170375531967901,0.22245589941288194
N,New_N_049.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_049.wav,2.6025,0.06292527825729204,0.09773673803842302,0.10833392396443407,0.11347090037497541,0.07960111287985812,0.2503233287888953,0.18947587716878128,0.17407465026982522,0.16706591254796407,0.21906023122453427
N,New_N_050.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_050.wav,2.575125,0.06555931644327388,0.099837125984438,0.11018425145221977,0.11622527649123231,0.08182446656527606,0.24970764836909437,0.18981849967199566,0.17473863565423853,0.1664946449874293,0.21924057131724206
N,New_N_051.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_051.wav,2.68825,0.06780146612834402,0.09829737295888226,0.10524692457647361,0.1106970481570743,0.0785509084722179,0.24086086423589553,0.1887176882333413,0.1785119904523724,0.1708959315346607,0.22101352554373013
N,New_N_052.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_052.wav,2.58525,0.06842518301812389,0.10264320988368904,0.11499921816931047,0.11746231628887045,0.079034044351653,0.247303957231986,0.18808123324268822,0.17037908988732745,0.16705466763889665,0.22718105199910163
N,New_N_053.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_053.wav,2.618875,0.06387334056919201,0.09492485814632474,0.10430121453560917,0.10932075692059237,0.07708143208486436,0.24398480483935597,0.19031751472131048,0.17656391869128069,0.16961422900848097,0.21951953273957198
N,New_N_054.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_054.wav,2.62825,0.06425202187102184,0.09526618903478355,0.10421915354447736,0.10981146677352782,0.0767770763674529,0.24355620957762183,0.1900399700513794,0.17690461741282887,0.16916459854402957,0.22033460441414024
N,New_N_055.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_055.wav,2.593375,0.06452067609227441,0.1000480962518426,0.11174251896206282,0.11333935403693941,0.08027850000439893,0.25023578098753757,0.18832783287415525,0.17150781848353452,0.16933079587249028,0.22059777178228238
N,New_N_056.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_056.wav,2.58425,0.06469707964688835,0.09295013716741272,0.10269730112997959,0.10539562822479562,0.07475263566527257,0.23921346646709524,0.1908202448113925,0.17650594288912844,0.1727366067211288,0.220723739111255
N,New_N_057.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_057.wav,2.67975,0.05951534871424627,0.08985158092183883,0.1017261969964678,0.10901101068059639,0.07062873774723215,0.24474447338622876,0.19200565848052073,0.1746052853693044,0.1647203857840199,0.22392419697992624
N,New_N_058.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_058.wav,2.5685,0.05924872127587783,0.0937476195953891,0.10225998951157461,0.10700299295868165,0.07679735122055457,0.24880718976477162,0.18879977682878532,0.17637071452006045,0.1698038733309538,0.21621844555542893
N,New_N_059.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_059.wav,2.678875,0.06668972542340626,0.09721634103866961,0.10751483672121558,0.11079074784825083,0.0791820238189195,0.24317306429196492,0.1904825260632761,0.17541814050067547,0.170880624295698,0.22004564484838554
N,New_N_060.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_060.wav,2.6695,0.06577914707877355,0.09373404843390204,0.09540103204361175,0.10768187308666935,0.0785906031154917,0.23773412873706892,0.19009305819964195,0.18757483079730805,0.17002256015394202,0.21457542211203906
N,New_N_061.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_061.wav,2.596375,0.0643232065660063,0.09668857813397991,0.10899200686198147,0.11400754901955136,0.07800363606002121,0.2475396050617339,0.1910714834852984,0.17316072116384673,0.16635030734279524,0.22187788294632566
N,New_N_062.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_062.wav,2.642625,0.06796569519097392,0.09853456077413295,0.10669329567044508,0.11069263073221891,0.0816680917579684,0.24252482966808067,0.18991054981463268,0.17791097623708155,0.1723088681053362,0.21734477617486897
N,New_N_063.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_063.wav,2.601625,0.06905644419124508,0.09881003934302382,0.10150988361037101,0.10930654685537727,0.0770367785876004,0.23683386972023357,0.18666772458801564,0.1826791633321282,0.17163293583065206,0.22218630652897056
N,New_N_064.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_064.wav,2.583125,0.06209758059643748,0.09185190211544778,0.10085951799673777,0.10425825714007966,0.07739359721659075,0.24271373109635574,0.1913010022138893,0.1780006475748748,0.17322603029103736,0.21475858882384277
N,New_N_065.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_065.wav,2.689,0.06463280774918671,0.0926189242471207,0.10410761132875482,0.11147951314000072,0.07397308587955767,0.241309455031052,0.19290372371692155,0.17596440441553934,0.165886946714855,0.223935470121632
N,New_N_066.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_066.wav,2.5685,0.0605912469266201,0.09405008209793513,0.10081269303515947,0.10573979178958322,0.07853099413886223,0.24672007687812092,0.1887802651810158,0.17883844083344758,0.17192632517996853,0.21373489192744707
N,New_N_067.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_067.wav,2.601375,0.06372869887411807,0.09581337720124904,0.10637094857232496,0.11008034806614582,0.07907868262553343,0.24635444575472581,0.19058416513097595,0.1751483515127293,0.17002715197362359,0.21788588562794547
N,New_N_068.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_068.wav,2.46625,0.06390137236617217,0.09416709368654434,0.103831921569076,0.10796160168303508,0.07808381247631108,0.2434753641740798,0.19111780022157743,0.17689765941482052,0.1711488984941336,0.21736027769538868
N,New_N_069.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_069.wav,2.540375,0.07511403862214218,0.09955539880558649,0.09810289948828367,0.11361122563120814,0.08386791625864996,0.23139017647346044,0.19029480592959477,0.1925189276504998,0.17005601201226814,0.21574007793417685
N,New_N_070.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_070.wav,2.5585,0.08093071766865205,0.09882442687460512,0.09884716383409059,0.10992570995763824,0.0857088256146888,0.2227883297097762,0.19307379105706324,0.19303867496317312,0.1766662197665669,0.21443298450342066
N,New_N_071.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_071.wav,2.583375,0.06853540216056472,0.08855291693933122,0.09446724573404305,0.11011378744721946,0.07410238303635688,0.2305128331974838,0.19640255757939132,0.18732625724079577,0.1652863549232166,0.22047199705911247
N,New_N_072.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_072.wav,2.53825,0.07212069958957754,0.09592103125595652,0.09389197828544579,0.11236967945226366,0.08525568763559714,0.2330059021075079,0.1926087888242116,0.19576080956265657,0.16886033367369185,0.2097641658319321
N,New_N_073.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_073.wav,2.571125,0.07390618077942651,0.09651982892297122,0.10250098874367096,0.1119052753505843,0.0811014488444914,0.23191303137081687,0.19353400848235758,0.1844916071773102,0.1711207897655534,0.21894056320396219
N,New_N_074.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_074.wav,2.544125,0.07011790002025967,0.09633427282453372,0.10808502011538158,0.11445989622744056,0.07600792469313863,0.23785802345318602,0.19285584121981028,0.17555229834769148,0.16682377002230134,0.2269100669570108
N,New_N_075.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_075.wav,2.565375,0.07524228292663618,0.10488946569637762,0.10990549173694585,0.1174203928738068,0.08580102649852175,0.23927572463856597,0.1887529626934964,0.18132860383778673,0.17074849203230238,0.21989421679784843
N,New_N_076.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_076.wav,2.52925,0.0826117546453115,0.10358685552573722,0.09885687916904298,0.1146127006340181,0.0903046940659763,0.2253216437238107,0.19051446091876853,0.19786162304806848,0.17442962081125019,0.21187265149810194
N,New_N_077.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_077.wav,2.553125,0.07203968162022722,0.0947895056478703,0.10029074563453116,0.11093042561140232,0.07831834216334799,0.2317525693387048,0.19318952441347106,0.18487164601371056,0.1697869369837414,0.22039932325037206
N,New_N_078.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_078.wav,2.526125,0.07140074732641825,0.09163255875689362,0.09469131601837914,0.10944080397980044,0.07635833444090064,0.22834652256385365,0.19422355083421589,0.1895285667995301,0.16843397912859728,0.21946738067380311
N,New_N_079.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_079.wav,2.562,0.08155691109422177,0.10791892373073066,0.1138955674716578,0.11799497282507344,0.0889066015682223,0.2340855757585588,0.18957612440934868,0.1807251747551513,0.17489438247733094,0.22071874259961033
N,New_N_080.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_080.wav,2.535125,0.07284561290088387,0.10045078927069173,0.10931396758646851,0.1150091982705701,0.08207980733805292,0.23859065018245593,0.19131244166364234,0.17821710271308305,0.17027940382003642,0.22160040162078234
N,New_N_081.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_081.wav,2.581,0.06708204141649117,0.08898026691471539,0.09314334594956902,0.10595687524854648,0.07373018195487573,0.2308387041724603,0.19374316928524782,0.1873968911023046,0.16913894647847702,0.21888228896151024
N,New_N_082.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_082.wav,2.571875,0.07295657685121858,0.09946301777489362,0.10370019513703002,0.11273691579034534,0.08499610997383401,0.23660305478180788,0.19139365638532757,0.18501463246208186,0.17211126395152335,0.2148773924192594
N,New_N_083.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_083.wav,2.5835,0.08134259705246037,0.10818250880016887,0.10683053060916364,0.12058643409852024,0.09443057264312976,0.23510297914272993,0.18967353041721768,0.19173614053776655,0.17175566781013743,0.2117316820921484
