clase,archivo,ruta,duracion_s,variante_deep_onmf,error_vs_N,error_vs_AS,error_vs_MR,error_vs_MS,error_vs_MVP,F_001,F_002,F_003,F_004,F_005
AS,New_AS_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_011.wav,2.59225,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.31445833983919563,0.1257142021536086,0.12150184677793789,0.12064067437676214,0.12969823862386004,8.167123301129923e-07,0.22271566352718336,0.29448505531076263,0.31179155131229513,0.17100691313742886
AS,New_AS_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_012.wav,2.60575,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.321082279436628,0.12239922549963873,0.12315540022327856,0.12358666873933744,0.12836765726825702,6.450077496478169e-07,0.2813654792950816,0.26779746441622765,0.2603542755896512,0.19048213569129002
AS,New_AS_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_013.wav,2.630875,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.32773751385981525,0.12534806663937484,0.12787226857665948,0.12074389919739918,0.12909651216075146,3.768265650587407e-07,0.25108126446562445,0.21241316907484747,0.3406413181328507,0.1958638715001124
AS,New_AS_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_014.wav,2.60675,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3008316892561431,0.12144246777841958,0.11959643813504399,0.11479652701804387,0.12297331049099447,8.046309762887496e-07,0.21620833152794744,0.24589128645683522,0.34356908500554934,0.19433049237869165
AS,New_AS_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_015.wav,2.61725,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3227053988807049,0.13320233293389297,0.13242173858402675,0.12882119576527895,0.13589177890906298,1.84034448293006e-06,0.2376116472080412,0.24941389620390123,0.31190952253510723,0.20106309370846745
AS,New_AS_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_016.wav,2.42475,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.2986197770166894,0.12307769229905945,0.12139492043163226,0.1190854522756277,0.1264246347901523,1.7888807669220473e-06,0.23663414704218572,0.26495542612199374,0.3094227803841632,0.18898585757089045
AS,New_AS_017.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_017.wav,2.585875,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.2954038742463159,0.12728804290777437,0.1231493166981821,0.11935059368488406,0.1285789655139772,2.58465843734359e-06,0.20246018421159734,0.26718989591368725,0.3446694329985055,0.18567790221777253
AS,New_AS_018.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_018.wav,2.603375,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3157969911672932,0.12368838503341147,0.127446700919668,0.12491687137129989,0.13011979628330733,1.1924424786642586e-06,0.29695398606280243,0.23287325416081514,0.2742720062868941,0.19589956104700967
AS,New_AS_019.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_019.wav,2.616625,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3395152327132674,0.12682487874461731,0.1300761397143145,0.13052043687822715,0.1354356337427949,4.676381593329753e-07,0.31372026371627937,0.25554923018846826,0.24848667064298874,0.18224336781410438
AS,New_AS_020.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_020.wav,2.598,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.30697077491917885,0.12857331429017146,0.12530449413424133,0.1176590021744406,0.12698385173583687,9.877259343032155e-07,0.183037423359576,0.22859407640953125,0.3844403031041546,0.20392720940080386
AS,New_AS_021.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_021.wav,2.638125,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3157385451939878,0.13334488127849065,0.1290753971112779,0.12996254858766557,0.14160316688777527,2.9780207694184834e-06,0.2418049339617226,0.31505615470837733,0.29820044163245396,0.14493549167667683
AS,New_AS_022.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_022.wav,2.604625,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.31945651793682006,0.12333955994087409,0.12345426302119396,0.12560953567114988,0.1280337428250174,8.319449338205547e-07,0.278303840515583,0.2762409919988582,0.24020175898643178,0.2052525765541932
AS,New_AS_023.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_023.wav,2.624625,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3178524214351352,0.13243142060840338,0.12753578060588064,0.13003242177043195,0.13772315521108452,2.0961314878262384e-06,0.23588232598054498,0.3206737637988187,0.27418861591174204,0.16925319817740658
AS,New_AS_024.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_024.wav,2.82025,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3271175614072685,0.11994496416743008,0.12248174605371215,0.11980081613036903,0.12319933256711957,2.682013044462153e-07,0.27333471857859737,0.23074129455757147,0.2759785005974255,0.2199452180651011
AS,New_AS_025.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_025.wav,2.613875,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.334845916938754,0.12558562558661046,0.12960585016827936,0.12565230470415886,0.13313914720167164,4.795516805929983e-07,0.29516888290055476,0.2284810118993111,0.2939177932003737,0.1824318324480798
AS,New_AS_026.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_026.wav,2.599625,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3012660304428368,0.12655385368391744,0.12445715413511266,0.11385551945147457,0.12679878005407874,8.351480418982238e-07,0.17913871169743564,0.2075731807398228,0.4372050946901341,0.17608217772456564
AS,New_AS_027.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_027.wav,2.608625,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.31517134545537495,0.12767849910903828,0.12360671844050966,0.11646582820063711,0.12667475772431838,4.5937775449319497e-07,0.18004110200387646,0.23814374549178327,0.3889224244333338,0.192892268693252
AS,New_AS_028.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_028.wav,2.628375,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3212177551096186,0.13040871264336695,0.12805539042742153,0.12523148238728574,0.1341348892995357,1.17102592451505e-06,0.2302880622725603,0.26764599521312743,0.32055736312682015,0.18150740836156756
AS,New_AS_029.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_029.wav,2.584125,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.31465148297323514,0.12952912834868802,0.12806162482031996,0.12335817500510643,0.13228075083519394,1.3797776714688904e-06,0.22580808943399447,0.24835414354173696,0.33693260463249614,0.1889037826141009
AS,New_AS_030.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_030.wav,2.60425,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3191894466921614,0.11707669050993226,0.12277067975927984,0.11496162954501699,0.12234611774614468,2.2114838107409013e-07,0.28373307632789413,0.19090923728792716,0.32872374221470424,0.19663372302109336
AS,New_AS_031.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_031.wav,2.631125,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.32808541069311886,0.13212779304106614,0.1342876522771283,0.1283242705488618,0.1393323140672869,1.3092295395082507e-06,0.2645647599510353,0.23123533908749702,0.3353603101231042,0.16883828160882394
AS,New_AS_032.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_032.wav,2.609125,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3127544148193811,0.12381470131286758,0.12101316564585944,0.11637021186018756,0.1249614340261634,4.756915856905469e-07,0.20812325643856608,0.2523268263437329,0.34720320487044537,0.19234623665567002
AS,New_AS_033.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_033.wav,2.618125,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.327352776268843,0.1339968103742786,0.13064982080038703,0.13080193988654662,0.13918732798468605,1.7291737592971352e-06,0.23973524696020213,0.29426458973177,0.29153635453080284,0.17446207960346571
AS,New_AS_034.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_034.wav,2.6235,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3142204317895776,0.13118936728573857,0.12591407121361986,0.12359186298175931,0.13142536410295133,1.4236448954520584e-06,0.19892262546099687,0.27988576105086477,0.32528319083391477,0.19590699900932812
AS,New_AS_035.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_035.wav,2.607875,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3137207896540844,0.13148381918569782,0.12586041286533384,0.12131121262205004,0.12693355506375595,1.0488144218606487e-06,0.17376791070881017,0.2517816427618508,0.33987033530498056,0.23457906240993665
AS,New_AS_036.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_036.wav,2.612125,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.33462687686109494,0.12798900619140535,0.1324685018964571,0.128560179247104,0.1336212893494448,7.180145685515724e-07,0.29205891924640237,0.2207350316244817,0.2818159442296502,0.20538938688489716
AS,New_AS_037.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_037.wav,2.619125,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3328853919286675,0.12338204770585931,0.1263549072379227,0.11975527818755709,0.1300319146291278,2.2363010653820618e-07,0.2677125939480088,0.2194925636259419,0.3411058090827463,0.17168880971319647
AS,New_AS_038.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_038.wav,2.60125,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3095610302947238,0.1270130801204781,0.12614616692191208,0.12367498039923687,0.13142803705665562,1.8376511349348849e-06,0.2468969160147408,0.26113767893829637,0.3064020566839827,0.1855615107118451
AS,New_AS_039.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_039.wav,2.632375,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3000322214934156,0.12543855036776333,0.1235953845182195,0.11724702757138852,0.1261495789732254,1.3863288896637063e-06,0.206805858029479,0.23452058682130078,0.36165998758412693,0.1970121812362035
AS,New_AS_040.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_040.wav,2.633875,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3219800261478065,0.12744584129792483,0.12420611156239068,0.12294233137550929,0.12485944840718986,6.683232125115468e-07,0.21015098201560958,0.25946951072028657,0.28170906242615823,0.24866977651473313
AS,New_AS_041.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_041.wav,2.589375,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.31231076432847926,0.12872074094010585,0.12368789520305756,0.12316604285543833,0.12917311322673844,1.3823823414341799e-06,0.2086733102922749,0.28935901594744734,0.29933520892568766,0.20263108245224865
AS,New_AS_042.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_042.wav,2.609375,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.33003526649362414,0.12906399827308365,0.13268619025350803,0.1277679791348206,0.13515123139843727,9.616714150684064e-07,0.28052874684148954,0.22360432790883697,0.30424232167072796,0.19162364190753042
AS,New_AS_043.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_043.wav,2.60125,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3168144254153964,0.12545900982549066,0.12933269540431674,0.12197738514542537,0.12993116087765333,9.381025215399713e-07,0.2646931399897963,0.20530813111426024,0.33259208806047796,0.19740570273294386
AS,New_AS_044.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_044.wav,2.6105,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.31608805149573416,0.12890221266506047,0.1269030557931314,0.12013769523823466,0.13266896310352744,8.190699486980218e-07,0.2121751350067137,0.24238719139463424,0.38033160236374597,0.1651052521649573
AS,New_AS_045.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_045.wav,2.638,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.2962669970239413,0.12441466207331481,0.1204147968614331,0.11575365080079035,0.12483709793826973,1.3598296121389392e-06,0.1957254108975885,0.2580497925527894,0.35612971899804724,0.19009371772196262
AS,New_AS_046.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_046.wav,2.627,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3241142258255974,0.1347918983079652,0.1323779865376071,0.1293554045210614,0.1343382435574902,1.7916938842719374e-06,0.2179068128393671,0.25299156818818136,0.3049927776027811,0.2241070496757861
AS,New_AS_047.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_047.wav,2.58625,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3130881716840564,0.1273495791038971,0.12168378491186406,0.11705204614841883,0.12886165960867346,5.685889029054327e-07,0.18531829420611093,0.27295510495318115,0.3746029254317454,0.16712310682005974
AS,New_AS_048.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_048.wav,3.427125,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3157780246458474,0.12579866791190047,0.1271578693065328,0.1208880260210418,0.12986306717822765,8.534636129907285e-07,0.24617567346030564,0.22499937123566385,0.3407048871604448,0.18811921467997272
AS,New_AS_049.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_049.wav,2.9275,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.26470503894700403,0.1310882839418543,0.12096756473844947,0.12728524962290622,0.11564331300648435,1.3389386754647442e-05,0.13839031068352714,0.27872106030352284,0.18003751101953036,0.40283772860666517
AS,New_AS_050.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_050.wav,2.917625,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.2525509327974602,0.15233064548320335,0.12695602514165427,0.15661463896874286,0.12183107197077468,9.590439327238946e-05,0.06916749051697153,0.36604183475618146,0.0522073788838815,0.5124873914496931
AS,New_AS_051.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_051.wav,2.918375,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.27577475462692025,0.15549541869730732,0.16362943668401816,0.18915225723806253,0.1608444386120681,0.0007908838943098252,0.38513065110302763,0.253433109981747,0.06816901130109541,0.2924763437198201
AS,New_AS_052.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_052.wav,2.917875,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.28863036300888506,0.17548298527604259,0.16947660137994522,0.196820770841488,0.16650221860735093,0.0010277971016670732,0.23600570467395487,0.314960474648685,0.08465893811591585,0.3633470854597773
AS,New_AS_053.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_053.wav,2.939375,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.2642099426849304,0.1659747363507449,0.135537926244685,0.15902725105084883,0.12611352251538102,8.94381260547667e-05,0.045482757104063305,0.31359100689941943,0.07067178388402474,0.5701650139864377
AS,New_AS_054.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_054.wav,2.914375,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.2606430685804953,0.14663698726935062,0.1436548114312176,0.1583239351126077,0.14821324134794875,0.00048306493855201194,0.27624445909177714,0.32615108824959393,0.14409188269224138,0.2530295050278356
AS,New_AS_055.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_055.wav,2.94775,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3393370598577055,0.17922630993113745,0.19110538907867933,0.19674804710848504,0.1707231951027822,0.0001574548304578967,0.2854565116498935,0.16360291346625316,0.12559095237763715,0.4251921676757583
AS,New_AS_056.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_056.wav,2.91025,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3034240906514797,0.1800409863863531,0.1667547117404379,0.19350045924568793,0.1527075394863204,0.00020276827204848395,0.13006940531597613,0.26089182208792133,0.06426126786380754,0.5445747364602466
AS,New_AS_057.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_057.wav,2.923875,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.295770966484091,0.13778494889714926,0.14565955042533446,0.17244954187813347,0.1440376137374476,4.2160939169181256e-05,0.406117745957842,0.2570914869543571,0.0542696463057402,0.28247895984289145
AS,New_AS_058.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_058.wav,2.89175,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.2689090796113721,0.13657324154283623,0.135385046040245,0.1587479462971511,0.14214625925207247,0.00013117445659324058,0.32655323734038477,0.3503050404845583,0.08808248415480302,0.23492806356366058
AS,New_AS_059.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_059.wav,2.927625,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.29307825962687417,0.18004197641782382,0.16684893110298313,0.19699781059636437,0.15379246277427433,0.00038179630355733243,0.13660188260378173,0.27133347263930807,0.05654628672358278,0.5351365617297701
AS,New_AS_060.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_060.wav,2.924,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.3053812062722606,0.1960732360866532,0.2023236253241704,0.22565489014761822,0.1886817406589539,0.0028306965694500307,0.29152316183092586,0.22365539705446855,0.08316893626079071,0.39882180828436475
AS,New_AS_061.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_061.wav,2.96025,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.2570298936481622,0.14044905358447193,0.12307892366878294,0.14056307120541023,0.1271534374337923,6.861203752909722e-05,0.13406759937973994,0.41462903873750606,0.1330776937015121,0.31815705614371276
AS,New_AS_062.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_062.wav,2.9135,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.2716119860231226,0.13215261531829642,0.11460630804535979,0.1373143846767795,0.11862752510767272,7.714836179600732e-06,0.13035190720635095,0.44365332660633294,0.09091496919806438,0.3350720821530722
AS,New_AS_063.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_063.wav,2.918375,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,0.2691921825387425,0.20085936063140825,0.18016228806484957,0.2005434185723975,0.1608535424079978,0.0027482148315483377,0.08222528102346385,0.2301716098553641,0.08352751412621412,0.6013273801634096
