indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
27,SNR_8db,N,New_N_028.wav,28-10,DeepONMF_H2,2,0.20880502639383156,10x212,0.02469349990133196,28,0.1541627848284248,0.30741628592014975,0.019005600013770163,10,0.40083296573224475,0.13229085105909968,0.004720599972642958
28,SNR_8db,N,New_N_029.wav,28-10,DeepONMF_H2,2,0.2221347802292607,10x212,0.02368759992532432,28,0.1596217982595509,0.3651408221384885,0.01854389999061823,10,0.4281157543644829,0.11958335343488867,0.004305299953557551
29,SNR_8db,N,New_N_030.wav,28-10,DeepONMF_H2,2,0.21523244464053315,10x212,0.023385099950246513,28,0.15479256522528728,0.34109813953141904,0.018294600071385503,10,0.46609762653166653,0.11700837316701357,0.004208000027574599
30,SNR_8db,N,New_N_031.wav,28-10,DeepONMF_H2,2,0.20628974343100634,10x212,0.02216329996008426,28,0.15656911443554813,0.36763945510713447,0.017739399918355048,10,0.36264108233212733,0.13498435086522104,0.0037346999160945415
31,SNR_8db,N,New_N_032.wav,28-10,DeepONMF_H2,2,0.21457830121322255,10x212,0.020528499968349934,28,0.15661452324391972,0.34274065173247253,0.01620589999947697,10,0.4202751688493813,0.12570825284830742,0.0036420999094843864
32,SNR_8db,N,New_N_033.wav,28-10,DeepONMF_H2,2,0.20853308429307832,10x212,0.020643799914978445,28,0.15480631372365308,0.3413716548364772,0.016340899979695678,10,0.3862658941578756,0.12305016541882507,0.0035602999851107597
33,SNR_8db,N,New_N_034.wav,28-10,DeepONMF_H2,2,0.21439758479721216,10x212,0.023279499961063266,28,0.15354725009414025,0.3074817940134124,0.017869899980723858,10,0.43804392830844746,0.1405126477311122,0.0043669999577105045
34,SNR_8db,N,New_N_035.wav,28-10,DeepONMF_H2,2,0.21864716153284508,10x212,0.02213230007328093,28,0.1559546627735088,0.3147411318930965,0.017221300047822297,10,0.4002232109757134,0.12539446800462398,0.003750600037164986
35,SNR_8db,N,New_N_036.wav,28-10,DeepONMF_H2,2,0.2075115035261282,10x212,0.021391100017353892,28,0.15404973591783555,0.3154302369570346,0.016845499980263412,10,0.3460247213353631,0.15066269932104642,0.0037582999793812633
36,SNR_8db,N,New_N_037.wav,28-10,DeepONMF_H2,2,0.15944293622715272,10x212,0.022244099993258715,28,0.11323155639048796,0.36360575184482147,0.017284200061112642,10,0.3260615214048782,0.11514901766154055,0.0040614999597892165
37,SNR_8db,N,New_N_038.wav,28-10,DeepONMF_H2,2,0.20923976308257633,10x212,0.01980749994982034,28,0.161033775433331,0.32478974564254326,0.015518599888309836,10,0.33641885218512907,0.10589024417655835,0.003576099989004433
38,SNR_8db,N,New_N_039.wav,28-10,DeepONMF_H2,2,0.20935590186349776,10x212,0.018932399922050536,28,0.15529872307029846,0.2928616311073664,0.014701099949888885,10,0.3487226576714139,0.10688658785137359,0.0035813000285997987
39,SNR_8db,N,New_N_040.wav,28-10,DeepONMF_H2,2,0.21059015977548823,10x212,0.021882300032302737,28,0.1597828360667742,0.3659316782237607,0.016935099964030087,10,0.36360008288070433,0.10205283345802603,0.004126399988308549
40,SNR_8db,N,New_N_041.wav,28-10,DeepONMF_H2,2,0.20681209808828277,10x212,0.024427799973636866,28,0.15401556650751083,0.3762453809397927,0.019679500022903085,10,0.3593730315969646,0.13855073197867668,0.003947700024582446
41,SNR_8db,N,New_N_042.wav,28-10,DeepONMF_H2,2,0.21259545383033704,10x212,0.02119569992646575,28,0.1569620967960963,0.3756677199429414,0.016772800008766353,10,0.4206574701743817,0.13629488102661425,0.0035880000796169043
42,SNR_8db,N,New_N_043.wav,28-10,DeepONMF_H2,2,0.20295109997172106,10x212,0.024167599971406162,28,0.15048335087541417,0.3561654361010916,0.01908030000049621,10,0.35382851669548293,0.1098718019439285,0.0041726999916136265
43,SNR_8db,N,New_N_044.wav,28-10,DeepONMF_H2,2,0.20128608347187368,10x212,0.022338800015859306,28,0.1565033798795439,0.37522801014782653,0.017815200029872358,10,0.40389780338628317,0.11698361225578667,0.003762100008316338
44,SNR_8db,N,New_N_045.wav,28-10,DeepONMF_H2,2,0.20442796559271859,10x212,0.020818899967707694,28,0.15258473104966372,0.36106309281059396,0.015962200006470084,10,0.3742839195903717,0.12634795755115213,0.004138600081205368
45,SNR_8db,N,New_N_046.wav,28-10,DeepONMF_H2,2,0.20469646770278196,10x212,0.022417099913582206,28,0.1535503586651107,0.38234337613342106,0.016476499964483082,10,0.3935124859294935,0.12879162764640437,0.00480190000962466
46,SNR_8db,N,New_N_047.wav,28-10,DeepONMF_H2,2,0.20393182985870972,10x212,0.02186119998805225,28,0.15335514938212316,0.3498664030211206,0.01587120001204312,10,0.39561199673748604,0.11290673752110914,0.005089099984616041
47,SNR_8db,N,New_N_048.wav,28-10,DeepONMF_H2,2,0.20954704023102844,10x212,0.029326600022614002,28,0.15247483310527382,0.3420152407549555,0.02221389999613166,10,0.4016449311684414,0.11908991535249759,0.005570800043642521
48,SNR_8db,N,New_N_049.wav,28-10,DeepONMF_H2,2,0.20187897254709364,10x212,0.04028810001909733,28,0.15457774926324147,0.3643094214149757,0.03153739997651428,10,0.369963590757201,0.10652794518296742,0.007594899972900748
49,SNR_8db,N,New_N_050.wav,28-10,DeepONMF_H2,2,0.20313741292367887,10x212,0.03355689998716116,28,0.1525977915461117,0.31560061860477884,0.027555900043807924,10,0.38676247462099433,0.15097588144640156,0.004944299929775298
50,SNR_8db,N,New_N_051.wav,28-10,DeepONMF_H2,2,0.20508692699150102,10x212,0.02623760001733899,28,0.14928273822465618,0.391917235467465,0.02066090004518628,10,0.34750987413001144,0.12487514120747131,0.004661399987526238
51,SNR_8db,N,New_N_052.wav,28-10,DeepONMF_H2,2,0.1997487635673705,10x212,0.024311400018632412,28,0.1559429814743999,0.3432684817340577,0.019552099984139204,10,0.3567069145872229,0.11582495050022554,0.004010300035588443
52,SNR_8db,N,New_N_053.wav,28-10,DeepONMF_H2,2,0.20303635862788552,10x212,0.02283909998368472,28,0.15346084010065184,0.34645968444511144,0.018276099930517375,10,0.37057279447389313,0.11415979994176413,0.0038275999249890447
53,SNR_8db,N,New_N_054.wav,28-10,DeepONMF_H2,2,0.20080952250557732,10x212,0.025285000097937882,28,0.15346938732294182,0.3369774937323396,0.020413699909113348,10,0.30443234635552063,0.09101630921260573,0.0040339999832212925
54,SNR_8db,N,New_N_055.wav,28-10,DeepONMF_H2,2,0.19972914627864652,10x212,0.021839900058694184,28,0.15501781044869,0.34949844768516386,0.01707870000973344,10,0.3654748971137888,0.100471609856203,0.003903500037267804
55,SNR_8db,N,New_N_056.wav,28-10,DeepONMF_H2,2,0.2067486651345062,10x212,0.02111109998077154,28,0.15661641804671542,0.3881817529114571,0.015955200069583952,10,0.42685736699564464,0.1080995589498162,0.004008800024166703
56,SNR_8db,N,New_N_057.wav,28-10,DeepONMF_H2,2,0.20218005962471872,10x212,0.020392000093124807,28,0.15193212788568436,0.35229945705681953,0.01503519993275404,10,0.35597636081355283,0.13979393177201593,0.0044504000106826425
57,SNR_8db,N,New_N_058.wav,28-10,DeepONMF_H2,2,0.202104388810958,10x212,0.023945400025695562,28,0.15591827619522966,0.3641846921382842,0.018973700003698468,10,0.3656198324952708,0.1065521370579643,0.0041603000136092305
58,SNR_8db,N,New_N_059.wav,28-10,DeepONMF_H2,2,0.2023419945072148,10x212,0.023809800040908158,28,0.14976703248930961,0.32813529967211225,0.018648199969902635,10,0.3769720680147,0.12115477123636315,0.004307199968025088
59,SNR_8db,N,New_N_060.wav,28-10,DeepONMF_H2,2,0.20585648240673388,10x212,0.02233669999986887,28,0.15362215399599602,0.35618967942493085,0.017444700002670288,10,0.39721372186959053,0.1089165384057163,0.004025700036436319
60,SNR_8db,N,New_N_061.wav,28-10,DeepONMF_H2,2,0.1998588567423505,10x212,0.029365899972617626,28,0.1544352468094148,0.339129035388319,0.02356650005094707,10,0.39228545758763744,0.1360791058347451,0.004884999943897128
61,SNR_8db,N,New_N_062.wav,28-10,DeepONMF_H2,2,0.2040065555219153,10x212,0.020894900080747902,28,0.1544548209132351,0.39028730532372385,0.0162203999934718,10,0.3838900045003328,0.1087011324081318,0.0038764000637456775
62,SNR_8db,N,New_N_063.wav,28-10,DeepONMF_H2,2,0.21150137439997985,10x212,0.02146840002387762,28,0.15211538598148813,0.3459105050363901,0.01663519989233464,10,0.3806706415733572,0.10339015595637871,0.0038732000393792987
63,SNR_8db,N,New_N_064.wav,28-10,DeepONMF_H2,2,0.2045145691471966,10x212,0.022545999963767827,28,0.1507312857304819,0.32327159836373864,0.017874600016511977,10,0.3836661549653514,0.1140565228169481,0.0038528000004589558
64,SNR_8db,N,New_N_065.wav,28-10,DeepONMF_H2,2,0.20298083518943286,10x212,0.017541399924084544,28,0.1484133455547846,0.3436418622509286,0.01290790003258735,10,0.3551334581095968,0.12932901189100598,0.003963699913583696
65,SNR_8db,N,New_N_066.wav,28-10,DeepONMF_H2,2,0.20575923094140966,10x212,0.02050840004812926,28,0.15415203171607766,0.34524351082844074,0.015407399972900748,10,0.4535150569156238,0.10396982551652878,0.004275199957191944
66,SNR_8db,N,New_N_067.wav,28-10,DeepONMF_H2,2,0.19613527295445482,10x212,0.019566699978895485,28,0.15279223771884407,0.34610007801469883,0.015160399954766035,10,0.35082683981685286,0.13376758377852643,0.0036741000367328525
67,SNR_8db,N,New_N_068.wav,28-10,DeepONMF_H2,2,0.20101297576595353,10x212,0.01974829996470362,28,0.15439984292905504,0.3582176024484976,0.015307100024074316,10,0.41458828221871824,0.11417403833424955,0.003662400064058602
68,SNR_8db,N,New_N_069.wav,28-10,DeepONMF_H2,2,0.20639254482990205,10x212,0.021612900076434016,28,0.1529929630454975,0.338668963078411,0.016587199992500246,10,0.3802835336633149,0.11693904436824903,0.0036802999675273895
69,SNR_8db,N,New_N_070.wav,28-10,DeepONMF_H2,2,0.20392100070274558,10x212,0.021018899977207184,28,0.15418731229592644,0.35149651801501136,0.015071199974045157,10,0.3887023045320682,0.11627256149721837,0.005035900045186281
70,SNR_8db,N,New_N_071.wav,28-10,DeepONMF_H2,2,0.20452465261383396,10x212,0.024311799905262887,28,0.1541122284734705,0.3553228505822611,0.01964309997856617,10,0.39902979094366503,0.12554766893874364,0.003939500078558922
71,SNR_8db,N,New_N_072.wav,28-10,DeepONMF_H2,2,0.20775464999091536,10x212,0.02094529999885708,28,0.1551796843754168,0.35279093844812953,0.01603799988515675,10,0.42962491252395263,0.13732007533067392,0.0037382999435067177
72,SNR_8db,N,New_N_073.wav,28-10,DeepONMF_H2,2,0.1993012797556348,10x212,0.02257060003466904,28,0.15273772411037798,0.3311431299040911,0.018006899976171553,10,0.3605497585521052,0.1341301474072002,0.0036721000215038657
73,SNR_8db,N,New_N_074.wav,28-10,DeepONMF_H2,2,0.20841669885377798,10x212,0.020807199995033443,28,0.15610468760117963,0.38630245292978715,0.01649029995314777,10,0.3225337151362784,0.12563634271252122,0.003612099913880229
74,SNR_8db,N,New_N_075.wav,28-10,DeepONMF_H2,2,0.2048028384607643,10x212,0.02333060000091791,28,0.15483930528860015,0.3358226068121306,0.018887899932451546,10,0.37670873509572844,0.13856160463228775,0.003639900009147823
75,SNR_8db,N,New_N_076.wav,28-10,DeepONMF_H2,2,0.2027413553653312,10x212,0.020116299972869456,28,0.15278375457261856,0.3273027904756214,0.015119299991056323,10,0.35603043574446647,0.1343347505736501,0.004233499988913536
76,SNR_8db,N,New_N_077.wav,28-10,DeepONMF_H2,2,0.20312834968039953,10x212,0.019965800107456744,28,0.15531967844908148,0.34353455122690535,0.015593199990689754,10,0.40328970073696263,0.129725329713618,0.0036750000435858965
77,SNR_8db,N,New_N_078.wav,28-10,DeepONMF_H2,2,0.21303417841714936,10x212,0.021836300031282008,28,0.1538339175138499,0.3458041780712751,0.017285500071011484,10,0.415055621957444,0.11003651426478783,0.0036675999872386456
78,SNR_8db,N,New_N_079.wav,28-10,DeepONMF_H2,2,0.22242003730918897,10x212,0.022446800023317337,28,0.15662333153464128,0.3323810245987593,0.01745350006967783,10,0.40836816604047266,0.11786924498649995,0.00407119991723448
79,SNR_8db,N,New_N_080.wav,28-10,DeepONMF_H2,2,0.20923586950487963,10x212,0.019159400020726025,28,0.1554194081887126,0.35837535070730214,0.013973100110888481,10,0.39507012601833413,0.13252381347877976,0.004338999977335334
80,SNR_8db,N,New_N_081.wav,28-10,DeepONMF_H2,2,0.20818336471710688,10x212,0.019842499983496964,28,0.15007446254144574,0.3291745417680083,0.015294200042262673,10,0.3428163347078617,0.15293126719031055,0.003698499989695847
81,SNR_8db,N,New_N_082.wav,28-10,DeepONMF_H2,2,0.20669840054271907,10x212,0.022602500044740736,28,0.15385563495427088,0.3410894199631245,0.017285499954596162,10,0.38059314380534626,0.1219810965944505,0.004557000007480383
82,SNR_8db,N,New_N_083.wav,28-10,DeepONMF_H2,2,0.22117067813361393,10x212,0.02346120006404817,28,0.15462190342345142,0.3572748164245882,0.017807899974286556,10,0.3992588309887151,0.14554540868917742,0.004664700012654066
83,SNR_8db,N,New_N_084.wav,28-10,DeepONMF_H2,2,0.20687763038180385,10x212,0.021679299999959767,28,0.1544126331137223,0.3199076631097025,0.015945899998769164,10,0.38305911719047275,0.11194072296635324,0.00490249996073544
84,SNR_8db,N,New_N_085.wav,28-10,DeepONMF_H2,2,0.2030482263797839,10x212,0.02017929998692125,28,0.1550090113321162,0.34210402836192444,0.01585169997997582,10,0.4136934928259827,0.1338589747437685,0.003641399904154241
85,SNR_8db,N,New_N_086.wav,28-10,DeepONMF_H2,2,0.20446952173298047,10x212,0.02171000000089407,28,0.1533502950979183,0.3448144875649221,0.016900000046007335,10,0.37212392828616986,0.15091975012990996,0.003678299952298403
86,SNR_8db,N,New_N_087.wav,28-10,DeepONMF_H2,2,0.2084135277384537,10x212,0.021565400063991547,28,0.1579648437301527,0.3975550310027966,0.016646999982185662,10,0.3916465852115784,0.1197598493659736,0.004093399969860911
87,SNR_8db,N,New_N_088.wav,28-10,DeepONMF_H2,2,0.1982289610790678,10x212,0.02129940001759678,28,0.15274995929595242,0.33983516525128216,0.016737299971282482,10,0.4014451741738176,0.1356114991432721,0.003763600019738078
88,SNR_8db,N,New_N_089.wav,28-10,DeepONMF_H2,2,0.20561440460629563,10x212,0.019896599929779768,28,0.1531810581550302,0.35099755952809986,0.015335500007495284,10,0.41404236571628145,0.10181370959153802,0.003664499963633716
89,SNR_8db,N,New_N_090.wav,28-10,DeepONMF_H2,2,0.2077359764300127,10x212,0.023340500076301396,28,0.15465945856900246,0.33437263784153787,0.018305700039491057,10,0.35630124814494973,0.1486543581566024,0.004054500022903085
90,SNR_8db,N,New_N_091.wav,28-10,DeepONMF_H2,2,0.2248270396619972,10x212,0.02196050004567951,28,0.15447206739236558,0.35731538540754376,0.017009799950756133,10,0.4217927688788709,0.11486289499393047,0.004080999991856515
91,SNR_8db,N,New_N_092.wav,28-10,DeepONMF_H2,2,0.20384994955382604,10x212,0.02271449996624142,28,0.15322904806892776,0.3537097553019323,0.017153499997220933,10,0.3379989139755619,0.12202460545039154,0.004736999981105328
92,SNR_8db,N,New_N_093.wav,28-10,DeepONMF_H2,2,0.20934304451579275,10x212,0.02566149993799627,28,0.14999450391986904,0.31822223112945514,0.020404099952429533,10,0.3972100170420383,0.17171496635882047,0.004442400066182017
93,SNR_8db,N,New_N_094.wav,28-10,DeepONMF_H2,2,0.20720407484068212,10x212,0.024218800012022257,28,0.1537200434921392,0.34370453493788,0.019549099961295724,10,0.37288501081189385,0.1011066441666789,0.0037601999938488007
94,SNR_8db,N,New_N_095.wav,28-10,DeepONMF_H2,2,0.2034044657288314,10x212,0.022371900035068393,28,0.15624693621434238,0.387079779574783,0.017252400051802397,10,0.4057387956239625,0.12404932684071478,0.00425949995405972
95,SNR_8db,N,New_N_096.wav,28-10,DeepONMF_H2,2,0.20683215452497425,10x212,0.020351700019091368,28,0.1514877136601086,0.32812004178580595,0.015664399950765073,10,0.387097795426464,0.13108460085172874,0.00388930004555732
96,SNR_8db,N,New_N_097.wav,28-10,DeepONMF_H2,2,0.2212233802183785,10x212,0.021236900007352233,28,0.15077196484315794,0.3277313797637094,0.01598199992440641,10,0.4095049942711462,0.1345295507521795,0.004339299979619682
97,SNR_8db,N,New_N_098.wav,28-10,DeepONMF_H2,2,0.20180468917834463,10x212,0.023071900010108948,28,0.15826606344935276,0.38494379615790597,0.018066000076942146,10,0.3928606573553728,0.13698844109094185,0.004175100009888411
98,SNR_8db,N,New_N_099.wav,28-10,DeepONMF_H2,2,0.20420901421885393,10x212,0.01914509991183877,28,0.15274740582785526,0.36997660515733893,0.014234900008887053,10,0.42933062450389026,0.11697174041200162,0.0040351999923586845
99,SNR_8db,N,New_N_100.wav,28-10,DeepONMF_H2,2,0.19838310836757247,10x212,0.019599399995058775,28,0.15145556827558096,0.33224964652200867,0.014677900006063282,10,0.3297506803096597,0.12681453335564336,0.004074699943885207
100,SNR_8db,N,New_N_101.wav,28-10,DeepONMF_H2,2,0.21106986778237372,10x212,0.021777800051495433,28,0.1556416505305661,0.3796170513685691,0.017018200014717877,10,0.36880390466082247,0.14202255723905904,0.0037794000236317515
101,SNR_8db,N,New_N_102.wav,28-10,DeepONMF_H2,2,0.20206366640872722,10x212,0.021567099960520864,28,0.15262336197235926,0.35989235272039943,0.01653610006906092,10,0.3962749477029297,0.10842494296662476,0.003757899976335466
102,SNR_8db,N,New_N_103.wav,28-10,DeepONMF_H2,2,0.21378389663702527,10x212,0.024230499984696507,28,0.1516932784156788,0.31132203907459666,0.018829099950380623,10,0.3854601784460991,0.12518468739887326,0.004416500101797283
103,SNR_8db,N,New_N_104.wav,28-10,DeepONMF_H2,2,0.20281433789820566,10x212,0.022581600002013147,28,0.15076095762879893,0.3347192654677355,0.01795560005120933,10,0.39354065581167125,0.11692923333531628,0.0038856000173836946
104,SNR_8db,N,New_N_105.wav,28-10,DeepONMF_H2,2,0.19401823231459067,10x212,0.024253399926237762,28,0.153912429770923,0.35762606834317157,0.01906399999279529,10,0.4056179004928743,0.1010897930544898,0.004301799926906824
105,SNR_8db,N,New_N_106.wav,28-10,DeepONMF_H2,2,0.19767643278592534,10x212,0.02033789991401136,28,0.15235091062266637,0.348127959044015,0.015753000043332577,10,0.37496868645911857,0.08444038308978953,0.003688700031489134
106,SNR_8db,N,New_N_107.wav,28-10,DeepONMF_H2,2,0.19794553064777914,10x212,0.022181799984537065,28,0.14931506628953442,0.3640582409017694,0.017485499964095652,10,0.4265960231595724,0.1328422134801154,0.0038928999565541744
107,SNR_8db,N,New_N_108.wav,28-10,DeepONMF_H2,2,0.202010440947847,10x212,0.020902800024487078,28,0.1529188582823751,0.34395045496342175,0.0155896000796929,10,0.3681604619266065,0.1089481971935,0.004461699980311096
108,SNR_8db,N,New_N_109.wav,28-10,DeepONMF_H2,2,0.20153526624619583,10x212,0.02198419999331236,28,0.15024754088912765,0.35749512392094496,0.017464100033976138,10,0.32777505188501915,0.13177659257446903,0.003770899958908558
109,SNR_8db,N,New_N_110.wav,28-10,DeepONMF_H2,2,0.20842659166357796,10x212,0.02274119993671775,28,0.15830766512842318,0.3716810522584239,0.018190599977970123,10,0.38169867183843775,0.1143326544260578,0.0036610999377444386
110,SNR_8db,N,New_N_111.wav,28-10,DeepONMF_H2,2,0.19020439581402349,10x212,0.021821600035764277,28,0.1536377686480794,0.37100764060909475,0.016941600013524294,10,0.36796808881061205,0.12270578583179224,0.003949300036765635
111,SNR_8db,N,New_N_112.wav,28-10,DeepONMF_H2,2,0.20432776118031548,10x212,0.02001039998140186,28,0.15688586048030104,0.37283365880128716,0.015248500043526292,10,0.3586259974722094,0.12102300684820527,0.0038747999351471663
112,SNR_8db,N,New_N_113.wav,28-10,DeepONMF_H2,2,0.20648470119721338,10x212,0.022762199980206788,28,0.15058829692444947,0.3144355501792954,0.01817779999691993,10,0.4033732272001179,0.11556618299608812,0.00359440001193434
113,SNR_8db,N,New_N_114.wav,28-10,DeepONMF_H2,2,0.20941262704957894,10x212,0.024069299921393394,28,0.15451728859349256,0.3688455911186408,0.018417099956423044,10,0.4485034230227522,0.1283054603968645,0.004689799970947206
114,SNR_8db,N,New_N_115.wav,28-10,DeepONMF_H2,2,0.20469537182153386,10x212,0.022531499969772995,28,0.15610245988489765,0.34593742329721494,0.017782900016754866,10,0.3314620737764868,0.1041691249585325,0.0038730000378564
115,SNR_8db,N,New_N_116.wav,28-10,DeepONMF_H2,2,0.20440761703274257,10x212,0.02093919995240867,28,0.1552135943243214,0.36007219197550133,0.016610999940894544,10,0.3863115380100183,0.12314337696955885,0.0036031000781804323
116,SNR_8db,N,New_N_117.wav,28-10,DeepONMF_H2,2,0.20614526624355944,10x212,0.022095799911767244,28,0.15046613988920687,0.34233800414671506,0.016980299958959222,10,0.36929597968242717,0.12925866559096713,0.004145499900914729
117,SNR_8db,N,New_N_118.wav,28-10,DeepONMF_H2,2,0.20207154934441474,10x212,0.01947399997152388,28,0.1569810498637412,0.36934547837904724,0.01407380006276071,10,0.32316388683689834,0.11439870886938777,0.00443450000602752
