metodo,clase,archivo,mfcc_001,mfcc_002,mfcc_003,mfcc_004,mfcc_005,mfcc_006,mfcc_007,mfcc_008,mfcc_009,mfcc_010,mfcc_011,mfcc_012,mfcc_013
MFCC,N,New_N_011.wav,-30.43620085268421,6.411463944699056,3.1499627959966574,0.669751006087609,0.05419624550909457,0.33190905156989725,0.0745336730016467,0.09701450468756444,-0.07854774739085606,-0.15590550461206035,-0.20647066310181078,-0.38933200441794014,-0.26031854212546246
MFCC,N,New_N_012.wav,-30.2879375326988,6.33501416154163,3.1827717537424953,0.6568195468065017,-0.003945244002071084,0.252726612678804,0.02950092386618806,0.0941105544229669,-0.13197665080990828,-0.15264917788589832,-0.19440395040534963,-0.3799330597714865,-0.16552461898008147
MFCC,N,New_N_013.wav,-30.129420204863024,6.424692441982043,3.2441817163200652,0.7225615241514018,0.07640085517655433,0.3160015657563336,0.05252591315342744,0.1320556752038759,-0.12632272206091766,-0.1812911117062101,-0.20455948753306039,-0.3843670283632767,-0.20053906384539064
MFCC,N,New_N_014.wav,-30.31988047348153,6.353770141657579,3.139268482212003,0.6758599264889018,0.028623524576044668,0.28250094325095165,0.09982728616614357,0.13917297979375112,-0.07747183844684678,-0.1679354204580756,-0.17460381450951862,-0.403393942526518,-0.21629337492573378
MFCC,N,New_N_015.wav,-30.23658549540402,6.397845646371412,3.152684381175768,0.5818441558936466,0.05706015595212505,0.4011872637335714,0.050048547583969885,0.0665326853585966,-0.18418882666345832,-0.20028285061411022,-0.19266027506164216,-0.3674620424983171,-0.17103131313185255
MFCC,N,New_N_016.wav,-30.361337677480744,6.265257132268592,3.1904379025841574,0.7474202951333665,0.056562533252448165,0.29735179159761466,0.030423532038112443,0.098835941150395,-0.1931213293723385,-0.19625775802999906,-0.19397569995110364,-0.40654949529638423,-0.23450877136859005
MFCC,N,New_N_017.wav,-30.361316294025272,6.273032597223014,3.144509776564862,0.717148732817394,0.037506614348254516,0.3645377983451387,0.09904471468147048,0.12446215746889468,-0.14264225951768297,-0.15955991958080465,-0.21743101030198458,-0.3450559051591813,-0.1762499255400627
MFCC,N,New_N_018.wav,-30.4068574670478,6.419387795244235,3.211174231637926,0.6653209044348328,-0.03646840824592978,0.2791929044078606,0.0220679700883321,0.1458617967939779,-0.16481040623098803,-0.1571390975771489,-0.20029565220393541,-0.35647545413598786,-0.2187091773070576
MFCC,N,New_N_019.wav,-30.350459366867877,6.308043488651984,3.1372293812136127,0.6820140703795834,0.027725828569846445,0.25325013963682286,0.0028805379726639583,0.08868935857958647,-0.2129038205872572,-0.1691771040766207,-0.2237973292663984,-0.40104869243033486,-0.18673083402339546
MFCC,N,New_N_020.wav,-30.275328336484296,6.277379797397213,3.1001843270222813,0.6879973572412007,0.04897576151125667,0.37074590173165556,0.03431554372778173,0.1627626692040265,-0.08697379444285501,-0.21901737358562892,-0.1958803306388671,-0.3764265613313687,-0.1454196110694936
MFCC,N,New_N_021.wav,-30.58257669928674,6.240227884345316,3.160349974337071,0.7559259315720296,0.11569383031553424,0.25746422388079904,0.02678384043522061,0.0819215835059723,-0.19604167276831022,-0.2190925131212027,-0.16852121290145436,-0.3829996852789537,-0.17595540410672503
MFCC,N,New_N_022.wav,-30.629335347062007,6.174627670946123,3.098568271094215,0.5934522340376525,0.04126798231358352,0.3317277517921689,0.08088193926216443,0.07267683455583081,-0.1566266515023799,-0.22494829899975566,-0.24649361191748118,-0.3588855171171698,-0.23106990621579995
MFCC,N,New_N_023.wav,-30.48709564328976,6.386970799561787,3.195936641299294,0.6474028884032449,0.07008619930796474,0.287685634046154,0.08041393702820472,0.02186992226443629,-0.19279135435204983,-0.23573814502579057,-0.25027702520056694,-0.3600700783014722,-0.22094874079752364
MFCC,N,New_N_024.wav,-30.3659460183673,6.386406374941642,3.1612022339616583,0.6575198262866574,0.11172602499968859,0.24786055726891945,0.06438059561818316,0.014576680177358022,-0.21947534278579958,-0.16619629317893586,-0.23629856617232217,-0.36111995395001856,-0.22070731065384394
MFCC,N,New_N_025.wav,-30.50671962595025,6.470841905542878,3.1434586414797847,0.696848670876099,0.09453479048652683,0.3052027278706902,0.02863918361540532,0.14500680536618993,-0.21154842999054274,-0.14339261688993096,-0.20010671467776964,-0.347812836800299,-0.21158639531039
MFCC,N,New_N_026.wav,-30.661700948814584,6.4520484411682535,3.247982635249487,0.6514346601517308,0.010723409715492993,0.33250429139432985,0.05956051892999602,0.1076690492845944,-0.18585544051220576,-0.17512424703512836,-0.18752351270736772,-0.35963349582953963,-0.20193945167555116
MFCC,N,New_N_027.wav,-30.47513431819636,6.3948156728515215,3.1440096444513044,0.6559528878052665,-0.051245841749368505,0.2785128451846111,0.033299599701934274,0.08659325608321221,-0.213627530284555,-0.2539665789757093,-0.19546444182251985,-0.3662730655665986,-0.1883619490915352
MFCC,N,New_N_028.wav,-30.362359492696196,6.329713664016575,3.2259649890376525,0.7694212506610617,0.06619587210881246,0.29916812654931607,-0.016087570566311042,0.032298940206533344,-0.23095740405820603,-0.1529537878130479,-0.1657377334899796,-0.32450786279948046,-0.14598516439288506
MFCC,N,New_N_029.wav,-30.336211810154467,6.364606340753338,3.2130198263723515,0.7576225701715447,0.03757902681070975,0.17528154652056277,-0.06508906981404586,0.08465531631883991,-0.1451138442424533,-0.11322707425686651,-0.18652275830172826,-0.38026033790713665,-0.23819376321965816
MFCC,N,New_N_030.wav,-30.15261379551176,6.158286635529719,3.1450670322673,0.8064932714680532,0.09716368490147674,0.1842444133207189,-0.01614271816489003,0.10032109670853459,-0.1682958290816758,-0.09269924057308984,-0.16446946219399924,-0.40132283798113644,-0.29108760853575794
MFCC,N,New_N_031.wav,-30.47607293087892,6.332348811841361,3.2037045511375193,0.6767145544675173,0.05294999775213633,0.2599942480586361,0.06712944953778666,0.055382585321152554,-0.18157186814269674,-0.12525050614566444,-0.1710049122190614,-0.3478280677897837,-0.24566568962738827
MFCC,N,New_N_032.wav,-30.484507951002445,6.375970158195512,3.208151961807226,0.6991804850059794,0.04952410229724029,0.28586738122944566,0.04912434373379656,0.09891835949043293,-0.1606456322581041,-0.1375142606259624,-0.205929865916429,-0.33630518993128894,-0.243345319862443
MFCC,N,New_N_033.wav,-30.464093325449575,6.3979022998066934,3.083571175621229,0.5544570141412495,-0.010011993834069359,0.296075916912315,0.08170681077533455,0.08440338916793813,-0.2257620452302337,-0.17468548735117898,-0.2259737314328005,-0.31454984009053594,-0.1377451483165214
MFCC,N,New_N_034.wav,-30.282806629332995,6.3548797953291025,3.209242147513635,0.6521852901684648,0.0908140081204436,0.3510878103861434,0.12153608062736,0.06618665612274319,-0.1646788128157349,-0.1444238819790446,-0.24184180470527294,-0.35556948151173723,-0.19648996521771148
MFCC,N,New_N_035.wav,-30.40011107192841,6.323727657383007,3.1975466000358206,0.8177723490467212,0.08095157244876094,0.23443747613699728,0.039991236860160886,0.04926163981126114,-0.19275318919964451,-0.1941332616964483,-0.2095159659449742,-0.3982910486752645,-0.277609654794571
MFCC,N,New_N_036.wav,-30.421247161754522,6.335763021014255,3.1637001013686756,0.7672675580485506,0.0798615066163158,0.30176779838283,-0.005458793288490319,0.051151570059723664,-0.25014220574709295,-0.19586885554608233,-0.17228557491807686,-0.3776294260015441,-0.13482126247812093
MFCC,N,New_N_037.wav,-39.47758031931701,0.34464604281745315,0.38681423350991284,0.4896497998351925,-0.3787063884690938,0.15713285851464567,-0.14508431217906081,0.11708617960980085,-0.3244053164772388,-0.16371318068873963,-0.2659385735362782,-0.41172879831203796,-0.13704480171773947
MFCC,N,New_N_038.wav,-39.94524962111667,0.2894566323996773,0.40686306995807503,0.5044056029220629,-0.3699377722726059,0.18153748655027555,-0.11742278429218213,0.1392420569445006,-0.23651368522394478,-0.13551148988608866,-0.2672884358919689,-0.4853665715745664,-0.1576210732584327
MFCC,N,New_N_039.wav,-39.832039608211815,0.36976637076840013,0.4720503759803244,0.5031986774068123,-0.29581729390026856,0.1482737843454145,-0.23252406484778024,0.19277548466741382,-0.2772356169022179,-0.246725493727839,-0.2665853582069396,-0.4904809046749897,-0.1943817833229595
MFCC,N,New_N_040.wav,-39.84883090265888,0.2786809568452244,0.4755457685497361,0.5067083917636878,-0.29520204146723045,0.24159042214626814,-0.09635043861411698,0.11096668874895511,-0.26336933676898644,-0.15522974322888625,-0.23026674936861966,-0.44126868588681295,-0.21687313227730853
MFCC,N,New_N_041.wav,-34.602769181105714,5.841812536516223,2.6090979568984745,0.08571251720453005,0.1515409613212542,0.3503853043568017,0.23330483291152562,0.011969106781021838,-0.20504200618493235,-0.14371333876829576,-0.20659332884303744,-0.32803730654623187,-0.23974460126964595
MFCC,N,New_N_042.wav,-34.78285087034004,5.679354448949653,2.75466305864632,0.23490609575173063,0.10706411186509458,0.32263889220567704,0.12220276642956421,0.0064097200577441305,-0.2117067563484684,-0.18335152584224654,-0.20597706382436196,-0.4146308289435237,-0.231486619939281
MFCC,N,New_N_043.wav,-34.919195083061666,5.75018263686004,2.7541601079206535,0.19810577423860753,0.07087940234665935,0.2413687414752455,0.09233791676631993,-0.0053851945939929315,-0.18637727856112418,-0.14492043354452083,-0.1574851383557245,-0.3680921133639549,-0.253484833010714
MFCC,N,New_N_044.wav,-34.650244178398395,5.596146767080062,2.6103718438576373,0.07682796994526161,0.12042811612362518,0.37111675198287886,0.18314898312772857,-0.02596888687875977,-0.14890471356946217,-0.17302632071025575,-0.16465614963744662,-0.35087589349831927,-0.2561452572333816
MFCC,N,New_N_045.wav,-34.87738453470497,5.668080334472811,2.690414112193769,0.10124418824618182,0.10173520161676251,0.4079699129119572,0.1560847508916852,-0.03528878824453108,-0.17892441814988724,-0.2215707621978822,-0.1939217584499886,-0.36688499562764953,-0.15130170018624675
MFCC,N,New_N_046.wav,-34.96213861996625,5.722508326886612,2.641520432639937,0.15241080308486404,0.07620602486207545,0.2540519859605733,0.1737800045565525,0.00449059862076572,-0.19655311040154658,-0.2223349685100113,-0.23082960967041496,-0.3443182081397934,-0.23591467258145585
MFCC,N,New_N_047.wav,-34.78182580928495,5.783008608671265,2.714075257570355,0.14028713909481322,0.08732643880893287,0.3652596143395295,0.20188740369505961,0.01860099216136905,-0.0668834901580833,-0.23965319485671605,-0.1597535303322546,-0.38223512561495054,-0.21579327924171318
MFCC,N,New_N_048.wav,-34.769660226697404,5.730768379073064,2.603742957953583,0.0590178300011956,0.13086753423560904,0.43980182570235304,0.23225855113817023,0.02049299086449021,-0.1475236677919669,-0.26425067463942553,-0.20670424538951537,-0.38151017225416667,-0.2262114046213839
MFCC,N,New_N_049.wav,-35.028484637515994,5.695116668326432,2.6923688580632947,0.1464066417968904,0.09379062298135468,0.31584962401551603,0.1295166029038052,-0.0008371487512707996,-0.1370039998094082,-0.14437584696420058,-0.12203533355679567,-0.31642498224743837,-0.16565867204333187
MFCC,N,New_N_050.wav,-34.721415454089254,5.752921544343669,2.6652293668459643,0.12303809152014848,0.1525552119230435,0.30483344718824246,0.163342474179701,0.014626085976307138,-0.12803362107436622,-0.17073179951213255,-0.20358655685237476,-0.4099790778164993,-0.226985854621214
MFCC,N,New_N_051.wav,-34.82672867154279,5.73085058532604,2.6589875855744314,0.1093639886588378,0.12699129999840048,0.4297573708187228,0.18668098646776785,0.03366846523782926,-0.10586062044533337,-0.18973898291468805,-0.18241453982795486,-0.35726092729732034,-0.18966963367603915
MFCC,N,New_N_052.wav,-34.89198259280758,5.74510402398043,2.6729020755996666,0.11560680840109157,0.1515351695748039,0.2833598846409287,0.0814636966963574,-0.015374751528574674,-0.12173618921773885,-0.15104700950232527,-0.166940710774141,-0.38464389510985103,-0.22240083445874512
MFCC,N,New_N_053.wav,-34.733994373779225,5.692691953361954,2.643746216045002,0.12656101025887995,0.13075195024253203,0.38841908831505145,0.1444795344428446,-0.039548053658050294,-0.14663370147816665,-0.19731547651718728,-0.17202611164936418,-0.37834871462307235,-0.2706002261618114
MFCC,N,New_N_054.wav,-34.815474904256575,5.661403951715052,2.65635346329479,0.046654185656299606,0.07371187721699941,0.4019388460824005,0.17878023672540394,-0.009745626923611776,-0.17034072981795098,-0.2555729703913702,-0.1831665766860652,-0.3081825371410201,-0.2429603775013364
MFCC,N,New_N_055.wav,-34.61922147355478,5.70457818639661,2.7301471050927955,0.19552147539026277,0.1077213068735081,0.34430930294605766,0.1631146044677954,-0.06523496361406358,-0.18427090689955078,-0.18766613207825814,-0.1930814199750858,-0.4050219928151688,-0.18711971334389088
MFCC,N,New_N_056.wav,-34.59964122708422,5.6987869947767935,2.625679747509969,0.11021685335786288,0.1228689789483644,0.3272859017426371,0.1428994531045827,-0.013317609401804929,-0.2144468762093075,-0.22151338362844714,-0.24184266592429182,-0.37238995776639267,-0.23060445321805417
MFCC,N,New_N_057.wav,-34.87409889893275,5.556957829564112,2.7283267443641415,0.14585754710000062,0.10513312590960124,0.34379371361845895,0.17650992468694393,0.04086901525334488,-0.16739595044933386,-0.21073291022197924,-0.2353187985115962,-0.3629211337568504,-0.23345669944251382
MFCC,N,New_N_058.wav,-34.837047253370706,5.6141815447339285,2.651335212973599,0.04509342013820606,0.09127630657395797,0.36168473575971166,0.196699907815834,0.032969730050593164,-0.1818532791433429,-0.24241139942648468,-0.2042647887879355,-0.33968452111981645,-0.222484611749919
MFCC,N,New_N_059.wav,-34.84330658244484,5.805214821136506,2.659032293541083,0.06585258986134443,0.1391185575160769,0.4051039693037931,0.20815948985660407,-0.051935911572762894,-0.18855715104587845,-0.2980019220045498,-0.27169274079164346,-0.3245967928143737,-0.2053154312313536
MFCC,N,New_N_060.wav,-34.6340333874743,5.658443579479585,2.648137968047346,0.14508621846310873,0.12847486496315705,0.33367592025836007,0.08992086103892133,0.050591868671900395,-0.12248687541564807,-0.24388965937514087,-0.2007801828140005,-0.4213978457562726,-0.27075495660879306
MFCC,N,New_N_061.wav,-34.76080735412142,5.685514933354439,2.7092092508410874,0.26604799861162065,0.09527074076545239,0.25409821767689167,0.1334465741929554,-0.0036787136982405206,-0.1018767895306274,-0.18845377002631433,-0.18504004706114796,-0.38931517194274246,-0.253802678632573
MFCC,N,New_N_062.wav,-34.78719487415842,5.680996997075049,2.620191233463727,0.10516677447887013,0.08172796338782935,0.34495295617850336,0.21127332643036312,-0.014420824081162416,-0.1521007632092595,-0.24587240182540548,-0.23393725556449316,-0.3413353070153309,-0.23858858439088806
MFCC,N,New_N_063.wav,-34.70801707823288,5.601798358159256,2.656350644172502,0.22088339838894938,0.11537700375477576,0.25373581397785355,0.020968305209657326,0.00648586565711629,-0.12843683193588806,-0.21486384015123317,-0.19447788203947558,-0.3880132861891384,-0.30123564891795745
MFCC,N,New_N_064.wav,-34.62040507813844,5.757501881352866,2.6968206092634937,0.159784459201689,0.13670883081697363,0.3409018949511375,0.11773826712540306,0.002032452578113746,-0.17157647854108907,-0.1771410342479742,-0.17432515823575884,-0.3499354696640863,-0.2531183344824389
MFCC,N,New_N_065.wav,-34.763636604335936,5.661327873047217,2.665782440018914,0.059312052019065836,0.10727176912357324,0.4103571259553349,0.2055104043804199,-0.04005562934435547,-0.19688402884479686,-0.2591869205282187,-0.21290753794593154,-0.32049185560977506,-0.3073242468835114
MFCC,N,New_N_066.wav,-34.76455974818246,5.588874521725182,2.658484673257613,0.051756227983139086,0.08383427453099697,0.36967284136630346,0.1435003869434321,0.021059091350063154,-0.1436239191130307,-0.2397728437960212,-0.16987085224251383,-0.3888830830897556,-0.26278850001418985
MFCC,N,New_N_067.wav,-34.8868211781957,5.791301143719705,2.7515147783912153,0.08098498494067297,0.03659114317226703,0.2464607757072977,0.15911686377296105,-0.014521688868033318,-0.20106633483544098,-0.2067107794859325,-0.19187407742045012,-0.34346849256628176,-0.24766647572857683
MFCC,N,New_N_068.wav,-34.84696341859401,5.65156224283748,2.694700702235807,0.08653846470546393,0.0836328620875186,0.3495240243924029,0.2080353332737002,-0.03728173386949314,-0.19672303056659843,-0.2648060387367016,-0.22720145340113088,-0.4039020418399827,-0.27956749901210487
MFCC,N,New_N_069.wav,-31.029094920695716,6.23268822777819,3.246176897386769,0.7365880489905426,0.16639441997818463,0.2789912054312072,0.11064218693917549,0.05583985777702275,-0.05075152680984868,-0.1379326205304722,-0.2258771077917993,-0.3681321574211387,-0.21713976258256779
MFCC,N,New_N_070.wav,-31.3162557338828,6.0259190424808455,3.32388897180033,0.8912310312712348,0.24260424117808743,0.2793861125066422,0.13971832725923897,0.1139409606626317,-0.11442558963269567,-0.16267227406591478,-0.19380918154169355,-0.39194909566438946,-0.1768738063319434
MFCC,N,New_N_071.wav,-31.08328076342271,5.908181958336281,3.2559248467421047,0.8832559303369298,0.2793839791973641,0.253089951282828,0.14788451773929553,0.11362942274007319,-0.114756482994519,-0.15592965468993,-0.23910328725514268,-0.3846208892726155,-0.15958176569219276
MFCC,N,New_N_072.wav,-31.06149752795387,5.8328896205196905,3.2227625372332853,0.7938727427210739,0.25850008940189434,0.31450066428715,0.17391891227413417,0.08835315684305621,-0.10868664823843216,-0.16732151345837923,-0.20753592079920735,-0.34903244177000303,-0.18682863039795866
MFCC,N,New_N_073.wav,-31.26845701517217,6.004117542319435,3.300463283785378,0.8476172730353376,0.1970308895509386,0.28321278446396286,0.14410478132199817,0.10612035685998467,-0.08484932311106459,-0.12003189451045558,-0.1753308773356076,-0.3637151232015913,-0.15748812377468918
MFCC,N,New_N_074.wav,-31.130128221826386,5.974655281387136,3.2780095285541955,0.8309544479327585,0.20813100447220975,0.23972718806184357,0.15170984752195366,0.0788678895882932,-0.12500656405647223,-0.14240591512699258,-0.21789316482417279,-0.3029153907324879,-0.13505586862056038
MFCC,N,New_N_075.wav,-31.119604506576792,6.049898845249603,3.405642910955221,0.889980914316982,0.21560142867528,0.22859226877112618,0.07990865608086542,0.07558705483491555,-0.13875668685608,-0.19571549003760877,-0.22674256160538828,-0.39605022042830973,-0.21357652026548876
MFCC,N,New_N_076.wav,-31.165332059131973,5.948730485523804,3.2969543655556177,0.8133643886393906,0.2628333554549408,0.34352705748479384,0.12968151488015994,0.14301445441822716,-0.08231578637754,-0.1674406883296356,-0.19372693673098984,-0.33879225192949386,-0.12982316272658906
MFCC,N,New_N_077.wav,-31.186011595353023,5.839730561088937,3.300306138583209,0.8070000588439172,0.17793483974385577,0.3160115782731342,0.19892913885837843,0.14011465371879908,-0.024704196003752472,-0.12303415350258876,-0.17294443540980736,-0.32950592793197286,-0.17198455159852163
MFCC,N,New_N_078.wav,-31.12062883138037,5.987782335351516,3.2532765901624785,0.7831386140509505,0.21054551030320037,0.3274861980789122,0.16693985067464429,0.1123202763391874,-0.12317217117093752,-0.16360179735250122,-0.2076046619357532,-0.3282292942721826,-0.14263165248364493
MFCC,N,New_N_079.wav,-31.272795934670103,6.054093200150797,3.380061002732876,0.8994463963194685,0.2649525255188679,0.2863015863687564,0.08694754158665352,0.06344604492404633,-0.11718915079329263,-0.11004459125110977,-0.18531487777049843,-0.3705041465568122,-0.22378095652075472
MFCC,N,New_N_080.wav,-31.202137421836888,5.80812809871359,3.177992244392573,0.8059171033990283,0.20837679052763847,0.2596656933411002,0.10986035198531224,0.0911291742713369,-0.06670307497524652,-0.1122681871165714,-0.1531472430819316,-0.40547086870284554,-0.19952934884638732
MFCC,N,New_N_081.wav,-31.17241676257848,5.9005820236995685,3.2041763265715977,0.7370840370559417,0.19688198105744692,0.36195458596330415,0.1481408617858869,0.026616794684037676,-0.09138962641159602,-0.15551871938193546,-0.2026223324855748,-0.36448458438019316,-0.20127448143035617
MFCC,N,New_N_082.wav,-31.289904959448037,5.977991589110718,3.3134388713463228,0.8453522316185308,0.20070136572803535,0.2996700153127841,0.13910840506957683,0.11180320406425927,-0.13450366590217255,-0.17451363285517696,-0.1894408204184727,-0.3661529527461902,-0.15265573822227965
MFCC,N,New_N_083.wav,-31.10989386528059,5.957249414882526,3.3034332775565387,0.8484799756774288,0.24094680488101342,0.29906112467601914,0.15919243364844407,0.019258201792381635,-0.14179933929759164,-0.1667599666897085,-0.18879976550380545,-0.37714263919454016,-0.22193947201548345
MFCC,N,New_N_084.wav,-31.129328787650557,5.900033023945672,3.2277562440036975,0.7715007423207382,0.2185395273716555,0.30058140582147747,0.19626331448632664,0.09374084610554229,-0.16071390496611182,-0.11636755193880058,-0.2540669393027064,-0.41003996720137176,-0.24804509693369134
MFCC,N,New_N_085.wav,-31.279243505167347,5.8569721830646175,3.250284038855341,0.7926314863604823,0.18215372190592913,0.24355998975045087,0.1281259987584706,0.06748253258248185,-0.12121178616505734,-0.19773933060455462,-0.1531733908842982,-0.33619938735455973,-0.15922994307928523
MFCC,N,New_N_086.wav,-31.32620705150959,5.850109510218716,3.2359665868466285,0.7315431896923157,0.15880387916949973,0.22185473435021072,0.18772034569110133,0.03694176235154178,-0.19430442112799687,-0.19930220555479927,-0.2277879817338163,-0.2786364888183178,-0.20042184573455402
MFCC,N,New_N_087.wav,-31.317738032074487,6.052578043500448,3.305907340924425,0.7738122053098001,0.21538957383177235,0.26379567895454253,0.15010750772724674,0.14892876215990067,-0.057942160891621776,-0.19765607376017916,-0.17813348661160175,-0.40158873197203726,-0.1761851821270445
MFCC,N,New_N_088.wav,-31.062436502905985,5.937044477194778,3.2442899325716223,0.6897341283870886,0.21405933109980219,0.28614143708736567,0.17197396698363857,0.14222120002783636,-0.09345655056598585,-0.20850104399423064,-0.20895266947330055,-0.3765673663202574,-0.16520025507993957
MFCC,N,New_N_089.wav,-31.138835376324327,5.7702166681583185,3.150755601678403,0.8003371094536972,0.25851068365545615,0.2641672642003499,0.17110739804418515,0.04477112255914955,-0.17565928144601706,-0.2177052832664685,-0.22354338852205807,-0.3688619416292069,-0.1827257381869575
MFCC,N,New_N_090.wav,-31.299622874478924,5.8537575053248485,3.175011387928001,0.7362734333319569,0.18219396920048112,0.17649595004063132,0.13865666870419846,0.15140187475436284,-0.052520304504528506,-0.12368444779047459,-0.21372911926690613,-0.35156064752630634,-0.17978498413224417
MFCC,N,New_N_091.wav,-31.426889112418298,5.824355967613117,3.186235948003739,0.7417437795260794,0.1445929274302369,0.14281982232058557,0.04192701056692562,0.04134649569666851,-0.05308577488683755,-0.11361820905984961,-0.13410496098291302,-0.36334704063041223,-0.22284214956461834
MFCC,N,New_N_092.wav,-31.24307498626814,5.903590095911905,3.3128441570757787,0.7856436344009469,0.17560256508117875,0.18506322292585284,0.0375709416055992,0.10357345283222531,-0.08254376344259576,-0.11622151177206905,-0.17410476314772907,-0.35677812440024204,-0.20557173113124128
MFCC,N,New_N_093.wav,-31.312518145481945,5.852403081594775,3.155879420131186,0.6875861325685535,0.19644330182521236,0.3210196259055799,0.16655909481099507,0.0929386248897445,-0.09736630432855821,-0.13767113556120447,-0.19065790990957432,-0.3507743285614786,-0.1998535131057483
MFCC,N,New_N_094.wav,-31.21517142588004,5.853612797476254,3.2090814769450913,0.7679466434844822,0.19679920840090537,0.34234610427759776,0.17925258558307425,0.05855545193478102,-0.17827228062626022,-0.16345431063224242,-0.15740991071298302,-0.3201005336333343,-0.19131773300809923
MFCC,N,New_N_095.wav,-31.454679848233404,5.904217101502262,3.210388471462988,0.7092956444453805,0.1432145173814361,0.22581441459866144,0.09287363666868713,0.058380431486604295,-0.17382069349428897,-0.19874497282788986,-0.1631850873102649,-0.3416015342863411,-0.18445791059162375
MFCC,N,New_N_096.wav,-31.355426850645884,5.83201870523264,3.2424497889507427,0.7727399437552142,0.15523349624345628,0.2341631759443339,0.14464258801203456,0.03626709130859734,-0.0791195390962805,-0.1662123525234012,-0.22500072178694636,-0.3856120761713736,-0.28580711402947995
MFCC,N,New_N_097.wav,-31.2949210508767,5.984727990160427,3.2515398766111154,0.772762282033391,0.19398893784841245,0.20093845344377198,0.14593795560102718,0.04790386494472328,-0.11664746625796138,-0.20101802513774022,-0.2185832173040047,-0.37586920272633967,-0.2626430422205286
MFCC,N,New_N_098.wav,-31.235330261572205,5.913210051168457,3.2731803838462246,0.8763005611611416,0.19806213008442114,0.20275888562549327,0.12716159661676704,0.06788013393932082,-0.14565673694073775,-0.15708540587765146,-0.1913086205920205,-0.3990006787795114,-0.21718828224981976
MFCC,N,New_N_099.wav,-34.374341216366744,5.929496906141771,2.698993624070308,0.11802427058243108,0.08256394745865812,0.3458246093431769,0.09832319956384929,-0.017968804581010092,-0.07450109025062218,-0.1811567881463868,-0.21706365321329538,-0.3489813684876345,-0.17059680258745638
MFCC,N,New_N_100.wav,-34.74175229313879,5.764331647937348,2.6323495895854134,0.06942581897536171,0.08105975025275647,0.3754794521615442,0.1603932606041782,-0.04961428823564162,-0.16214116733739392,-0.20188945783549894,-0.19517429668965622,-0.38344072560896736,-0.22175734470315286
