metodo,clase,archivo,dwt_001,dwt_002,dwt_003,dwt_004,dwt_005,dwt_006,dwt_007,dwt_008,dwt_009,dwt_010,dwt_011,dwt_012,dwt_013,dwt_014,dwt_015,dwt_016,dwt_017,dwt_018
DWT,N,New_N_015.wav,0.5125714378607836,0.3227815704850695,0.8182693132162557,0.016170904025650273,0.04767472916425269,0.12767938031135032,0.002987631112192413,0.018390283507444993,0.05469928806100404,4.4110956397384204e-05,0.0017241599531691812,0.006641679055624674,9.461391058815646e-07,0.00029552727912519243,0.0009726695286078721,2.9734674916115465e-07,0.00017209525673844543,0.0005452943522472676
DWT,N,New_N_016.wav,0.4976460851764366,0.306319143720054,0.8030223087129209,0.01676201347685379,0.04494530342797605,0.13001229957798674,0.0024137187284924643,0.016759450353617207,0.0491569065242417,4.193486823209587e-05,0.0016809934057054991,0.006475704409376848,1.5165804048477327e-06,0.000336667388444465,0.0012314739017363632,2.812740024837773e-07,0.00017688299709720442,0.0005303525257110976
DWT,N,New_N_017.wav,0.5032999470822921,0.3258952069072426,0.8088070986308363,0.019900842108457335,0.05400531962534351,0.14176197632015508,0.0025320656878020055,0.01796688254425904,0.050350670019660565,5.1443199628453804e-05,0.0018530669974467415,0.0071724251783540065,1.1335048735166346e-06,0.0003452427812428961,0.0010646219550133511,2.8531205205641545e-07,0.00019213075156536066,0.0005341460742357325
DWT,N,New_N_018.wav,0.49236947724563684,0.3243644690154571,0.7976074439939689,0.017474033680625133,0.04685849386709114,0.1327663455370325,0.0023920112254556328,0.016477161303383354,0.048935771686226495,7.005952732818797e-05,0.0021187994468844945,0.008370293159515908,1.0965696406019334e-06,0.0003146707768534127,0.0010471634239053078,2.4573095542233517e-07,0.00017326630717261795,0.0004956643278439143
DWT,N,New_N_019.wav,0.5192007432675337,0.3203329830291599,0.8250348870259555,0.024795005663591448,0.05295628848805422,0.15832173884280581,0.0024043764921528902,0.01733301665135818,0.04906376697238726,4.9601876977418156e-05,0.00182768810426776,0.0070425449561644605,1.3275788694667775e-06,0.0003504188035739381,0.0011522041218705633,2.888392930810149e-07,0.00019657099553163,0.0005374142127069861
DWT,N,New_N_020.wav,0.4988386975850693,0.3220303353969324,0.8042393765586242,0.022338129538292943,0.054670642270354904,0.15029445506147673,0.0026790855436718566,0.017634068274675365,0.051791975907295805,5.218023601852591e-05,0.0018873715230168012,0.007223576485973455,1.1629352569846691e-06,0.00032118809938677743,0.0010783946446197284,3.040660167431188e-07,0.00019109774578516994,0.0005513577091953677
DWT,N,New_N_021.wav,0.5146107426515794,0.321251254640854,0.8203522783587904,0.018466686070111007,0.049942041725375405,0.13649047576117349,0.0020846039434256006,0.017034495746813046,0.045681030551246525,5.386077623447198e-05,0.0018073084252075522,0.007339073970568392,7.99558220442159e-07,0.0002738342493299543,0.000894179546303616,2.0004815663259002e-07,0.00015631691442961093,0.0004472586830152388
DWT,N,New_N_022.wav,0.5163587195963938,0.3201159249795175,0.8221342318983198,0.0181683296818352,0.049019313552928476,0.13534925816752333,0.002032240940988877,0.016154225452948943,0.04510232176575969,6.882246864885224e-05,0.0020061761265546068,0.008296005744577754,1.212130432165688e-06,0.0003184555835944455,0.001100964374619926,3.223749360676667e-07,0.00018591657352637085,0.0005677675291194187
DWT,N,New_N_023.wav,0.5047214646056357,0.3140491250439203,0.8102586916250137,0.0177410519457596,0.047804895469037025,0.13370788889048088,0.001897485572564786,0.016107712881192945,0.043580592536852855,7.925945917359075e-05,0.002175984036192319,0.008902896404444194,1.486365378379006e-06,0.00035812332677066935,0.0012191612462824676,2.783854023927716e-07,0.00018631124962572153,0.0005276062678710382
DWT,N,New_N_024.wav,0.5027346129543425,0.3108339029402998,0.80822400746101,0.01804536323228894,0.048820995320478455,0.1349385839378821,0.0019950104014094445,0.01718251647404562,0.0446841816259466,4.8747915152559716e-05,0.001728059174141247,0.006981982088717875,1.2200805611800992e-06,0.0003133664296702276,0.0011045723393251587,2.0999784777465848e-07,0.0001659007973388676,0.00045825386702721786
DWT,N,New_N_025.wav,0.4649704916346973,0.3056121794502415,0.7693276794308768,0.020165334690708435,0.05198294524810927,0.14271909080563314,0.002738990641651008,0.018116876740805227,0.05236803920644583,4.484244075931697e-05,0.001694492101011095,0.006696412785850007,1.6146774562429434e-06,0.0003732916013024473,0.001270691259150124,2.848463280590957e-07,0.00018882343323171755,0.0005336959094746989
DWT,N,New_N_026.wav,0.48795805863935554,0.31746077432464587,0.7930570196705353,0.020969677580439453,0.05200772252673941,0.1455688611824765,0.0025989004258171423,0.017572636414541307,0.05101190199322532,7.152413396587996e-05,0.0020271330922524092,0.008457139577318586,2.374742094433942e-06,0.00040468037613470046,0.0015408724661425666,3.734080944362518e-07,0.00019562648833111113,0.0006110638125612969
DWT,N,New_N_027.wav,0.48405868082801207,0.30993767782061216,0.7890403142957275,0.020975349106649242,0.05194664685845171,0.14546060182980747,0.002401993573711287,0.017026704429887195,0.04903664365546284,6.280919803566652e-05,0.0019975049678435724,0.007924569980051387,1.1686701722040267e-06,0.000311721970228169,0.0010810203054884985,2.4650081696116956e-07,0.00017296384706719974,0.0004964679558432394
DWT,N,New_N_028.wav,0.5113521007286623,0.32514769228191204,0.8170088850970595,0.020583742079639818,0.052017771791791095,0.14421180857247362,0.002660925147098203,0.016937509463659503,0.05161627797750318,4.607960917386979e-05,0.0017155370932482796,0.00678818782154512,1.0222880621950188e-06,0.00030555826026064755,0.0010110824372026104,2.434311659055167e-07,0.00017270809996954627,0.000493385512999142
DWT,N,New_N_029.wav,0.49901212805682016,0.3129746304160178,0.8043230186444648,0.02280907600326328,0.05412437915553048,0.1518688488101462,0.002348432801155404,0.017483683628749937,0.04848847407827924,7.256620727070935e-05,0.0019509483936550878,0.008518609979249903,1.3660732824978972e-06,0.0003144799100558098,0.0011685494237871623,3.9012871734192456e-07,0.00019666456527136323,0.0006246000735758738
DWT,N,New_N_030.wav,0.5206627754996367,0.31378254140666956,0.8265145025918327,0.02220942175086048,0.056435110621122296,0.14969060795528127,0.0022684277528852445,0.01752992161753334,0.04765502992607178,6.75428499947804e-05,0.0020398410203627984,0.008218286902573556,1.935754009576695e-06,0.0003666858989979052,0.0013911928489972068,4.138968431451847e-07,0.00019580072518731841,0.0006433347581204578
DWT,N,New_N_031.wav,0.49319329178355137,0.31677863523202754,0.7984060343573696,0.017716182958190947,0.04673183171811359,0.1335726889850417,0.00289444614469584,0.018011634729331726,0.05383756256710904,7.461308498819762e-05,0.0020570180708134726,0.008637901811129776,8.641196516619076e-07,0.00028606509045717355,0.0009291592947740052,2.883441884486218e-07,0.00018211882137082926,0.0005369749404537686
DWT,N,New_N_032.wav,0.4885876441020935,0.3204349378070004,0.7937148359591053,0.01996443216353751,0.05024942390590139,0.1419721575037822,0.002934650492114689,0.018224258003805054,0.05421167696047157,6.0230522029959175e-05,0.0019845396538077753,0.007760907780583733,1.3677459741526698e-06,0.0003257875271814497,0.0011694943967321557,2.457798086839514e-07,0.0001772150510206455,0.000495760844087632
DWT,N,New_N_033.wav,0.5053552733926705,0.326085087255548,0.8109090271131297,0.019106289540335934,0.05003416816357969,0.13887811740849368,0.0028609812887546954,0.01786236315710204,0.05352616165046615,5.70697412284331e-05,0.001857554758646158,0.007554420282505806,1.1645212160146536e-06,0.0003140789987521008,0.0010791235144165738,3.4487965539450826e-07,0.0001889636332467227,0.0005872642090571377
DWT,N,New_N_034.wav,0.4744086789794352,0.3131293131535111,0.7791329085089551,0.022059038153674455,0.04990989498037921,0.14934305930290168,0.0027458678959720335,0.01753516681325109,0.0524367515259992,5.907282113148042e-05,0.0018869070989527732,0.007685982708798952,1.069935551898519e-06,0.00031984671008199455,0.0010343365387954241,3.253450450842875e-07,0.0001885938019477557,0.0005703172887758756
DWT,N,New_N_035.wav,0.4919289672631033,0.31100694499170256,0.7971590150614256,0.018418060096162567,0.05049970971136491,0.13626146146390664,0.0017896730256641462,0.014728728699512693,0.04232343773553893,4.062437002872419e-05,0.0016268466223489052,0.006373760563364093,9.878401589483242e-07,0.0003016528665872,0.0009938989147369338,2.3343841588193412e-07,0.00015873695734098918,0.0004831482554446906
DWT,N,New_N_036.wav,0.4883550365645312,0.3149189034123868,0.7934245503207191,0.01749088763335567,0.04943178264827281,0.13282700677054962,0.002661870625429061,0.016897669284044493,0.05162731992536976,5.496883339989003e-05,0.0018260597010527281,0.007414150712870082,1.9412576112564553e-06,0.0003762864378370242,0.0013932129873461669,4.3784518572234533e-07,0.00019385515131701834,0.0006616892054668335
DWT,N,New_N_037.wav,0.6620824606700662,0.28493533235540236,0.9689096482036323,0.15045707382423196,0.12670089732578455,0.40294463791342783,0.0036374622761207705,0.011390590760389514,0.060361326296778706,0.00012162460821555783,0.002213919965862877,0.011017381549771676,3.9036283123392405e-06,0.0003882682241801031,0.001975361377210892,2.5797155600270135e-07,0.00013628938754059081,0.0005079055209655269
DWT,N,New_N_038.wav,0.6680016952065848,0.2899445073732807,0.9748490614832283,0.1214400155531323,0.11243870902923862,0.35933329436880396,0.0035735110477446478,0.01127586070721935,0.0597942676414586,9.212610455407146e-05,0.0018740043147887978,0.009598256087383775,3.544730762078084e-06,0.0003848336524342117,0.0018827471328046455,2.7259787296625405e-07,0.00013772556679199268,0.0005221077361991257
DWT,N,New_N_039.wav,0.6178176830896249,0.2621620844494661,0.9245912628679976,0.21210489181218403,0.14854912989337932,0.48608382671203815,0.0035693055062110935,0.011554266443348256,0.05977510041879027,0.00011707900242854712,0.002176541347133447,0.010820562760195275,3.437757174780826e-06,0.0003942868633863644,0.0018540824216394304,3.437875932153057e-07,0.00014692498439091754,0.0005863283057059054
DWT,N,New_N_040.wav,0.7204141414361719,0.3055632765614614,1.0272695177078277,0.07331409999685642,0.08181034283662014,0.27580063640497504,0.0039374962691972985,0.011877837926962079,0.06281007609395241,0.0001204167617922698,0.002218253527395989,0.01097364795112439,3.47355550386256e-06,0.00037340415340057044,0.0018637486466890531,2.561269234016375e-07,0.00012816725780294538,0.0005060732748175892
DWT,N,New_N_041.wav,0.6314856579376523,0.31924202347935154,0.9382781809277421,0.022055674490873794,0.04737878273822473,0.14929700433810664,0.0025096847715322347,0.014841391870593941,0.050128059768407035,3.6701873841304085e-05,0.0014816864442882083,0.006058173116435905,1.0922345916174384e-06,0.00026068081488646213,0.001045024094220914,2.7902517005262333e-07,0.00015699089752777964,0.0005282059928629761
DWT,N,New_N_042.wav,0.6238072571559307,0.3177627910252278,0.9306006957085854,0.02043752161247111,0.045812646431434546,0.1436918466137317,0.0028636593044545047,0.015635550812952908,0.053551348670526154,4.302117643261278e-05,0.0015645066832818916,0.006558539945239156,1.0822209280529284e-06,0.0002603667072530111,0.001040289055778054,2.9561634076752356e-07,0.00016174369820389455,0.0005435907169486272
DWT,N,New_N_043.wav,0.6478976142675203,0.32655654225800934,0.9547271275475164,0.016063408920719162,0.043356373257678125,0.12707410700132662,0.0035181000813447123,0.017252192298377374,0.05936568482652791,4.204803348038765e-05,0.0015398420532810855,0.006483991025031775,8.898728079208782e-07,0.00023306941921915638,0.0009433119838175836,1.896807560562477e-07,0.0001268421300503764,0.00043549935200156364
DWT,N,New_N_044.wav,0.6576457963674709,0.32539787681439764,0.9644856952727531,0.018725084221144567,0.04354762370671488,0.137120241268796,0.002585026654982593,0.014828595785033233,0.05087596274787952,3.7018977482228315e-05,0.0014575432106970277,0.006084375343479106,9.742767272227261e-07,0.00024127603013424274,0.0009870391435973485,1.8856557694431417e-07,0.00012891159290552597,0.00043423484075713625
DWT,N,New_N_045.wav,0.620032886309881,0.3151895303804381,0.9268054029564369,0.02154931339670763,0.045004177918649,0.14757760270490933,0.002345223161246125,0.014487918698473295,0.048454692359946275,5.161095774087789e-05,0.0016253862265450318,0.00718403935253466,1.1813151315495846e-06,0.00026350978404733415,0.0010868284962720655,2.5989112955040354e-07,0.00014918582562976196,0.0005097384029632304
DWT,N,New_N_046.wav,0.6303032536145704,0.3185622959719243,0.9371039056462218,0.019387783365476967,0.044085743623304974,0.13936325753762188,0.002801300735853502,0.014401653699200686,0.05296433081676617,3.567633062627982e-05,0.0015156802083400363,0.00597301927494102,7.24534119018942e-07,0.0002348986930147339,0.0008511841388856085,2.2621210158401287e-07,0.00013887924718522144,0.0004756121175410686
DWT,N,New_N_047.wav,0.6240721435344571,0.31491383341034274,0.9308572978736297,0.016296342620181245,0.041299430890984895,0.12816928814612705,0.0022133914980019724,0.014124386572163831,0.04707233962073751,4.526210848586206e-05,0.001527124364598957,0.006727723533019524,1.0516428033884897e-06,0.00026436936394037407,0.0010254963632724391,2.2156508709899413e-07,0.0001411902791166076,0.0004706997740488783
DWT,N,New_N_048.wav,0.6346791349255994,0.3215719648773074,0.9414908529935484,0.021018998037447476,0.046296603381830906,0.14567228262777884,0.0023484207844795594,0.013543120117926594,0.04848783167457097,3.5848204200739705e-05,0.0013641445260258842,0.005987277137560824,1.0063552922475225e-06,0.0002569572196571795,0.0010031712833509841,2.254109830526098e-07,0.00014496637626708117,0.0004747631268832412
DWT,N,New_N_049.wav,0.6470109663207677,0.3222182420037466,0.9538396651637011,0.01850358395933575,0.04521854338696744,0.13647990191557946,0.002239076473102578,0.013615778160650998,0.04734531533171036,3.193185587661493e-05,0.0013326861886711785,0.005650869435165817,1.0616635915214734e-06,0.00024575748516360415,0.0010302865882066085,2.248197711883503e-07,0.00014181705662058068,0.00047412803158204404
DWT,N,New_N_050.wav,0.6460832171236942,0.32092373122314344,0.9529172116361573,0.01850477818392356,0.044304728824765285,0.13656116771174648,0.002840564520381995,0.014433069347591518,0.05333249575156016,3.665557775837712e-05,0.0012411135629309016,0.006054368083904255,1.0677130211888431e-06,0.0002541605083929929,0.0010333019793019335,2.596280821519029e-07,0.00014771307869567132,0.0005095369874787962
DWT,N,New_N_051.wav,0.6586875254783661,0.3231653323286388,0.9655275130253688,0.01989216482845383,0.04641852261245775,0.1414757685171239,0.0024284574578013443,0.014322829885070257,0.04930870310079842,4.424093611212364e-05,0.0014954520251692965,0.006650398544711025,1.5922834777727997e-06,0.0002874555277432055,0.00126183359551748,2.223865898575713e-07,0.00013791172646957105,0.0004715033346678699
DWT,N,New_N_052.wav,0.6519629866940889,0.32275981632911543,0.9588037602241265,0.020912711069818964,0.04675874102760182,0.14510147672421692,0.0023798445062472562,0.013862102985037357,0.04881111257372763,2.635368122925642e-05,0.0012998609644549696,0.005133600847231296,1.2963199301830172e-06,0.0002905661427727974,0.00113853971528373,2.8229141992760884e-07,0.00015330743795820417,0.0005312969207786344
DWT,N,New_N_053.wav,0.6346724559355672,0.3158805791204322,0.9414859225960267,0.019459594973736193,0.043770471443167897,0.13987329437732654,0.0021884960218874917,0.013407214114932613,0.04680566346113678,3.5771522452957436e-05,0.0014155358733031833,0.0059808854892823456,1.1027857592394018e-06,0.0002576195936963152,0.001050108477103134,2.0668436114344263e-07,0.00013582660344680457,0.0004546200445170282
DWT,N,New_N_054.wav,0.648941019150608,0.3240734772564684,0.9557608952379218,0.023883094208673333,0.049561502070515046,0.1547338981299848,0.002897505744773952,0.015762430923852853,0.053867206134127786,3.722339048937299e-05,0.0015406465197706134,0.00610113754629133,1.4002039184010898e-06,0.000286643247153926,0.0011832848620383187,2.7044035029738615e-07,0.00015880925221408256,0.0005199601110439157
DWT,N,New_N_055.wav,0.6488486348069686,0.3253239157952873,0.9556664391072425,0.021156216275107203,0.046606561693575785,0.14620457547909596,0.002256049182054057,0.013879979329609082,0.047519845825986506,4.028976525342365e-05,0.001452045272150549,0.006347475028806102,1.801199104285794e-06,0.0002948804251194732,0.0013420880535176807,2.445159275259534e-07,0.0001410768486305641,0.0004944835962271833
DWT,N,New_N_056.wav,0.6301219263593096,0.32053023589280166,0.9369067660255227,0.020717829196448354,0.046356441708179534,0.14468431539796187,0.0025475554905914706,0.015017026826864016,0.05050546687310037,3.821104295194229e-05,0.001499907495679922,0.006181301323826009,1.42704245342639e-06,0.0002731422433157443,0.0011945784919641768,2.0562938165845287e-07,0.00013738861527804814,0.0004534253497244121
DWT,N,New_N_057.wav,0.6495646023793763,0.31643892165775395,0.9563702766608353,0.021259591143495318,0.04742002278907666,0.1457352811822632,0.0021293957647946006,0.012584807002434887,0.046169951741003384,3.393364322801548e-05,0.001427162566831573,0.00582528720701147,1.6286645558849468e-06,0.0002826570417625966,0.001276183548784208,2.1941973874766052e-07,0.00014424501073324764,0.00046842213559588583
DWT,N,New_N_058.wav,0.6387377133814484,0.31948366354839824,0.9455430392532792,0.018917674929033963,0.042400513245725156,0.13811664628518935,0.002839116968814538,0.01549628813715338,0.05331982181608548,3.7458400837914164e-05,0.0013319567097700657,0.006120378367106618,1.3873735449979787e-06,0.00026988101553452476,0.001177861611285501,2.6585675395913665e-07,0.00014568806376689833,0.0005155768289789184
DWT,N,New_N_059.wav,0.6438954476688047,0.3209266703847861,0.9507274293870306,0.02105457824267915,0.04773620779267588,0.14566106000382814,0.0017322720738165071,0.01236090989513999,0.04163837694809259,2.758707530160293e-05,0.0012487001048394105,0.0052523729012515915,1.0476155631065645e-06,0.0002513862436443544,0.0010235085704729684,2.2470130857874217e-07,0.00013781611179886714,0.00047402459440989124
DWT,N,New_N_060.wav,0.6372683756178197,0.3178231866694824,0.9440684610696713,0.020699499081292094,0.04797367310903928,0.14369526385329925,0.0013846154070247182,0.011601685405141197,0.03722243953097004,3.9049665324668126e-05,0.0013416478806883762,0.006248969149109303,2.012661458806181e-06,0.00029784803110400595,0.0014186825141901398,3.430191134567045e-07,0.00015693440729680616,0.0005856684789166565
DWT,N,New_N_061.wav,0.6461549763088649,0.32603570986514263,0.9529890786592325,0.02119423881398443,0.04704657324799954,0.1463571715988903,0.0027448252605849423,0.015534735893336786,0.0524269540393285,4.82361577502064e-05,0.0015664534777823193,0.0069451608962392795,2.094402596424186e-06,0.0002862215713332881,0.0014472022130954047,2.5161477148489927e-07,0.00013890581438334598,0.000501607844052417
DWT,N,New_N_062.wav,0.6464197040994245,0.3210592882879165,0.9532528887425057,0.020959235608899965,0.046441027630514525,0.14529933389431723,0.002512041349892857,0.014401387614730119,0.05015143943822567,3.7962371556731e-05,0.0014130839428802286,0.006161246691255067,9.184288899827336e-07,0.0002480494658235772,0.0009583469461144682,2.625728305726857e-07,0.00015000761788893063,0.0005124181591548881
DWT,N,New_N_063.wav,0.6607333915799247,0.32900401018540265,0.9675562681616858,0.023506719211336784,0.04848128519776156,0.1541312992294691,0.002472143916603699,0.014527424829863557,0.049750158505714334,5.810504983276097e-05,0.001767727537034063,0.0076225372075025034,2.6578950413447734e-06,0.00032230779696283354,0.0016302621202068986,3.4635657432431076e-07,0.00015967454846247338,0.0005884594079338339
DWT,N,New_N_064.wav,0.645641624217788,0.32273067661589455,0.9524745212815362,0.018121849207807038,0.042512098489965275,0.13502367525390352,0.002604978971556071,0.014826924656455654,0.05107120843831512,3.752489819627352e-05,0.0013441542524788902,0.006125806238645448,2.317379043802624e-06,0.00029440251018769746,0.0015222905932739644,2.204910959127755e-07,0.00013538063429690178,0.0004695579673954495
DWT,N,New_N_065.wav,0.6627673149050417,0.32346898347827646,0.9696046150135559,0.021475533913220324,0.04662626029654219,0.14724758456750886,0.002417333443133171,0.014087385320915937,0.04919418995142677,5.195437843597435e-05,0.001656922063554198,0.007207916687229129,2.0763069050029615e-06,0.00030087165786573154,0.0014409378822059075,3.06233697471725e-07,0.00014545420333042866,0.0005533837877690266
DWT,N,New_N_066.wav,0.6330402845382588,0.32076690487371684,0.9398427989641628,0.019156014644201438,0.04429125732948399,0.1390409178743534,0.002638654709157604,0.015135933566620765,0.05140137486537963,5.138601869840179e-05,0.0016203057403097417,0.007168466371894767,1.8043427244995616e-06,0.0002799503504630899,0.001343246143211054,2.215606241770362e-07,0.0001397563030088412,0.0004706547661994556
DWT,N,New_N_067.wav,0.6682407763028816,0.32789009488582477,0.9750899386094295,0.02492592210534563,0.0501674730737253,0.15853025922344668,0.002350493421133465,0.014439474945824779,0.048510385322362994,3.6985979594508354e-05,0.0015045767803102531,0.006081651265908623,1.097685782271841e-06,0.00023433755109548168,0.0010477048147498529,1.7099092514515902e-07,0.0001237163124320737,0.0004134652608777889
DWT,N,New_N_068.wav,0.6534730146238584,0.3222074661974369,0.9603072780891472,0.018998130180287415,0.04349177875741491,0.13824190055659796,0.0021587037488174816,0.01359815272308557,0.04648682293130279,3.188797493244407e-05,0.001425186779871797,0.005646658927180583,6.734055927929388e-07,0.00022588111104589336,0.0008206115750083051,1.9438827296003197e-07,0.0001377905491861632,0.00044085899346736504
DWT,N,New_N_069.wav,0.5548820528092091,0.32708932592565426,0.8611846736671156,0.01981575940624747,0.048053472001098725,0.14127991897192663,0.0034143910575855745,0.020480495380928568,0.05848269416119545,0.00011418821972482903,0.0025009786667282443,0.010686083188490847,2.1049567928573944e-06,0.00039727760624820195,0.0014507238802650001,3.4333908998591256e-07,0.00019264561328678518,0.0005859426885248193
DWT,N,New_N_070.wav,0.5482235378513959,0.32139726632773225,0.8545007446234894,0.022660523751267436,0.051417740732136,0.15105079730581625,0.0038148099309895296,0.021371867918017106,0.06182295481603803,0.0001142316393959084,0.0025027210736365308,0.010688051680499647,3.170148627212305e-06,0.0004524543199896725,0.001780279645569185,4.62499565571822e-07,0.00021473180319151505,0.0006800675097979156
DWT,N,New_N_071.wav,0.5551955424373097,0.3261474245426618,0.8615527088161234,0.01603340420014387,0.04237185620594014,0.1270735346056108,0.002778962036657733,0.0174806036979381,0.052752340790201434,0.00012857944231120237,0.002587220163866491,0.011339449448197743,2.03201120482023e-06,0.0004011045144647749,0.0014254137965870144,3.1546259547210915e-07,0.00019125227915085908,0.0005616603086726831
DWT,N,New_N_072.wav,0.5557308027374388,0.3247372055543603,0.8620908222635623,0.016724644497385456,0.045332469257274334,0.12964174523035155,0.0033792327475318843,0.020569162664444373,0.05818026963454416,0.0001281808158599151,0.0027495179133435288,0.011322044447455448,2.5346978421648835e-06,0.0004642929742845295,0.0015920084887094351,3.7401935312772526e-07,0.00020229927596102123,0.0006115580571261265
