metodo,clase,archivo,cnn_001,cnn_002,cnn_003,cnn_004,cnn_005,cnn_006,cnn_007,cnn_008,cnn_009,cnn_010,cnn_011,cnn_012,cnn_013,cnn_014,cnn_015,cnn_016,cnn_017,cnn_018,cnn_019,cnn_020,cnn_021,cnn_022,cnn_023,cnn_024,cnn_025,cnn_026,cnn_027,cnn_028,cnn_029,cnn_030,cnn_031,cnn_032,cnn_033,cnn_034,cnn_035,cnn_036,cnn_037,cnn_038,cnn_039,cnn_040,cnn_041,cnn_042,cnn_043,cnn_044,cnn_045,cnn_046,cnn_047,cnn_048,cnn_049,cnn_050,cnn_051,cnn_052,cnn_053,cnn_054,cnn_055,cnn_056,cnn_057,cnn_058,cnn_059,cnn_060,cnn_061,cnn_062,cnn_063,cnn_064
CNN,N,New_N_011.wav,0.2571908235549927,0.9122403860092163,0.640030562877655,1.2686227560043335,0.5620713829994202,1.2972676753997803,1.0665323734283447,0.36980754137039185,0.6566228270530701,0.4123796224594116,0.46800339221954346,0.0,1.2054555416107178,0.9356404542922974,1.112563967704773,0.314544677734375,0.9837653636932373,1.142748236656189,1.061780571937561,0.0,0.5393674373626709,0.450307697057724,0.3637771010398865,0.549728512763977,0.5351451635360718,1.024606704711914,1.0939865112304688,1.400137186050415,0.7830595970153809,0.0,1.4447041749954224,0.6028450131416321,1.3894860744476318,0.6827833652496338,0.9483705163002014,1.2243300676345825,0.9219715595245361,0.0,0.7476474642753601,0.0,1.2027438879013062,0.5441378355026245,0.1807587891817093,0.3942350745201111,0.9166145324707031,1.4683352708816528,1.1225043535232544,0.604560136795044,0.11562611907720566,0.772543728351593,0.5727254748344421,0.330354779958725,0.3511432111263275,0.7664092779159546,0.7151787877082825,0.35335296392440796,1.1946420669555664,0.4865589737892151,0.7142450213432312,0.8680392503738403,0.654047429561615,0.4895818829536438,0.9979053735733032,0.5074149370193481
CNN,N,New_N_012.wav,0.23889847099781036,0.8197227716445923,0.6082301139831543,1.2782424688339233,0.5581119656562805,1.2075024843215942,1.032931923866272,0.3556167781352997,0.6384515166282654,0.39836928248405457,0.4404139220714569,0.0,1.1865047216415405,0.8034306168556213,1.0981502532958984,0.29338687658309937,0.970252513885498,1.1123050451278687,1.0521034002304077,0.0,0.525333046913147,0.38549917936325073,0.3475257158279419,0.4939448833465576,0.5352602005004883,0.9890086650848389,0.9358586668968201,1.3823590278625488,0.6714443564414978,0.0,1.4180240631103516,0.5299230813980103,1.2502351999282837,0.6023776531219482,0.8505046963691711,1.0661530494689941,0.8915652632713318,0.0,0.7089977264404297,0.0,1.0677907466888428,0.5076767206192017,0.17903652787208557,0.3704925775527954,0.7684698104858398,1.3380080461502075,1.1011613607406616,0.5921719074249268,0.13317053020000458,0.724821150302887,0.5546672344207764,0.3341706097126007,0.3246007263660431,0.7417815923690796,0.6833879947662354,0.3500681519508362,1.1269617080688477,0.4715736210346222,0.6829892992973328,0.8202433586120605,0.5528013706207275,0.46387410163879395,1.012302279472351,0.4760172665119171
CNN,N,New_N_013.wav,0.23422054946422577,0.8068341612815857,0.616157054901123,1.3082921504974365,0.5670968294143677,1.1927754878997803,1.0434218645095825,0.3603704571723938,0.6521037220954895,0.4004746079444885,0.44352778792381287,0.0,1.2016173601150513,0.7927761673927307,1.115669846534729,0.29049548506736755,0.9813070297241211,1.1242197751998901,1.066784381866455,0.0,0.5321062803268433,0.38406887650489807,0.3443360924720764,0.5004692077636719,0.5433455109596252,1.001562476158142,0.917622983455658,1.3975149393081665,0.6547415256500244,0.0,1.440772533416748,0.5240972638130188,1.2303335666656494,0.5997598171234131,0.8376178741455078,1.0483964681625366,0.9063848257064819,0.0,0.7140502333641052,0.0,1.0523183345794678,0.5184903740882874,0.18115286529064178,0.3793783485889435,0.7523898482322693,1.3147046566009521,1.1120141744613647,0.5976072549819946,0.12299048900604248,0.7391840815544128,0.5623341202735901,0.33147481083869934,0.3271089196205139,0.761044442653656,0.6881994009017944,0.348920077085495,1.1144856214523315,0.47570130228996277,0.674597442150116,0.8302537798881531,0.544722318649292,0.46448302268981934,1.04606032371521,0.4714275896549225
CNN,N,New_N_014.wav,0.26118120551109314,0.8966573476791382,0.6296120882034302,1.238560438156128,0.5569165349006653,1.2933146953582764,1.0897960662841797,0.36555805802345276,0.693131148815155,0.41544264554977417,0.444417268037796,0.0,1.1977388858795166,0.9212896227836609,1.0812028646469116,0.31045037508010864,0.9628591537475586,1.1268614530563354,1.03958261013031,0.0,0.54559326171875,0.46486175060272217,0.346103310585022,0.5077197551727295,0.5213872194290161,1.0485460758209229,1.0880250930786133,1.386191725730896,0.7889091968536377,0.0,1.4343937635421753,0.5878673791885376,1.3789013624191284,0.6605943441390991,0.9428141713142395,1.2123994827270508,0.8952274918556213,0.0,0.7541137933731079,0.0,1.1906211376190186,0.5458852052688599,0.17619581520557404,0.4048302173614502,0.9141893982887268,1.4765782356262207,1.1173139810562134,0.625017523765564,0.11991593986749649,0.7922030091285706,0.5893175005912781,0.3323959708213806,0.3554328680038452,0.7950999140739441,0.699984610080719,0.349456250667572,1.2072983980178833,0.48656153678894043,0.7043153047561646,0.8889689445495605,0.6268459558486938,0.47771576046943665,0.9826008081436157,0.49341273307800293
CNN,N,New_N_015.wav,0.23798216879367828,0.8174229860305786,0.6017780900001526,1.2906967401504517,0.561388373374939,1.1944094896316528,1.0633211135864258,0.35531383752822876,0.6558659672737122,0.394822895526886,0.4275137186050415,0.0,1.1869555711746216,0.8071774244308472,1.0793169736862183,0.2954125702381134,0.9704779386520386,1.1014162302017212,1.03752601146698,0.0,0.5149666666984558,0.3719773590564728,0.35134777426719666,0.49288344383239746,0.5316614508628845,1.0252201557159424,0.9352737069129944,1.3831782341003418,0.6599766612052917,0.0,1.4173414707183838,0.5324424505233765,1.243574857711792,0.6181495189666748,0.8464677333831787,1.0654963254928589,0.8856450319290161,0.0,0.7354263663291931,0.0,1.0665861368179321,0.5026430487632751,0.18405108153820038,0.3910589814186096,0.7677432894706726,1.3219956159591675,1.0946353673934937,0.6138541102409363,0.12124548107385635,0.7625142931938171,0.5874791145324707,0.33354002237319946,0.322157621383667,0.7464020252227783,0.678367018699646,0.34986618161201477,1.110793948173523,0.46180427074432373,0.6800245642662048,0.8507574200630188,0.5717921853065491,0.45679807662963867,1.0199804306030273,0.4805026948451996
CNN,N,New_N_016.wav,0.23647865653038025,0.8054203391075134,0.6124262809753418,1.2856525182724,0.5615244507789612,1.1942858695983887,1.0226032733917236,0.35792022943496704,0.6352363228797913,0.3955211043357849,0.4387730658054352,0.0,1.1911565065383911,0.7928336262702942,1.1046699285507202,0.28057828545570374,0.9648858308792114,1.115818738937378,1.0587503910064697,0.0,0.528129518032074,0.37736737728118896,0.3415922522544861,0.5001741647720337,0.541445255279541,0.9770216345787048,0.9198482632637024,1.389121651649475,0.6562380194664001,0.0,1.4234341382980347,0.5236614942550659,1.2334957122802734,0.6036715507507324,0.8398798108100891,1.0494111776351929,0.9018974304199219,0.0,0.6952766180038452,0.0,1.0534710884094238,0.5050036311149597,0.17582185566425323,0.363516241312027,0.752475380897522,1.3212887048721313,1.1036934852600098,0.5855849385261536,0.12387249618768692,0.70928555727005,0.5494166016578674,0.33499082922935486,0.31140217185020447,0.7387593388557434,0.6894840002059937,0.35078415274620056,1.1132760047912598,0.472089022397995,0.6800047159194946,0.8010027408599854,0.5473910570144653,0.4648526608943939,1.0244091749191284,0.47325918078422546
CNN,N,New_N_017.wav,0.22689983248710632,0.7928807139396667,0.6169509291648865,1.2864912748336792,0.5658848881721497,1.1857943534851074,1.0319068431854248,0.357602059841156,0.6695020198822021,0.41955801844596863,0.4262808561325073,0.0,1.1894465684890747,0.7880266904830933,1.099792718887329,0.3251347243785858,0.9859591722488403,1.1347100734710693,1.0536572933197021,0.0,0.5349241495132446,0.38800397515296936,0.355905681848526,0.4941524267196655,0.5261680483818054,0.9896802306175232,0.9230251312255859,1.385624885559082,0.651963472366333,0.0,1.4197560548782349,0.5168399810791016,1.2344590425491333,0.5962666273117065,0.8353633284568787,1.0457966327667236,0.9099683165550232,0.0,0.7152224779129028,0.0,1.047987461090088,0.5400159358978271,0.18188947439193726,0.3767964541912079,0.7520294189453125,1.3308236598968506,1.1068998575210571,0.5845944285392761,0.10149019211530685,0.7370391488075256,0.5500811338424683,0.33372846245765686,0.34903863072395325,0.777472972869873,0.6970375180244446,0.34872663021087646,1.1094064712524414,0.4766228497028351,0.6752479672431946,0.8324880599975586,0.5299882292747498,0.4573424458503723,1.0199689865112305,0.46176695823669434
CNN,N,New_N_018.wav,0.2395276427268982,0.8393862843513489,0.6026760339736938,1.3054438829421997,0.5643916726112366,1.2112104892730713,1.044382929801941,0.3547855615615845,0.6338780522346497,0.40059223771095276,0.44018107652664185,0.0,1.191064715385437,0.837225615978241,1.0941674709320068,0.3070729374885559,0.9845730662345886,1.1032085418701172,1.0457009077072144,0.0,0.5124692320823669,0.3819409906864166,0.3646746873855591,0.5109930634498596,0.5347458124160767,1.0012648105621338,0.9686490297317505,1.3870418071746826,0.682079017162323,0.0,1.4226160049438477,0.5481078624725342,1.2729766368865967,0.6351534724235535,0.8640568852424622,1.0995229482650757,0.8877465724945068,0.0,0.7148455381393433,0.0,1.0963479280471802,0.5124586820602417,0.18583503365516663,0.3764441907405853,0.7979701161384583,1.3443028926849365,1.0934332609176636,0.597695529460907,0.12072964012622833,0.7354097962379456,0.5604914426803589,0.33380940556526184,0.3287603557109833,0.7324478030204773,0.6750176548957825,0.3491283357143402,1.1209617853164673,0.46399369835853577,0.6845614314079285,0.8254581689834595,0.5954383611679077,0.46683910489082336,1.023983359336853,0.4864345192909241
CNN,N,New_N_019.wav,0.24217288196086884,0.8631718158721924,0.6498925089836121,1.3540037870407104,0.5715135335922241,1.2402540445327759,1.008177399635315,0.37210509181022644,0.6564192771911621,0.43053174018859863,0.4600382149219513,0.0,1.2227189540863037,0.8626251816749573,1.1761165857315063,0.31482994556427,1.0310646295547485,1.1926753520965576,1.1165523529052734,0.0,0.5610390901565552,0.4043551981449127,0.3686918616294861,0.5294380784034729,0.5634481906890869,0.9604696035385132,1.004880428314209,1.417203426361084,0.7104908227920532,0.0,1.4700199365615845,0.5695867538452148,1.3117707967758179,0.646760880947113,0.8922445774078369,1.1346675157546997,0.9535802006721497,0.0,0.6907175779342651,0.0,1.127985954284668,0.5478670597076416,0.18853433430194855,0.36410677433013916,0.8365616202354431,1.3862718343734741,1.1690067052841187,0.5727303624153137,0.10926181823015213,0.7150017619132996,0.546294629573822,0.3336701989173889,0.3285866379737854,0.7862586975097656,0.7357038855552673,0.3490096628665924,1.1471307277679443,0.4985874593257904,0.699151873588562,0.8140521049499512,0.6048208475112915,0.4853835701942444,1.0712357759475708,0.4931614100933075
CNN,N,New_N_020.wav,0.23435689508914948,0.8113245964050293,0.607613205909729,1.310489535331726,0.5614826083183289,1.18938148021698,1.005656361579895,0.3598918616771698,0.6146983504295349,0.4023241698741913,0.439893513917923,0.0,1.2002760171890259,0.7975395321846008,1.1347600221633911,0.28448954224586487,0.9828834533691406,1.1376618146896362,1.0866947174072266,0.0,0.5213816165924072,0.3653564453125,0.344523161649704,0.5003728270530701,0.5568804740905762,0.9591284394264221,0.9218398928642273,1.3956758975982666,0.6534440517425537,0.0,1.440042495727539,0.5251445770263672,1.2318882942199707,0.6066232919692993,0.8389649391174316,1.0536155700683594,0.9145015478134155,0.0,0.6827901601791382,0.0,1.0562316179275513,0.5043133497238159,0.17843882739543915,0.3575176000595093,0.754203736782074,1.311238408088684,1.1247906684875488,0.5716195702552795,0.11979839205741882,0.6943899989128113,0.5378804206848145,0.33259132504463196,0.3060762584209442,0.7257552146911621,0.693468451499939,0.3471755385398865,1.1046006679534912,0.4696832597255707,0.6760720610618591,0.786306619644165,0.5552613735198975,0.45669323205947876,1.0417143106460571,0.47683051228523254
CNN,N,New_N_021.wav,0.2553660571575165,0.9375169277191162,0.6430862545967102,1.251473069190979,0.553488552570343,1.3106956481933594,1.0826225280761719,0.36722663044929504,0.678111732006073,0.41410911083221436,0.45524394512176514,0.0,1.2034485340118408,0.9629806280136108,1.1227471828460693,0.30710673332214355,0.9712057709693909,1.1439541578292847,1.069968819618225,0.0,0.5567582249641418,0.4492347538471222,0.3469884991645813,0.523521363735199,0.5375099182128906,1.0349599123001099,1.1250232458114624,1.3904223442077637,0.802861213684082,0.0,1.4476416110992432,0.6173628568649292,1.4109020233154297,0.7030394673347473,0.964760959148407,1.2562531232833862,0.9142459034919739,0.0,0.7539530992507935,0.0,1.2306530475616455,0.5363735556602478,0.17314952611923218,0.4002300798892975,0.9491877555847168,1.4822040796279907,1.1406214237213135,0.6119324564933777,0.1085936650633812,0.7894837260246277,0.585174560546875,0.33060112595558167,0.347904771566391,0.78969806432724,0.7179431319236755,0.347813218832016,1.1995817422866821,0.4964333176612854,0.7147430181503296,0.8859187364578247,0.6871986985206604,0.4850437641143799,0.9845960140228271,0.5182978510856628
CNN,N,New_N_022.wav,0.23740386962890625,0.8498533368110657,0.6339897513389587,1.311908483505249,0.5642211437225342,1.2272449731826782,1.0398036241531372,0.36726072430610657,0.6597059965133667,0.4209810495376587,0.4578370153903961,0.0,1.198061466217041,0.8526602387428284,1.1118476390838623,0.33392512798309326,1.003993034362793,1.1532607078552246,1.068125605583191,0.0,0.5422937870025635,0.4018273949623108,0.37881115078926086,0.5435490012168884,0.5382211208343506,0.9952619075775146,0.9926791191101074,1.3936138153076172,0.710093080997467,0.0,1.4322965145111084,0.5578897595405579,1.2999351024627686,0.6383029222488403,0.8758694529533386,1.122358798980713,0.9169979691505432,0.0,0.7133793234825134,0.0,1.1148731708526611,0.5493919849395752,0.19463953375816345,0.3749537467956543,0.8211169242858887,1.375227928161621,1.1336268186569214,0.5986138582229614,0.10335453599691391,0.7347680330276489,0.5586847066879272,0.3338179290294647,0.3540976941585541,0.7779582142829895,0.7203205823898315,0.3494309186935425,1.1364668607711792,0.4864371418952942,0.6909031867980957,0.8375304937362671,0.6015580892562866,0.4870360791683197,1.0230039358139038,0.4852924942970276
CNN,N,New_N_023.wav,0.2545934319496155,0.9128162264823914,0.6420040130615234,1.2418016195297241,0.5514679551124573,1.3054289817810059,1.0838978290557861,0.3653535544872284,0.6908578276634216,0.4181920886039734,0.4487777352333069,0.0,1.189310908317566,0.9380990862846375,1.088219165802002,0.3139296770095825,0.9730292558670044,1.1279748678207397,1.0408823490142822,0.0,0.553706169128418,0.4650116562843323,0.3497322201728821,0.5313431620597839,0.5194321274757385,1.0449892282485962,1.103172779083252,1.376185655593872,0.7945027947425842,0.0,1.425995111465454,0.5983369946479797,1.3930028676986694,0.6766343712806702,0.9546504020690918,1.2313505411148071,0.8961407542228699,0.0,0.7549829483032227,0.0,1.2068159580230713,0.5421653985977173,0.1771497130393982,0.4031037986278534,0.928830087184906,1.4836030006408691,1.1139273643493652,0.6215561032295227,0.11170157790184021,0.7901524305343628,0.5930283665657043,0.3277656137943268,0.3510950803756714,0.7968229055404663,0.7078072428703308,0.34844088554382324,1.2064692974090576,0.49267086386680603,0.7076337933540344,0.8816658854484558,0.6506210565567017,0.4803234338760376,0.984489917755127,0.5021529197692871
