base,clase,archivo,ruta_relativa,frecuencia_hz,muestras,snr_objetivo_db,snr_real_db,error_snr_db,factor_antirecorte,escalado_antirecorte,muestras_saturadas,semilla_ruido,potencia_senal,potencia_ruido_objetivo
original,AS,New_AS_011.wav,AS_New_3주기/New_AS_011.wav,8000,20738,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_011.wav,AS_New_3주기/New_AS_011.wav,8000,20738,8.0,7.9999991428273285,-8.571726715089767e-07,0.837417482617683,True,0,4.0430230390355594e+18,0.053904532945269125,0.008543292730775283
SNR_5db,AS,New_AS_011.wav,AS_New_3주기/New_AS_011.wav,8000,20738,5.0,5.000010913910373,1.0913910372778446e-05,0.7502704377738373,True,0,1.238635705147508e+19,0.053904532945269125,0.017046110031463495
SNR_0db,AS,New_AS_011.wav,AS_New_3주기/New_AS_011.wav,8000,20738,0.0,-3.4265392750550084e-06,-3.4265392750550084e-06,0.6078932898879134,True,0,1.151746252884326e+19,0.053904532945269125,0.053904532945269125
SNR_-5db,AS,New_AS_011.wav,AS_New_3주기/New_AS_011.wav,8000,20738,-5.0,-4.999997722753343,2.277246657023113e-06,0.40385212859166464,True,0,1.8209348499839705e+19,0.053904532945269125,0.17046110031463496
SNR_-8db,AS,New_AS_011.wav,AS_New_3주기/New_AS_011.wav,8000,20738,-8.0,-8.000001063052393,-1.0630523927801505e-06,0.37428681529754326,True,0,6.369764154716922e+18,0.053904532945269125,0.340114609625921
original,AS,New_AS_012.wav,AS_New_3주기/New_AS_012.wav,8000,20846,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_012.wav,AS_New_3주기/New_AS_012.wav,8000,20846,8.0,7.9999969468077525,-3.053192247470804e-06,0.7823372035646903,True,0,1.5499202180343103e+19,0.05286274225498677,0.008378180033475497
SNR_5db,AS,New_AS_012.wav,AS_New_3주기/New_AS_012.wav,8000,20846,5.0,5.000004031416986,4.031416986016723e-06,0.68554545227415,True,0,4.0474501325013734e+18,0.05286274225498677,0.016716666888818368
SNR_0db,AS,New_AS_012.wav,AS_New_3주기/New_AS_012.wav,8000,20846,0.0,-1.7314587809131787e-07,-1.7314587809131787e-07,0.6586850682836882,True,0,8.275384370167707e+18,0.05286274225498677,0.05286274225498677
SNR_-5db,AS,New_AS_012.wav,AS_New_3주기/New_AS_012.wav,8000,20846,-5.0,-4.999996640055296,3.3599447037957475e-06,0.41971551213319236,True,0,1.7506550783408056e+19,0.05286274225498677,0.16716666888818368
SNR_-8db,AS,New_AS_012.wav,AS_New_3주기/New_AS_012.wav,8000,20846,-8.0,-8.000002029262282,-2.029262281766364e-06,0.37337928807528015,True,0,2.7535554045864504e+18,0.05286274225498677,0.33354135475147356
original,AS,New_AS_013.wav,AS_New_3주기/New_AS_013.wav,8000,21047,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_013.wav,AS_New_3주기/New_AS_013.wav,8000,21047,8.0,7.99999538605281,-4.613947189646694e-06,0.8411756332879656,True,0,5.635957044359761e+18,0.05121792450078349,0.008117493987327902
SNR_5db,AS,New_AS_013.wav,AS_New_3주기/New_AS_013.wav,8000,21047,5.0,5.000000550272624,5.502726239114963e-07,0.7615947676201535,True,0,1.6411371501043974e+19,0.05121792450078349,0.01619652984490183
SNR_0db,AS,New_AS_013.wav,AS_New_3주기/New_AS_013.wav,8000,21047,0.0,2.603454649554262e-06,2.603454649554262e-06,0.5956613924319428,True,0,1.2135679662770153e+19,0.05121792450078349,0.05121792450078349
SNR_-5db,AS,New_AS_013.wav,AS_New_3주기/New_AS_013.wav,8000,21047,-5.0,-5.0000020970065915,-2.0970065914838187e-06,0.483062991650806,True,0,1.1423122163114252e+19,0.05121792450078349,0.1619652984490183
SNR_-8db,AS,New_AS_013.wav,AS_New_3주기/New_AS_013.wav,8000,21047,-8.0,-7.999999383644317,6.16355682936387e-07,0.4095407291224458,True,0,9.690113013837402e+18,0.05121792450078349,0.3231632563280138
original,AS,New_AS_014.wav,AS_New_3주기/New_AS_014.wav,8000,20854,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_014.wav,AS_New_3주기/New_AS_014.wav,8000,20854,8.0,7.999998447538311,-1.5524616889805998e-06,0.8471555096083622,True,0,1.3300786846512812e+19,0.0520115563064675,0.008243276151942822
SNR_5db,AS,New_AS_014.wav,AS_New_3주기/New_AS_014.wav,8000,20854,5.0,5.000006181674182,6.181674182315078e-06,0.8081331753153129,True,0,5.924587827762655e+18,0.0520115563064675,0.016447498257853195
SNR_0db,AS,New_AS_014.wav,AS_New_3주기/New_AS_014.wav,8000,20854,0.0,-1.059830150323491e-06,-1.059830150323491e-06,0.649646028012768,True,0,1.3922094747501896e+19,0.0520115563064675,0.0520115563064675
SNR_-5db,AS,New_AS_014.wav,AS_New_3주기/New_AS_014.wav,8000,20854,-5.0,-4.999998148938571,1.8510614285816018e-06,0.4939619287312823,True,0,2.177901980572592e+17,0.0520115563064675,0.16447498257853194
SNR_-8db,AS,New_AS_014.wav,AS_New_3주기/New_AS_014.wav,8000,20854,-8.0,-8.000001546156478,-1.546156477516547e-06,0.3889155528509745,True,0,1.2482403790226006e+19,0.0520115563064675,0.32817073449410783
original,AS,New_AS_015.wav,AS_New_3주기/New_AS_015.wav,8000,20938,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_015.wav,AS_New_3주기/New_AS_015.wav,8000,20938,8.0,7.999995877642756,-4.122357244007446e-06,0.8006601954459375,True,0,3.059698300100969e+18,0.051589988439690544,0.008176462147721308
SNR_5db,AS,New_AS_015.wav,AS_New_3주기/New_AS_015.wav,8000,20938,5.0,5.000007052651689,7.05265168932101e-06,0.7118352464192681,True,0,9.226761575376112e+18,0.051589988439690544,0.016314186793117833
SNR_0db,AS,New_AS_015.wav,AS_New_3주기/New_AS_015.wav,8000,20938,0.0,1.6988070749435881e-06,1.6988070749435881e-06,0.635506350842148,True,0,1.699768025779128e+19,0.051589988439690544,0.051589988439690544
SNR_-5db,AS,New_AS_015.wav,AS_New_3주기/New_AS_015.wav,8000,20938,-5.0,-5.00000170447929,-1.7044792901543815e-06,0.5004189427059966,True,0,9.589851646816391e+18,0.051589988439690544,0.16314186793117835
SNR_-8db,AS,New_AS_015.wav,AS_New_3주기/New_AS_015.wav,8000,20938,-8.0,-8.00000532067028,-5.320670279473916e-06,0.32330644696714667,True,0,3.4474298007355315e+17,0.051589988439690544,0.32551082107671014
original,AS,New_AS_016.wav,AS_New_3주기/New_AS_016.wav,8000,19398,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_016.wav,AS_New_3주기/New_AS_016.wav,8000,19398,8.0,7.999996751424526,-3.248575474401605e-06,0.8009479730394574,True,0,1.0282585901293296e+19,0.057608550541528844,0.009130339958082104
SNR_5db,AS,New_AS_016.wav,AS_New_3주기/New_AS_016.wav,8000,19398,5.0,4.999991518102854,-8.481897146417339e-06,0.7591776649535306,True,0,1.4458556505439955e+19,0.057608550541528844,0.018217423241215766
SNR_0db,AS,New_AS_016.wav,AS_New_3주기/New_AS_016.wav,8000,19398,0.0,-3.5822777569124396e-08,-3.5822777569124396e-08,0.5901657653682514,True,0,5.645030201641673e+18,0.057608550541528844,0.057608550541528844
SNR_-5db,AS,New_AS_016.wav,AS_New_3주기/New_AS_016.wav,8000,19398,-5.0,-5.000002710340614,-2.7103406141648634e-06,0.43733026866944913,True,0,1.483641051496389e+19,0.057608550541528844,0.18217423241215766
SNR_-8db,AS,New_AS_016.wav,AS_New_3주기/New_AS_016.wav,8000,19398,-8.0,-7.99999656595468,3.4340453201053833e-06,0.3634806203392201,True,0,7.730319278846687e+18,0.057608550541528844,0.3634853806903604
original,AS,New_AS_017.wav,AS_New_3주기/New_AS_017.wav,8000,20687,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_017.wav,AS_New_3주기/New_AS_017.wav,8000,20687,8.0,7.999993095918448,-6.904081551795116e-06,0.7889699116187096,True,0,7.246736290825714e+18,0.05472224783497193,0.00867289180698169
SNR_5db,AS,New_AS_017.wav,AS_New_3주기/New_AS_017.wav,8000,20687,5.0,5.000005660971857,5.660971856613628e-06,0.7976893130244221,True,0,1.0989598875883729e+19,0.05472224783497193,0.01730469418427292
SNR_0db,AS,New_AS_017.wav,AS_New_3주기/New_AS_017.wav,8000,20687,0.0,4.632533125340658e-06,4.632533125340658e-06,0.6056572636357183,True,0,1.5653332355329751e+19,0.05472224783497193,0.05472224783497193
SNR_-5db,AS,New_AS_017.wav,AS_New_3주기/New_AS_017.wav,8000,20687,-5.0,-5.000001684692062,-1.6846920622981543e-06,0.4278561057942106,True,0,1.3727138853966053e+19,0.05472224783497193,0.17304694184272917
SNR_-8db,AS,New_AS_017.wav,AS_New_3주기/New_AS_017.wav,8000,20687,-8.0,-7.999999569155179,4.308448211531868e-07,0.35432346269969883,True,0,1.3402340183256852e+19,0.05472224783497193,0.3452740417794089
original,AS,New_AS_018.wav,AS_New_3주기/New_AS_018.wav,8000,20827,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_018.wav,AS_New_3주기/New_AS_018.wav,8000,20827,8.0,8.000005450189756,5.45018975550704e-06,0.8111792007595341,True,0,4.4105962374747064e+18,0.053117877443099655,0.008418616235755237
SNR_5db,AS,New_AS_018.wav,AS_New_3주기/New_AS_018.wav,8000,20827,5.0,5.000002757758236,2.75775823599389e-06,0.7656108941969156,True,0,1.7561168068917489e+18,0.053117877443099655,0.016797347719387592
SNR_0db,AS,New_AS_018.wav,AS_New_3주기/New_AS_018.wav,8000,20827,0.0,-2.434595904196208e-06,-2.434595904196208e-06,0.5742894694310515,True,0,7.52901052970276e+18,0.053117877443099655,0.053117877443099655
SNR_-5db,AS,New_AS_018.wav,AS_New_3주기/New_AS_018.wav,8000,20827,-5.0,-4.999997276565307,2.7234346928750597e-06,0.45456426167639236,True,0,9.274196884122978e+18,0.053117877443099655,0.1679734771938759
SNR_-8db,AS,New_AS_018.wav,AS_New_3주기/New_AS_018.wav,8000,20827,-8.0,-8.000002339506837,-2.3395068371456773e-06,0.36943732709831983,True,0,1.7601010975522583e+19,0.053117877443099655,0.33515114895922515
original,AS,New_AS_019.wav,AS_New_3주기/New_AS_019.wav,8000,20933,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_019.wav,AS_New_3주기/New_AS_019.wav,8000,20933,8.0,8.000001222785077,1.222785076748778e-06,0.8141811226060539,True,0,4.3461754572056556e+18,0.053240886708143226,0.008438111890432956
SNR_5db,AS,New_AS_019.wav,AS_New_3주기/New_AS_019.wav,8000,20933,5.0,5.000012888858393,1.2888858393012015e-05,0.7263819249582923,True,0,5.676639434836499e+18,0.053240886708143226,0.016836246664471692
SNR_0db,AS,New_AS_019.wav,AS_New_3주기/New_AS_019.wav,8000,20933,0.0,4.145413007801742e-06,4.145413007801742e-06,0.7114295153491507,True,0,5.494126858064438e+18,0.053240886708143226,0.053240886708143226
SNR_-5db,AS,New_AS_019.wav,AS_New_3주기/New_AS_019.wav,8000,20933,-5.0,-4.999997566429101,2.433570898574544e-06,0.43750861476230085,True,0,1.0255582337003244e+19,0.053240886708143226,0.16836246664471693
SNR_-8db,AS,New_AS_019.wav,AS_New_3주기/New_AS_019.wav,8000,20933,-8.0,-8.000003622298628,-3.62229862815866e-06,0.3736342433258507,True,0,6.888002149721436e+18,0.053240886708143226,0.33592728495140867
original,AS,New_AS_020.wav,AS_New_3주기/New_AS_020.wav,8000,20784,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_020.wav,AS_New_3주기/New_AS_020.wav,8000,20784,8.0,7.999990528847368,-9.471152631945756e-06,0.7941337276806012,True,0,1.0001825834620994e+19,0.052748703051745977,0.008360106037786495
SNR_5db,AS,New_AS_020.wav,AS_New_3주기/New_AS_020.wav,8000,20784,5.0,5.000002811625296,2.8116252961396526e-06,0.7487927291706549,True,0,2.8611776504992737e+18,0.052748703051745977,0.01668060452633919
SNR_0db,AS,New_AS_020.wav,AS_New_3주기/New_AS_020.wav,8000,20784,0.0,-5.594688782296681e-06,-5.594688782296681e-06,0.6141502370974135,True,0,1.7408687880913816e+19,0.052748703051745977,0.052748703051745977
SNR_-5db,AS,New_AS_020.wav,AS_New_3주기/New_AS_020.wav,8000,20784,-5.0,-5.000001484439705,-1.484439705379259e-06,0.5091661152823503,True,0,1.2967131697123492e+19,0.052748703051745977,0.1668060452633919
SNR_-8db,AS,New_AS_020.wav,AS_New_3주기/New_AS_020.wav,8000,20784,-8.0,-8.000000625227026,-6.252270257078862e-07,0.3789872530115112,True,0,9.023579881684326e+18,0.052748703051745977,0.33282181602303906
original,AS,New_AS_021.wav,AS_New_3주기/New_AS_021.wav,8000,21105,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_021.wav,AS_New_3주기/New_AS_021.wav,8000,21105,8.0,7.999999088656125,-9.113438750318892e-07,0.8271950597731766,True,0,8.845937370797076e+18,0.05295729892444438,0.008393166255648014
SNR_5db,AS,New_AS_021.wav,AS_New_3주기/New_AS_021.wav,8000,21105,5.0,4.999997507268138,-2.4927318618139793e-06,0.7300884064980284,True,0,1.7083511507982529e+19,0.05295729892444438,0.01674656833316294
SNR_0db,AS,New_AS_021.wav,AS_New_3주기/New_AS_021.wav,8000,21105,0.0,-2.8187621474622073e-06,-2.8187621474622073e-06,0.6433277313499489,True,0,1.1641677516294253e+19,0.05295729892444438,0.05295729892444438
SNR_-5db,AS,New_AS_021.wav,AS_New_3주기/New_AS_021.wav,8000,21105,-5.0,-5.000002287901999,-2.287901999409314e-06,0.4716879805852903,True,0,8.869499946433234e+18,0.05295729892444438,0.1674656833316294
SNR_-8db,AS,New_AS_021.wav,AS_New_3주기/New_AS_021.wav,8000,21105,-8.0,-7.999999064348917,9.356510828339992e-07,0.36354074149209525,True,0,1.4706748299284693e+19,0.05295729892444438,0.33413796700211224
original,AS,New_AS_022.wav,AS_New_3주기/New_AS_022.wav,8000,20837,,,,1.0,False,0,,,
SNR_8db,AS,New_AS_022.wav,AS_New_3주기/New_AS_022.wav,8000,20837,8.0,7.999991162512986,-8.837487014190515e-06,0.8210896894053415,True,0,1.1757730164702065e+19,0.053371255122630745,0.008458773891696279
SNR_5db,AS,New_AS_022.wav,AS_New_3주기/New_AS_022.wav,8000,20837,5.0,5.000000910399343,9.103993425796375e-07,0.8148612603623879,True,0,4.977597972932491e+18,0.053371255122630745,0.016877472776944236
SNR_0db,AS,New_AS_022.wav,AS_New_3주기/New_AS_022.wav,8000,20837,0.0,5.937632640885967e-07,5.937632640885967e-07,0.6089052814103071,True,0,1.7981257929489672e+19,0.053371255122630745,0.053371255122630745
SNR_-5db,AS,New_AS_022.wav,AS_New_3주기/New_AS_022.wav,8000,20837,-5.0,-4.999990260531776,9.739468223912695e-06,0.40492390008891677,True,0,5.533928270600786e+18,0.053371255122630745,0.16877472776944238
SNR_-8db,AS,New_AS_022.wav,AS_New_3주기/New_AS_022.wav,8000,20837,-8.0,-8.000001436453955,-1.4364539548950006e-06,0.37975488403658875,True,0,2.678972061332232e+18,0.053371255122630745,0.3367498540375001
original,AS,New_AS_023.wav,AS_New_3주기/New_AS_023.wav,8000,20997,,,,1.0,False,0,,,
