clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005,F_006,F_007,F_008,F_009,F_010,F_011,F_012,F_013,F_014,F_015,F_016,F_017,F_018,F_019,F_020,F_021,F_022,F_023,F_024,F_025,F_026,F_027,F_028
AS,New_AS_023.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_023.wav,resumen_h_media_std_q90_max,1.3008259329514145,0.07291819448183544,1.2669090698570686,1.3433389168508945,1.0710177218717012,0.3138137206082562,1.4848446657304752,1.7921684713407084,0.25000930808898136,1.8175823597089227,1.879293488253686,1.718429143413947,0.7993777269464357,2.040248308105755,2.3965595876194032,0.07124729464112813,2.078216496223046,2.4763317511022933,2.014329393416247,0.6369315673100697,2.6491797974090194,3.454191738450697,1.2695707241670398,3.655083921507323,3.5500731673431134,3.2663292179491705,2.2982142357243207,3.65244118850033
AS,New_AS_024.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_024.wav,resumen_h_media_std_q90_max,1.2810040125332278,0.1044492768390236,1.2942779202938894,1.364707138844455,1.0733512886048386,0.31018007096889544,1.4825790754960309,1.749481771753325,0.32506215661178417,1.8004460486849136,1.8910423294391232,1.6886885447620756,0.7580922636533531,2.0226696527897916,2.2571202039251075,0.15492873789977507,2.1009955537819027,2.3327311472484045,1.9880466248202144,0.7255343226302033,2.5753511441145562,3.3106745209102995,1.5761104988337409,3.570238082767152,3.4761442541474494,3.2386861711803023,2.2748259155207666,3.5464874998752216
AS,New_AS_025.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_025.wav,resumen_h_media_std_q90_max,0.5969943589525549,0.022348456685420376,0.6446476262057287,0.6804347678530838,0.49091632265732915,0.10201213550918714,0.7375849526164042,0.9439205495481965,0.08429044947804709,1.0561594442959314,1.0828172011421977,0.9112220611544666,0.338297398895924,1.1588239413676884,1.3910423794864886,0.03173954965277027,1.2809922211779754,1.4595203080182164,1.1319668437972497,0.17719711221879433,1.639607369547223,2.3727096955371287,0.7097303520929593,2.693025659643781,2.4461529903442005,2.2105660311892334,1.488171560205402,2.5071129193986983
AS,New_AS_026.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_026.wav,resumen_h_media_std_q90_max,0.6265910193807738,0.018788998184025928,0.6000889526704957,0.6900165341466308,0.47164238486481563,0.10449833161106133,0.7533820700256417,0.952685023329146,0.0716105534482993,0.9410429911685579,1.0725954743791188,0.8276592051893144,0.30523215581344026,1.1472518363481274,1.364078627159137,0.02359095464768787,1.227459321750338,1.4236135850079281,1.2520799162067568,0.23976978064090207,1.6316042287570995,2.303342462803256,0.6140280353430034,2.5193461625262015,2.464128251628339,2.0691669459719733,1.3215590192157936,2.5654475554722684
AS,New_AS_027.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_027.wav,resumen_h_media_std_q90_max,0.6284030507095377,0.02144782604407923,0.6040537719277241,0.6508044483448435,0.4944656148660691,0.09502241643194086,0.7471177353838585,0.9498123548602073,0.0934191346028429,0.9538959626044592,1.0073906586625225,0.9277888004832539,0.2729545519267656,1.1495456171943368,1.412750091312014,0.02526937733060018,1.2422418462797493,1.4865303225261313,1.1168816031805209,0.27078041740173775,1.5913501193189745,2.3646432473094294,0.6795183103944296,2.4867848157384165,2.396739100448516,2.229372579076457,1.2215398737338221,2.634444689795964
AS,New_AS_028.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_028.wav,resumen_h_media_std_q90_max,0.6353800704794299,0.021325906021946894,0.6107128099329989,0.6799922786818131,0.49206995375035606,0.10092271386457767,0.7426554105207526,0.9656440433152491,0.08343217136382712,1.0010465790367526,1.0654379650802859,0.9160343330599413,0.33097678598542873,1.1504867547507183,1.4593777929838627,0.022657513774143254,1.1762831545663182,1.4749546732076746,1.2359713414431572,0.19815471002304197,1.650422622295293,2.361039396580934,0.5302251830285468,2.634550091990402,2.420698518831194,2.2165972126586944,1.4441786517287454,2.644944979305464
AS,New_AS_029.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_029.wav,resumen_h_media_std_q90_max,0.6332284627603252,0.019676083941837574,0.6035910464354601,0.6802307753818762,0.4745913166592374,0.11112408410226943,0.7306674081060409,0.9660687172879164,0.09880823121478127,0.9774599615971606,1.089914853797853,0.8694598743853474,0.3401742097193616,1.1067336637430314,1.3852864763627917,0.021941051221962014,1.2233101908216473,1.4478698666761924,1.1837453353309981,0.23297201202558201,1.6383376755208126,2.375147236545798,0.8952861130527878,2.586056796792147,2.503171485930386,2.1314869093005666,1.440047248314007,2.3670461903522537
AS,New_AS_030.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_030.wav,resumen_h_media_std_q90_max,0.6324508403689462,0.020088205440970227,0.599882272443864,0.6877252029162992,0.4760149520480585,0.0955810825870737,0.7322752465505817,0.9618570595053109,0.0747371190082881,0.9588003824000728,1.0832634896896742,0.87802373296459,0.3184080489431395,1.1327984551453023,1.4209359147686689,0.025027428586585347,1.1466271508436727,1.5247322715492608,1.153315686261306,0.19857498884676753,1.609758849487764,2.3727914701019883,0.556925582616318,2.5146369817359364,2.3973747003396317,2.1142370776264716,1.4755821142566024,2.5317163296350578
AS,New_AS_031.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_031.wav,resumen_h_media_std_q90_max,0.6350682222205609,0.02341757405258703,0.6214860995791172,0.6719884014685202,0.472279599616537,0.11405349946875762,0.7385747463445583,0.9589622307720944,0.11339788276479851,0.9791923922461737,1.0447432165263733,0.8713046220421271,0.34053553814442944,1.1250419506121716,1.3498747436772973,0.02672726772864817,1.2902242526343994,1.502982845721375,1.0852089262742453,0.21523312343715864,1.5962295354106488,2.2695957715713106,0.9462691209660787,2.6530429495965966,2.3683196622877785,2.180235422721649,1.3885827647621443,2.4750009433739737
AS,New_AS_032.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_032.wav,resumen_h_media_std_q90_max,0.634937322536216,0.013568298455116808,0.6181087231788239,0.6871736031355582,0.47385648813619924,0.11079568576462354,0.731232007775705,0.9666799498644844,0.0443134975213847,0.9983478062984135,1.0723072060533139,0.8676804368435027,0.33353775077143216,1.1209572595991601,1.3503539082041958,0.02485042536349666,1.1678694084348265,1.3658431800375894,1.1875762258045004,0.17639277958430197,1.5611331620229503,2.344191569853414,0.29759480418541223,2.6419174615266297,2.556304948654967,2.1927492366686745,1.442454286134355,2.4850379889530667
AS,New_AS_033.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_033.wav,resumen_h_media_std_q90_max,0.6091046077115724,0.02843912156676099,0.6284486094153368,0.6600164586198962,0.4905540763236304,0.10172855710407835,0.7226888969009225,0.9378651034805738,0.11666152516883752,1.0574721155041609,1.0415420166556517,0.925778998512839,0.32003134469487815,1.1434801812846265,1.3967164400362468,0.02855626817711471,1.197255871636859,1.4487246217616105,1.186911437143001,0.2024532569929121,1.5431237871530685,2.3119865145376988,0.7589945681183679,2.7127511183936437,2.3374427207363424,2.176168581338096,1.4790632935244314,2.559666829038192
AS,New_AS_034.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_034.wav,resumen_h_media_std_q90_max,0.6154041256075803,0.023807099836054137,0.633298384754465,0.6748756293018984,0.4812669566802592,0.1163264914017339,0.7398694453235853,0.9337576493645147,0.10767232807955253,1.0511137501390995,1.0404085516482442,0.8870188510241523,0.33639730360569153,1.1303397074329604,1.4023363515301894,0.024343566417821982,1.253766137303465,1.3623879653366786,1.1893198819146142,0.2606151711036974,1.6321216510473475,2.2809821814003137,0.7756805977263815,2.7561091932198076,2.3679389624041147,2.189770264742954,1.4344226294352809,2.493006032785505
AS,New_AS_035.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_035.wav,resumen_h_media_std_q90_max,0.6497827751425634,0.031875002658370975,0.5770617888443405,0.6774510783501575,0.4725749961731077,0.09383096710658732,0.7503725060027931,0.9736055578402243,0.151785848373543,0.9064572537834846,1.061229614066688,0.8825298477856628,0.29081804863272215,1.1637784662398214,1.4972287056893705,0.03727550183173521,1.1006395211138493,1.5335542272042246,1.1229594030915846,0.19318568704191375,1.5340771758328653,2.2791448408133204,1.037745407239566,2.478278425868441,2.581329437157624,2.202073514235304,1.342646274837156,2.6359822967635824
AS,New_AS_036.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_036.wav,resumen_h_media_std_q90_max,0.6381313098456816,0.024160058671948967,0.6258198430323705,0.6811554989537756,0.4722170812199184,0.10277599387144748,0.7111717103883342,0.9752899694658138,0.10334323861202709,1.0018530442447582,1.0868417733885336,0.8941157312118904,0.3232554983503844,1.088638142667474,1.3856059075708727,0.027018362593018885,1.276447000433442,1.4610814782081387,1.1577991306713589,0.20225611542612232,1.523969997794357,2.260594055755511,0.7436788033994713,2.7773797998395686,2.521715095449884,2.336584342919122,1.546894526600729,2.4660028363602784
AS,New_AS_037.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_037.wav,resumen_h_media_std_q90_max,0.6310572786001732,0.026032419598306808,0.595186491127418,0.6662916799015158,0.47697230944495644,0.12052642659284613,0.747368111814614,0.9375134732814416,0.11504762445325735,0.9447182253033276,1.0662573560500417,0.8708565400417614,0.35946691671934483,1.1363149129183998,1.3977507825871265,0.027198213755880864,1.295652345941346,1.400541907135104,1.2607160061795548,0.2196534725374529,1.5591629667329112,2.30892801044976,0.8697847277274354,2.651474905119437,2.451763499594162,2.2982145431489136,1.4021264885757734,2.428722138531208
AS,New_AS_038.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_038.wav,resumen_h_media_std_q90_max,0.6226935436924753,0.028149753261186343,0.6171429719849015,0.6939926718788109,0.47173651860649773,0.11485957105986622,0.7289895891118401,0.9449155563814116,0.12273750154020183,0.983730124804973,1.0698035710565053,0.8491567438647627,0.3469966467984625,1.1166105926292247,1.4611800528010388,0.0246349139721361,1.2928498798451422,1.5454746137921007,1.2069948258608065,0.2405297828658825,1.5444542238516459,2.275141348536969,0.8894791541298624,2.701523427871799,2.4632881673222835,2.1718187190877067,1.477056665338186,2.3793461269536875
AS,New_AS_039.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_039.wav,resumen_h_media_std_q90_max,0.6219714831802592,0.026314821324352467,0.6299646004272198,0.6753099782390253,0.469360283629525,0.08867494763421614,0.7407910560324203,0.9253719189930655,0.10444044412240239,0.9966682431369458,1.0638456447669138,0.8919038084113482,0.29867580425913304,1.144878975824908,1.4762763139059643,0.03367265155423829,1.2747706658118205,1.455886952446953,1.0757252311509662,0.17763630326541777,1.5744076279197223,2.1723360040798405,0.7044231409126325,2.436901227127784,2.469038936563997,2.173795098616422,1.3742425273160888,2.5624019428326905
AS,New_AS_040.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_040.wav,resumen_h_media_std_q90_max,0.6323840937555716,0.02621887976885195,0.6312031713000815,0.6828773951153768,0.47855714828202006,0.08824983450346988,0.723548328918028,0.9714265964796855,0.10824627634085097,0.9815460335102184,1.048696026382687,0.9328071617363818,0.2928804327188695,1.129909815827599,1.4875060857830211,0.02649361814827935,1.2393496081283277,1.5041082127086507,1.1697479055030107,0.14348911400654374,1.5938804423295707,2.3532028257288427,0.7259520575935505,2.402426546927162,2.3664405751363065,2.283379703024202,1.4170882885114389,2.642908528990833
AS,New_AS_041.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_041.wav,resumen_h_media_std_q90_max,0.6322442589760752,0.026147497947977067,0.6104738533192203,0.664001870008219,0.4941735004542841,0.1075471921488885,0.752550427052057,0.9514550867802484,0.12872289514457833,0.9516181440743718,1.0299829123987905,0.8780389750371317,0.36521985746825814,1.1587173548940906,1.4001286948694063,0.028059978651579956,1.1919386820706033,1.5326359159252838,1.2870311589722567,0.20573238717597186,1.5936106308108289,2.3411370063214254,0.9411778704374648,2.5341924140433867,2.400254889895036,2.0812144504393717,1.6803089720423523,2.6668968567899394
