clase,archivo,ruta,columnas_espectrograma,duracion_s,SBV_1,SBV_2,SBV_3,SBV_4,SBV_5,SBV_6,SBV_7,SBV_8
N,New_N_024.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_024.wav,212,2.10925,0.7310665245381682,1.042992268578823,0.755902966819626,0.6042293390315235,1.079774540726091,0.26322676275024953,1.1037520009341395,0.7106632297195595
N,New_N_025.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_025.wav,212,2.103,0.6171831363300831,0.7844924303762647,0.9467046146017047,0.9554825130142867,0.8571164256390287,0.28050029253007697,1.1808294117324314,0.6956892152213658
N,New_N_026.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_026.wav,212,2.1105,0.7064395306525493,0.9582043330726698,0.8085420448417353,0.6705871694806887,1.0623922016981404,0.266461484737722,0.9650533626182625,0.7325677542135006
N,New_N_027.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_027.wav,212,2.116625,0.5941103126947735,1.103018720744803,0.49210784206610764,0.7570154441493572,1.090875336353562,0.289466303260583,1.0792149115374103,0.8393897469113578
N,New_N_028.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_028.wav,212,2.087,0.860842717648181,0.7364746626823696,0.8163080919493516,0.6229455792867156,1.2424799370867923,0.26198896852380077,1.1337854462346695,0.6830069441662336
N,New_N_029.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_029.wav,212,2.103,0.7626520968536691,0.7710830704694734,0.6553245626003176,0.6199027935060233,1.199353042206105,0.24708671514873798,1.1940444603074625,0.96914757276212
N,New_N_030.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_030.wav,212,2.1105,0.6816971807611415,0.7745092417977092,0.8124535691712568,0.8188196793033556,1.1449480381784778,0.29688976190836813,1.0638775515879917,0.8793800153751002
N,New_N_031.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_031.wav,212,2.09825,0.5976935386891326,1.0274677178449234,0.567038093411916,0.8844873782571963,0.9874079331653492,0.29788416456364686,1.0552530925567967,0.8571627480581382
N,New_N_032.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_032.wav,212,2.083625,0.6829096900696662,0.8814816914593462,0.7394453111776735,0.8057732856435211,0.9368314964493153,0.2556681149186999,1.1578920317918378,0.8338319823576613
N,New_N_033.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_033.wav,212,2.1105,0.8155191479194261,0.7855678106702564,0.8535867825354987,0.6667514746957437,0.9434015071230057,0.24475453224577554,1.2289621694642543,0.8763261136111474
N,New_N_034.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_034.wav,212,2.1405,0.6241361580128424,0.8142359660740611,1.0878121199542325,0.7598283497240512,0.7391748824929135,0.33366470296578893,1.1717386324603467,0.6676931059900508
N,New_N_035.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_035.wav,212,2.09175,0.785286171016329,0.957885111701226,0.7169068835055584,0.7700301693097634,0.9869349754276047,0.3067064228654631,1.1924588832102967,0.46722434964980664
N,New_N_036.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_036.wav,212,2.084375,0.5763824673733903,0.944145038710845,0.7417366862866027,0.8250242335649688,1.0072070673394606,0.30144911315660233,1.2044940070753916,0.6870087484807325
N,New_N_037.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_037.wav,424,3.00725,3.532261918357906,0.16594677975152877,0.030559996396054397,0.045416853654898545,0.008435083330756753,2.308032085322613,0.03299991093936089,0.03481904784459598
N,New_N_038.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_038.wav,212,2.975375,3.5389033403699064,0.1323750638308513,0.02335149755324373,0.03610507525997541,0.013382872742876327,2.271930967794198,0.0214501271722364,0.05402111432335783
N,New_N_039.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_039.wav,212,2.958625,3.4864905607251657,0.1519124065012899,0.0679253985430708,0.04278354561819891,0.04104956087636151,2.3191824586214516,0.004161816051262972,0.046778055591497905
N,New_N_040.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_040.wav,212,2.846,3.7438276857305315,0.13168818586577577,0.0019702452383199066,0.02520818215597943,0.0025884749574453087,2.261302806822724,0.01573079320722978,0.04299807339064173
N,New_N_041.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_041.wav,212,2.59225,0.8666868714240055,1.3714170708552207,1.1390107997195575,0.5445879482427353,0.9456569168310047,0.20847649233535928,0.5224013191277457,0.5828311287401188
N,New_N_042.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_042.wav,212,2.574,0.7475859553968113,1.7316674033724044,0.887009893238645,0.43846877505876886,1.1639722525836098,0.16287788796197886,0.3730673632699406,0.6879954842495553
N,New_N_043.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_043.wav,212,2.65575,0.5997173921470521,1.9102144322431767,0.7387331780742283,0.3999406121169552,1.116989134410488,0.12276929600752441,0.48733348799195814,0.8352198574145931
N,New_N_044.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_044.wav,212,2.5635,0.7169681801639577,1.5317826818839557,0.9421718133434139,0.37485339897683967,1.3622683889799017,0.18893175818537766,0.44504387080982294,0.6758609385944101
N,New_N_045.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_045.wav,212,2.672875,0.6160881293975176,1.7454296563137954,0.870600248698453,0.5010220073817376,1.0564402695742274,0.18296656381364776,0.3458623760403035,0.7263045809850526
N,New_N_046.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_046.wav,212,2.691625,0.6854112600114822,1.6679348656590363,0.9116950777169804,0.5111524382144719,1.1497351662434538,0.16028850017965277,0.4964830619037315,0.6376554826849099
N,New_N_047.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_047.wav,212,2.605625,0.9258309170373594,1.1497749752980169,0.9951869068809873,0.47818222980706504,1.1357319914423998,0.11165309066188135,0.6506119967196694,0.6735226454629233
N,New_N_048.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_048.wav,212,2.642625,0.7269653032803459,1.731875405153683,0.926687722975216,0.4526213371652196,0.9105046047445514,0.1698906200573334,0.4806126134436246,0.7883771693694083
N,New_N_049.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_049.wav,212,2.6025,0.6749537153622489,1.764503693262365,0.8752837718745876,0.43803100252305843,1.2718714010449952,0.15189471359107337,0.3465239118924966,0.6241829208956816
N,New_N_050.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_050.wav,212,2.575125,0.782655375760379,1.5821504124829682,0.8644985616233504,0.29869394891310364,1.3103392885941356,0.16508803007216136,0.4487974140566647,0.740244501906822
N,New_N_051.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_051.wav,212,2.68825,0.5914792013497191,1.6925396023923398,0.7973696229687027,0.43193239344953316,1.2377436871403948,0.2002270773782074,0.48975674980474304,0.8401808313602404
N,New_N_052.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_052.wav,212,2.58525,0.8933706888615526,1.5139242354830476,0.9651686446970208,0.3817885029759057,1.2783631472783807,0.11228129899600835,0.4086237438814173,0.6220539898337661
N,New_N_053.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_053.wav,212,2.618875,0.7739446821105338,1.6663783441253228,0.7560814949891471,0.4591573651509265,1.2823369423473134,0.1426083762065123,0.4165662186018211,0.6697147282777942
N,New_N_054.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_054.wav,212,2.62825,0.6981302925162672,1.665984598779483,0.7072743318249775,0.40640640918423143,1.112061261494187,0.1505650090502912,0.4589140579003103,0.9774134743052533
N,New_N_055.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_055.wav,212,2.593375,0.7991526086579531,1.7116665303284941,0.8283716125852351,0.37003717316568546,1.128203686431583,0.12207390136840313,0.377792695656869,0.8622191154251592
N,New_N_056.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_056.wav,212,2.58425,0.7171783869788625,1.4818790789659715,0.9492484861122797,0.544648827457922,1.1757513198763498,0.22262435810738862,0.4924132607577376,0.5351549053701505
N,New_N_057.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_057.wav,212,2.67975,0.6977406178612424,1.6176343795824357,1.0306837185725144,0.2872711558368331,1.1848437361961013,0.11683825893493584,0.3448727878337612,0.867913418804873
N,New_N_058.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_058.wav,212,2.5685,0.7489482741012401,1.4777711183119495,0.7459487489939564,0.3796794270289991,1.2479393133956236,0.19932073630002084,0.5537531007828055,0.8019895497049407
N,New_N_059.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_059.wav,212,2.678875,0.6994334428021525,1.8667568079113244,0.8256618589038776,0.36885033612137363,1.0112954532284286,0.161082351180886,0.4901373650465457,0.6866381899685374
N,New_N_060.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_060.wav,212,2.6695,0.6421399334333217,1.7603254488348303,0.8668533460452664,0.5575094204138995,1.1124607457727076,0.20292439826269165,0.5576602190876024,0.5288198532512177
N,New_N_061.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_061.wav,212,2.596375,0.639570996388356,1.6015040208933353,0.8657938825751762,0.29885697471937894,1.3668743706063065,0.16945645274132448,0.44812967399907894,0.8894874312248923
N,New_N_062.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_062.wav,212,2.642625,0.7422759878879914,1.316497602919687,0.949520960841751,0.4257794979909564,1.3367317986991962,0.20417827159523247,0.5624147119375383,0.6981062630218299
N,New_N_063.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_063.wav,212,2.601625,0.7255474779851788,1.5212414171986703,1.0328736633222486,0.6275216548512818,1.1057998890915792,0.14977682518727833,0.46718117670339543,0.686072495734833
N,New_N_064.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_064.wav,212,2.583125,0.6997595913747998,1.5699369683769908,0.8782955912642001,0.36661631912530424,1.361219627628334,0.20727209707015698,0.3899954555125614,0.7340310264295021
N,New_N_065.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_065.wav,212,2.689,0.8188476450821569,1.565933998361032,1.2844966480670323,0.3747830291555839,1.0826107869199926,0.14690640263059251,0.37821032458449816,0.584213501593261
N,New_N_066.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_066.wav,212,2.5685,0.6231460829061984,1.672010915024978,0.8046635141112544,0.45509998253690637,1.0672242603100792,0.18678344768186406,0.5516101382942328,0.7689175210934176
N,New_N_067.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_067.wav,212,2.601375,0.6530031546639894,1.612796124181359,1.1039124752513747,0.34772291323228643,1.303641985800094,0.1740819878310002,0.3964030733582246,0.725215976479576
N,New_N_068.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_068.wav,212,2.46625,0.6337537408948289,1.4892095972025083,0.967670674584419,0.4222864170215294,1.419411216041752,0.1918158325254077,0.3902616279570246,0.690941039850647
N,New_N_069.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_069.wav,212,2.540375,0.5569789629123088,0.8441362557855956,1.1891793010953116,0.8990428786144243,1.1902705622335286,0.17795648755755233,0.8354139170780998,0.6541509071839026
N,New_N_070.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_070.wav,212,2.5585,0.6160557450632784,0.8558232953571308,1.130460221939642,1.0142905757077754,0.8937570034344415,0.23039468022274462,0.9499479281271894,0.7825879203580152
N,New_N_071.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_071.wav,212,2.583375,0.7085077328881285,1.2266093076485818,0.9312882664048444,0.7602989592792909,0.962051780517476,0.1249883768406525,0.8935787198733748,0.6924904313375108
N,New_N_072.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_072.wav,212,2.53825,0.6564999474712174,0.8910034400163965,0.8573893009224072,0.869522640342015,1.2319001058524115,0.13838921783158006,0.9995401860093267,0.7489037399635984
N,New_N_073.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_073.wav,212,2.571125,0.8452911536132082,1.0749441152573913,0.8075848680979035,0.7608492091363073,1.2105466010435866,0.11943768628668992,0.8054328853850393,0.7863425629669861
N,New_N_074.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_074.wav,212,2.544125,0.8985916837422381,0.962770447605741,1.050761543661906,0.5810815455685843,1.2938990199986715,0.1165148072175915,0.7266081454243832,0.7405908609297984
N,New_N_075.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_075.wav,212,2.565375,0.8283337785626403,0.8405531848803717,0.9608734959874098,0.7271301023147002,1.1797630356722837,0.10678968420652005,0.887400217342057,0.8775907746579222
N,New_N_076.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_076.wav,212,2.52925,0.5939005327943572,1.1552612116258996,0.9274197001486305,0.9002465739964235,0.9702895349616669,0.16750522529191447,0.8890014054853034,0.9378005993981047
N,New_N_077.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_077.wav,212,2.553125,0.7013590932338138,0.7445416400396614,1.093219559430439,0.628084468012311,1.2872262197985649,0.14012835617047886,0.8872873308659818,0.9601684661154608
N,New_N_078.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_078.wav,212,2.526125,0.5607760903887862,0.904269774115639,1.0116410842561552,0.7328083731769334,1.1619175618122748,0.16950674176145483,0.8789335569455828,0.9707684918426766
N,New_N_079.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_079.wav,212,2.562,0.8109380622908001,0.7939137516810547,1.326642553948251,0.7501591357920889,1.0693251203103578,0.1502631023937585,0.9383198804253552,0.7200569732842348
N,New_N_080.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_080.wav,212,2.535125,0.6987802284621646,0.9148737796758479,1.0493873315086817,0.5637911895723358,1.382096911711867,0.17001001216423314,0.8295045898865392,0.9347649173565349
N,New_N_081.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_081.wav,212,2.581,0.5576149755997469,0.9635911391177995,0.8583344887746283,0.6457201559249754,1.3636452558418277,0.16077399033999293,0.8476488040641866,0.9560711046331799
N,New_N_082.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_082.wav,212,2.571875,0.6281478015367852,0.8984995191372935,1.059436682847191,0.7672142353774238,1.4113985066151558,0.21399522835669169,0.8308764513101092,0.7058174827995115
N,New_N_083.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_083.wav,212,2.5835,0.5928544759795864,0.8444335314691805,0.8589436121413874,0.68766275580932,1.4264882827166745,0.13388835544758665,0.8670896245970203,1.018991778277316
N,New_N_084.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_084.wav,212,2.466,0.7737894193432735,0.9027095667575986,1.0029349888802788,0.7126440297150627,1.0613584821013804,0.15907274545991276,1.0049898697109734,0.9052185794781471
N,New_N_085.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_085.wav,212,2.5655,0.5670173522766371,0.7939177632719168,0.9905177051081158,0.7277850755172343,1.2184912750030472,0.11693967159045203,0.8123712395416959,1.0804776554514972
N,New_N_086.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_086.wav,212,2.5655,0.5003734488393902,0.7591546910037861,1.1312242176316791,0.8179802317072027,1.0068160782252835,0.18572466366686782,1.010117083595495,0.9386020373124762
N,New_N_087.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_087.wav,212,2.553,0.49806167732315676,1.0036495646221846,1.1242542626094103,0.6643806881682982,1.2363021874433056,0.13206462076935335,0.8356720461217003,0.9934760210521195
N,New_N_088.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_088.wav,212,2.526125,0.6553756136849169,0.8282533183376062,0.9769853579205547,0.5422597093390688,1.348044071856194,0.19430095998399657,0.9587206486391598,1.0437594852718497
N,New_N_089.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_089.wav,212,2.57775,0.77430638800493,0.8589164834063482,0.9046505024198614,0.8265240920224308,1.0456123621306481,0.13192268347105224,1.0041640727599013,0.9007404502896794
N,New_N_090.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_090.wav,212,2.56875,0.43263304515461926,0.8791645425245254,1.2200540095302146,1.017459510866039,1.0709177703409078,0.24746410283471376,0.9197474563531147,0.6844327606263402
N,New_N_091.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_091.wav,212,2.568625,0.5831481571958823,0.9703306215159525,0.9653862520097769,0.6542101861617042,1.2510386973968473,0.2625304377582761,1.095483619753706,0.7994788785942994
N,New_N_092.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_092.wav,212,2.5505,0.7384353775537198,0.9586383957531877,1.1562319791248061,0.799504893700342,1.0977296996994634,0.12759422126316963,0.844914699373176,0.6338872495880088
N,New_N_093.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_093.wav,212,2.5745,0.6296289505593224,0.8365895395555947,1.2942919784870088,0.7240688540596973,1.1403859103251694,0.2288568986520934,0.9570725647728091,0.848003866549398
