capa,rango,iteracion,error_relativo
1,9,81,0.9998484906276148
1,9,82,0.09712771102844245
1,9,83,0.999848631017931
1,9,84,0.0966313453867442
1,9,85,0.9998487504837005
1,9,86,0.09618026616647686
1,9,87,0.9998488514012147
1,9,88,0.0957713013988019
1,9,89,0.9998489365226918
1,9,90,0.09540126919103079
1,9,91,0.999849008621797
1,9,92,0.09506663735001404
1,9,93,0.9998490702051581
1,9,94,0.09476369298749956
1,9,95,0.9998491235615573
1,9,96,0.09448863440487479
1,9,97,0.9998491709079627
1,9,98,0.09423760353250057
1,9,99,0.9998492143896781
1,9,100,0.09400685519775653
1,9,101,0.9998492559653606
1,9,102,0.09379291479148569
1,9,103,0.9998492972734268
1,9,104,0.09359273216936848
1,9,105,0.9998493395514545
1,9,106,0.09340386475846295
1,9,107,0.9998493836487707
1,9,108,0.09322446851099635
1,9,109,0.9998494301086035
1,9,110,0.09305304122108009
1,9,111,0.9998494792600887
1,9,112,0.09288830403938166
1,9,113,0.9998495312794237
1,9,114,0.09272925056357151
1,9,115,0.999849586206652
1,9,116,0.09257514172059413
1,9,117,0.9998496439425434
1,9,118,0.0924254532520967
1,9,119,0.9998497042547247
1,9,120,0.09227983072593571
1,9,121,0.9998497667999768
1,9,122,0.09213805848076476
1,9,123,0.9998498311568014
1,9,124,0.09200003313585918
1,9,125,0.9998498968595187
1,9,126,0.09186573359472554
1,9,127,0.9998499634263744
1,9,128,0.09173518646257042
1,9,129,0.9998500303778501
1,9,130,0.09160843249151199
1,9,131,0.9998500972453938
1,9,132,0.09148550002246177
1,9,133,0.9998501635731651
1,9,134,0.09136638909180328
1,9,135,0.999850228916273
1,9,136,0.09125106993821322
1,9,137,0.9998502928400963
1,9,138,0.09113949869392245
1,9,139,0.9998503549270683
1,9,140,0.09103164420621335
1,9,141,0.9998504147983851
1,9,142,0.09092750641002412
1,9,143,0.9998504721576185
1,9,144,0.09082710478393105
1,9,145,0.9998505268564107
1,9,146,0.09073042273295184
1,9,147,0.9998505789609216
1,9,148,0.09063732334592356
1,9,149,0.9998506287742147
1,9,150,0.09054749445801391
1,9,151,0.9998506767736008
1,9,152,0.0904604807987189
1,9,153,0.9998507234692638
1,9,154,0.09037579763799182
1,9,155,0.999850769250674
1,9,156,0.09029305011962828
1,9,157,0.9998508142992218
1,9,158,0.09021199135103475
1,9,159,0.9998508585957374
1,9,160,0.0901325127903978
1,9,161,0.9998509019921386
1,9,162,0.09005459659970064
1,9,163,0.9998509442958887
1,9,164,0.08997825847421914
1,9,165,0.9998509853325969
1,9,166,0.08990349998002369
1,9,167,0.9998510249777892
1,9,168,0.0898302838033505
1,9,169,0.9998510631646003
1,9,170,0.0897585358309663
1,9,171,0.9998510998779144
1,9,172,0.08968816460500104
1,9,173,0.9998511351431555
1,9,174,0.08961908282952565
1,9,175,0.9998511690145733
1,9,176,0.08955122014248171
1,9,177,0.999851201565231
1,9,178,0.08948452483062655
1,9,179,0.9998512328794135
1,9,180,0.08941895915339351
1,9,181,0.9998512630472731
1,9,182,0.0893544938954788
1,9,183,0.9998512921608901
1,9,184,0.08929110264481363
1,9,185,0.9998513203108578
1,9,186,0.08922875427962919
1,9,187,0.9998513475831121
1,9,188,0.08916740742523646
1,9,189,0.9998513740562313
1,9,190,0.0891070124381619
1,9,191,0.9998513997994039
1,9,192,0.08904752173588495
1,9,193,0.9998514248709427
1,9,194,0.08898890477773605
1,9,195,0.9998514493170972
1,9,196,0.08893115786496371
1,9,197,0.9998514731709005
1,9,198,0.08887429052433508
1,9,199,0.9998514964514656
1,9,200,0.08881828261698613
1,9,201,0.9998515191654714
1,9,202,0.08876304777000932
1,9,203,0.999851541312478
1,9,204,0.0887084437292602
1,9,205,0.9998515628922554
1,9,206,0.08865432064879544
1,9,207,0.9998515839102048
1,9,208,0.08860057068503906
1,9,209,0.9998516043790804
1,9,210,0.08854715591192283
1,9,211,0.9998516243181594
1,9,212,0.08849411074091565
1,9,213,0.9998516437518277
1,9,214,0.08844152723631725
1,9,215,0.9998516627088195
1,9,216,0.08838953646497649
1,9,217,0.999851681221903
1,9,218,0.0883382904997078
1,9,219,0.9998516993266644
1,9,220,0.08828793811634288
1,9,221,0.9998517170584552
1,9,222,0.088238593841347
1,9,223,0.999851734448422
1,9,224,0.08819031517230964
1,9,225,0.9998517515205265
1,9,226,0.08814309968954764
1,9,227,0.9998517682905655
1,9,228,0.08809689689138071
1,9,229,0.9998517847668266
1,9,230,0.08805162107239567
1,9,231,0.9998518009514378
1,9,232,0.08800715656403346
1,9,233,0.9998518168416803
1,9,234,0.08796335587766071
1,9,235,0.9998518324309371
1,9,236,0.08792003563197184
1,9,237,0.9998518477090886
1,9,238,0.08787697389628492
1,9,239,0.9998518626623321
1,9,240,0.08783391156195317
1,9,241,0.9998518772727512
1,9,242,0.0877905625213593
1,9,243,0.9998518915185647
1,9,244,0.08774664173883033
1,9,245,0.9998519053765902
1,9,246,0.08770192292727758
1,9,247,0.9998519188287371
1,9,248,0.08765632893219351
1,9,249,0.9998519318733561
1,9,250,0.08761002948315685
1,9,251,0.9998519445392621
1,9,252,0.08756348393517135
1,9,253,0.9998519568956772
1,9,254,0.08751736206049814
1,9,255,0.9998519690488944
1,9,256,0.08747234325704996
1,9,257,0.9998519811216144
1,9,258,0.08742889876158119
1,9,259,0.9998519932227818
1,9,260,0.0873871877418666
1,9,261,0.9998520054236121
1,9,262,0.08734710601708075
1,9,263,0.9998520177505501
1,9,264,0.08730842861417701
1,9,265,0.9998520301936908
1,9,266,0.08727096477406536
1,9,267,0.9998520427208089
1,9,268,0.08723465037125498
1,9,269,0.9998520552877439
1,9,270,0.08719953127486912
1,9,271,0.9998520678436998
1,9,272,0.08716567821213851
1,9,273,0.9998520803359787
1,9,274,0.08713311711007117
1,9,275,0.9998520927161115
1,9,276,0.0871018042105904
1,9,277,0.9998521049453213
1,9,278,0.08707163950346908
1,9,279,0.9998521169979263
1,9,280,0.0870425062053926
1,9,281,0.9998521288618198
1,9,282,0.08701430969976941
1,9,283,0.9998521405356039
1,9,284,0.08698698786184031
1,9,285,0.9998521520237581
1,9,286,0.0869604902414968
1,9,287,0.9998521633327272
1,9,288,0.08693475610027397
1,9,289,0.9998521744696186
1,9,290,0.08690971215033788
1,9,291,0.9998521854423801
1,9,292,0.08688527934376175
1,9,293,0.9998521962598399
1,9,294,0.0868613770763103
1,9,295,0.9998522069314802
1,9,296,0.08683792605343864
1,9,297,0.9998522174672901
1,9,298,0.0868148529983955
1,9,299,0.9998522278776859
1,9,300,0.0867920961148346
2,8,0,1.290798521901754
2,8,1,0.9999775649400895
2,8,2,0.6275247745759798
2,8,3,0.9992263293296124
2,8,4,0.5585191307810262
2,8,5,0.9993544175882182
2,8,6,0.4680153032993487
2,8,7,0.9995051963792763
2,8,8,0.3913836588977563
2,8,9,0.9996032154273161
2,8,10,0.337717576131218
2,8,11,0.9996638591365887
2,8,12,0.2996263126645517
2,8,13,0.9997038493852827
2,8,14,0.27379375876208756
2,8,15,0.9997290216810608
2,8,16,0.25557636231168424
2,8,17,0.9997459702454892
2,8,18,0.2416511980015609
2,8,19,0.9997584469313414
2,8,20,0.2304655391648256
2,8,21,0.9997682060430428
2,8,22,0.2214310055258643
2,8,23,0.9997759906406685
2,8,24,0.21419049337608445
2,8,25,0.999782196912958
2,8,26,0.2083817006552504
2,8,27,0.9997871568853769
2,8,28,0.20368766014101225
2,8,29,0.9997911409126685
2,8,30,0.1998599353573787
2,8,31,0.9997943547704893
2,8,32,0.19672115750090205
2,8,33,0.9997969580388878
2,8,34,0.1941420427560993
2,8,35,0.9997990767426685
2,8,36,0.19201787201711748
2,8,37,0.9998008121349666
2,8,38,0.19025435307104974
2,8,39,0.9998022459747393
2,8,40,0.18876793028884248
2,8,41,0.99980344576236
2,8,42,0.18748879747338085
2,8,43,0.9998044671154606
2,8,44,0.18636155856990705
2,8,45,0.9998053555302512
2,8,46,0.18534771902506247
2,8,47,0.9998061468589234
2,8,48,0.18442224726280554
2,8,49,0.999806867234666
2,8,50,0.1835664755224441
2,8,51,0.9998075349736094
2,8,52,0.18276942274149785
2,8,53,0.9998081624487763
2,8,54,0.18202682251297927
2,8,55,0.9998087563907487
2,8,56,0.18133670098025628
2,8,57,0.9998093189531225
2,8,58,0.1806987235896465
2,8,59,0.9998098499226653
2,8,60,0.1801148685182961
2,8,61,0.9998103478211602
2,8,62,0.17958614860884115
2,8,63,0.9998108109062066
2,8,64,0.17911210734085733
2,8,65,0.9998112380893598
2,8,66,0.17869101177216232
2,8,67,0.9998116290153491
2,8,68,0.17831932455985294
2,8,69,0.9998119841897022
2,8,70,0.17799184237150073
2,8,71,0.9998123052277796
2,8,72,0.1777031208052434
2,8,73,0.9998125946623168
2,8,74,0.17744741840491116
2,8,75,0.9998128553232117
2,8,76,0.17721864445810878
2,8,77,0.9998130901970985
2,8,78,0.17701146494999515
2,8,79,0.9998133023935363
2,8,80,0.17682197004599187
2,8,81,0.9998134949745667
2,8,82,0.17664817021106333
2,8,83,0.9998136708320654
2,8,84,0.17648905418423566
2,8,85,0.9998138324407178
2,8,86,0.17634307193734683
2,8,87,0.9998139818415976
2,8,88,0.17620793354793346
2,8,89,0.9998141207701414
2,8,90,0.1760809321898263
2,8,91,0.9998142508559769
2,8,92,0.17595934281067582
2,8,93,0.9998143737222633
2,8,94,0.1758407948538221
2,8,95,0.9998144909829456
2,8,96,0.1757239654274019
2,8,97,0.9998146042306745
2,8,98,0.1756091851095889
2,8,99,0.9998147149130627
2,8,100,0.1754978735239637
2,8,101,0.9998148240047225
2,8,102,0.1753904167795405
2,8,103,0.9998149317956205
2,8,104,0.17528548647920747
2,8,105,0.9998150384004122
2,8,106,0.1751818332220493
2,8,107,0.9998151440685545
2,8,108,0.1750792423881348
2,8,109,0.9998152489842592
2,8,110,0.17497818246505287
2,8,111,0.9998153530970717
2,8,112,0.17487918177412923
2,8,113,0.9998154562556782
2,8,114,0.17478244003629378
2,8,115,0.9998155582539499
2,8,116,0.17468769206234774
2,8,117,0.9998156588136222
2,8,118,0.17459477270956722
2,8,119,0.9998157576836043
2,8,120,0.1745036661668938
2,8,121,0.9998158546447062
2,8,122,0.1744141419657079
2,8,123,0.9998159494642958
2,8,124,0.17432578588567277
2,8,125,0.9998160418854004
2,8,126,0.17423822793304994
2,8,127,0.9998161316611561
2,8,128,0.17415141666044306
2,8,129,0.9998162185930761
2,8,130,0.17406572309574653
2,8,131,0.999816302427367
2,8,132,0.1739810596029277
2,8,133,0.9998163827997322
2,8,134,0.17389694116323495
2,8,135,0.9998164593958752
2,8,136,0.173812841487318
2,8,137,0.9998165319631113
2,8,138,0.1737281647091275
2,8,139,0.9998166003559055
2,8,140,0.1736422554791413
2,8,141,0.9998166645759315
2,8,142,0.1735540860010424
2,8,143,0.9998167247593879
2,8,144,0.17346254931232652
2,8,145,0.9998167812206977
2,8,146,0.1733677222950479
2,8,147,0.9998168344006194
2,8,148,0.17326982310825206
2,8,149,0.9998168846882927
2,8,150,0.17316814190944188
2,8,151,0.9998169324848505
2,8,152,0.1730626083866269
2,8,153,0.9998169782356058
2,8,154,0.17295257313234227
2,8,155,0.9998170222739221
2,8,156,0.17283570234862028
2,8,157,0.9998170649233122
2,8,158,0.172710570794472
2,8,159,0.9998171065547623
2,8,160,0.17257589477031143
2,8,161,0.9998171474696728
2,8,162,0.17242864025884164
2,8,163,0.9998171879701194
2,8,164,0.172267092091018
2,8,165,0.9998172284378649
2,8,166,0.17209196025388124
2,8,167,0.9998172688609518
2,8,168,0.1719029533114441
2,8,169,0.9998173089029863
2,8,170,0.1717010586128847
2,8,171,0.9998173482583759
2,8,172,0.17148180801185903
2,8,173,0.9998173867452115
2,8,174,0.17124232296587838
2,8,175,0.9998174247249315
2,8,176,0.1709873736355651
2,8,177,0.9998174625026678
2,8,178,0.1707175073572062
2,8,179,0.9998174997475896
2,8,180,0.17043763342681392
2,8,181,0.9998175369429166
2,8,182,0.17014889147476273
2,8,183,0.999817573594225
2,8,184,0.16984724664083997
2,8,185,0.9998176102684011
2,8,186,0.16955219489210768
2,8,187,0.999817647227518
2,8,188,0.16926879076292584
2,8,189,0.9998176830469463
2,8,190,0.16897844005574617
2,8,191,0.9998177171403114
2,8,192,0.16867327379411265
2,8,193,0.9998177511632106
2,8,194,0.16838432932021713
2,8,195,0.999817785811431
2,8,196,0.1680978374937813
2,8,197,0.9998178188342328
2,8,198,0.16777675949593326
2,8,199,0.999817851668481
2,8,200,0.16743366473566934
2,8,201,0.9998178875120702
2,8,202,0.16710799004497903
2,8,203,0.9998179262640587
2,8,204,0.16681913171087964
2,8,205,0.999817965205887
2,8,206,0.1665537878972531
2,8,207,0.9998180020493562
2,8,208,0.1662934258928747
2,8,209,0.9998180369674066
2,8,210,0.16603379435257856
2,8,211,0.9998180707522234
2,8,212,0.16577830907956553
2,8,213,0.9998181040485553
2,8,214,0.16553563283496983
2,8,215,0.9998181366695167
2,8,216,0.16530662345518962
2,8,217,0.9998181684982862
2,8,218,0.1650846109689057
2,8,219,0.9998181989215643
2,8,220,0.16485224577345195
2,8,221,0.999818228384213
2,8,222,0.16461390771022144
2,8,223,0.9998182581142657
2,8,224,0.1643781832205294
2,8,225,0.9998182883351626
2,8,226,0.16415072000196368
2,8,227,0.9998183186641793
2,8,228,0.1639347774036176
2,8,229,0.99981834858611
2,8,230,0.1637304170989279
2,8,231,0.9998183775862325
2,8,232,0.16353178544220384
2,8,233,0.9998184054570507
2,8,234,0.16334375100129672
2,8,235,0.9998184326045267
2,8,236,0.16317755534322081
2,8,237,0.999818458601862
2,8,238,0.16303191678860945
2,8,239,0.9998184827133659
2,8,240,0.1629030658694836
2,8,241,0.9998185046277497
2,8,242,0.1627855241986628
2,8,243,0.9998185242261768
2,8,244,0.1626732422909535
2,8,245,0.9998185417247555
2,8,246,0.16255990818239827
2,8,247,0.9998185576606353
2,8,248,0.16244309755128686
2,8,249,0.9998185728466946
2,8,250,0.16232810979757878
2,8,251,0.9998185877517765
2,8,252,0.16221978559727265
2,8,253,0.9998186021988316
2,8,254,0.1621199380217236
2,8,255,0.9998186159051533
2,8,256,0.1620293032085191
2,8,257,0.999818628682552
2,8,258,0.16194884336317214
2,8,259,0.9998186404062258
2,8,260,0.16187866587148075
2,8,261,0.9998186509223675
2,8,262,0.16181593256728616
2,8,263,0.9998186601247905
2,8,264,0.16175639835726796
2,8,265,0.999818668132292
2,8,266,0.1616995354663356
2,8,267,0.9998186751979119
2,8,268,0.16164718218463442
2,8,269,0.9998186813640974
2,8,270,0.16159876989296837
2,8,271,0.9998186865713599
2,8,272,0.16155160972403199
2,8,273,0.9998186909063641
2,8,274,0.16150273337413606
2,8,275,0.9998186946540457
2,8,276,0.16145130859465084
2,8,277,0.9998186982089635
2,8,278,0.16139951378083817
2,8,279,0.9998187018221316
2,8,280,0.1613504931207688
2,8,281,0.9998187054593501
2,8,282,0.16130573486288668
2,8,283,0.9998187089124537
2,8,284,0.16126438317225608
2,8,285,0.9998187119993089
2,8,286,0.16122472814920075
2,8,287,0.9998187146566252
2,8,288,0.16118569412725475
2,8,289,0.9998187168782054
2,8,290,0.16114687811864498
2,8,291,0.9998187186408473
2,8,292,0.1611081235115714
2,8,293,0.9998187199121551
2,8,294,0.1610694300692759
2,8,295,0.9998187206746338
2,8,296,0.16103088612125252
2,8,297,0.9998187209217377
2,8,298,0.16099239821986663
2,8,299,0.9998187206588665
2,8,300,0.16095387784625634
3,7,0,1.3651079682595073
3,7,1,0.9999875781063146
3,7,2,0.7223175472237369
3,7,3,0.9990578680343617
3,7,4,0.579372106226088
3,7,5,0.9994431579035915
3,7,6,0.4581017998941723
3,7,7,0.9996465641736618
3,7,8,0.3914866943790974
3,7,9,0.9997187011761761
3,7,10,0.3470565331271859
3,7,11,0.9997515421743252
3,7,12,0.31120804523396084
3,7,13,0.9997751233226669
3,7,14,0.28479060822665647
3,7,15,0.9997928482833085
3,7,16,0.27073824509356825
3,7,17,0.9998024279330785
3,7,18,0.26386485993130904
3,7,19,0.9998070108936593
3,7,20,0.2599914198101903
3,7,21,0.9998093669418434
3,7,22,0.2575677160428522
3,7,23,0.9998106590551938
3,7,24,0.25594221422369157
3,7,25,0.9998113950110854
3,7,26,0.2547925901865722
3,7,27,0.9998118076745669
3,7,28,0.253943817933311
3,7,29,0.9998120186991983
3,7,30,0.25329780062045415
3,7,31,0.9998120998842946
3,7,32,0.25279396499223195
3,7,33,0.9998120969111731
3,7,34,0.2523930081664004
3,7,35,0.9998120404525335
3,7,36,0.2520688756314539
3,7,37,0.9998119533246663
3,7,38,0.25180291800335725
3,7,39,0.9998118516198904
3,7,40,0.2515793831458683
3,7,41,0.9998117471359009
3,7,42,0.2513870465125535
3,7,43,0.9998116470044855
3,7,44,0.25121559811276495
3,7,45,0.9998115556117689
3,7,46,0.2510610428991245
3,7,47,0.9998114761987695
3,7,48,0.25092471671023336
3,7,49,0.9998114102418769
3,7,50,0.25080578810551457
3,7,51,0.9998113566012785
3,7,52,0.250699895781865
3,7,53,0.9998113134808241
3,7,54,0.25060496152617223
3,7,55,0.9998112789129078
3,7,56,0.25051914487529003
3,7,57,0.9998112507727726
3,7,58,0.25044012151262396
3,7,59,0.9998112278893062
3,7,60,0.2503678097903861
3,7,61,0.9998112097164432
3,7,62,0.2503034226559134
3,7,63,0.9998111951979011
3,7,64,0.2502468755617574
3,7,65,0.999811182782105
3,7,66,0.2501976949907225
3,7,67,0.9998111707190512
3,7,68,0.2501530869977206
3,7,69,0.9998111574492625
3,7,70,0.2501103369403753
3,7,71,0.9998111426957482
3,7,72,0.2500688241307325
3,7,73,0.9998111267125129
3,7,74,0.25002861271827514
3,7,75,0.9998111101214624
3,7,76,0.2499883006375808
3,7,77,0.999811094378291
3,7,78,0.2499494265679913
3,7,79,0.9998110808007536
3,7,80,0.24991210274930004
3,7,81,0.9998110700400552
3,7,82,0.24987480834792203
3,7,83,0.9998110629987144
3,7,84,0.24983750700625768
3,7,85,0.9998110598970472
3,7,86,0.24980171697347336
3,7,87,0.9998110600925321
3,7,88,0.2497663503782707
3,7,89,0.9998110628538992
3,7,90,0.2497303415697092
3,7,91,0.999811068414229
3,7,92,0.24969573602019443
3,7,93,0.999811076517952
3,7,94,0.2496637668921758
3,7,95,0.9998110864604591
3,7,96,0.2496344094851263
3,7,97,0.9998110975635173
3,7,98,0.24960705710208053
3,7,99,0.9998111091469729
3,7,100,0.24958055810533425
3,7,101,0.999811120627377
3,7,102,0.24955352186681184
3,7,103,0.9998111320352425
3,7,104,0.24952740225989128
3,7,105,0.9998111435441631
3,7,106,0.24950393159065856
3,7,107,0.9998111546401962
3,7,108,0.2494827527741948
3,7,109,0.9998111650869095
3,7,110,0.24946326049362658
3,7,111,0.9998111750417765
3,7,112,0.24944537812325676
3,7,113,0.9998111844982341
3,7,114,0.24942874374247234
3,7,115,0.9998111931876903
3,7,116,0.24941226917103188
3,7,117,0.9998112009621616
3,7,118,0.2493951292416356
3,7,119,0.9998112079211575
3,7,120,0.24937744326219025
3,7,121,0.9998112141596751
3,7,122,0.24935986141640937
3,7,123,0.9998112195710653
3,7,124,0.24934304845580088
3,7,125,0.9998112239841495
3,7,126,0.24932787717177635
3,7,127,0.9998112271800691
3,7,128,0.24931476198823416
3,7,129,0.9998112288648164
3,7,130,0.24930329061302076
3,7,131,0.9998112289360295
3,7,132,0.24929266723802615
3,7,133,0.9998112274859903
3,7,134,0.24928221097850628
3,7,135,0.999811224685829
3,7,136,0.2492715953550603
3,7,137,0.9998112206827028
3,7,138,0.24926080202280082
3,7,139,0.9998112156061201
3,7,140,0.24925033629469037
3,7,141,0.9998112095517889
3,7,142,0.2492410079215443
3,7,143,0.9998112024496646
3,7,144,0.2492331370478817
3,7,145,0.9998111941889369
3,7,146,0.2492264432318108
3,7,147,0.9998111848699061
3,7,148,0.24922048224599874
3,7,149,0.9998111747934664
3,7,150,0.249215026569372
3,7,151,0.9998111643375267
3,7,152,0.24921020942658073
3,7,153,0.999811153819578
3,7,154,0.2492062011422525
3,7,155,0.9998111434477164
3,7,156,0.24920299162502552
3,7,157,0.9998111334048453
3,7,158,0.24920049692970866
3,7,159,0.9998111238579099
3,7,160,0.24919849013956458
3,7,161,0.9998111149198662
3,7,162,0.24919656669701257
3,7,163,0.9998111066959062
3,7,164,0.24919431141733442
3,7,165,0.9998110992884588
3,7,166,0.24919140609620177
3,7,167,0.9998110927581063
3,7,168,0.24918779971260224
3,7,169,0.9998110871375084
3,7,170,0.24918382294349178
3,7,171,0.9998110823690378
3,7,172,0.24917990212062663
3,7,173,0.9998110782757225
3,7,174,0.24917626387003455
3,7,175,0.999811074651979
3,7,176,0.24917294007934299
3,7,177,0.9998110713081239
3,7,178,0.2491699045620372
3,7,179,0.9998110680752432
3,7,180,0.24916713623459574
3,7,181,0.9998110647771586
3,7,182,0.2491645662016299
3,7,183,0.9998110612350096
3,7,184,0.24916204881311566
3,7,185,0.9998110573001526
3,7,186,0.2491593906987124
3,7,187,0.9998110528660982
3,7,188,0.24915641189602505
3,7,189,0.9998110478580431
3,7,190,0.24915302745213816
3,7,191,0.9998110422115811
3,7,192,0.24914931370419904
3,7,193,0.9998110358523729
3,7,194,0.24914546590129522
3,7,195,0.9998110286835103
3,7,196,0.2491416441263532
3,7,197,0.999811020598863
3,7,198,0.24913787971503415
3,7,199,0.9998110115157864
3,7,200,0.24913413702851459
3,7,201,0.9998110013805979
3,7,202,0.24913040757665234
3,7,203,0.9998109901349095
3,7,204,0.24912671073296294
3,7,205,0.9998109776976252
3,7,206,0.24912303296238886
3,7,207,0.9998109639920584
3,7,208,0.24911931637481408
3,7,209,0.9998109489793101
3,7,210,0.24911552229475814
3,7,211,0.9998109326722284
3,7,212,0.24911168794656482
3,7,213,0.9998109151218187
3,7,214,0.24910790911425257
3,7,215,0.9998108963985743
3,7,216,0.2491042750021803
3,7,217,0.999810876595258
3,7,218,0.2491008379659035
3,7,219,0.9998108558502696
3,7,220,0.2490976415708383
3,7,221,0.9998108343627348
3,7,222,0.24909472378591832
3,7,223,0.9998108123834232
3,7,224,0.24909206732331685
3,7,225,0.9998107901983765
3,7,226,0.24908958191699346
3,7,227,0.9998107681122071
3,7,228,0.2490871493233217
3,7,229,0.9998107464257437
3,7,230,0.24908470108148162
3,7,231,0.999810725410868
3,7,232,0.24908228431867752
3,7,233,0.99981070528143
3,7,234,0.24908002700158108
3,7,235,0.999810686166741
3,7,236,0.2490780075229096
3,7,237,0.9998106681153235
3,7,238,0.24907618934034512
3,7,239,0.9998106511280186
3,7,240,0.24907443430684945
3,7,241,0.9998106351741717
3,7,242,0.2490725566858874
3,7,243,0.9998106202053364
3,7,244,0.24907045705572214
3,7,245,0.999810606170197
3,7,246,0.24906824996434365
3,7,247,0.9998105930050606
3,7,248,0.2490662381862072
3,7,249,0.9998105806164809
3,7,250,0.2490647376758166
3,7,251,0.9998105688858736
3,7,252,0.2490638221892722
3,7,253,0.9998105577006026
3,7,254,0.2490632873861236
3,7,255,0.9998105470056737
3,7,256,0.24906289728198025
3,7,257,0.9998105367834992
3,7,258,0.2490625069817305
3,7,259,0.9998105270009197
3,7,260,0.24906200732877445
3,7,261,0.9998105176102412
3,7,262,0.2490612670431392
3,7,263,0.9998105085830439
3,7,264,0.2490601418413619
3,7,265,0.9998104999304784
3,7,266,0.24905847399155462
3,7,267,0.9998104916901716
3,7,268,0.2490559886424771
3,7,269,0.9998104839018035
3,7,270,0.24905215761190064
3,7,271,0.9998104766230951
3,7,272,0.24904639892967345
3,7,273,0.9998104699979005
3,7,274,0.24903877688289847
3,7,275,0.9998104642379321
3,7,276,0.24903019939003723
3,7,277,0.999810459433823
3,7,278,0.2490215638171091
3,7,279,0.9998104555043039
3,7,280,0.2490131429564281
3,7,281,0.9998104523711182
3,7,282,0.24900490770139147
3,7,283,0.9998104500498826
3,7,284,0.24899683059795868
3,7,285,0.9998104485434292
3,7,286,0.2489886133611435
3,7,287,0.9998104478119421
3,7,288,0.24897965862524418
3,7,289,0.9998104478913316
3,7,290,0.24896966684931482
3,7,291,0.9998104489057914
3,7,292,0.24895915802869223
3,7,293,0.9998104508990149
3,7,294,0.2489489907530551
3,7,295,0.9998104536952145
3,7,296,0.24893926833062432
3,7,297,0.9998104570887852
3,7,298,0.248929407074561
3,7,299,0.9998104610630285
3,7,300,0.24891864165317323
