clase,archivo,ruta,duracion_s,variante_deep_onmf,error_vs_N,error_vs_AS,error_vs_MR,error_vs_MS,error_vs_MVP,F_001,F_002,F_003,F_004,F_005
AS,New_AS_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_011.wav,2.59225,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.32145731678783357,0.12007247772156764,0.15536135514707514,0.11969333366133542,0.13596278543829204,5.786119510801091e-07,0.40552207287610753,0.03834238341650911,0.4159297337859186,0.14020523130951365
AS,New_AS_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_012.wav,2.60575,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.32536159011725224,0.1243357520094797,0.14882505294768864,0.11925157666489027,0.13789843765710738,4.6312671174346996e-07,0.3330597604791564,0.06442202274190165,0.4684335134583204,0.1340842401939098
AS,New_AS_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_013.wav,2.630875,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3309161291973812,0.1243004834049216,0.15925785556286653,0.11820839182730829,0.14251251853737795,2.920401645692794e-07,0.34533898111408234,0.03241798167286653,0.5215585393450418,0.10068420582784474
AS,New_AS_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_014.wav,2.60675,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3123487107998843,0.11515288757094543,0.1515167117581989,0.11273354850054158,0.12481796082023976,3.024301235643969e-07,0.3614424845297054,0.027373847830161186,0.42914222868110763,0.18204113652890222
AS,New_AS_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_015.wav,2.61725,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.32926286979539804,0.12809500156125658,0.16350368784513905,0.12563362146641413,0.14099897208713202,1.0071995174512334e-06,0.36842215566835795,0.0386482952599321,0.4309375954388242,0.16199094643336837
AS,New_AS_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_016.wav,2.42475,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.31019902400241867,0.1181472222964494,0.14943016615225704,0.11387768281175609,0.12993327686461467,4.770055550248935e-07,0.34509271626600224,0.038327238442587556,0.46579785439363725,0.15078171389221784
AS,New_AS_017.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_017.wav,2.585875,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3046924781640489,0.12255042691643474,0.15298621259674244,0.11596892842935343,0.1295123252957464,1.0533096045668754e-06,0.3015899514301013,0.036947065470783046,0.47489151000629154,0.18657041978321948
AS,New_AS_018.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_018.wav,2.603375,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3187468997150199,0.12410201264321256,0.15205137033797658,0.12307790967702495,0.1364632075561981,1.1950494711114579e-06,0.3732500405578386,0.060676401982059446,0.3989414659626515,0.16713089644797927
AS,New_AS_019.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_019.wav,2.616625,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.34295337621208843,0.1309237617329696,0.15695198471625418,0.12514723792136803,0.14083870304099055,4.1020755156826474e-07,0.3157916951576443,0.0598137987736988,0.45684555147163153,0.16754854438947372
AS,New_AS_020.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_020.wav,2.598,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.31725589062702797,0.12001398393199955,0.16095517279091354,0.1156009168937516,0.13364252668183302,4.206800013883526e-07,0.3564566275391372,0.02096668555608069,0.48377151144459773,0.138804754780183
AS,New_AS_021.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_021.wav,2.638125,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3250441711557199,0.12618876881719532,0.1622586925638644,0.12536027773840883,0.13894891959789976,1.1863256075246205e-06,0.38501234187443023,0.03852990474895438,0.40591607789965456,0.17054048915135317
AS,New_AS_022.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_022.wav,2.604625,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.32467712896072115,0.12163142637065835,0.15256009349422045,0.12202650725762178,0.13558365782907952,6.329097166393341e-07,0.39926913243957124,0.05221556910115472,0.3890275870518804,0.15948707849767718
AS,New_AS_023.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_023.wav,2.624625,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.32514434328011355,0.12705792018956374,0.1650374798068651,0.1274803450505384,0.1452680039261587,1.6079458014413625e-06,0.4196407460608169,0.038400726235360144,0.40862655429132294,0.1333303654666986
AS,New_AS_024.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_024.wav,2.82025,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3303128797678683,0.11810147393246412,0.1505254504336949,0.11710652196277599,0.14054146338373139,2.1118633601571598e-07,0.4174702137899709,0.04556800400724223,0.4468317919557112,0.09012977906073974
AS,New_AS_025.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_025.wav,2.613875,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.33793111060391934,0.12709490838801368,0.15679928493733375,0.12502125677142278,0.1432576296440263,5.225247967662192e-07,0.37780741656153904,0.05646538063730332,0.4314172522983157,0.13430942797804502
AS,New_AS_026.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_026.wav,2.599625,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.312918115798793,0.12273332781046906,0.15503546097620488,0.1115634197153031,0.12874966973625016,3.0043125695824064e-07,0.2515135190434618,0.02480815413025899,0.5602984244508555,0.16337960194416679
AS,New_AS_027.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_027.wav,2.608625,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3252836611763294,0.12183518152615364,0.15996144430056666,0.11257698371571336,0.13917742200308064,1.5999601623485426e-07,0.3040501029995413,0.020243739741371176,0.5870459085477825,0.0886600887152887
AS,New_AS_028.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_028.wav,2.628375,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3285009352320252,0.12752951138752108,0.15996898950019156,0.12215078481256257,0.14322638372279808,6.628477576613873e-07,0.34488847886522694,0.041209468376055235,0.49053131234843655,0.12337007756252369
AS,New_AS_029.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_029.wav,2.584125,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3211643866445454,0.12705953956245963,0.15768070100325843,0.12041602750864312,0.14263065733675523,8.250632736816259e-07,0.32883789318009,0.04300029807473348,0.5112892725040253,0.1168717111778775
AS,New_AS_030.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_030.wav,2.60425,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3259006958425976,0.117649820667798,0.15170168015646954,0.1140020522838723,0.1325649656244366,1.6459400485615408e-07,0.3656968550158702,0.0335233955136641,0.4723800551600582,0.12839952971640273
AS,New_AS_031.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_031.wav,2.631125,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3315787532674645,0.13143783402728826,0.15783610081506944,0.12418930920432905,0.1481231995636742,8.068240862045678e-07,0.32061128944412454,0.05854007868691617,0.5114057742396979,0.10944205080517529
AS,New_AS_032.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_032.wav,2.609125,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3206148290241611,0.121177577335173,0.14950933237260344,0.11310093209866383,0.1329884624845428,2.2379570008850486e-07,0.29948794605567586,0.040369565927233064,0.5302569954427298,0.12988526877866122
AS,New_AS_033.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_033.wav,2.618125,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3349744543330783,0.13048512291714373,0.16099561511521582,0.12657835351229607,0.14640536247357938,8.736787547932023e-07,0.3582849716061246,0.05209170801507034,0.4586301731849867,0.13099227351506357
AS,New_AS_034.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_034.wav,2.6235,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3216979449148642,0.1277645025914132,0.1536143093410255,0.1227430325139186,0.1388082320600884,1.0589576581258726e-06,0.32684760376017247,0.060623701479496785,0.4534012287502312,0.15912640705244138
AS,New_AS_035.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_035.wav,2.607875,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.32307709351494185,0.12355649455651764,0.15940010676491742,0.12202466619898487,0.13190759403381347,7.50209348730797e-07,0.35978802176603053,0.034315232150763306,0.3977972630280056,0.20809873284585179
AS,New_AS_036.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_036.wav,2.612125,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3383483167564562,0.12850040965682208,0.1571579431656793,0.12628753515559643,0.14801441678634708,6.474039319028089e-07,0.38406075693732594,0.06251569055351251,0.4418545851858328,0.11156831991939692
AS,New_AS_037.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_037.wav,2.619125,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.33448184776276885,0.12431834413006801,0.15052849961168185,0.11670991570793528,0.14197420409503517,1.759923824399076e-07,0.31760278184683083,0.05267809397494879,0.5350332855749061,0.09468566261093164
AS,New_AS_038.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_038.wav,2.60125,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.31924208878660437,0.12530135385545133,0.1512532131572052,0.12159684118549305,0.13465274723819257,9.58895882584191e-07,0.3335731816132001,0.06048883233151648,0.42563686214789714,0.1803001650115037
AS,New_AS_039.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_039.wav,2.632375,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3124972823008127,0.12009400271060743,0.15491760283941552,0.11274687530943901,0.1318482750054085,3.676420862480391e-07,0.31220237034677745,0.026383241358231547,0.5258258045070905,0.13558821614581423
AS,New_AS_040.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_040.wav,2.633875,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3288250711427891,0.1233316813550011,0.15734945611648396,0.11806525385676024,0.13835685670221112,3.104435825038282e-07,0.34603740710576886,0.03451975395128474,0.4944250031012461,0.1250175253981178
AS,New_AS_041.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_041.wav,2.589375,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.32087886699372303,0.12306131274036607,0.15348982398088992,0.11982747639742027,0.1382803174595384,6.722466703151759e-07,0.36574601411149743,0.04796401596025637,0.45388262505721066,0.13240667262436517
AS,New_AS_042.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_042.wav,2.609375,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3360449415398486,0.1286936589258286,0.1584936760692399,0.12393747696646572,0.1461665853455894,5.440460529846984e-07,0.3534613082201864,0.05163616945520959,0.48047695773965,0.11442502053890095
AS,New_AS_043.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_043.wav,2.60125,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.32323339671139883,0.1269272530167163,0.1537886098147942,0.11940678632275999,0.1322766633062088,5.516574506547411e-07,0.28415210051286494,0.04698629894014959,0.4702972247999076,0.19856382408962733
AS,New_AS_044.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_044.wav,2.6105,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.32541499787826783,0.12424770111542886,0.15817944409101464,0.11768589936391678,0.1341588529163944,3.629217982482447e-07,0.3153043363517091,0.03140418950520437,0.4925488167111658,0.1607422945101226
AS,New_AS_045.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_045.wav,2.638,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.30728722806102904,0.12145038157997667,0.1499201750465012,0.11501163848530635,0.13176259101652132,7.623741088221079e-07,0.3133745889883058,0.04325411134020912,0.4904221162360106,0.1529484210613656
AS,New_AS_046.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_046.wav,2.627,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.33171886199742123,0.1312242194175793,0.1641400033281622,0.12458656189923141,0.14607487980550393,8.438329127754227e-07,0.32920566530911965,0.039768763303259694,0.50416443924785,0.12686028830685792
AS,New_AS_047.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_047.wav,2.58625,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.32111574120626757,0.12088719754343971,0.1536602241379427,0.11598977584039884,0.1353746417829717,3.4980315739547427e-07,0.34790947692016927,0.03628971474257421,0.4877121206105109,0.1280883379235883
AS,New_AS_048.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_048.wav,3.427125,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3230412086501344,0.12339318315078253,0.15740402011014448,0.1182164336078301,0.13864765106346638,4.7165739716010634e-07,0.34772801511809115,0.034807145827930173,0.49360920527371865,0.12385516212286284
AS,New_AS_049.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_049.wav,2.9275,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.2864981984709097,0.13673610685894344,0.15390523572254952,0.10317465007382709,0.1650732928362645,6.08867487138927e-07,0.06724932606031585,0.017763392955825637,0.9075144965980838,0.007472175518287533
AS,New_AS_050.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_050.wav,2.917625,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.282150744540004,0.16250430838478716,0.14600451423161684,0.11056113488566564,0.22241668604402667,3.683150194398021e-06,0.02118744517140196,0.06991662772475256,0.9086146901438257,0.00027755380982540166
AS,New_AS_051.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_051.wav,2.918375,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.30847341913075477,0.14142602591002182,0.17049660098309263,0.13871427992759242,0.22690322667062407,2.7695934695005048e-05,0.4230845238414381,0.07912264312979012,0.4947067499728189,0.0030583871212580107
AS,New_AS_052.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_052.wav,2.917875,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3183019913547237,0.17283358728453135,0.17859967986108824,0.14769294609803107,0.24665446449637102,6.693454531817506e-05,0.17687874152733535,0.12942942568413898,0.6903807564104174,0.0032441418327900785
AS,New_AS_053.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_053.wav,2.939375,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.28811604483807274,0.17939446446906476,0.15196032494764852,0.12102269941907914,0.23113186545306702,1.3864147668516119e-05,0.018327567407008874,0.1123808490598019,0.8686781878357894,0.0005995315497311756
AS,New_AS_054.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_054.wav,2.914375,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.2845781805552764,0.14304791188955898,0.1549389583004827,0.1267119817600946,0.20199860259960262,3.060144566464368e-05,0.23249043423899718,0.10973893239893653,0.6521163923479719,0.005623639568429692
AS,New_AS_055.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_055.wav,2.94775,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.35893663853414187,0.1757836258522191,0.20484640782759062,0.15010929685525046,0.2326125973868624,1.1109576225804214e-05,0.19269343588054502,0.0409443595823947,0.757028613376736,0.009322481584098345
AS,New_AS_056.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_056.wav,2.91025,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3259315107731294,0.1848058788786197,0.17080128801375172,0.13930784164535423,0.26020250474794293,1.789734248955371e-05,0.05922162658949722,0.13235997179006684,0.8076205330429613,0.0007799712349850068
AS,New_AS_057.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_057.wav,2.923875,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.31948078468398045,0.14507749044984397,0.15012312562246666,0.12825825208227137,0.22066773399296272,4.106200889552181e-06,0.21767452479241098,0.15890137313812094,0.6214694223711337,0.001950573497444842
AS,New_AS_058.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_058.wav,2.89175,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.2925529257623319,0.13818488041756552,0.14898938274136078,0.12254341324422934,0.20275699746216325,9.803811527824137e-06,0.23336949016691513,0.11526949392084311,0.6479053905821259,0.003445821518587989
AS,New_AS_059.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_059.wav,2.927625,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3220729450061907,0.18144189138162573,0.1756410470351097,0.13596188067803658,0.2667442829464179,1.504473840826638e-05,0.05902772689165699,0.08304055373225142,0.857526510313275,0.00039016432440831583
AS,New_AS_060.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_060.wav,2.924,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.3343500457350944,0.1856368217158453,0.20557389646255653,0.16656723040295526,0.2826200180726888,0.000203122461635923,0.2568647981256029,0.09859287423774053,0.6419026690355069,0.0024365361395138722
AS,New_AS_061.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_061.wav,2.96025,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.27735251033086133,0.15045932105620244,0.14135531821056327,0.11308896309633536,0.19797707907062242,7.4306363153415535e-06,0.05881387323962287,0.11198914103023459,0.8271495850696787,0.002039970024148425
AS,New_AS_062.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_062.wav,2.9135,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.28816080076651596,0.1421445092118639,0.13203572741620886,0.1035091875506552,0.18627329556022276,5.453509644001716e-07,0.04343217940454469,0.09486799398386732,0.8602651164028351,0.0014341648577886044
AS,New_AS_063.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_063.wav,2.918375,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,0.2948808259307972,0.20109323701671206,0.19207838103796382,0.14535831591166634,0.2652206749038931,0.00023719786972169375,0.04138306282064712,0.06796664052053326,0.8891995758297111,0.001213522959386887
